num,clean_id,loja_nome,destino_atual,score_atual,wl,vivino_id_atual,vivino_nome_atual,llm
513,3892715,aaaa14aaa aaa14a1aaa3a 2018,C2,0,1,0,,W|??|??|??|??|N|
514,3896857,aaaaaaa aa a1aaa3 a aa aaaaa3aaaa3 a aa aaaa aa14aa aaa aaa14ao 2024,C2,0,1,0,,W|??|??|??|??|N|
515,2559292,aalborg jubilaem akvavit,D,0,0,0,,S|Aalborg|Jubilæum Akvavit|DK|??|??|
516,3985919,aaldering lady m 2024,A,0.767,3,212244,aaldering — lady m,W|Aaldering|Lady M|ZA|w|V|Stellenbosch
517,2821831,abadia retuerta pago garduna,A,0.800,2,15374,abadia retuerta — pago garduna,W|Abadia Retuerta|Pago Garduña|ES|r|V|Castilla y León
518,2110163,abanico reserva vino tinto vino de portugal,A,0.580,4,1211509,abanico — tinto,W|??|Reserva Vino Tinto|PT|r|N|
519,3724232,abbazia di novacella muller thurgau 2022,A,0.755,3,18815,abbazia di novacella stiftskellerei neustift — muller thurgau,W|Abbazia di Novacella|Müller Thurgau|IT|w|V|Alto Adige
520,3313564,abbotts delaunay grenache rose les fruits et fleurs sauvages,A,0.639,5,1144191,abbotts delaunay — les fruits sauvages chardonnay,W|Abbotts Delaunay|Les Fruits et Fleurs Sauvages Grenache Rosé|FR|p|N|
521,2688681,aberfeldy 25yo,D,0,0,0,,S|Aberfeldy|25yo|GB|??|??|
522,2999760,aberlour 18 ani blended 43,D,0,0,0,,S|Aberlour|18 Ani Blended|??|??|??|
523,752045,abril edition johannes pinot noir 2019,A,0.703,6,1304870,abril — zeit reserve pinot noir,W|Johannes|Pinot Noir Abril Edition|DE|r|N|
524,3316936,abuelo centuria,C2,0.158,1,0,,S|Abuelo|Centuria|PA|??|??|
525,3607355,acacia silicone slotted turner,D,0,0,0,,X
526,1118677,acclaimed napa red blend 2020,A,0.587,6,1381687,acclaimed — red,W|??|Napa Red Blend|US|r|N|
527,2482115,accomasso 2014 barolo annunziata,A,0.815,6,1092140,lorenzo accomasso — annunziata barolo riserva,W|Accomasso|Barolo Annunziata 2014|IT|r|V|Barolo
528,1466454,accordini le bessole passito rosso del veneto 2018,A,0.788,5,1167481,accordini — le bessole passito rosso del veneto,W|Accordin|Le Bessole Passito Rosso del Veneto|IT|r|V|Veneto
529,1808461,ace one premium chardonnay,A,0.688,1,169539,ace one — chardonnay,W|Ace One|Premium Chardonnay|??|w|N|
530,25481,aceite de calendula cuba eco house,D,0,0,0,,X
531,1529948,aceite de coco,D,0,0,0,,X
532,288999,aceite dv catena blend de la familia caja x 12un de 250cc,D,0,0,0,,X
533,2851017,aceite frito mac maravilla de girasol y maiz,D,0,0,0,,X
534,2064319,aceite no filtrado,D,0,0,0,,X
535,1604429,aceite riquisimo,D,0,0,0,,X
536,1889237,aceite vegetal pam original spray 226g,D,0,0,0,,X
537,27219,aceite zuelo organico x,D,0,0,0,,X
538,2994875,aceitunas verdes sin carozo 200 grs rio de la plata,D,0,0,0,,X
539,1280397,acetaia paltrinieri aceto balsamico,C2,0.413,2,0,,X
540,1192375,acon seleccion,A,0.675,3,83109,abadia de acon — reserva,W|Acon|Seleccion|ES|r|N|
541,264627,acondicionador fructis regarga nutritiva,D,0,0,0,,X
542,200368,activador crema issue 30 volumenes,D,0,0,0,,X
543,2733826,add 8x butterflies,D,0,0,0,,X
544,3202913,add to basket,C2,0.367,2,0,,X
545,158507,add which portuguese red wines,B,0.245,3,0,,W|??|Portuguese Red Wines|PT|r|N|
546,1258332,adesivo para olhos beauty pro retinol 35g 3un,D,0,0,0,,X
547,2939864,adidas reloj aosy22068,D,0,0,0,,X
548,2265008,adn alvarinho,C2,0.175,1,0,,W|Adn|Alvarinho|PT|w|N|
549,1329304,adobe chardonnay reserva,A,0.813,5,229001,adobe road — chardonnay,W|Adobe|Chardonnay Reserva|CL|w|V|Casablanca Valley
550,1457511,adriano grasso barbera dasti docg 2024 kologisk,A,0.641,6,836528,adriano grasso — barbera dasti,W|Alessandro Grassi|Barbera d'Asti DOCG|IT|r|N|
551,1689833,adulting bubbly white,C2,0.182,1,0,,W|Adulting|Bubbly White|??|s|N|
552,1041888,aequitas vineyards gaps crown vineyard pinot noir sonoma coast usa 2022,B,0.284,7,0,,W|Aequitas Vineyards|Gaps Crown Vineyard Pinot Noir|US|r|V|Sonoma Coast
553,3709912,afikoman cappuccino biscuits 180g,D,0,0,0,,X
554,3694714,african sweety,A,0.508,2,56786,african winery — pinotage,W|African|Sweety|??|??|N|
555,3718386,after eight mints ref 12498375 ref938466 400gr box 12,C2,0.330,2,0,,X
556,2456333,after shave gillette hydratessoothes,D,0,0,0,,X
557,4068850,age siglo saco 1928,A,0.633,3,799434,age — siglo,S|Age|Siglo Saco 1928|ES|??|??|
558,2801338,agerre txakolina,A,0.847,4,194735,agerre — getariako txakolina,W|Agerre|Txakolina|ES|w|V|Getariako Txakolina
559,3451786,agkalli grizo prasino,D,0,0,0,,W|Agkalli|Grizo Prasino|GR|??|N|
560,1363442,aglio olio e peperoncino krajeny cesnek s chilli v oleji 180g,D,0,0,0,,X
561,2415038,agora greek koroneiki evoo 2 liter,D,0,0,0,,X
562,2099609,agricola brandini langhe nebbiolo filari corti,A,0.480,5,1128351,azienda agricola gallino giuseppe — langhe nebbiolo,W|Agricola Brandini|Langhe Nebbiolo Filari Corti|IT|r|N|
563,1215069,agua crystal sem gas pet,C2,0.373,2,0,,X
564,2459375,agua luso,C2,0.383,2,0,,X
565,2428542,agua sem gas vitalis,C2,0.271,2,0,,X
566,28479,agua xuma con gas pet 500 cc,C2,0.231,2,0,,S|Aguardiente Antioqueño|Azul Sin Azucar|CO|??|??|
567,1619540,aguardiente antioqueno azul sin azucar cuarto,D,0,0,0,,S|Aguardiente Nectar|Azul 14|CO|??|??|
568,1582086,aguardiente nectar azul 14,D,0,0,0,,W|Ah Ramon|Rouge|FR|r|N|
569,3353358,ah ramon rouge 2017,A,0.738,4,1092521,ramon roqueta — minorisa,S|A.H. Riise|Family Reserve Solera 1838|??|??|??|
570,2603671,ah riise family reserve solera 1838,C2,0.433,2,0,,W|Aiora|Assyrtiko Xinomavro Malagousia|GR|??|N|
571,1395767,aiora assyrtiko xinomavro malagousia,C2,0.293,2,0,,S|Akkeshi|New Born Foundations 4|JP|??|??|
572,3518970,akkeshi new born foundations 4,D,0,0,0,,X
573,3902545,al sultan 02,D,0,0,0,,X
574,2960474,al wataniah body mist oud myst int,D,0,0,0,,W|Alain Corcia|Nuits-Saint-Georges Premier Cru Les Vaucrains|FR|r|V|Nuits-Saint-Georges
575,1773612,alain corcia nuitssaintgeorges premier cru les vaucrains 2017,A,0.467,2,1502445,domaine raphael et alain corcia — beaune 1er cru les marconnets,W|Alain Graillot|Saint-Joseph Rouge|FR|r|V|Saint-Joseph
576,1199161,alain graillot saintjoseph rouge 2021,A,0.507,5,1206362,alain paret — domaine de la couthiat saintjoseph,W|Alamos|Malbec|AR|r|V|Mendoza
577,1657654,alamos malbec,A,0.880,4,893,alamos — malbec,X
578,1609932,albahaca 1u,D,0,0,0,,W|Albamar|O Esteiro Mencia|ES|r|V|Ribeira Sacra
579,2154540,albamar o esteiro mencia,A,0.697,5,1311683,albamar — o esteiro caino,W|Albert Boxler|Sommerberg GC Riesling|FR|w|V|Alsace Grand Cru
580,346905,albert boxler sommerberg gc riesling,A,0.737,1,522307,albert boxler — riesling alsace grand cru sommerberg,W|Albin Jacumin|Châteauneuf-du-Pape Blanc|FR|w|V|Châteauneuf-du-Pape
581,1817245,albin jacumin aop chateauneuf du pape blanc 2024,A,0.545,5,1651018,domaine albin jacumin — 100 pour 100 clairette chateauneufdupape blanc,W|Albino Armani|Recioto della Valpolicella|IT|d|V|Valpolicella
582,3011389,albino armani recioto della valpolicella red sweet 13 075,A,0.656,4,464874,albino armani — recioto della valpolicella,W|Aldo Conterno|Barolo Bussia|IT|r|V|Barolo
583,219743,aldo conterno barolo bussia 2021,A,0.860,5,16239,aldo conterno — barolo bussia,W|Alessandro Viola|Pas Dose Blanc de Blancs|IT|s|V|Sicilia
584,360213,alessandro viola pas dose blanc de blancs 2023,A,0.482,5,1208158,alessandro viola — rose,X
585,175517,alessi thin breadsticks,D,0,0,0,,W|Alex Gambal|Charmes-Chambertin Grand Cru|FR|r|V|Charmes-Chambertin
586,1441916,alex gambal charmeschambertin grand cru 2014,A,0.863,4,258064,alex gambal — charmeschambertin grand cru,W|Alex K|Five Boroughs Central Otago Pinot Noir|NZ|r|N|
587,2490084,alex k five boroughs central otago pinot noir 2018 export label by kalex wines,A,0.313,5,1591647,alex moreau — bourgogne pinot noir,W|Alfa Crux|Crux XTRA Cabernet Franc|AR|r|N|
588,215938,alfa crux crux xtra cabernet franc,A,0.800,3,1337363,alfa crux — crux xtra cabernet franc,W|Alheit Vineyards|Hereafter Here Chenin Blanc|ZA|w|V|Stellenbosch
589,669306,alheit vineyards hereafter here chenin blanc,A,0.880,5,1386857,alheit vineyards — hereafter here chenin blanc,W|Alianca|Bairrada Reserva|PT|r|N|
590,1980784,alianca bairrada reserva 1997,A,0.775,4,173177,alianca — bairrada reserva,W|Alice|2025|IT|??|N|
591,3772713,alice 2025 igt salento produttori di manduria,B,0.389,5,0,,X
592,1104844,alize apple,A,0.508,2,1192110,alize — red passion,X
593,2256247,alize bleu,A,0.508,2,1192110,alize — red passion,W|Alkoomi|Frankland River Cabernet Sauv|AU|r|V|Frankland River
594,463869,alkoomi frankland river cabernet sauv,A,0.480,3,418107,frankland estate — cabernet sauvignon,X
595,1694756,all the bitter new orleans nonalcoholic bitters,D,0,0,0,,X
596,3451553,allegrini palazzo della torre 2014,A,0.760,3,4487,allegrini — palazzo della torre,W|Allegrini|Palazzo della Torre|IT|r|V|Veneto
597,2641795,allegrini soave 2019,A,0.847,4,81246,allegrini — soave,W|Allegrini|Soave|IT|w|V|Soave
598,3526323,allies merricks chardonnay 2018,A,0.633,4,328947,merricks — chardonnay,W|Allies Merricks|Chardonnay|AU|w|N|
599,381473,allways muschio bianco 1,C2,0,1,0,,X
600,1900853,almejas blancas al natural samare classics,C2,0.102,1,0,,X
