1. W|carlos|i pahar 40|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
709. W|carm|reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
710. W|carm|reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=709
711. W|carm|reserva|??|r|??|??|??|2022|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
712. W|carm|reserva 2022 tinto magnum 1|??|r|??|??|??|2022|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
713. W|carm|reserva branco|??|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
714. W|carm|reserva branco|??|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco|=713
715. W|carm|reserva branco|??|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco|=713
716. W|carm|reserva branco 0|??|w|??|??|??|2022|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
717. W|carm|reserva branco|??|w|??|??|??|2021|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
718. W|carm|reserva branco|??|w|??|??|??|2023|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
719. W|carm|reserva branco|??|w|??|??|??|2024|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
720. W|carm|reserva branco|??|w|??|??|??|2024|12.5|reserva|medio|peixes, frutos do mar, saladas|seco|=719
721. W|carm|reserva branco douro|it|w|??|douro|??|2024|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
722. W|carm|reserva branco white|??|w|??|??|??|2023|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
723. W|carm|reserva douro tinto|it|r|??|douro|??|2021|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
724. W|carm|reserva magnum tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
725. W|carm|reserva magnum tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=724
726. W|carm|reserva red|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
727. W|carm|reserva tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
728. W|carm|reserva tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=727
729. W|carm|reserva tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=727
730. W|carm|reserva tinto|??|r|??|??|??|2015|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
731. W|carm|reserva tinto|??|r|??|??|??|2016|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
732. W|carm|reserva tinto|??|r|??|??|??|2019|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
733. W|carm|reserva tinto|??|r|??|??|??|2021|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
734. W|carm|reserva tinto|??|r|??|??|??|2022|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
735. W|carm|reserva tinto|??|r|??|??|??|2023|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
736. W|carm|reserva tinto red|??|r|??|??|??|2022|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
737. W|carm|reserva white|??|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
738. W|carm|reserve red|??|r|??|??|??|NV|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
739. W|carm|rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
740. W|carm|rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco|=739
741. W|carm|rose|??|p|??|??|??|2023|12|??|leve|carne vermelha, massas, queijos curados|seco
742. W|carm|rose|??|p|??|??|??|2024|12|??|leve|carne vermelha, massas, queijos curados|seco
743. W|carm|so2 free branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
744. W|carm|so2 free branco|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
745. W|carm|so2 free tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
746. W|carm|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
747. W|carm|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=746
748. W|carm|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=746
749. W|carm|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=746
750. W|carm|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=746
751. W|carm|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=746
752. W|carm|tinto|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
753. W|carm|tinto|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=752
754. W|carm|tinto|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
755. W|carm|tinto reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
756. W|carm|tinto reserva|??|r|??|??|??|2021|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
757. W|carm|tinto reservano pixem ate3xdesem juroscomprar|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
758. W|carm|touriga nacional|??|r|touriga nacional|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
759. W|carm|touriga nacional|??|r|touriga nacional|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=758
760. W|carm|touriga nacional red|??|r|touriga nacional|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
761. W|carm|touriga nacional s sulfitos douro tinto|it|r|touriga nacional|douro|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco
762. W|carm|touriga nacional tinto|??|r|touriga nacional|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
763. W|carm|touriga nacional tinto|??|r|touriga nacional|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=762
764. W|carm|touriga nacional tinto|??|r|touriga nacional|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
765. W|carm|touriga nacionalno pixem ate3xdesem juroscomprar|??|r|touriga nacional|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
766. W|carm|vinha da urze branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
767. W|carm|vinha da urze grande reserva red|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
768. W|carm|vinha da urze red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
769. W|carm|vinha da urze reserva branco|??|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
770. W|carm|vinha da urze reserva red|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
771. W|carm|vinha da urze reserva white|??|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
772. W|carm|vinha da urze rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
773. W|carm|vinha da urze rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco|=772
774. W|carm|vinha da urze tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
775. W|carm|vinha da urze white|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
776. W|carm|vinha do bispado colheita rose|??|p|??|??|??|NV|12|do|leve|carne vermelha, massas, queijos curados|seco
777. W|carm|vinha do bispado colheita tinto|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
778. W|carm|vinha do bispado grande reserva tinto|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
779. W|carm|vintage|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
780. W|carm|vintage 2008 porto|??|f|??|??|??|2008|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
781. W|carm|vintage port wine|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
782. W|carma|assorted mousse|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
783. X
784. W|carmanola|aluminio con logo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
785. W|carmans|almond cashew cranberry roasted nut bar 175g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
786. W|carmans|almond hazelnut vanilla flavour roasted nut bar 175g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
787. W|carmans|apple blueberry fruit straps 70g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
788. W|carmans|apple fruit strap 70g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
789. W|carmans|apple strawberry fruit strap 70g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
790. W|carmans|classic fruit and nut muesli 500g|??|r|??|??|??|NV|13.5|classic|medio|carne vermelha, massas, queijos curados|seco
791. W|carmans|classic fruit nut muesli bar 45g 6s|??|r|??|??|??|NV|13.5|classic|medio|carne vermelha, massas, queijos curados|seco
792. W|carmans|crispy deluxe almond and maple muesli 400g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
793. W|carmans|natural bircher muesli 500g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
794. W|carmans|original fruit free muesli 500g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
795. W|carmans|original fruit free muesli bar 45g 6s|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
796. W|carmans|porridge sachets apple sultana and cinnamon x8 sachets 320g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
797. W|carmans|super berry muesli bar 6s|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
798. W|carmans|super berry muesli bars 270g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
799. W|carmarans|fer de sang magnum|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
800. W|carmarans|mauvais temps|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
801. W|carmarans|vdp selves|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
802. W|carmarans|mauvais temps|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
803. W|carmarans|minimus|??|r|??|??|??|2025|13.5|??|medio|carne vermelha, massas, queijos curados|seco
804. W|carmarans|fer de sang|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
805. W|carmarans|mauvais temps|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=800
806. W|carmarans|maxim|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
807. W|carmarans|maximus de la pascole|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
808. W|carmarans|nicolas 2022 12|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
809. W|carmarans|nicolas 2022 igp aveyron maximus de la pascole|??|r|??|??|??|2022|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
810. W|carmarans|nicolas 2023 claude mag|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
811. W|carmarans|nicolas 2023 igp aveyron maximus de la pascole|??|r|??|??|??|2023|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
812. W|carmarans|nicolas 2023 josette|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
813. W|carmarans|nicolas 2023 maximus|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
814. W|carmarans|selves chenin blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
815. W|carmarthen|ham 60g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
816. W|carme|carme|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
817. W|carme|carmenere 13 0|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
818. W|carme|crianza|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
819. W|carme|sauvignon blanc 12 0|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
820. X
821. X
822. W|carmed|gel dental fini beijos 70g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
823. W|carmed|gel dental fini dentadura 70g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
824. W|carmei|mevorach ketef batarim|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
825. W|carmel|and joseph amstramgram rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
826. W|carmel|appellation cab sauv|??|r|??|??|??|NV|13.5|appellation|medio|carne vermelha, massas, queijos curados|seco
827. W|carmel|appellation cabernet sauv|??|r|??|??|??|NV|13.5|appellation|medio|carne vermelha, massas, queijos curados|seco
828. W|carmel|appellation cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|appellation|encorpado|carne vermelha, massas, queijos curados|seco
829. W|carmel|appellation cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|appellation|encorpado|carne vermelha, massas, queijos curados|seco|=828
830. W|carmel|appellation cabernet sauvignon 17 magnum past vintage|??|r|cabernet sauvignon|??|??|NV|13.5|appellation|encorpado|carne vermelha, massas, queijos curados|seco
831. W|carmel|appellation cabernet sauvignon 20|??|r|cabernet sauvignon|??|??|NV|13.5|appellation|encorpado|carne vermelha, massas, queijos curados|seco
832. W|carmel|appellation cabernet sauvignon 2017 kosher red wine|??|r|cabernet sauvignon|??|??|2017|13.5|appellation|encorpado|carne vermelha, massas, queijos curados|seco
833. W|carmel|appellation cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|appellation|encorpado|carne vermelha, massas, queijos curados|seco
834. W|carmel|appellation cabernet sauvignon damaged label|??|r|cabernet sauvignon|??|??|NV|13.5|appellation|encorpado|carne vermelha, massas, queijos curados|seco
835. W|carmel|appellation cabernet sauvignon shiraz blend israeli dry red wine|??|r|cabernet sauvignon|??|??|NV|13.5|appellation|encorpado|carne vermelha, massas, queijos curados|seco
836. W|carmel|appellation cabernet sauvignon shiraz damaged label|??|r|cabernet sauvignon|??|??|NV|13.5|appellation|encorpado|carne vermelha, massas, queijos curados|seco
837. W|carmel|appellation cabshiraz|??|r|shiraz|??|??|NV|13.5|appellation|encorpado|carne vermelha, massas, queijos curados|seco
838. W|carmel|appellation gewurztraminer 18|??|w|gewurztraminer|??|??|NV|12.5|appellation|leve|peixes, frutos do mar, saladas|seco
839. W|carmel|appellation merlot|??|r|merlot|??|??|NV|13.5|appellation|encorpado|carne vermelha, massas, queijos curados|seco
840. W|carmel|appellation merlot|??|r|merlot|??|??|2020|13.5|appellation|encorpado|carne vermelha, massas, queijos curados|seco
841. W|carmel|appellation merlot|??|r|merlot|??|??|2021|13.5|appellation|encorpado|carne vermelha, massas, queijos curados|seco
842. W|carmel|appellation petit verdot|??|r|petit verdot|??|??|NV|13.5|appellation|medio|carne vermelha, massas, queijos curados|seco
843. W|carmel|appellation petit verdot 18|??|r|petit verdot|??|??|NV|13.5|appellation|medio|carne vermelha, massas, queijos curados|seco
844. W|carmel|appellation petit verdot damaged label|??|r|petit verdot|??|??|NV|13.5|appellation|medio|carne vermelha, massas, queijos curados|seco
845. W|carmel|appellation petit verdot israel|??|r|petit verdot|??|??|NV|13.5|appellation|medio|carne vermelha, massas, queijos curados|seco
846. W|carmel|appellation rose|??|p|??|??|??|NV|12|appellation|leve|carne vermelha, massas, queijos curados|seco
847. W|carmel|appellation rose 20|??|p|??|??|??|NV|12|appellation|leve|carne vermelha, massas, queijos curados|seco
848. W|carmel|appellation rose|??|p|??|??|??|2019|12|appellation|leve|carne vermelha, massas, queijos curados|seco
849. W|carmel|appellation rose|??|p|??|??|??|2021|12|appellation|leve|carne vermelha, massas, queijos curados|seco
850. W|carmel|arak|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
851. W|carmel|arak|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=850
852. W|carmel|arak extra fine|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
853. W|carmel|bamboo vacuum tumbler with plastic lid|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
854. W|carmel|black cab sauv|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
855. W|carmel|black cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
856. W|carmel|black cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
857. W|carmel|buzz mango|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
858. W|carmel|buzz mango moscato|??|w|moscato|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
859. W|carmel|buzz peach moscato|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
860. W|carmel|buzz peach moscato|??|w|moscato|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
861. W|carmel|buzz pineapple|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
862. W|carmel|buzz pineapple moscato|??|w|moscato|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
863. W|carmel|buzz pomegranate 750|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
864. W|carmel|buzz sparkling wine carignano|??|s|??|??|??|2021|12|??|leve|frutos do mar, aperitivos, sushi|brut
865. X
866. W|carmel|cab sauv selected|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
867. W|carmel|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
868. W|carmel|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=867
869. W|carmel|cabernet sauvignon admon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
870. W|carmel|carignan taninim 21|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
871. W|carmel|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
872. W|carmel|chardonnay selected|??|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
873. X
874. W|carmel|emerald rieslingchenin|??|w|riesling|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
875. W|carmel|excellence shiraz cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
876. W|carmel|hock|??|r|??|??|??|1971|13.5|??|medio|carne vermelha, massas, queijos curados|seco
877. W|carmel|kayoumi sv shiraz 16|??|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
878. W|carmel|kayoumi vineyard white riesling 17|??|w|riesling|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
879. W|carmel|king david|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
880. W|carmel|king david concord|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
881. W|carmel|king david concord|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=880
882. W|carmel|king david concord|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=880
883. W|carmel|king david concord mevushal nv|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
884. W|carmel|king david concord sweet red wine|??|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
885. W|carmel|king david concord sweet red wine|??|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce|=884
886. W|carmel|king david concord sweet red wine damaged label|??|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
887. W|carmel|king david rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
888. W|carmel|king david sacramental|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
889. W|carmel|king david sacramental|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=888
890. W|carmel|king david sacramental 15 liter|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
891. W|carmel|king david sacramental concorde|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
892. W|carmel|king david sacramental damaged label|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
893. W|carmel|king david sacramental nv|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
894. W|carmel|king david sacramental sweet red|??|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
895. W|carmel|king david sacramental wine|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
896. W|carmel|king david white|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
897. X
898. W|carmel|late harvest single vineyard gewurztraminer|??|w|gewurztraminer|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|doce
899. W|carmel|late harvest sv gewurtraminer mini bottle|??|d|??|??|??|2019|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
900. W|carmel|limited|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
901. W|carmel|limited edition|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
902. W|carmel|limited edition|??|r|??|??|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco
903. W|carmel|limited edition|??|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
904. W|carmel|limited edition 2017 israeli dry red wine|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
905. W|carmel|limited edition|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
906. W|carmel|limited edition damaged label|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
907. W|carmel|limited edition damaged label dont use|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
908. W|carmel|maalya israeli sweet red wine|??|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
909. W|carmel|mail road pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
910. W|carmel|mediterranean|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
911. W|carmel|mediterranean|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=910
912. W|carmel|mediterranean|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=910
913. W|carmel|mediterranean 16|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
914. W|carmel|mediterranean 17|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
915. W|carmel|mediterranean|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
916. W|carmel|mediterranean 2017 kosher red wine|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
917. W|carmel|mediterranean 4 vats israeli dry red wine|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
918. W|carmel|mediterranean 4 vats red|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
919. W|carmel|mediterranean damaged label|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
920. W|carmel|merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
921. W|carmel|merlot selected|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
922. W|carmel|moscato di carmel|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
923. W|carmel|moscato di carmel|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=922
924. W|carmel|moscato israel|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
925. W|carmel|moscato selected|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
926. W|carmel|palwin no 10|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
927. W|carmel|palwin no 10|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=926
928. W|carmel|palwin no 4|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
929. W|carmel|pc cab sauv|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
930. W|carmel|pc cab sauv|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=929
931. W|carmel|pc cab sauv merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
932. W|carmel|pc pink moscato|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
933. W|carmel|pc shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
934. W|carmel|pc shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=933
935. W|carmel|petite sirah|??|r|??|??|??|1986|13.5|??|medio|carne vermelha, massas, queijos curados|seco
936. W|carmel|private coll cabernet sauvignon 20 21|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
937. W|carmel|private coll cabernet sauvignon 375 damaged label|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
938. W|carmel|private coll cabernet sauvignon damaged label|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
939. W|carmel|private coll cabernetmerlot winemakers blend 20|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
940. W|carmel|private coll cabernetmerlot winemakers blend damaged labels|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
941. W|carmel|private coll shiraz damaged label|??|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
942. W|carmel|private collection cabernet merlot|??|r|merlot|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
