W|vino|j stavek bodro 2020 cabernet sauvignon merlot dry round and cheeky bordeaux blend in another words bodro from moravia|fr|r|cabernet sauvignon|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|dry
W|vino|gundian albarino 2017|??|w|albarino|??|??|2017|12|??|leve|peixes; saladas; massas leves|??
W|vino|guimaro finca pombeiras 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|guimaro camino real|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|guia real reserva 2000|??|r|??|??|??|2000|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|guia real crianza 1998|??|r|??|??|??|1998|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|guerra gran reserva 1982|??|r|??|??|??|1982|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|guelbenzu jardin 1995|??|r|??|??|??|1995|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|guelbenzu 1989|??|r|??|??|??|1989|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|guardian de los vinedos sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|guardia civil|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|guarda de leda|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gualtallary altus malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gualtallary altus malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=705
W|vino|gualtallary altus chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|gualtallary altus chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??|=707
W|vino|gualtallary altus cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gualtallary altus cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=709
W|vino|guado al tasso bolgheri il bruciato|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|guado al tasso bolgheri doc superiore rosso marchesi antinori|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|grus de alcohuaz 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grosso pina 1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grosso frutilla 1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grosso durazno 1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grosse merille edicion especial korta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross traminec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross sekt penina furmint 2018|??|s|furmint|??|??|2018|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|gross sauvigon blanc colles 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross sauvignon blanc colles haloze|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|gross modri pinot pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross modri pinot|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross maribor blanc 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross maribor blanc 2020 12 bottles|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross maribor blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross hisno vino noir iii 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross hisno vino noir blaufrankisch welschriesling furmint|??|w|riesling|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|gross hisno vino noir 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross hisno vino noir 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??|=729
W|vino|gross hisno vino blanc 2023 bestall|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross hisno vino blanc 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross hisno vino blanc 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??|=732
W|vino|gross hisno vino blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross haloze noir 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross haloze blanc 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross haloze 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross haloze|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross gross jakobi sauvignon blanc 2021 12 bottles|??|w|sauvignon blanc|??|??|2021|12|??|leve|peixes; saladas; massas leves|??
W|vino|gross gorca haloze 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross gorca haloze|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gross furmint penina sekt brut nature|??|s|furmint|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|gross furmint iglic 2022|??|w|furmint|??|??|2022|12|??|leve|peixes; saladas; massas leves|??
W|vino|gross furmint iglic 2019|??|w|furmint|??|??|2019|12|??|leve|peixes; saladas; massas leves|??
W|vino|gross furmint gorca 2022|??|w|furmint|??|??|2022|12|??|leve|peixes; saladas; massas leves|??
W|vino|gross furmint gorca 2020|??|w|furmint|??|??|2020|12|??|leve|peixes; saladas; massas leves|??
W|vino|gross furmint brut nature|??|s|furmint|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|gross colles sauvignon blanc 2020|??|w|sauvignon blanc|??|??|2020|12|??|leve|peixes; saladas; massas leves|??
W|vino|gross colles sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|gross 2020 gorca blanc haloze|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grk madirazza vina|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grk herakles madirazza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grk grgurevic vina|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grk aged selection|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grisara calabria igt bianco ceraudo bio|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vino|gris cabernet sauvignon vina cousino macul|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grillo superiore gazzerotta bianco pellegrino|??|r|grillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grillo kebrilla sicilia biologico doc cantine fina|it|r|grillo|sicilia|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|grillo classico igp fodera|??|r|grillo|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vino|grillo classico igp fodera|??|r|grillo|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??|=759
W|vino|grillo bio 6 bottiglie del grillo|??|r|grillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grignolino dasti bersano 1966 15 liter|??|r|??|??|??|1966|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grignolino 1971|??|r|??|??|??|1971|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grignolino 1970 doc|??|r|??|??|??|1970|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|grigio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gribena reserva 2001|??|r|??|??|??|2001|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|grey ventisquero chardonnay 750cc|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|grey ventisquero carmenere 750cc|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grey ventisquero cabernet sauvignon 750cc|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grenache kamiuli|??|r|grenache|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grenache auka|??|r|grenache|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gregorio martinez reserva 2001|??|r|??|??|??|2001|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gregorio martinez crianza 2004|??|r|??|??|??|2004|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grego crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gregal despiells blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|greco rosso dafnios douloufakis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|greco bianco kallisto merkouri|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|greco bianco igt calabria antonella lombardo|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vino|greco bianco foloi merkouri|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|greco bianco femina douloufakis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|greco bianco dafnios douloufakis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|greco bianco aspros lagos magnum vecchie annate douloufakis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|greco bianco aspros lagos douloufakis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|greco bianco ageri samos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grechetto igt cantina valmusone|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vino|grayasusi etichetta rame calabria igt rosato ceraudo bio|??|p|??|??|??|NV|11.5|igt|medio|aperitivos; frutos do mar|??
W|vino|grayasusi etichetta argento calabria igt rosato ceraudo bio|??|p|??|??|??|NV|11.5|igt|medio|aperitivos; frutos do mar|??
W|vino|graves rouge chateau respidemedeville|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gravello igt calabria rosso librandi|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vino|gravelland edicion especial valle central malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gravascal piedra infinita malbec 2019 100 pts|??|r|malbec|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gratallops 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gratallops 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gratallops 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grasevina feravino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grasevina classic 0 feravino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grasevina 0 adzic|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grans muralles 1997|??|r|??|??|??|1997|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grans muralles|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|graneta terre di cosenza doc rosso masseria falvo bio|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|grandsechezeaux grand cru 1989|??|r|??|??|??|1989|13.5|grand cru|medio|carnes vermelhas; queijos curados|??
W|vino|grande sherry 110|??|f|??|??|??|NV|15|??|encorpado|sobremesas; queijos azuis|??
W|vino|grande personalizado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grand vin de leoville 1973|??|r|??|??|??|1973|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|grand boise 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|granbazan eti verde blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|granbazan eti ambar blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran zaco vendimia especial 1962|??|r|??|??|??|1962|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran zaco reserva 1973|??|r|??|??|??|1973|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran zaco gran reserva 1980|??|r|??|??|??|1980|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran vina sol 2005|??|r|??|??|??|2005|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran valtravieso 1996|??|r|??|??|??|1996|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran valtravieso 1995|??|r|??|??|??|1995|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran valtravieso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran torello espumoso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran tinto tacama x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran tinto fina reserva blanco de blancos cavernet sauvignon tabernero x|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran tempranillo del senor 750cc|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran sombrero pack 2bt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran sombrero malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran sombrero malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=821
W|vino|gran sombrero malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=821
W|vino|gran sombrero malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=821
W|vino|gran sombrero cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran sombrero cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=825
W|vino|gran sombrero cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=825
W|vino|gran sombrero cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran sombrero cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=828
W|vino|gran sombrero cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=828
W|vino|gran serie riveras reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran sangre de toro rva 14o 750 cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran sangre de toro reserva 1986|??|r|??|??|??|1986|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran sangre de toro reserva 1982|??|r|??|??|??|1982|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran sangre de toro reserva 1978|??|r|??|??|??|1978|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran sangre de toro 1999|??|r|??|??|??|1999|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran sangre de toro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran rose tabernero semi seco afrutado botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|gran rose tabernero botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|gran rose semiseco|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|gran rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|gran riserva spanna 1964|??|r|??|??|??|1964|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva tierra bella carmenere family estate|??|r|carmenere|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva tierra bella cabernet sauvignon family estate|??|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva tierra bella blend maipo family estate|cl|r|??|maipo valley|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva tierra bella blend choapa family estate|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva serie riberas cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva etiqueta negra carmenere|??|r|carmenere|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva etiqueta negra cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva dona yolanda cabernet sauvignon 2021|??|r|cabernet sauvignon|??|??|2021|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva cabernet sauvignon 750cc|??|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 rioja alta 1994|es|r|??|rioja|??|1994|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 rioja alta 1973|es|r|??|rioja|??|1973|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 magnum 1992|??|r|??|??|??|1992|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 magnum 1989|??|r|??|??|??|1989|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 magnum 1987|??|r|??|??|??|1987|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 la rioja alta 2007|es|r|??|rioja|??|2007|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 la rioja alta 1976|es|r|??|rioja|??|1976|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 la rioja alta 1968|es|r|??|rioja|??|1968|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 1998|??|r|??|??|??|1998|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 1997|??|r|??|??|??|1997|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 1995|??|r|??|??|??|1995|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 1989|??|r|??|??|??|1989|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 1987|??|r|??|??|??|1987|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 1983|??|r|??|??|??|1983|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 1970|??|r|??|??|??|1970|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 904 1964|??|r|??|??|??|1964|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 890 la rioja alta 1959|es|r|??|rioja|??|1959|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 890 1989|??|r|??|??|??|1989|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 890 1987|??|r|??|??|??|1987|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 890 1985|??|r|??|??|??|1985|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 890 1982|??|r|??|??|??|1982|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 890 1981|??|r|??|??|??|1981|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 890 1978|??|r|??|??|??|1978|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva 890 1955|??|r|??|??|??|1955|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran resalte|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran predicat negre|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran predicat blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran poder quinado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran mistura semi seco vina d los campos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran mistura semi seco vina d los campos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=881
W|vino|gran mistura|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran mascota pack 2bt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran mascota malbec botella|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran mascota malbec botella|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=885
W|vino|gran mascota malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran mascota malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=887
W|vino|gran mascota malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=887
W|vino|gran mascota cabernet sauvignon x750cc caja x6|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran mascota cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran mascota cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=891
W|vino|gran mascota cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=891
W|vino|gran marrenon blanc botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran malbec blend de terroirs|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran luna|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran lorca poetico malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran lorca poetico malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=897
W|vino|gran irache crianza 1997|??|r|??|??|??|1997|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran feudo vino blanco de moscatel 2008|??|r|moscatel|??|??|2008|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran feudo vino blanco de moscatel 2006|??|r|moscatel|??|??|2006|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran feudo vinas viejas reserva 2005|??|r|??|??|??|2005|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran feudo vinas viejas reserva 2000|??|r|??|??|??|2000|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran feudo rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|gran feudo rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=904
W|vino|gran feudo reserva 1998|??|r|??|??|??|1998|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran feudo reserva 1994|??|r|??|??|??|1994|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|gran feudo chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|gran feudo chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??|=908
W|vino|gran enemigo torrontes blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo torrontes 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo red blend 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo gualtallary x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo gualtallary cabernet franc 750cc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo gualtallary cabernet franc 2021|??|r|cabernet franc|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo gualtallary|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo el cepillo cabernet franc x personalizado gratis|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo el cepillo cabernet franc x|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo el cepillo cabernet franc 2019|??|r|cabernet franc|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo el cepillo cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo el cepillo cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=920
W|vino|gran enemigo el cepillo botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo el cepillo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo chacayes cabernet franc 2019|??|r|cabernet franc|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|gran enemigo chacayes cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
