W|gaja|gaia rey|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=662
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=662
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco cassa|it|r|??|barbaresco|barbaresco|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=667
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=669
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=671
W|gaja|barbaresco docg|it|r|??|barbaresco|barbaresco|2008|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco piemonte italy|it|r|??|barbaresco|barbaresco|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=677
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=677
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=677
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=677
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=677
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=683
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=683
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=519
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=519
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=519
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=689
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=689
W|gaja|barbaresco piemonte italy|it|r|??|barbaresco|barbaresco|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=693
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=693
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=693
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=693
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=693
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=699
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=699
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=699
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=699
W|gaja|barbaresco dobbelt|it|r|??|barbaresco|barbaresco|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco dobbelt|it|r|??|barbaresco|barbaresco|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=704
W|gaja|barbaresco piemonte italy|it|r|??|barbaresco|barbaresco|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=707
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=707
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=707
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=707
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=707
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=707
W|gaja|barbaresco 14 italien|it|r|??|barbaresco|barbaresco|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco docg|it|r|??|barbaresco|barbaresco|2017|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco double|it|r|??|barbaresco|barbaresco|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=707
W|gaja|barbaresco magnun|it|r|??|barbaresco|barbaresco|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=719
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=719
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=719
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=719
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=719
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=719
W|gaja|barbaresco magnun|it|r|??|barbaresco|barbaresco|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=727
W|gaja|barbaresco 15 liters|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco piemonte italy|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|gaja|barbaresco|it|r|??|barbaresco|barbaresco|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|gaja|magari rosso bolgheri doc ca marcanda|??|r|??|??|??|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|magari rosso bolgheri doc ca marcanda|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|magari rosso bolgheri doc ca marcanda tilbud|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|magari rosso bolgheri doc ca marcanda|??|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|magari toscana igt|it|r|??|tuscany|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|marcanda magari|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|nebbiolo|??|r|nebbiolo|??|??|1975|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|nebbiolo barbaresco piedmont italy|it|r|nebbiolo|barbaresco|barbaresco|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|nebbiolo costa russi langhe|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|nebbiolo dalba|??|r|nebbiolo|??|??|1974|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|nebbiolo sito moresco langhe|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|nebbiolo sori san lorenzo langhe|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|nebbiolo sori tildin langhe|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|nebbiolo sperss case of 6|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|perss barolo|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|piedmont barbaresco docg nebbiolo|it|r|nebbiolo|barbaresco|barbaresco|2012|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|piedmont dagromis barolo docg|it|r|??|barolo|barolo|2011|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve di santa restituta brunello di montalcino|it|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve rennina brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve restituta brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa renina brunello di mont 075|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa renina brunello di mont 075|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=774
W|gaja|pieve santa resti brunello di mont|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa resti brunello di mont|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=776
W|gaja|pieve santa restitua|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restitua rennina brunello|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|gaja|pieve santa restituta brunella di montalcino|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=786
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=786
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=786
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=786
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=786
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=794
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|gaja|pieve santa restituta brunello di montalcino 1|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=812
W|gaja|pieve santa restituta brunello di montalcino|it|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=812
W|gaja|pieve santa restituta brunello di montalcino brunello di montalcino docg vino rosso|it|r|??|??|??|2016|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino brunello di montalcino docg vino rosso|it|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino docg|it|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino docg|it|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|gaja|pieve santa restituta brunello di montalcino docg|it|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=817
W|gaja|pieve santa restituta brunello di montalcino docg|it|r|??|??|??|2010|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino docg|it|r|??|??|??|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino docg half|it|r|??|??|??|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino docg italy|it|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino docg italy|it|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=823
W|gaja|pieve santa restituta brunello di montalcino rennina|it|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino rennina|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino rennina|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=826
W|gaja|pieve santa restituta brunello di montalcino rennina|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino rennina|it|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino sugarille|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino sugarille|it|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino sugarille|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello di montalcino sugarille|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello montalcino|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello montalcino rennina|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta brunello montalcino sugarille|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta renina brunello di montalcino|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina brunello di montalcino|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina brunello di montalcino|it|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina brunello di montalcino|it|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina brunello di montalcino|it|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina brunello di montalcino|it|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|gaja|pieve santa restituta rennina brunello di montalcino|it|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina brunello di montalcino|it|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=849
W|gaja|pieve santa restituta rennina brunello di montalcino|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina brunello di montalcino|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=851
W|gaja|pieve santa restituta rennina brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina brunello di montalcino docg|it|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina brunello di montalcino docg|it|r|??|??|??|2013|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta rennina brunello di montalcino docg vino rosso|it|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta sugarille brunello di montalcino italien|it|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta sugarille brunello di montalcino italien|it|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta sugarille brunello di montalcino italien|it|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta sugarille brunello di montalcino|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta sugarille brunello di montalcino|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=860
W|gaja|pieve santa restituta sugarille brunello di montalcino|it|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta sugarille brunello di montalcino|it|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta sugarille brunello di montalcino|it|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta sugarille brunello di montalcino|it|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=864
W|gaja|pieve santa restituta sugarille brunello di montalcino|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaja|pieve santa restituta sugarille brunello di montalcino|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=866
W|gaja|pieve santa restituta sugarille brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
