W|rose|periquita|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cuvee faustine vieilles vignes 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|curral atlantis acores|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|crotta malbec|??|p|malbec|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|crotta malbec|??|p|malbec|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=744
W|rose|crios susana balbo|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|crianza gran feudo|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|credencial|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|creation no7 blend igp mediterranee franca 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|crasto 2024 douro|pt|p|??|douro|??|2024|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|crasto 075|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
X|=537
X|=537
W|rose|cotes du rhone rose 2021|??|p|??|??|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cotes du rhone rose 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cotes du rhone rose 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco|=755
W|rose|cotes du rhone rose 2019|??|p|??|??|??|2019|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cotes du rhone rose 2019|??|p|??|??|??|2019|12.5|??|medio|saladas, sushi, petiscos|seco|=757
W|rose|cotes de provence whispering angel|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cotes de provence miraval|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cotes de provence m de minuty|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
X|=537
X|=537
W|rose|cotes de provence chantrose crd|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|coteaux daix en provence chateau rose 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cote des roses por gerard bertrand|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cote des roses languedoc|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cote de provence magnum miraval|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|corvo|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cortes de provance by ott|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cordero con piel de lobo malbec 2024|??|p|malbec|??|??|2024|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cordero com piel de lobo 750 mladicionar|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cordero com piel de lobo|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cordero com piel de lobo|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=773
W|rose|corbelli blush pinot grigio igt|??|p|pinot grigio|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|corbelli blush pinot grigio|??|p|pinot grigio|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|conves|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cono sur bicicleta pinot noir|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cono sur bicicleta pinot noir|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=778
W|rose|conde de monsul|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|comtesse sainthilaire bordeaux|fr|p|??|bordeaux|??|NV|12.5|AOC|medio|saladas, sushi, petiscos|seco
W|rose|comigo|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|comenda grande alentejo|pt|p|??|alentejo|??|NV|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|colline teatine igt masciarelli|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|colli della toscana centrale rosato 2021|??|p|??|??|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|colli dela toscana rosato 2022|??|p|??|??|??|2022|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|colinas 2015 bairrada|??|p|??|??|??|2015|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|colinas 2015 bairrada|??|p|??|??|??|2015|12.5|??|medio|saladas, sushi, petiscos|seco|=787
W|rose|colinas 075|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|colheitas amitie|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|colheita selecionada vimioso|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|codici rosato puglia gelado|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|codici rosato puglia|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|codici puglia rosato|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|clos venturi rose 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|clos venturi 1769 rose 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|clos st thomas les gourmets rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|clos st thomas les gourmets|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|clos st thomas les gourmets|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=798
W|rose|clos saintvincent cuvee dexception magnum 2020 1 cotes de provence franca|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|clos de chacras cavas de crianza rose|??|s|chardonnay, pinot noir|??|??|NV|12|??|medio|aperitivos, frutos do mar, canapes|brut
W|rose|claude val paul mas|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|claude val paul mas|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=802
W|rose|claude val paul mas|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=802
W|rose|classique malbec rose|??|p|malbec|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cinsault marques de casa concha|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|ciconia alentejo kit 4 garrafas|pt|p|??|alentejo|??|NV|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|ciconia alentejo 3 und|pt|p|??|alentejo|??|NV|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|chozas carrascal las cuatro|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|choraz carrascal rose marine 2022|??|p|??|??|??|2022|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno vina vik la piu belle|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno vik la piu belle rose|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno vik a rose 2021|cl|p|??|valle central|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno vik a|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno viento del mar|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno ventisquero tantehue|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno valle central members marks|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno vale central 2019 los coches|cl|p|??|valle central|??|2019|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno tricky rabbit reserva malbec syrah|cl|p|malbec|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno trapecista reservado syrah|cl|p|syrah|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno tigre de los andes merlot|cl|p|merlot|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno tarapaca cosecha|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno tais organic wine pinot noir emiliana|cl|p|pinot noir|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno tabali pedregoso pinot noir|cl|p|pinot noir|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno tabali pedregoso pinot noir|cl|p|pinot noir|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=824
W|rose|chileno suntana varietal syrah|cl|p|syrah|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno sol de chile varietal|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno select terroir reserva santa ema|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno select terroir reserva santa ema|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco|=828
W|rose|chileno secreto de viu manent gran reserva grenache|cl|p|grenache|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno santa isle reserva|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno santa ema select terroir garrafa|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno santa carolina reservado rose|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno santa carolina reserva cabernet suavignon|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno santa carolina reserva|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno santa carolina estelar 57 only pink|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno reservado spritzer|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno reserva la moneda|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno pucon reserva syrah|cl|p|syrah|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno perez cruz rose lingal|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno paso grande sunset|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno panul vinedos marchigue|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno organico adobe emiliana|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno moscato santa villa unico|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno montgras estate merlot|cl|p|merlot|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno montgras estate merlot|cl|p|merlot|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=845
W|rose|chileno montgras early harvest|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno mandala merlot|cl|p|merlot|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno longitud|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno live meio seco|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno la piu belle rose|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno la piu belle|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno la piu belle|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=852
W|rose|chileno la junta|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno la junta|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=854
W|rose|chileno la causa|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno koyle reserva organico|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno kabbalah safra 2020|cl|p|??|valle central|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno isla de maipo malbec|cl|p|malbec|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno gran hacienda santa rita|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno foye reserva rose|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno cremaschi brisas del valle|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno cono sur bicicleta pinot noir|cl|p|pinot noir|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno classic alto los romeros|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno chilano pink moscato|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno chilano|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno casillero del diablo belight|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno casas patronales reserva|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno casas patronales reserva|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco|=868
W|rose|chileno casa silva cinco manos classic cabernet sauvignon|cl|p|cabernet sauvignon|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno casa silva cinco manos classic cabernet sauvignon|cl|p|cabernet sauvignon|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=870
W|rose|chileno carolina reserva|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno carmen frida kahlo rose|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno carmen discovery|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno caliterra reserva 2021|cl|p|??|valle central|??|2021|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno caliterra reserva 2021|cl|p|??|valle central|??|2021|12.5|Reserva|medio|saladas, sushi, petiscos|seco|=875
W|rose|chileno cabernet sauvignon valle central santa carolina|cl|p|cabernet sauvignon|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno bicicleta pinot noir cono sur|cl|p|pinot noir|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno baron philippe de rothschild mas andes rose reserva|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chileno balduzzi|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno alto los romeros|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno alma de los andres ventisquero|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno 7colores cabernet sauvignon|cl|p|cabernet sauvignon|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno 120 santa rita|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chileno|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chile ventisquero reserva shiraz|cl|p|shiraz|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|chile obstinado la recova vineyard|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chile chilano pink moscatel de alexandria|cl|p|moscatel|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chile chilano cabernet sauvignon|cl|p|cabernet sauvignon|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chile 7 colores blend de uvas|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chilano pink moscato|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chiari rosato sangiovese blend 2018 com|??|p|sangiovese|??|??|2018|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chiaretto bardolino classico zeni 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chiaretto bardolino classico zeni 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco|=893
W|rose|chiareto bardolino doc corte noa 2023|??|p|??|??|??|2023|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau pigoudet loratoire provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau pigoudet classic provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau minuty rose et or provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau minuty rose et or provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=898
W|rose|chateau minuty prestige provence 0|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau minuty et or 075|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau minuty 281 provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau minuty 281 provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=902
W|rose|chateau minuty 281 075|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau la coste gran vin du 2018|??|p|??|??|??|2018|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau haut riot|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau grimont bordeaux com notas de frutas vermelhas e carvalho|fr|p|??|bordeaux|??|NV|12.5|AOC|medio|saladas, sushi, petiscos|seco
W|rose|chateau gassier epure|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau desclans whispering angel provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau desclans whispering angel 2022 provence franca|??|p|??|??|??|2022|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau desclans whispering angel 2021|??|p|??|??|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau de pourcieux cotes de provence frances 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau de pourcieux cotes de provence frances 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco|=912
W|rose|chateau de pourcieux cotes de provence frances 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco|=912
W|rose|chateau de pourcieux aop cotes de provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau de pourcieaux victoire|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau de pourcieaux provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau de la dauphine fronsac 2021|??|p|??|??|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau de berne romance igp mediterranee 750m|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau de berne inspiration cotes de provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau de berne inspiration|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chateau bellerives dubois grand vin kosher vegano|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chac chac malbec|??|p|malbec|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|chac chac malbec|??|p|malbec|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=923
W|rose|cest la vie|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cerejeiras 2019 lisboa|??|p|??|??|??|2019|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cerasuolo dabruzzo villa gemma|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cellar collections rosado 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|ce rosato colli aprutini igt 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|cave de angelina domans 2023|??|p|??|??|??|2023|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|caure vinicola sao patricio|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|catena zapata saint felicien|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|catena malbec|??|p|malbec|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|catarina 2021 peninsula de setubal|pt|p|??|setubal|??|2021|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|castillo de molina reserva|??|p|??|??|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|castelo sulco senologos 075|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|castello dalba 075|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casillero del diablo belight|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casi hermano|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casi hermano|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=939
W|rose|casal sta maria 2021 lisboa|??|p|??|??|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casal santa maria mar de rosas 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casal santa maria 3000 rosas 2020|??|p|??|??|??|2020|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casal garcia sweet|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casal garcia sweet|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=944
W|rose|casal garcia|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casal garcia|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=946
W|rose|casal garcia|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=946
W|rose|casal garcia|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=946
W|rose|casal de ventozela espadeiro vinhos verdes|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casabel 2021 regional lisboa|??|p|??|??|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casa venturini le bateleur tannat 2022|??|p|tannat|??|??|2022|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casa relvas pompom|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casa relvas pom pom|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casa perini fino seco|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|rose|casa ferreirinha papa figos 2023 douro|pt|p|??|douro|??|2023|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|casa ermelinda freitas pinot noir merlot 2021 peninsula de setubal|pt|p|merlot|setubal|??|2021|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|casa de vilacetinho escolha moncao|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casa de vilacetinho escolha 2022 vinhos verdes|??|p|??|??|??|2022|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casa de saima 2021 bairrada|??|p|??|??|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casa de pacos|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casa das eiras 075|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|casa da passarella a descoberta 2023 doc dao|pt|p|??|dao|??|2023|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|cartuxa colheita 2022 alentejo|pt|p|??|alentejo|??|2022|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|cartuxa colheita|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|carolina reserva rose 2020 90pts|??|p|??|??|??|2020|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|carolina reserva rose|??|p|??|??|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|carolina reserva rose|??|p|??|??|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco|=967
W|rose|carmim putos doc portugues|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|carmim putos doc 2022|??|p|??|??|??|2022|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|carmim olaria portugues bag in box|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|carmim olaria meio seco|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|carmenere reserva cremaschi furlotti|??|p|carmenere|??|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|rose|carm 075|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|carlos reynolds alentejo|pt|p|??|alentejo|??|NV|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|carlos reynolds 2024 alentejo|pt|p|??|alentejo|??|2024|12.5|DO|medio|saladas, sushi, petiscos|seco
W|rose|carlos reynolds 075|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|carlos raposo impecavel 2024 dao|pt|p|??|dao|??|2024|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|rose|carinae odile rosado|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|care solidarity|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|capoani pinot noir gamay|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rose|capoani pinot noir gamay|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=981
