W|gevreychambertin|premier cru champeaux tres vieilles vignes|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gewurztraminer|cantina bolzano|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cantina di caldaro kaltern|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cantina di terlano|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|capoalago madonna delle vittorie|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|caroline bio vendange tardive alsace kuentzbas|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|casata monfort|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|case 6|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|castel sallegg|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|castel turmhof doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|catrala limited edition|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cave de cleebourg|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|ceslar kellerei bozen|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|charles joseph|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|charles muller bio bl|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|chasseurs de lune bestheim 12|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|chasseurs de lune bestheim|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|chasseurs de lune bestheim|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|chasseurs de lune bestheim 12|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|classic|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|classic|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=680
W|gewurztraminer|classic|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=680
W|gewurztraminer|classic famille hugel|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|classic|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|classic|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=684
W|gewurztraminer|classic aoc alsace blanc|fr|w|??|??|??|2019|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|classic bestheim|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|classic domaine hugel|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|classic famille hugel|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|classic famille hugel|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=689
W|gewurztraminer|classique domaine paul blanck|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|clos des anges|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|clos st theobald domaine schoffit ml 750 cod bpa241|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|clos windsbuhl|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|clos windsbuhl|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=694
W|gewurztraminer|clos windsbuhl|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|clos windsbuhl|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|clos windsbuhl|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|clos windsbuhl|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|clos windsbuhl vendanges tardives|??|w|??|??|??|2005|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|coin noble cave des onze communes|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|colheita tardia|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|collection cave de ribeauville|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|collines du bourdic|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|colterenzio|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|colterenzio|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=705
W|gewurztraminer|comtes deguisheim|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|comtes deguisheim|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=707
W|gewurztraminer|comtes deguisheim|??|w|??|??|??|2009|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|comtes deguisheim|??|w|??|??|??|2011|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|concerto grosso sudtirol doc elena walch|??|w|??|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|concilio|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|concilio|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=712
W|gewurztraminer|confidentiel|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|confidentiel bio|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|crosano trentino doc albino armani bile suche|it|w|??|??|??|2020|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee anne selezione acini nobili|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee camille|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee christine vendanges tardives domaines schlumberger|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee christine vendemmia tardiva|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee des folastries|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee des seig de ribeaupierre trimbach|??|w|??|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee des seigneurs de ribeaupierre trimbach|??|w|??|??|??|2011|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee marine|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee particuliere domaine jean sipp|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee prestige|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee prestige|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee prestige eliane mor|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee reserve les caves de bennwihr|??|w|??|??|??|1993|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee tradition cave de beblenheim|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|cuvee wahlenbourg paul ginglinger alsace frankrig|fr|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|czekolada|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dalsace aoc domaine allimant laugner|fr|w|??|??|??|2018|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dalsace aoc sophie schaal|fr|w|??|??|??|2023|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dalsace hengst grand cru|fr|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dalsace herrenweg de turckheim|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dalsace rangen de thann clos st urbain grand cru|fr|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dalsace trimbach|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dalsace wolfberger|fr|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dambach la ville|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|damian|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|damian kornell|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|damian sudtirol doc tenuta kornell|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|de riquewihr grains nobles|??|w|??|??|??|2008|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|de riquewihr vendange tardive|??|w|??|??|??|2009|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|demidoux|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|des chasseurs de lune|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|des chasseurs de lune|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=747
W|gewurztraminer|desilva doc peter solva|??|w|??|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=750
W|gewurztraminer|doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=750
W|gewurztraminer|doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=750
W|gewurztraminer|doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=750
W|gewurztraminer|doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=750
W|gewurztraminer|doc elena walch|??|w|??|??|??|2019|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc|??|w|??|??|??|2020|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc sanct valentin san michel appiano|??|w|??|??|??|2020|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc cantina terlan|??|w|??|??|??|2021|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc elena walch|??|w|??|??|??|2021|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc franz haas|??|w|??|??|??|2021|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc kellerei terlan|??|w|??|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc|??|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc 14 vol|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc abbazia di novacella|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc alto adige arenis kellerei kurtatsch|it|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc alto adige colterenzio|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc alto adige sermajer|it|w|??|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc alto adige sermajer|it|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc aristos valle isarco|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc aristos valle isarco|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=770
W|gewurztraminer|doc bio 6 bottiglie|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc bio cesconi|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc ersteneue|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc exil baron di pauli|??|w|??|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc kies cantina roeno|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc kies cantina roeno|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=776
W|gewurztraminer|doc konrad oberhofer vigna pirschrait hofstatter|??|w|??|??|??|2006|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc kossler|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc kossler|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=779
W|gewurztraminer|doc nussbaumer cantina tramin|??|w|??|??|??|2021|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc roberta fugatti|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc sandbichler h lun|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc st michael eppan|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc st michael eppan|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc st pauls|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc stoass pfitscher|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc sudtirol kellerei auer|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc trentino vivallis|it|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|doc trydentgorna adyga falkenstein|??|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dom familial dopff c6|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|domaine de la deviniere|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|domaine edmond rentz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|domaine et tradition|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|domaine et tradition|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|domaine stoeffler|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|domaine stoeffler selection de grains nobles|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|domaine stoeffler vendanges tardives|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|domein aldenborgh|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dopff|??|w|??|??|??|1993|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dopff vitt vin fran alsace|fr|w|??|??|??|1993|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dopff white wine from alsace|fr|w|??|??|??|1993|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dopff witte wijn uit de elzas|??|w|??|??|??|1993|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dopff irion|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dopff irion alsace|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dottinger castelberg auslese|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gewurztraminer|dry hermann j wiemer|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|dulce gw botellin|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|eclipse depices andre kleinknecht alsace|fr|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|edition rosenduft vdpgutswein deoko039|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gewurztraminer|ehrenstetter olberg auslese|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gewurztraminer|einmal anders|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|elefante pisador orange bodega pablo fallabrino|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|elena walch|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|elena walch|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=814
W|gewurztraminer|elena walch|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=814
W|gewurztraminer|elena walch|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=814
W|gewurztraminer|elena walch|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=814
W|gewurztraminer|elena walch kastelaz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|elena walch kastelaz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=819
W|gewurztraminer|en|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|en|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|en|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|endrizzi doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|enopere|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|entdeckerpaket 6 flaschen von trocken bis su|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|essentiel|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|essentiel freyburger|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|estate|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|estate famille hugel|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|estate grown cave spring vineyard|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|estate selection|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|estate selection|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=832
W|gewurztraminer|etiquette rouge|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|ex passione honninger schlossberg dolina renu mittelrhein niemcy|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|exil alto adige doc baron di pauli|it|w|??|??|??|2019|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|expression|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|expression|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|expression domaine agape|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|feinfruchtig|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|feinherb ausdruck feine balance|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|feld kobler|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|festival doc kellerei meran|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|feuerstein baron longo|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|fischbach 21|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|fleur|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|fleur dautomne|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|flora girlan|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|fontana|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|forchir|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|forchir|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=850
W|gewurztraminer|frankstein grand cru alsace ac|fr|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|franz haas|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|froehn domaine edmond rentz|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|froehn domaine edmond rentz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|fronholz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|fronholz domaine ostertag|??|w|??|??|??|2012|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|fronholz domaine ostertag|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|fronholz domaine ostertag|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|fronholz reserve prestige|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|furstentum grand cru domaine albert mann|??|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|furstentum grand cru|??|w|??|??|??|2022|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gaensbrunnen|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gc brand albert boxler 0750 elzas frankrijk|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gc brand albert boxler 0750 elzas frankrijk|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gc mambourg domaine jm bernhard|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gc marckrain|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gc pfersigberg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gd cru frankstein mersiol|??|w|??|??|??|2012|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|germany|de|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|germany|de|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=870
W|gewurztraminer|girlan|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|girlan|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=872
W|gewurztraminer|girlan|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|girlan flora|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|girlan flora|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=875
W|gewurztraminer|girlan flora|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|givre 8 de jung|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gloeckelberg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gloeckelberg grand cru ribeauville|??|w|??|??|??|2017|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|goccia doro cantina di trento|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gols tenuta griesserhof|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gols tenuta griesserhof|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=882
W|gewurztraminer|gpc aop|??|w|??|??|??|2020|12.5|aop|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gpc aop|??|w|??|??|??|2021|12.5|aop|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gpc aop|??|w|??|??|??|2022|12.5|aop|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|gpc aop|??|w|??|??|??|2023|12.5|aop|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|grabba|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|graf alto adige doc|it|w|??|??|??|2020|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|graf von meran doc kellerei meran|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
