W|graham|s quinta dos malvedos vintage port|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|blend no 5 white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=724
W|grahams|blend no 5 white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=724
W|grahams|blend no 5 white port 19|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|blend no 5 white port nv|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|blend no 5 white portwein|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|blend no12 port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|blend no12 ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|blend no12 ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=745
W|grahams|blend no12 ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|blend no12 ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=747
W|grahams|blend no12 ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=747
W|grahams|blend no12 ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=747
W|grahams|blend no12 ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=747
W|grahams|blend no12 ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=747
W|grahams|blend no12 ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=747
W|grahams|blend no5|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|blend no5|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=754
W|grahams|blend no5 branco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|blend no5 port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|blend no5 white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|blend no5 white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|blend no5 white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=759
W|grahams|blend no5 white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=759
W|grahams|blend no5 white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=759
W|grahams|blend no5 white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=759
W|grahams|blend no5 white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=759
W|grahams|blend no5 white port nv|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|blend no5 white port nv|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=765
W|grahams|blend no5 white port nv|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=765
W|grahams|blend no5 white port nv portugal|pt|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|blend no5 white port white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|blend nr 12 ruby port 075 ltr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|blend nr 12 ruby port 19 vol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|blend nr 5 white port 075 ltr|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|blend nr 5 white port 19 vol|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|blend series n5 white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|blend white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|blended no 5 white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|choco handy pack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|grahams|colheita|??|r|??|??|??|1950|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|colheita tawny|??|r|??|??|??|1963|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|colheita|??|r|??|??|??|1974|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|colheita tawny|??|r|??|??|??|1974|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|colheita tawny|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|colheita|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|colheita tawny|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|colheita|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|colheita tawny|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|collection mini|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|coronet porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|crusted port wine|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|crusted port wine|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|crusted port|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|crusted port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|crusted port|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=792
W|grahams|crusted port|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=792
W|grahams|crusted port|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=792
W|grahams|crusted port iudsolgt|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|crusted port|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|crusted port|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=798
W|grahams|crusted port|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=798
W|grahams|crusted port|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=798
W|grahams|crusted port|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=798
W|grahams|crusted port bottled|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|dont forget|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|double vintage port|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|emperor porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|extra dry|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|extra dry branco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|extra dry port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|extra dry white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|extra dry white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=810
W|grahams|extra dry white 20|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|extra dry white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|extra dry white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=813
W|grahams|extra dry white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=813
W|grahams|extra dry white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=813
W|grahams|extra dry white port 19 vol|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|extra dry white port douro|pt|w|??|douro|douro|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|extra dry white port wine|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|fine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=821
W|grahams|fine ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=821
W|grahams|fine ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=821
W|grahams|fine ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=821
W|grahams|fine ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=821
W|grahams|fine ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=821
W|grahams|fine ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=821
W|grahams|fine ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=821
W|grahams|fine ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=821
W|grahams|fine ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=821
W|grahams|fine ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=821
W|grahams|fine ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=821
W|grahams|fine ruby porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|fine ruby porto drs|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|fine ruby 07|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine ruby 20 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine ruby 3 x|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|grahams|fine ruby port 19|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine ruby port 075 ltr 19 alc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine ruby port douro|pt|r|??|douro|douro|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine ruby port nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine ruby port nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=869
W|grahams|fine ruby port nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=869
W|grahams|fine ruby port porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|fine ruby port vila nova de gaia portugal|pt|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine ruby port w j graham co|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine ruby porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=834
W|grahams|fine tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|grahams|fine tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|grahams|fine tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|grahams|fine tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|grahams|fine tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|grahams|fine tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|grahams|fine tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|grahams|fine tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|grahams|fine tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|grahams|fine tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|grahams|fine tawny 07|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine tawny 3 x|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine tawny aloirado meio seco porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny port 19|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine tawny port 075 ltr 19 alc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine tawny port 10 y douro 4 rehoboam|pt|r|??|douro|douro|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine tawny port douro|pt|r|??|douro|douro|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine tawny port grahams tawny heeft een aangenaam zachte en zoete smaak verleidelijk rijp en gedroogd fruit en een nootachtige toon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine tawny port nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine tawny port nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=921
W|grahams|fine tawny port nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=921
W|grahams|fine tawny port nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=921
W|grahams|fine tawny port nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=921
W|grahams|fine tawny port nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=921
W|grahams|fine tawny port w j graham co|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine tawny port wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|fine tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|grahams|fine tawny porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|fine white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|fine white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=931
W|grahams|fine white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=931
W|grahams|fine white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=931
W|grahams|fine white 3 x|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|grahams|fine white port 075 ltr 19 alc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|fine white port 19|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|fine white port 19|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=957
W|grahams|fine white port 19 075 liter|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|fine white port 34 ltr w j graham co|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|fine white port douro portugal 19 vol|pt|w|??|douro|douro|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|fine white port nv|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|fine white port nv|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=962
W|grahams|fine white port nv|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=962
W|grahams|fine white port vila nova de gaia portugal|pt|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|fine white port w j graham co|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|fine white port wine|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grahams|fine white port wine|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=967
W|grahams|fine white porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|finest cask 20 anos rotulo antigo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|first flight|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|first flight|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=971
W|grahams|first flight|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=971
W|grahams|first flight colheita port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=422
W|grahams|first flight colheita port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=422
W|grahams|first flight colheita port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=422
W|grahams|first flight colheita port portugal|pt|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|first flight porto|??|f|??|??|??|2003|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|five crowns old dry porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|gaveske tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
X
