W|dalamara naoussa|naoussa|gr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalrymple vineyards|cottage block pinot noir 2019|fr|r|pinot noir|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalrymple vineyards|estate mt lord pinot noir 2023|fr|r|pinot noir|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalrymple vineyards|pinot noir coal river valley estate vineyard 2022|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalrymple vineyards|pinot noir tasmania|au|r|pinot noir|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalrymple vineyards|single site coal river valley pinot noir 2023|fr|r|pinot noir|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalrymple vineyards|single site estate cave block chardonnay 2020|fr|w|chardonnay|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|dalrymple vineyards|single site ouse pinot noir 2023|fr|r|pinot noir|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalrymple vineyards|single site pinot noir collection 3|fr|r|pinot noir|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalrymple vineyards|single site pipers river chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalrymple vineyards|single site pipers river chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=708
W|dalrymple vineyards|single site swansea pinot noir 2022|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalrymple vineyards|tasmanian pinot noir 2024|fr|r|pinot noir|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalsheim burgel|spatburgunder trocken 2020 keller|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalsheim burgel|spatburgunder trocken 2020 keller|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=712
W|dalsheim burgel|spatburgunder trocken 2022 keller|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalsheim burgel|spatburgunder trocken 2022 keller|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=714
W|dalsheim oberer|hubacker monopol riesling trocken gg 2020 keller|fr|w|riesling|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|dalsheim oberer|hubacker monopol riesling trocken gg 2020 keller|fr|w|riesling|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco|=716
W|dalsheim oberer|hubacker monopol riesling trocken gg 2021 keller|fr|w|riesling|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|dalsheim oberer|hubacker monopol riesling trocken gg 2021 keller|fr|w|riesling|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco|=718
W|dalsheim oberer|hubacker monopol riesling trocken gg 2022 keller|fr|w|riesling|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|dalsheim oberer|hubacker monopol riesling trocken gg 2022 keller|fr|w|riesling|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco|=720
W|dalsheim oberer|hubacker monopol riesling trocken gg 2023 keller|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dalsheim oberer|hubacker monopol riesling trocken gg 2023 keller|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=722
W|dalsheimer burgel|spatburgunder 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalsheimer burgel|spatburgunder 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalsheimer burgel|spatburgunder 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalsheimer hubacker|hubacker|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalsheimer hubacker|hubacker|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=727
W|dalsheimer riesling|2024|fr|w|riesling|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|dalsheimer riesling|neefemmich|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton 20th|anniversary 2013 kosher red wine|fr|r|??|??|??|2013|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton 20th|anniversary red limited edition 13|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton 30yr|anniversary blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton afsfa|coast to coast 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton afsufa|majestic|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|cabsau merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|coral 18|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|coral rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|dalton alma|coral rose 2021|fr|p|??|??|??|2021|13.5|??|medio|frutos do mar, saladas|seco
W|dalton alma|crimson|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|crimson 18|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|crimson kosher red wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|crimson kosher red wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=742
W|dalton alma|deep red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|deep red 18|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|deep red 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|deep red israeli dry red wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|ivory white 2021|fr|w|??|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|dalton alma|red 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|red adom formerly scarlet 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|red blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|red blend somlyay 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|red israeli dry red wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|red scarlet|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|scarlet 17|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton alma|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton alma|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=756
W|dalton anna|dessert wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton anna|dessert wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=758
W|dalton anna|dessert wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=758
W|dalton anna|with gift box 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton arak|arak|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton asufa|coast to coast 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton asufa|levantina 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton asufa|levantina israeli dry red wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton asufa|levantina mediterranian blend 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton asufa|majestic|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton asufa|majestic 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton asufa|tictoc|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton boys|short sleeve polo red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton branco|branco|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton branco|branco|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=771
W|dalton brut|de galili 2021 method traditionnelle|fr|s|??|??|??|2021|12|??|medio|aperitivos, frutos do mar|brut
W|dalton cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=774
W|dalton cabernet|sauvignon estate 2021|fr|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton cabernet|sauvignon reserve 18|fr|r|cabernet sauvignon|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|dalton cabernet|sauvignon single vineyard zivon organic|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton canaan|kosher white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton canaan|moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton canaan|moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=780
W|dalton canaan|moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=780
W|dalton canaan|moscato 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton canaan|moscato 21|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton canaan|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton canaan|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=785
W|dalton canaan|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=785
W|dalton canaan|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=785
W|dalton canaan|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=785
W|dalton canaan|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=785
W|dalton canaan|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=785
W|dalton canaan|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=785
W|dalton canaan|red 20|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton canaan|red 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton canaan|red 2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton canaan|red blend israel|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton canaan|red kosher wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton canaan|red kosher wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=797
W|dalton canaan|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton canaan|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=799
W|dalton canaan|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=799
W|dalton canaan|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=799
W|dalton canaan|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=799
W|dalton canaan|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=799
W|dalton canaan|white 20|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton canaan|white 2023|fr|w|??|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dalton canaan|white 2023|fr|w|??|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco|=806
W|dalton canaan|white blend israel|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton canaan|white kosher wine|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton canaan|white kosher wine|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=809
W|dalton chardonnay|unoaked|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton chardonnay|unoaked 2017|fr|w|chardonnay|??|??|2017|12.5|??|medio|peixe, frutos do mar|seco
W|dalton coast|to coast|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton coast|to coast|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=813
W|dalton cost|to cost 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton desk|desk|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton el|kosh cab sauv|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton el|kosh shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton est|chard unoak|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|blanc fume|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton estate|blanc fume 2022|fr|w|??|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|dalton estate|cab sauv|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|cab sauv|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=822
W|dalton estate|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=824
W|dalton estate|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=824
W|dalton estate|cabernet sauvignon 2021|fr|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|cabernet sauvignon 2023|fr|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|cabernet sauvignon 2023|fr|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=828
W|dalton estate|cabernet sauvignon 2023|fr|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=828
W|dalton estate|cabernet sauvignon mevushal|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|cabernet sauvignon mevushal 2023|fr|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|cabernet sauvignon mseries|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|cabernet sauvignon mseries|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=833
W|dalton estate|cabernet sauvignon mseries 2020|fr|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|cabernet sauvignon not mevushal kosher red wine|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|cabernet sauvignon not mevushal kosher red wine|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=836
W|dalton estate|cabsau mevushal|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton estate|chardonnay 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dalton estate|chardonnay unoaked 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dalton estate|fume blanc|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton estate|fume blanc|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=842
W|dalton estate|fume blanc|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=842
W|dalton estate|fume blanc 2024|fr|w|??|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|dalton estate|galilee rose 2023|fr|p|??|??|??|2023|13.5|??|medio|frutos do mar, saladas|seco
W|dalton estate|grenache 1417|fr|r|grenache|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|m mevushal cabernet sauvignon 2016|fr|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|m rose somlyay 2024|fr|p|??|??|??|2024|13.5|??|medio|frutos do mar, saladas|seco
W|dalton estate|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=850
W|dalton estate|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=850
W|dalton estate|merlot 1718|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|merlot 19|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|merlot 2019|fr|r|merlot|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|merlot kosher red wine|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|merlot kosher red wine|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=856
W|dalton estate|oak aged zinfandel 18|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|petit syrah|fr|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|petit syrah|fr|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=859
W|dalton estate|petite sirah|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|petite sirah|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=861
W|dalton estate|petite sirah 19|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|petite sirah 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|petite sirah 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|petite sirah kosher red wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|petite sirah kosher red wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=866
W|dalton estate|petite syrah|fr|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|pinot gris 2019|fr|w|pinot gris|??|??|2019|12.5|??|medio|peixe, frutos do mar|seco
W|dalton estate|rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|dalton estate|rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco|=870
W|dalton estate|rose 2022|fr|p|??|??|??|2022|13.5|??|medio|frutos do mar, saladas|seco
W|dalton estate|rose 2023 non mevoshal|fr|p|??|??|??|2023|13.5|??|medio|frutos do mar, saladas|seco
W|dalton estate|rose kosher wine|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|dalton estate|rose kosher wine|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco|=874
W|dalton estate|saublanc mevushal|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|sauvignon blanc fume|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton estate|sauvignon blanc mevushal|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton estate|sauvignon blanc mseries 2021|fr|w|sauvignon blanc|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|dalton estate|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=880
W|dalton estate|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=880
W|dalton estate|shiraz 17|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|shiraz 2020|fr|r|shiraz|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton estate|unoaked chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton estate|unoaked chardonnay 1921|fr|w|chardonnay|??|??|1921|12.5|??|medio|peixe, frutos do mar|seco
W|dalton family|cab sauv|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton family|collection cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton family|collection cabernet sauvignon 2023|fr|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton family|collection sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton family|collection sauvignon blanc fresh vibrant israeli white wine|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton family|collection shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton family|collection shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=892
W|dalton family|collection shiraz 2020|fr|r|shiraz|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton family|collection souvignon blanc 2023|fr|w|??|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dalton family|sauv blanc|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dalton family|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton galilee|canaan white 2024 kosher|fr|w|??|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|dalton galilee|region canaan red kosher 2014|fr|r|??|??|??|2014|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton galilo|galilo|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton galilo|2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton galilo|2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton galilo|blend mevushal 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton galilo|blend non mevushal|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton grounded|zuriman|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton knaan|cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton knaan|cabernet sauvignonshiraz 2020|fr|r|cabernet sauvignon, shiraz|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton knaan|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton levantina|levantina|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton levantina|levantina|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=909
W|dalton m|estate cab sauv|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton m|estate rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|dalton majestic|old vine carignan galilee 2023|fr|r|carignan|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton matatia|matatia|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton matatia|matatia|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=914
W|dalton matatia|2014 magnum|fr|r|??|??|??|2014|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton matatia|2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton matatia|cabernet sauvignon 17 library wine|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton matatia|cabernet sauvignon 2018 kosher wine|fr|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton merlot|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton nadav|single vineyard|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton nadav|single vineyard cabernet sauvignon peitt verdot 2021|fr|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton nadav|single vinyard|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton paradisia|paradisia|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton pet|nat|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dalton pet|nat|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=925
W|dalton pet|nat|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=925
W|dalton pet|nat 21|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dalton pet|nat galilee nv|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dalton pet|nat petillant naturel 2023|fr|s|??|??|??|2023|12|??|medio|aperitivos, frutos do mar|extra brut
W|dalton pet|nat rose|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dalton pet|nat rose|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=931
W|dalton pet|nat rose|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=931
W|dalton pet|nat rose petillant naturel 2023|fr|s|??|??|??|2023|12|??|medio|aperitivos, frutos do mar|extra brut
W|dalton pet|nat rose petillant naturel 2023|fr|s|??|??|??|2023|12|??|medio|aperitivos, frutos do mar|extra brut|=934
W|dalton petit|syrah|fr|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton petite|sirah oak aged 2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dalton pink|moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
