W|gran legado|tinto suave|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|marselan|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|merlot|??|r|merlot|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|merlot|??|r|merlot|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=689
W|gran reserva|merlot|??|r|merlot|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=689
W|gran reserva|merlot|??|r|merlot|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=689
W|gran reserva|merlot|??|r|merlot|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=689
W|gran reserva|merlot|??|r|merlot|??|??|1999|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|merlot cabernet sauvignon|??|r|cabernet sauvignon|??|??|2016|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|merlot carmen|??|r|merlot|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|merlot cremaschi furlotti|??|r|merlot|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|merlot del museo|??|r|merlot|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|merlot et blanca tarapaca 750cc|??|w|merlot|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|gran reserva|merlotcabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|mezcla tinta sutil|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|mezcla tinta vina carmen|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|nebbiolo|??|r|nebbiolo|??|??|2017|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|nebbiolo|??|r|nebbiolo|??|??|2019|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|nebbiolo|??|r|nebbiolo|??|??|2020|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|oculta don cesar cabernet sauvignon|??|r|cabernet sauvignon|??|??|2002|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|oculta don cesar tannat|??|r|??|??|??|2011|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|olagar|??|r|??|??|??|2017|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|old vines tannat|??|r|??|??|??|2016|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|old vines tannat|??|r|??|??|??|2017|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|organico cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|organico carmenere|??|r|carmenere|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|organico mezcla tinta tarapaca|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|organico syrah|??|r|syrah|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|oscar tobia|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|petite sirah carmen|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|petite verdot vina junta|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|pinot noir|??|r|pinot noir|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|pinot noir|??|r|pinot noir|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=718
W|gran reserva|pinot noir|??|r|pinot noir|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=718
W|gran reserva|pinot noir 7 colores|??|r|pinot noir|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|pinot noir estuche madera|??|r|pinot noir|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|protos ribera del duero|??|r|??|??|??|2014|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|quinta da corte|??|r|??|??|??|2015|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|quinta da corte|??|r|??|??|??|2015|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=724
W|gran reserva|quinta da corte|??|r|??|??|??|2017|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|ravanal|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|red blend|??|r|??|??|??|2019|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|red blend cabernet sauvignon vina tagua tagua 6 un 750cc|??|r|cabernet sauvignon|??|??|2023|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|remirez de ganuza tinto|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|ribera del duero condado de oriza|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|rioja|es|r|??|rioja|rioja|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|rioja doca marques de murrieta|es|r|??|rioja|rioja|2016|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|rioja doca baron de ley|es|r|??|rioja|rioja|2017|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|rioja doca 20182019 luis canas|es|r|??|rioja|rioja|nv|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|rioja doca luis canas 6 butelek w drewnianej skrzynce|es|r|??|rioja|rioja|nv|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|santa ema|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|gran reserva|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco|=738
W|gran reserva|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco|=738
W|gran reserva|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco|=738
W|gran reserva|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco|=738
W|gran reserva|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco|=738
W|gran reserva|sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|gran reserva|sauvignon blanc by concha y toro|??|w|sauvignon blanc|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|gran reserva|sauvignon blanc caja 6 botellas|??|w|sauvignon blanc|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|gran reserva|sauvignon blanco et blanca tarapaca|??|w|sauvignon blanc|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|gran reserva|schinken ganz|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|seleccion especial|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|shiraz|??|r|shiraz|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|sierra cantabria|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
X
W|gran reserva|siglo elegant spanish red wine|??|r|??|??|??|1982|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|siglo elegant spanskt rott vin|??|r|??|??|??|1982|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|siglo elegante spaanse rode wijn|??|r|??|??|??|1982|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|sta berta|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|sta ma ramirez de la piscina|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|syrah|??|r|syrah|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|syrah|??|r|syrah|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=758
W|gran reserva|syrah|??|r|syrah|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=758
W|gran reserva|syrah casas del bosque|??|r|syrah|??|??|2023|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|syrah barricas|??|r|syrah|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|syrah caja 6 botellas|??|r|syrah|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|syrah casas del bosque|??|r|syrah|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|syrah casas patronales|??|r|syrah|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tannat del museo|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tarapaca|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tarapaca cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tarapaca carmenere|??|r|carmenere|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tarapaca etiqueta azul|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tarapaca etiqueta azul|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=770
W|gran reserva|tarapaca etiqueta negra|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tarapaca etiqueta negra carmenere|??|r|carmenere|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tarapaca etiqueta roja|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tempranillo|es|r|tempranillo|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tempranillo|es|r|tempranillo|??|??|2017|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tempranillo|es|r|tempranillo|??|??|2019|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tempranillo|es|r|tempranillo|??|??|2020|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tempranillo shiraz|es|r|shiraz|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tempranillo shiraz|es|r|shiraz|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=779
W|gran reserva|tres raices|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|tri blanco|??|w|??|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|gran reserva|tri tinto|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|trio in 3x2voordeelpakket gold|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|trio in 3x2voordeelpakket gold|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=784
W|gran reserva|trio in pachet de 3x2 sticle gold|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|trio ve vyhodnem baleni 3x2 gold|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|trio ve vyhodnem baleni 3x2 gold|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=787
W|gran reserva|vilasar nebbiolo en estuche de madera|??|r|nebbiolo|??|??|2000|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|vina arana|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|vina arana gold|??|r|??|??|??|2016|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|vina arana gold|??|r|??|??|??|2016|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=791
W|gran reserva|vina arana gold|??|r|??|??|??|2016|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=791
W|gran reserva|vina arana gold|??|r|??|??|??|2016|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=791
W|gran reserva|vina arana gold|??|r|??|??|??|2016|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=791
X
W|gran reserva|vinedos del contino|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserva|vintage leopardi brut nature|??|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut nature
W|gran reservas|en assortiment 3x2 gold|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reservas|espagnols nos vins phares gold|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reservas|gold|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reservas|spaniole vinurile noastre de top gold|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserve|bella sutil rose 6 un 750 cc|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran reserve|cabernet sauvignon 6 un 750 cc|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserve|carmenere 6 un 750 cc|??|r|carmenere|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserve|chardonnay 6 un 750 cc|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran reserve|merlot 6 un 750 cc|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserve|pinot noir 6 un 750 cc|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserve|red blend 6 un 750 cc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran reserve|sauvignon blanc 6 un 750 cc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran ricardo|gran ricardo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran ricardo|gran ricardo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=811
W|gran ricardo|gran ricardo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=811
W|gran ricardo|gran ricardo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=811
W|gran ricardo|gran ricardo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=811
W|gran ricardo|30 aniversario|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran ricardo|con caja conmemorativa xxv anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran ricardo|m xanic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran ricardo|gran ricardo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=811
W|gran ricardo|gran ricardo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=811
W|gran ricardo|gran ricardo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=811
W|gran ricardo|monte xanic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran ricardo|vochol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran riocua|gran riocua|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran riserva|gran riserva|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran riserva|23 anni cl70 castagner conf regalo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran riserva|25|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran riserva|barilotto 250|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran riserva|feteasca neagra domeniile panciu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran rodma|gran rodma|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran rodma|gran rodma|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran rodma|finca rodma|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran rodma|ribera del duero do finca rodma|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran rose|gran rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran rose|gran rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=834
W|gran rose|brivio merlot rosato|??|p|merlot|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran rose|doc 23|??|p|??|??|??|nv|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|gran rose|ticino doc rosato di merlot|??|p|merlot|??|??|nv|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|gran rose|ticino doc rosato di merlot brivio|??|p|merlot|??|??|2023|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|gran rue|metodo classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran rue|metodo classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=840
W|gran sangre|de toro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sangre|de toro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=842
W|gran sangre|de toro af torres reserva|??|r|??|??|??|1989|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sangre|de toro av torres|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sangre|de toro by torres|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sangre|de toro van torres|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sangre|de toro reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran santiago|blanc 135 bib|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran santiago|chardonnay 125 bib|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran santiago|merlot 135 bib|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran santiago|merlot shiraz 135 bib|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran santiago|rose 125 bib|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran santiago|special blend 125 bib|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sarao|cava brut|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gran sasso|gran sasso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|terre di chieti igp pecorino|??|w|??|??|??|2022|12.5|igp|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|alta quota|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|alta quota montepdabrucolline teramane|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|alta quota montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|alta quota montepulciano dabruzzo colline teramane|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|alta quota montepulciano dabruzzo colline teramane|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=861
W|gran sasso|alta quota pecorino|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|alta quota pecorino|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=863
W|gran sasso|alta quota pecorino|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=863
W|gran sasso|alta quota pecorino|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=863
W|gran sasso|alta quota pecorino|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=863
W|gran sasso|bella addormentata montepulciano|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|bella addormentata pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran sasso|bella addormentata primitivo|??|r|primitivo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|bella addormentata sangiovese|??|r|sangiovese|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|bio montepulciano|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|bioorganic montepulciano|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|cerasulo rosato|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran sasso|cerasuolo rosato|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gran sasso|colline teramane alte quote montepulciano docg|it|r|montepulciano|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|colline teramane montepulciano alta quota|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|colline teramane montepulciano alta quota|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=878
W|gran sasso|edizione cinque autoctoni|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|edizione cinque autoctoni|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|la bella addormentata montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=883
W|gran sasso|montepulciano|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=883
W|gran sasso|montepulciano d abruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabr|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gran sasso|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gran sasso|montepulciano dabruzzo edizione limitata|it|r|montepulciano|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo edizione limitata|it|r|montepulciano|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran sasso|montepulciano dabruzzo edizione limitata|it|r|montepulciano|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
