W|stag's leap|wine cellars cask 23 cabernet sauvignon 2016|gb|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|'sultana of swat' 2023|us|r|carignan|california|??|2023|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|sufficiently whelming 2022|us|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagiaire|'sufficiently whelming' 2022|us|w|chardonnay, sauvignon blanc|california|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|stagiaire|sufficiently whelming 2021|us|w|??|california|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagiaire|'still life with hillside' mendocino zinfandel 2022|us|r|zinfandel|california|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|'still life with hillside' 2022|us|r|zinfandel|california|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
W|stagiaire|'shadows on a hill' 2023|us|w|chardonnay|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagiaire|shadows on a hill 2023|jp|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagiaire|'sequences & series' 2023|us|r|carignan|california|??|2023|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|sequences & series 2021|us|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|sea shells she sells 2022|us|w|chardonnay, sauvignon blanc|california|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|stagiaire|scales & arpeggios 2019|us|r|sangiovese|california|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|scales and arpeggios 2022|us|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|scales and apreggios red wine|us|r|sangiovese|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|'relief in ambiguity' 2024|us|r|??|california|??|2024|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|relief in ambiguity 2023|us|r|pinot noir|california|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|relief in ambiguity 2021|us|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|plastic stars & paper moons 2022|us|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
W|stagiaire|let's get fizzical 2021|us|p|??|??|??|2021|12|??|medio|saladas, carnes brancas, peixes|seco
W|stagiaire|it s your birthday red white blend 2022 2023|us|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagiaire|'it's your birthday' coferment nv 2022 2023|us|r|??|california|??|2023|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|it's dangerous to go alone 2022|us|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|'in love with a memory' 2023|us|w|sauvignon blanc|california|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|stagiaire|'in love with a memory' 2023|us|w|sauvignon blanc|california|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco|=704
W|stagiaire|eternal return pinot noir 2022|us|r|pinot noir|california|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stagiaire|eternal return 2021|us|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|dust in the tides pinot noir 2023 sonoma coast california|us|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|dreams on layaway 2021|us|p|??|??|??|2021|12|??|medio|saladas, carnes brancas, peixes|seco
W|stagiaire|don't tell mom piquette 2024 california|us|s|??|??|??|2024|12|??|leve|aperitivos, ostras, canapes|brut
W|stagiaire|desires actuality and the spaces in between 2020|us|p|??|??|??|2020|12|??|medio|saladas, carnes brancas, peixes|seco
W|stagiaire|consistency in chaos 2022 sonoma valley california|us|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|consistency in chaos 2021|us|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|'cheeky bisous ' 2023|us|w|carignan, sauvignon blanc|california|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|stagiaire|'cheeky bisous' 2023|us|p|??|california|??|2023|12|??|medio|saladas, carnes brancas, peixes|seco
W|stagiaire|cheeky bisous 2022|us|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stagiaire|cheeky bisous 2021|us|p|??|california|??|2021|12|??|medio|saladas, carnes brancas, peixes|seco
X
X
X
X
X
X
X
X
X
X
X
X
S
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
W|stagecoach|vineyard blackbart syrah- 2005|us|r|syrah|california|??|2005|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
W|stage|i mundbl st glas vega lav faded rose|??|p|??|??|??|NV|12|??|medio|saladas, carnes brancas, peixes|seco
X
X
X
X
X
W|stage|i mundbl st glas vega h j faded rose|??|p|??|??|??|NV|12|??|medio|saladas, carnes brancas, peixes|seco
X
W|stage|door wine co 'white note' gruner veltliner|au|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stage|door wine co 'three piece' grenache shiraz mataro|au|r|grenache, shiraz|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stage|door wine co 'the green room' riesling|de|w|riesling|??|??|2021|10|??|leve|peixes, frutos do mar, saladas|seco
W|stage|door wine co 'headliner' shiraz 2016|au|r|shiraz|??|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stage|door wine co 'headliner' cabernet sauvignon 2016|au|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stage|door wine co 'full house' cabernet sauvignon 2018|au|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stage|door wine co 'front and centre' shiraz|au|r|shiraz|??|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
X
W|stagbeetle|sauvignon chardonnay weingut andreas tscheppe 2023|at|w|chardonnay, sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
X
W|stagard|wachau ried klaus riesling 2020|at|w|riesling|wachau|??|2020|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|urban riesling 2024|??|w|??|??|??|2024|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|urban gruner veltliner|at|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagard|'steiner kofl' riesling 2016|de|w|??|??|??|2016|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|riesling urban|de|w|??|??|??|NV|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|riesling steinzeug 2020|at|w|riesling|kremstal|??|2020|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|riesling steiner schreck 2020|at|w|riesling|kremstal|??|2020|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|ried steiner schreck riesling 2021|at|w|riesling|kremstal|??|2021|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|ried steiner pfaffenberg riesling 2021|at|w|riesling|kremstal|??|2021|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|ried steiner kogl riesling 2021|at|w|riesling|kremstal|??|2021|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|ried steiner hund riesling 2021|at|w|riesling|kremstal|??|2021|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|ried steiner goldberg riesling 2021|at|w|riesling|kremstal|??|2021|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|ried steiner gaisberg riesling 2021|at|w|riesling|kremstal|??|2021|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|ried steiner gaisberg|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagard|ried steiner braunsdorfer riesling 2021|at|w|riesling|kremstal|??|2021|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|ried kremser grillenparz riesling 2021|at|w|riesling|kremstal|??|2021|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|kremstal riesling ried steiner schreck austria 2021 750|at|w|riesling|??|??|2021|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|kremstal riesling ried steiner hund austria 2021 750|at|w|riesling|??|??|2021|10|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|'handwerk' gruner veltliner kremstal austria 2021|at|w|gruner veltliner|kremstal|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|stagard|'handwerk' gruner veltliner 2018|us|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagard|'handwerk' gruner veltliner|at|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagard|gruner veltliner urban 2024|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagard|gruner veltliner urban|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagard|gruner veltliner stein|at|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagard|gruner veltliner handwerk 2022|at|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stagard|gruner veltliner handwerk|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
S
X
X
W|stag|s leap wine cellars cask 23 magnum 1995|us|r|??|california|??|1995|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag|s leap sauv blanc|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag|rua irish red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag|red blend paso robles 2021|us|r|merlot|california|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag|red blend paso robles|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
W|stag|leap sauvignon blanc 2024|us|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag|leap sauvignon blanc 2023|us|w|??|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag|leap sauvignon blanc 2023|us|w|??|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=879
W|stag|leap napa valley cabernet sauvignon 2021|us|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag|leap merlot 2022|us|r|??|california|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
W|stag|head wine pourer|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
W|stag|collection wine coaster stag|au|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
X
X
W|stag|chardonnay santa barbara coast 2022|us|w|??|california|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag|cabernet sauvignon paso 2019|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag|cabernet sauvignon paso|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
W|staforte|soave classico pra|it|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|staforte|soave classico doc 2018 pra|it|w|garganega|veneto|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|staforte|pra soave classico 2019 white dry 12 0 75|it|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
X
X
X
X
X
X
X
X
X
X
X
W|stafford|hill willamette valley pinot noir 2023|us|r|pinot noir|willamette valley|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
W|stafford|hill willamette valley pinot noir|us|r|pinot noir|oregon|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stafford|hill sauvignon blanc|us|w|sauvignon blanc|oregon|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|stafford|hill pinot noir wv '23|us|r|pinot noir|willamette|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stafford|hill pinot noir willamette valley 2023|us|r|pinot noir|oregon|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stafford|hill pinot noir willamette valley 2022|us|r|pinot noir|oregon|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stafford|hill pinot noir willamette valley|us|r|pinot noir|oregon|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stafford|hill pinot noir|us|r|pinot noir|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
W|staffes|merlot riserva kornell florian brigl|??|r|merlot|??|??|NV|13.5|riserva|encorpado|carne vermelha, massas, queijos|seco
W|staffes|merlot riserva doc|it|r|??|sudtirol|??|2022|13.5|riserva|medio|carne vermelha, massas, queijos|seco
W|staffes|merlot riserva 2018|??|r|??|??|??|2018|13.5|riserva|medio|carne vermelha, massas, queijos|seco
W|staffes|merlot riserva 2017|??|r|??|??|??|2017|13.5|riserva|medio|carne vermelha, massas, queijos|seco
X
X
X
X
X
X
X
X
W|staffelter hof|steffensberg riesling auslese 2017 mosel germany|de|d|riesling|mosel|??|2017|8.5|auslese|encorpado|sobremesas, queijos azuis, frutas secas|doce
W|staffelter hof|spatlese riesling 2018|de|w|riesling|mosel|??|2018|10|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|sekt brut riesling|de|s|??|??|??|NV|12|??|leve|aperitivos, ostras, canapes|brut
W|staffelter hof|sekt brut 2020|de|s|??|??|??|2020|12|??|leve|aperitivos, ostras, canapes|brut
W|staffelter hof|sam jan guy 2018|de|w|riesling|mosel|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|ruby soho 2021|de|s|??|mosel|??|2021|12|??|leve|aperitivos, ostras, canapes|brut
X
W|staffelter hof|rose sekt pinot noir|??|s|??|??|??|NV|12|??|leve|aperitivos, ostras, canapes|brut
W|staffelter hof|rizzy starmust pet nat 2020|de|s|??|??|??|2020|12|??|leve|aperitivos, ostras, canapes|brut
W|staffelter hof|rizzy star must|de|s|riesling|mosel|??|NV|12|??|leve|aperitivos, ostras, canapes|brut
W|staffelter hof|riesling trocken magn|de|w|??|mosella|??|2022|10|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|riesling trocken 862 alte reben 2022|de|w|??|mosella|??|2022|10|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|riesling feinherb krover paradies 2022|de|w|??|mosella|??|2022|10|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|red panda|de|r|??|mosel|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
S
W|staffelter hof|purple rain|de|s|??|mosel|??|NV|12|??|leve|aperitivos, ostras, canapes|brut
W|staffelter hof|portugeezer|de|f|??|mosel|??|NV|19.5|??|encorpado|queijos azuis, sobremesas, frutas secas|doce
X
W|staffelter hof|party panda|de|w|riesling|mosel|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|paradies riesling feinherb mosel|de|w|??|??|??|NV|10|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|paradies riesling 2020|de|w|riesling|mosel|??|2020|10|??|leve|peixes, frutos do mar, saladas|seco
X
X
W|staffelter hof|papa panda rising 2023|de|w|riesling|mosel|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|panda party pet nat 2023|de|s|??|??|??|2023|12|??|leve|aperitivos, ostras, canapes|brut
W|staffelter hof|orange utan|de|w|riesling|mosel|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
X
X
W|staffelter hof|muller time sandersstruck|de|w|muller thurgau|mosel|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
W|staffelter hof|magnus riesling trocken mosel germany|de|w|riesling|mosel|??|NV|10|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|magnus riesling trocken mosel|de|w|??|??|??|NV|10|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|magnus riesling 2023|de|w|riesling|mosel|??|2023|10|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|magnus riesling 2023|de|w|riesling|mosel|??|2023|10|??|leve|peixes, frutos do mar, saladas|seco|=964
W|staffelter hof|magnus riesling 2022|de|w|riesling|??|??|2022|10|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|magnus riesling|de|w|riesling|mosel|??|NV|10|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|madcap magnus rare|de|w|riesling|mosel|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|madcap magnus magnum|de|w|riesling|mosel|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
X
W|staffelter hof|little red riding wolf magnum|de|r|pinot noir|mosel|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staffelter hof|little red riding wolf 2023|de|r|pinot noir|mosel|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|staffelter hof|little red riding wolf 2022|de|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staffelter hof|little bastard mosel germany|de|w|muller thurgau, muscat, riesling, sauvignon blanc|mosel|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|little bastard magnum|de|w|riesling, sauvignon blanc|mosel|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
X
W|staffelter hof|little bastard 2023|de|w|muscat, riesling, sauvignon blanc|mosel|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
X
X
X
W|staffelter hof|krov steffenserg gege riesling trocken mosel|de|w|??|??|??|NV|10|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|krov steffensberg riesling kabinett mosel germany|de|w|riesling|mosel|??|NV|10|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|kiss kiss maddies lips pet nat mosel germany|de|s|??|mosel|??|NV|12|??|leve|aperitivos, ostras, canapes|brut
W|staffelter hof|kiss kiss maddies lips 2023|de|s|??|mosel|??|2023|12|??|leve|aperitivos, ostras, canapes|brut
W|staffelter hof|kiss kiss maddie's lips 2021 pet nat|de|s|??|??|??|2021|12|??|leve|aperitivos, ostras, canapes|brut
W|staffelter hof|kiss kiss maddie s lips 2020|de|r|pinot noir|mosel|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
X
W|staffelter hof|dhron hofberger riesling spatlese mosel|de|w|??|??|??|NV|10|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|dhron hofberger riesling spatlese 2018|de|w|riesling|mosel|??|2018|10|??|leve|peixes, frutos do mar, saladas|seco
W|staffelter hof|casanova rose trocken mosel|de|p|??|??|??|NV|12|??|medio|saladas, carnes brancas, peixes|seco
W|staffelter hof|862 riesling trocken mosel|de|w|??|??|??|NV|10|??|leve|peixes, frutos do mar, saladas|seco
X
W|staff|white wine picks|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
W|staff|selection red 6 btls|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staff|red wine picks|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
W|staff|picks for the holidays|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|staff|picks case 20230902|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
