W|francois ducrot|auguste orange vdf 2023|fr|r|??|??|??|2023|13.5|VDF|encorpado|carne vermelha, queijo|seco
W|francois pinon|vouvray petillant brut loire france 2019|fr|s|chenin blanc|loire|vouvray|2019|12|??|medio|aperitivos, frutos do mar|brut
W|francois pinon|vouvray premier trie|fr|w|chenin blanc|loire|vouvray|NV|12.5|??|medio|peixe, frutos do mar|seco
W|francois pinon|vouvray sec 2022|fr|w|chenin blanc|loire|vouvray|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois pinon|vouvray sec 2022|fr|w|chenin blanc|loire|vouvray|2022|12.5|??|medio|peixe, frutos do mar|seco|=641
W|francois pinon|vouvray sec loire france 2021|fr|w|chenin blanc|loire|vouvray|2021|12.5|??|medio|peixe, frutos do mar|seco
W|francois pinon|vouvray silex noir|fr|w|chenin blanc|loire|vouvray|NV|12.5|??|medio|peixe, frutos do mar|seco
W|francois pinon|vouvray silex noir 2023|fr|w|chenin blanc|loire|vouvray|2023|12.5|??|medio|peixe, frutos do mar|seco
W|francois pinon|vouvray silex noir loire france 2018|fr|w|chenin blanc|loire|vouvray|2018|12.5|??|medio|peixe, frutos do mar|seco
W|francois pinot|noir rose brut pezsgo 075|fr|s|pinot noir|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|francois pinot|noir rose nyers pezsgo 075|fr|p|pinot noir|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|francois president|brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|francois president|brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=649
W|francois president|brut 0 drs|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|francois president|brut 075|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|francois president|brut nyers pezsgo 075|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|francois president|brut pezsgo|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|francois president|brut pezsgo 075|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|francois president|brut rose 075|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|francois president|extra dry|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois president|extra dry 0 drs|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois president|extra dry pezsgo 075|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois president|rose brut pezsgo|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|francois racquillets|mercurey 1er cru les veleys 2015|fr|r|??|??|??|2015|13.5|1ER CRU|encorpado|carne vermelha, queijo|seco
W|francois raquillet|mercurey 1er cru les veleys rouge|fr|r|??|??|??|NV|13.5|1ER CRU|encorpado|carne vermelha, queijo|seco
W|francois raquillet|mercurey 1er cru revelation 2012|fr|r|??|??|??|2012|13.5|1ER CRU|encorpado|carne vermelha, queijo|seco
W|francois raquillet|mercurey vieilles vignes 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois raquillet|mercurey vieilles vignes 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois raquillet|mercurey vieilles vignes rouge|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois raquillet|mercurey vv rouge 2022 burgundy|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois ravenau|chablis 1er cru butteaux|fr|w|chardonnay|??|??|NV|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|raveneau|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois raveneau|chablis 1er cru butteaux 1999|fr|w|chardonnay|??|??|1999|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru butteaux 2002|fr|w|chardonnay|??|??|2002|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru butteaux 2013|fr|w|chardonnay|??|??|2013|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru butteaux 2014|fr|w|chardonnay|??|??|2014|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru butteaux 2014|fr|w|chardonnay|??|??|2014|12.5|1ER CRU|medio|peixe, frutos do mar|seco|=673
W|francois raveneau|chablis 1er cru butteaux 2015|fr|w|chardonnay|??|??|2015|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru butteaux 2016|fr|w|chardonnay|??|??|2016|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru butteaux 2017|fr|w|chardonnay|??|??|2017|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru butteaux 2017 capsule damage|fr|w|chardonnay|??|??|2017|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru butteaux 2019|fr|w|chardonnay|??|??|2019|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru butteaux 2020|fr|w|chardonnay|??|??|2020|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru foret 2005|fr|w|chardonnay|??|??|2005|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru foret 2009|fr|w|chardonnay|??|??|2009|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru foret 2015|fr|w|chardonnay|??|??|2015|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru foret 2016|fr|w|chardonnay|??|??|2016|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru foret 2018|fr|w|chardonnay|??|??|2018|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru foret 2019|fr|w|chardonnay|??|??|2019|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru foret 2019|fr|w|chardonnay|??|??|2019|12.5|1ER CRU|medio|peixe, frutos do mar|seco|=686
W|francois raveneau|chablis 1er cru foret 2020|fr|w|chardonnay|??|??|2020|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru montee de tonnerre 2005|fr|w|chardonnay|??|??|2005|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru montee de tonnerre 2008|fr|w|chardonnay|??|??|2008|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru montee de tonnerre 2012|fr|w|chardonnay|??|??|2012|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru montee de tonnerre 2014|fr|w|chardonnay|??|??|2014|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru montee de tonnerre 2016|fr|w|chardonnay|??|??|2016|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru montee de tonnerre 2016|fr|w|chardonnay|??|??|2016|12.5|1ER CRU|medio|peixe, frutos do mar|seco|=693
W|francois raveneau|chablis 1er cru montee de tonnerre 2018|fr|w|chardonnay|??|??|2018|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru montee de tonnerre 2018|fr|w|chardonnay|??|??|2018|12.5|1ER CRU|medio|peixe, frutos do mar|seco|=695
W|francois raveneau|chablis 1er cru montee de tonnerre 2018|fr|w|chardonnay|??|??|2018|12.5|1ER CRU|medio|peixe, frutos do mar|seco|=695
W|francois raveneau|chablis 1er cru montee de tonnerre 2020|fr|w|chardonnay|??|??|2020|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru montee de tonnerre 2021|fr|w|chardonnay|??|??|2021|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru montmains 2018|fr|w|chardonnay|??|??|2018|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru montmains 2019|fr|w|chardonnay|??|??|2019|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru monts mains 2014|fr|w|chardonnay|??|??|2014|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru monts mains 2015|fr|w|chardonnay|??|??|2015|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru vaillons 2008|fr|w|chardonnay|??|??|2008|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru vaillons 2009|fr|w|chardonnay|??|??|2009|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru vaillons 2012|fr|w|chardonnay|??|??|2012|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru vaillons 2013|fr|w|chardonnay|??|??|2013|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru vaillons 2017|fr|w|chardonnay|??|??|2017|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 1er cru vaillons 2018|fr|w|chardonnay|??|??|2018|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 2018|fr|w|chardonnay|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis 2018|fr|w|chardonnay|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco|=710
W|francois raveneau|chablis 2020|fr|w|chardonnay|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis blanchot grand cru 2003 1|fr|w|chardonnay|??|??|2003|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis butteaux 1er cru 2022|fr|w|chardonnay|??|??|2022|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis butteaux 1er cru 2023|fr|w|chardonnay|??|??|2023|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis foret 1er cru 2020 1|fr|w|chardonnay|??|??|2020|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis grand cru blanchot 1999|fr|w|chardonnay|??|??|1999|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis grand cru blanchot 2015|fr|w|chardonnay|??|??|2015|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis grand cru blanchot 2016|fr|w|chardonnay|??|??|2016|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis grand cru blanchot 2017|fr|w|chardonnay|??|??|2017|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis grand cru blanchot 2018|fr|w|chardonnay|??|??|2018|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis grand cru clos 2012|fr|w|chardonnay|??|??|2012|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis grand cru clos 2014|fr|w|chardonnay|??|??|2014|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis grand cru clos 2020|fr|w|chardonnay|??|??|2020|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis grand cru les clos 2018|fr|w|chardonnay|??|??|2018|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis grand cru valmur 2012|fr|w|chardonnay|??|??|2012|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis grand cru valmur 2015|fr|w|chardonnay|??|??|2015|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis grand cru valmur 2016|fr|w|chardonnay|??|??|2016|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis grand cru valmur 2023|fr|w|chardonnay|??|??|2023|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis montee de tonnerre 1er cru 2013 1|fr|w|chardonnay|??|??|2013|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis montee de tonnerre 1er cru 2015 1|fr|w|chardonnay|??|??|2015|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis montee de tonnerre 1er cru 2022|fr|w|chardonnay|??|??|2022|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis montee de tonnerre 1er cru 2022|fr|w|chardonnay|??|??|2022|12.5|1ER CRU|medio|peixe, frutos do mar|seco|=732
W|francois raveneau|chablis montee de tonnerre 1er cru 2023|fr|w|chardonnay|??|??|2023|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis montee monts mains 1er cru 2016 1|fr|w|chardonnay|??|??|2016|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis monts mains 1er cru 2018 1|fr|w|chardonnay|??|??|2018|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis premier cru butteaux 2013|fr|w|chardonnay|??|??|2013|12.5|PREMIER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis premier cru forest 2016|fr|w|chardonnay|??|??|2016|12.5|PREMIER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis premier cru foret 2016|fr|w|chardonnay|??|??|2016|12.5|PREMIER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis premier cru montee de tonnerre 2017|fr|w|chardonnay|??|??|2017|12.5|PREMIER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis premier cru montee de tonnerre 2021|fr|w|chardonnay|??|??|2021|12.5|PREMIER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis premier cru montee de tonnerre 2022|fr|w|chardonnay|??|??|2022|12.5|PREMIER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis vaillons 1er cru 2011 1|fr|w|chardonnay|??|??|2011|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis vaillons 1er cru 2012 1|fr|w|chardonnay|??|??|2012|12.5|1ER CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|chablis valmur grand cru 1998 1|fr|w|chardonnay|??|??|1998|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|clos chablis 2012|fr|w|chardonnay|??|??|2012|12.5|??|medio|peixe, frutos do mar|seco
W|francois raveneau|foret chablis 2012|fr|w|chardonnay|??|??|2012|12.5|??|medio|peixe, frutos do mar|seco
W|francois raveneau|grand cru chablis blanchot 2020|fr|w|chardonnay|??|??|2020|12.5|GRAND CRU|medio|peixe, frutos do mar|seco
W|francois raveneau|petit chablis 2015|fr|w|chardonnay|??|??|2015|12.5|??|medio|peixe, frutos do mar|seco
W|francois raveneau|petit chablis 2016|fr|w|chardonnay|??|??|2016|12.5|??|medio|peixe, frutos do mar|seco
W|francois raveneau|petit chablis 2017|fr|w|chardonnay|??|??|2017|12.5|??|medio|peixe, frutos do mar|seco
W|francois raveneau|petit chablis 2018|fr|w|chardonnay|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|francois raveneau|petit chablis 2020|fr|w|chardonnay|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|francois raveneau|petit chablis 2020|fr|w|chardonnay|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco|=753
W|francois raveneau|petit chablis 2021|fr|w|chardonnay|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|francois raveneau|petit chablis 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois raveneau|petit chablis 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|francois raveneau|valmur chablis 2015|fr|w|chardonnay|??|??|2015|12.5|??|medio|peixe, frutos do mar|seco
W|francois rousset|martin chardonnay croix sarrant cotes du jura 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois rousset|martin chardonnay la chaux cotes du jura 2020|fr|w|chardonnay|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|francois rousset|martin chardonnay la chaux cotes du jura 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois rousset|martin chardonnay terres blanches cotes du jura 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois rousset|martin chardonnaysavagnin memee marie cotes du jura 2022|fr|r|chardonnay|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin clos bacchus sous voile 7 ans|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin cotes du jura croix sarrant chardonnay 2018|fr|w|chardonnay|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|francois rousset|martin cotes du jura cuvee 909 pinot noir 2020|fr|r|pinot noir|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin cotes du jura gravieres chardonnay 2019|fr|w|chardonnay|??|??|2019|12.5|??|medio|peixe, frutos do mar|seco
W|francois rousset|martin cotes du jura magnifique goutte deau chardonnay 2018|fr|w|chardonnay|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|francois rousset|martin cotes du jura memee marie 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin cotes du jura oxymore savagnin 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin cotes du jura perrieres savagnin 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin cotes du jura veine bleue de bacchus clos bacchus savagnin 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin gamay barbe fleurie jura 2023|fr|r|gamay|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin gravieres chardonnay 2020|fr|w|chardonnay|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|francois rousset|martin la chaux|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin les vignasses|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin pinot noir cuvee 909|fr|r|pinot noir|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin poulsard les vignasses cotes du jura 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin savagnin 5 ans dag 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin savagnin 5 ans dag 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin savagnin cuve de professeur sous roche cotes du jura 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin savagnin cuve de professeur sous roche cotes du jura 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin savagnin cuvee du professeur sous roche cotes du jura 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin savagnin cuvee du professeur sous roche cotes du jura 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin savagnin oxymore cotes du jura 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin savagnin veine bleue de bacchus clos bacchus cotes du jura 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin savagnin veine bleue de bacchus clos bacchus cotes du jura 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin savagnin vignes aux dames cotes du jura 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin sous roche sous voile 10 ans|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin terres blanches|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin terres blanches chardonnay 2018|fr|w|chardonnay|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|francois rousset|martin vin de france aligato aligote 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois rousset|martin vin de france terres blanches chardonnay 2018|fr|w|chardonnay|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|francois roussetmartin|aligato 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|aligato vdf aligote 2018|fr|r|??|??|??|2018|13.5|VDF|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|bleue de bacch|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|chardonnay la chaux 2015|fr|w|chardonnay|??|??|2015|12.5|??|medio|peixe, frutos do mar|seco
W|francois roussetmartin|chardonnay mes 6 terroirs 2021|fr|w|chardonnay|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|francois roussetmartin|cote du jura puits st pierre 2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|cotes du jura beaumont chardonnay 2018|fr|w|chardonnay|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|francois roussetmartin|cotes du jura croix sarrant chardonnay 2018|fr|w|chardonnay|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|francois roussetmartin|cotes du jura la chaux chardonnay 2020|fr|w|chardonnay|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|francois roussetmartin|cotes du jura macvin de jura chardonnay 2012|fr|w|chardonnay|??|??|2012|12.5|??|medio|peixe, frutos do mar|seco
W|francois roussetmartin|cotes du jura macvin de jura savagnin 2011|fr|r|??|??|??|2011|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|cotes du jura oxymore savagnin france 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|cotes du jura perle du village france 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|cotes du jura pinot noir cuvee 909 2020|fr|r|pinot noir|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|cotes du jura pp andre 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|cotes du jura savagnin balanoz 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|cotes du jura savagnin cuvee du professeur 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|cotes du jura savignin vigne aux dames 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|cotes du jura sous roche cuvee du professeur 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|cotes du jura vieux macvin de jura savagnin 5 ans dage nv|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|cuvee du professeur sousroche savagnin cotes du jura 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|cuvee memee marie|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|cuvee memee marie 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|gravieres cotes du jura chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|francois roussetmartin|la chaux cotes du jura chardonnay 2022|fr|w|chardonnay|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|francois roussetmartin|les vignasses 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|mes six terroirs 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|oxy more savagnin 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|puits saint pierre 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|puits saint pierre savagnin 2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|savagnin cuvee du professeur|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|savagnin sousroche cuvee de professeur 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|savagnin vigne aux dames 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|vin de france aligote 2018|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartin|voyage au bout de nuits pinot noir 2020|au|r|pinot noir|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussetmartinvieux|macvin de savagnin|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois roussier|savennieres clos du coulaine 1989|fr|r|??|??|??|1989|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saint|lo 20192020 cabernet franc selection|fr|r|cabernet franc|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saint|lo hey gro one per order|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saint|lo les palennes 2020 uno por pedido|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saint|lo les pouches|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|2022 hey gamin|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|2022 hey gro|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|bois guyon 2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|bois guyon 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|hey gamin 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|hey gamin 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|hey gamin 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|hey gamin 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=841
W|francois saintlo|hey gamin 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|hey gg 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|hey gg 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|francois saintlo|hey gro 2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
