W|lammidia|miscela bianco 20 abruzzo|it|r|??|abruzzo|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa spettinato cantina messori natural sparkling red|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|grasparossa semprebon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa secco dopsettecani lt 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa secco doc lacino corte manzini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa secco doc corte manzini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa secco doc bolla rossa corte manzini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa secco bolla rossa ml 750 cod man03|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa secco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa perlwein doc lieblich 6 x 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa monovitigno fattoria moretto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa lacino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa il corleto dop villa di corlo ml 750 cod vc003|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa doc secco 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa doc codarossa rotwein wein lieblich italien 6 x 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa doc codarossa rotwein wein lieblich italien 3 x 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa doc codarossa rotwein wein lieblich italien 12 x 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa doc codarossa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa doc amabile 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=714
W|lambrusco|grasparossa doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=714
W|lambrusco|grasparossa di castelvietro brut opera pura dop|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lambrusco|grasparossa di castelvetro villa di corlo vino frizzante secco doc|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|grasparossa di castelvetro villa cialdini modena emiliaromagna ita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro secco spiriti folletti tenuta pederzana|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro secco spiriti folletti italy|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro secco spiriti folletti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro secco spiriti folletti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=722
W|lambrusco|grasparossa di castelvetro secco doc quercioli medici ermete|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro secco doc quercioli medici ermete|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=724
W|lambrusco|grasparossa di castelvetro secco doc quercioli medici ermete|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=724
W|lambrusco|grasparossa di castelvetro secco 105 vol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro rosa brut dop 0|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lambrusco|grasparossa di castelvetro rolfshark|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro rolfshark|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=729
W|lambrusco|grasparossa di castelvetro il grasparossa della tradizione|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro frizzante nivola cleto chiarli wine outlet|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|grasparossa di castelvetro frizzante nivola cleto chiarli wine outlet|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco|=732
W|lambrusco|grasparossa di castelvetro frizzante nivola cleto chiarli wine outlet|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco|=732
W|lambrusco|grasparossa di castelvetro frizzante nivola cleto chiarli wine outlet|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco|=732
W|lambrusco|grasparossa di castelvetro frizzante nivola cleto chiarli wine outlet|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco|=732
W|lambrusco|grasparossa di castelvetro frizzante nivola cleto chiarli|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|grasparossa di castelvetro frizzante nivola cleto chiarli|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco|=737
W|lambrusco|grasparossa di castelvetro frizzante nivola cleto chiarli|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco|=737
W|lambrusco|grasparossa di castelvetro frizzante amabile doc|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|grasparossa di castelvetro dop villa di corlo ml 750 cod vc002|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro dop secco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro dop dry sparkling red wine|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|grasparossa di castelvetro doc vigneto cialdini magnum cleto chiarli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro doc vigneto cialdini cleto chiarli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro doc vigneto cialdini cleto chiarli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=745
W|lambrusco|grasparossa di castelvetro doc vigneto cialdini cleto chiarli|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro doc vigneto cialdini cleto chiarli|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=747
W|lambrusco|grasparossa di castelvetro doc vigneto cialdini cleto chiarli|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=747
W|lambrusco|grasparossa di castelvetro doc seccorighi lt 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro doc borgo del salice chiarli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro doc bio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro doc amabilerighi lt 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro doc amabile x frizzante cavicchioli|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|grasparossa di castelvetro doc amabile manicardi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro doc amabile centenario cleto chiarli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro bruno zanasi dop nv zanasi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro bollicine rose brut|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lambrusco|grasparossa di castelvetro amabile vino rosso frizzante villa di corlo|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|grasparossa di castelvetro amabile dop villa di corlo ml 750 cod vc016|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro amabile dop|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro amabile doc 2 fruttato giacobazzi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro villa cialdini italy|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa di castelvetro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=764
W|lambrusco|grasparossa di castelvetro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=764
W|lambrusco|grasparossa colli di scandiano e di canossa dop secco colle ventoso casali viticultori|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa colli di scandiano e canossa doc codarossa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa castelvetro doc pruno nero cleto chiarli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa castelvetro doc nivola cleto chiarli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa bolla rossa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa bio doc cleto chiarli 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa becco rosso fiorini mwo|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa becco rosso fiorini|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa becco rosso fiorini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa becco rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa amabile dopsettecani lt 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa amabile doc corte manzini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa amabile doc corte manzini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=778
W|lambrusco|grasparossa amabile|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grasparossa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|grapsarossa di castelvetro olimpia doc bio villa di corlo ml 750 cod vc024|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|gran cru marcello|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|gr rossa di catelvetro dop amabile corte manzini ml 750 cod man07|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|gr rossa di castelvetro dop rose fior di lambrusco ml 750 cod man06|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco|gr rossa di castelvetro dop corte manzini secco ml 750 cod man01|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|giacondi rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|giacondi rosato|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco|giacondi bianco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|gatopardo rosado|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco|gasparrosa doc cantina di soliera emilia romagna italia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|frizzante suss|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|frizzante rosso dolce gold|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|frizzante rosso dolce gold|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco|=793
W|lambrusco|frizzante rosso dolce gold|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco|=793
W|lambrusco|frizzante rosso dolce gold|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco|=793
W|lambrusco|frizzante rosso dolce gold|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco|=793
W|lambrusco|frizzante rosso dolce|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|frizzante igt otello blue ceci|??|s|??|??|??|NV|12|igt|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|frizzante emilia igt otello ceci|??|s|??|??|??|NV|12|igt|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|frizzante emilia igt montelocco venturini baldini|??|s|??|??|??|NV|12|igt|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|frizzante emilia igp bpuntoio|??|s|??|??|??|NV|12|igp|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|frizzante emilia|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|frizante linda donna tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|frizante linda donna branco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|frisante villa fabrizia tinto doce|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|frisante villa fabrizia branco doce|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|frisante dell emilia cella rose suave italia|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco|farfalla tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|farfalla rosado|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco|farfalla blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|falcorubens|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|falconero zero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|falconero zero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=813
W|lambrusco|falconero 24 terraquilia|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|emilia secco igt riunite x pack x3|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|emilia secco igt riunite x|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|emilia rosado|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco|emilia romagna igt|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|emilia otello edizione 1813|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|emilia igt secco ottocento nero albinea canali|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|emilia igt ottocentonero albinea canali|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|emilia igt biologico monterastelli val testa|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|emilia igp rosso amabile della dama lombardini|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|emilia frizzante ceci|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|emilia blanco igt|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|donati camillo|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dolcezza rosso emilia igt 0|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dolcezza rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|dolce quercioli reggiano vino frizzante dolce|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco|dolce fiore emilia igt bertolani ml 750 cod brl06|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|doc secco grasparossa di castelvetro 0|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|doc primabolla rosso amabile puianello|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco|doc grasparossa puianello|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbera doc vigna del cristo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbera doc rose del cristo|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco di|sorbara vecchia modena premiun dop chiarli ml 750 cod ch021|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara vecchia modena premium|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara unico doc cantina divinja|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara unico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara spumante rose brut nature ringadora|??|s|??|??|??|2022|12|??|leve|aperitivos; frutos do mar; canapes|brut nature
W|lambrusco di|sorbara spumante bianco met class cantina della volta|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco di|sorbara semisecco primi profumi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara semi secco primi profumi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara secco tre medagle doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara secco doc quercioli medici ermete|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara secco doc quercioli medici ermete|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=846
W|lambrusco di|sorbara secco doc quercioli medici ermete|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=846
W|lambrusco di|sorbara rosso le origini grasparossa di castelvetro passanello|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara rose met class cantina della volta|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco di|sorbara rosato rosae doc cantina divinja|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco di|sorbara rosato|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco di|sorbara rimosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara primi profumi doc cantina divinja|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara primevo dop villa di corlo ml 750 cod vc001|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara premium dop|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara premium cleto chiarli|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara premium cleto chiarli|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=857
W|lambrusco di|sorbara premium cleto chiarli|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=857
W|lambrusco di|sorbara premium cleto chiarli|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=857
W|lambrusco di|sorbara premium cleto chiarli|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=857
W|lambrusco di|sorbara pietrarossa dop 115 vol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara magnum purezza silvia zucchi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara magnum purezza silvia zucchi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=863
W|lambrusco di|sorbara leclisse|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara frizzante secco doc santagata paltrinieri|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco di|sorbara frizzante secco doc santagata paltrinieri|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco|=866
W|lambrusco di|sorbara frizzante secco doc santagata paltrinieri|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco|=866
W|lambrusco di|sorbara frizzante secco doc santagata paltrinieri|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco|=866
W|lambrusco di|sorbara frizzante secco doc santagata paltrinieri|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco|=866
W|lambrusco di|sorbara frizzante secco doc piria paltrinieri|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco di|sorbara frizzante secco doc piria paltrinieri|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco|=871
W|lambrusco di|sorbara frizzante secco doc piria paltrinieri|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco|=871
W|lambrusco di|sorbara frizzante secco doc leclisse paltrinieri|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco di|sorbara frizzante secco doc leclisse paltrinieri|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco|=874
W|lambrusco di|sorbara frizzante secco doc leclisse paltrinieri|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco|=874
W|lambrusco di|sorbara frizzante secco doc leclisse paltrinieri|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco|=874
W|lambrusco di|sorbara frizzante secco doc leclisse paltrinieri|??|s|??|??|??|2024|12|??|leve|aperitivos; frutos do mar; canapes|seco|=874
W|lambrusco di|sorbara extra brut infondo silvia zucchi|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|extra brut
W|lambrusco di|sorbara extra brut infondo silvia zucchi|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|extra brut|=879
W|lambrusco di|sorbara dop riserva il fondatore fermentazione in bottiglia chiarli ml 750 cod ch025|??|r|??|??|??|NV|13.5|riserva|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara dop nv zanasi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc spumante metodo classico testacalda cantina di soliera|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco di|sorbara doc spumante di qualita brut dosaggio zero grosso paltrinieri|??|s|??|??|??|2021|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lambrusco di|sorbara doc secco x frizzante cavicchioli|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lambrusco di|sorbara doc secco vigna del cristo cavicchioli|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc secco 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc santagata bio paltrinieri|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc rose cantina della volta|??|p|??|??|??|2017|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lambrusco di|sorbara doc rimosso cantina della volta|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc radice paltrinieri tappo a corona|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc radice paltrinieri tappo a corona|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=891
W|lambrusco di|sorbara doc radice paltrinieri tappo a corona|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=891
W|lambrusco di|sorbara doc radice paltrinieri tappo a corona|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=891
W|lambrusco di|sorbara doc premium mention honorable magnum cleto chiarli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc premium mention honorable cleto chiarli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc metodo charmat cantina di carpi e sorbara|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lambrusco di|sorbara doc lambrusco del fondatore cleto chiarli|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
