W|do|porto ceremony ruby|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|chateau petit mangot|cuvee la fleur grand cru saint emilion|fr|r|??|bordeaux|saint-emilion|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau noaillac|cru bourgeois|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau moulin de la riviere|medoc|fr|r|??|bordeaux|medoc|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
S
W|chateau los boldos tradicion|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chateau los boldos|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|chateau los boldos|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chateau les millaux|bordeaux tinto|fr|r|??|bordeaux|??|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau le gregoire|aoc saint emilion|fr|r|??|bordeaux|saint-emilion|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau laubes sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chateau laubarede|aoc medoc|fr|r|??|bordeaux|medoc|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau lamothe vincent|bordeaux reserve rouge|fr|r|??|bordeaux|??|NV|14.5|AOC|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chateau lamothe vincent|bordeaux reserve blanc|fr|r|??|bordeaux|??|NV|14.5|AOC|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chateau lagrange|aoc pomerol|??|r|??|??|??|NV|14.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chateau lafite rothschild|2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau lafite rothschild|2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=664
W|chateau la vieille forge|tinto lalande de pomerol bordeaux|fr|r|??|bordeaux|??|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau la raze beauvallet|medoc|fr|r|??|bordeaux|medoc|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau la jamade cotes de bourg|tinto bordeaux|fr|r|??|bordeaux|??|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau la freneraie|bordeaux superior|fr|r|??|bordeaux|??|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau la croix cantenac|saint emilion grand cru|fr|r|??|bordeaux|saint-emilion|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau la couronne|aoc montagne st emilion|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chateau la coste|2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau ksara|du couvent|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chateau ksara|du couvent|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=673
W|chateau ksara|du couvent|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=673
W|chateau ksara le prieure|prieure|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau ksara le prieure|prieure|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=676
W|chateau ksara|cuvee de printemps|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau ksara|ksara|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau ksara|ksara|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=679
W|chateau ksara|ksara|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=679
W|chateau kefraya|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau haut riot|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chateau haut riot|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=683
W|chateau haut riot cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau haut riot cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=685
W|chateau haut riot blanc|blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau haut riot blanc|blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=687
W|chateau haut mondain|bordeaux branco|fr|w|??|bordeaux|??|NV|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|chateau haut mondain|aoc bordeaux tinto|fr|r|??|bordeaux|??|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau grandpuylacoste borie pauillac|aoc grand cru classe|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau|grand bouchon medoc aoc|fr|r|??|bordeaux|medoc|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau freybernat|bordeaux tinto|fr|r|??|bordeaux|??|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau fongaban|aoc castillon cotes de bordeaux|fr|r|??|bordeaux|??|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau ducla|bordeaux superieur aoc medoc aoc|fr|r|??|bordeaux|medoc|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau du taillan hautmedoc|cru bourgeois safra 2016|fr|r|??|bordeaux|medoc|2016|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau du perier|cru bourgeois medoc|fr|r|??|bordeaux|medoc|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau doisydaene|grand vin sec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau des jacques moulinavent|moulinavent|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau de tracy pouillyfume mademoiselle de t|aoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau de portets tradition|aoc graves|fr|r|??|bordeaux|graves|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau de portets|gran vin aoc graves|fr|r|??|bordeaux|graves|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau de lescarelle|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chateau de la gardine cotes du rhone villages|villages|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau de la gardine chateauneufdupape|chateauneufdupape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau de camensac|grand cru classe haut medoc|fr|r|??|bordeaux|medoc|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau davrille|rose danjou aop|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chateau croix puyblanquet|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau cotes blaignan|cru bourgeois|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau chamaille cotes de|bordeaux tinto|fr|r|??|bordeaux|??|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau castera|aoc medoc|fr|r|??|bordeaux|medoc|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau caronne ste gemme|2016|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau carbonnieux|grand cru classe de graves|fr|r|??|bordeaux|graves|NV|13.5|AOC|medio|carnes vermelhas, massas, queijos curados|seco
W|chateau boydcantenac margaux|margaux|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chardonnay santa loreto|loreto|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chardonnay|especial 120 santa rita|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|chardonnay don giovanni|giovanni|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chardonnay 22|22|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chantrose aop cotes de provence|provence|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|chantel verde|doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|champagne|branco armand de brignac brut gold|??|s|chardonnay, pinot noir|??|??|NV|12|??|medio|aperitivos, frutos do mar, canapes|brut
W|chambolle musigny|2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chalise|tinto suave bordo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|chalise|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|chalise|rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|chalise|rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec|=726
W|chalise|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|chalise|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=728
W|chalise|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=728
W|chalise|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chalise|branco seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=731
W|chac chac sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|chac chac sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=733
W|chac chac|tannat|??|r|tannat|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|chac chac|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|chac chac malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chac chac cabernet franc|franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chablis vielles vignes|vignes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|chablis thomas labille|labille|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cest la vie|rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ceremony|porto tawny|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|ceremony|porto ruby|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|cepas bonarda malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cella lambrusco|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cella lambrusco|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|celebrities syrah|syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cefiro cool|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|cefiro cool|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|cefiro cool|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=749
W|cedro|do noval tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cedro|do noval|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|cavalleri pinot noir|noir|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|cava|rose castellblanc rosado brut|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|cava|negra tinto malbec|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|cava|negra merlot|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|cava|negra malbec|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|cava|negra malbec|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut|=757
W|cava|negra malbec|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut|=757
W|cava|negra chardonnay|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|cava|negra cabernet sauvignon|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|cava|branco castellblanc brut|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|catrala limited|edition gewurztraminer|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|catrala|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|catrala|merlot|??|r|merlot|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|catena zapata malbec argentino|2022|??|r|malbec|??|??|2022|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|catena zapata malbec argentino|argentino|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|catena zapata malbec argentino|argentino|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=767
W|catena malbec|tinto|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|catena malbec|rose|??|p|malbec|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|catena malbec|rose|??|p|malbec|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=770
W|catena malbec|2023|??|r|malbec|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|catena malbec|2023|??|r|malbec|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=772
W|catena malbec|2022|??|r|malbec|??|??|2022|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|catena malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|catena malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=775
W|catena malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=775
W|catena malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=775
W|catena chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|catena cabernet sauvignon|2022|??|r|cabernet sauvignon|??|??|2022|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|catena cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|catena cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=781
W|catena appellation lunlunta malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|catena alta malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|catena alta malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=784
W|catarina|catarina|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|castillo ygay|especial 2011|??|r|??|??|??|2011|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|castillo ygay|especial 2010|??|r|??|??|??|2010|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|castillo ygay|especial 2009|??|r|??|??|??|2009|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|castillo ygay|2010|??|r|??|??|??|2010|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|castillo san simon|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|castillo san simon shiraz|shiraz|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|castillo san simon cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|castillo de molina|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|castillo de molina|rose|??|p|??|??|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|castillo de molina|rose|??|p|??|??|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco|=795
W|castillo de molina|pinot noir|??|r|pinot noir|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|castillo de molina|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|castiglion del bosco campo del drago brunello di montalcino|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|castiglion del bosco campo del drago brunello di montalcino|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=799
W|castelvecchio barolo|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|castelnuovo rosato veneto|igt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|castelnuovo pinot grigio|grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|castello banfi centine rosso|igt|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|castello banfi brunello di montalcino|docg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|castell de raimat albarino|albarino|??|w|albarino|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|castell de raimat|raimat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|castel borgo primitivo di|manduria doc|it|r|primitivo|puglia|manduria|NV|13.5|DOP|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo shiraz|shiraz|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo shiraz|shiraz|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=809
W|casillero del diablo sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casillero del diablo sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=811
W|casillero del diablo sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=811
W|casillero del diablo sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=811
W|casillero del diablo|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|casillero del diablo|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=815
W|casillero del diablo|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=815
W|casillero del diablo|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=815
W|casillero del diablo|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|casillero del diablo|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=819
W|casillero del diablo|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=819
W|casillero del diablo|rose|??|p|??|??|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|casillero del diablo|rose|??|p|??|??|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco|=822
W|casillero del diablo|rose|??|p|??|??|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco|=822
W|casillero del diablo|red blend|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo|pinot noir|??|r|pinot noir|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo|merlot|??|r|merlot|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo|malbec|??|r|malbec|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|casillero del diablo|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=829
W|casillero del diablo|carmenere|??|r|carmenere|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=832
W|casillero del diablo|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=832
W|casillero del diablo red|blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo red|blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=835
W|casillero del diablo red|blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=835
W|casillero del diablo pedro jimenez|jimenez|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo pedro jimenez|jimenez|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=838
W|casillero del diablo merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=840
W|casillero del diablo merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=840
W|casillero del diablo malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=843
W|casillero del diablo devils carnaval spectacular cabernet|cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo devils carnaval spectacular cabernet|cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=845
W|casillero del diablo devils carnaval phenomenal sauvignon|sauvignon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo devils carnaval fabulous red|red|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo devils carnaval fabulous red|red|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=848
W|casillero del diablo devils carnaval fabulous red|red|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=848
W|casillero del diablo devil s carnaval phenomenal sauvignon|sauvignon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo devil s carnaval fabulous red|red|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo dark red|red|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo dark red|red|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=853
W|casillero del diablo chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casillero del diablo chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=855
W|casillero del diablo carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=857
W|casillero del diablo carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=857
W|casillero del diablo carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=857
W|casillero del diablo carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=857
W|casillero del diablo carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=857
W|casillero del diablo cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casillero del diablo cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=863
W|casillero del diablo cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=863
W|casillero del diablo cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=863
