W|vinho|tinto holminhos 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto francois janoueix peyre saintjean pomerol 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto franco dop jumilla monastrell|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto franco dop jumilla garnacha tintorera 750ml|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto franco dop jumilla garnacha tintorera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto franceses savigny les beaune|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances vive la vie tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances vive la vie tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=639
W|vinho|tinto frances vincent syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances vincent cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances vin de lune malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances vin de lune malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=643
W|vinho|tinto frances vieilles vignes chateauneaudupape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances vieilles vignes chateauneaudupape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=645
W|vinho|tinto frances varietals merlot calvet|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances un bon petit rouge entre copains|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances tropez aoc cotes de provence|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances toneletce safra 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances ted the mule|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances syrah cotes du rhone prestige de calvet|fr|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances sublime domaine tropez aoc cotes de provence|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances signe bourgoge pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances signe bourgoge pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=654
W|vinho|tinto frances sce vignobles nonyborie chateau labat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances sce vignobles nonyborie chateau caronne ste gemme|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances savignylesbeaune premier cru aux clous elegante e frutado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances saint paul medoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances saint emilion cruse|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances saint cosme cotes du rhone rouge|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances rouge piscine|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances rouge la vieille ferme|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances rendez vous gsm|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances prestige de calvet cotes du rhone|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances premier rendez vous pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances premier pinot noir rendezvous|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances prelude grand puy|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances prelude a grandpuy ducasse 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances pr carbenet sauvignon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances pommard nuiton beaunoy|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances poeme cabernetsyrah grande reserve|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances plaisir de siaurac|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances plaisir de siaurac|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=673
W|vinho|tinto frances pinot noir bourgogne raoul clerget|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances pinot noir blason de bourgogne|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances pichon comtesse reserve pauillac|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances philippe vincent jaboulet crozeshermitage nouvelere 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances philippe vincent jaboulet crozeshermitage 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances pavillon de leoville poyferre|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances patriarche heritage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances patriarche heritage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=681
W|vinho|tinto frances patriarche heritage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=681
W|vinho|tinto frances patriarche heritage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=681
W|vinho|tinto frances pasquier desvignes pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances pagodes de cos 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances oh la vache rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances nuitonbeaunoy reserve pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances nuitonbeaunoy pommard|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances nuitonbeaunoy hautecotes de beaune aoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances nuitonbeaunoy gevreychambertin premier cru|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances nuitonbeaunoy beaune aoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances nuiton nuits saint georges|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances normand bourgogne pinot noir 2022|??|r|pinot noir|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances mrs rabbit pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances mr rabbit cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances mouton reserve medoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances mouton reserve medoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=697
W|vinho|tinto frances mouton bordeaux classic|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances mouton bordeaux classic|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=699
W|vinho|tinto frances moulin rouge chateau hautmedoc blend merlot cabernet sauvignon e cabernet franc|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances moulin rouge chateau|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances montmeyrac|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances montmeyrac|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=703
W|vinho|tinto frances montirius la tour|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances montirius la muse papilles|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances montirius garrigues|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances montirius garrigues|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=707
W|vinho|tinto frances moillard pommard murchaux 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances moillard coteaux bourguignons pierres plates 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances moillard bourgogne pinot noir le duche 2021|??|r|pinot noir|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances moillard beaujolais village la roche 2022|fr|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances moillard beaujolais les malvax 2022|fr|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances merlot cabernet syrah entrecote|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances merlot cabernet rendezvous|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances medoc chateau mareil|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances medium sweet baron darignac|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce
W|vinho|tinto frances master rabbit syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances master rabbit syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=718
W|vinho|tinto frances marquis de gerlys|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances marius by michel chapoutier|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances macon rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances m chapoutier chateauneufdupape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances lyv seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances lyv seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=724
W|vinho|tinto frances lyv pays doc rouge|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances lyv pays doc rouge|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??|=726
W|vinho|tinto frances lys de france merlot e cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances louise de villard pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances louis jadot bourgogne pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances louis jadot beaujolais villages|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances louis changarnier pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances lion dor|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances linstant pinot noir 2023|??|r|pinot noir|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les vins de vienne saintjoseph|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les vins de vienne crozeshermitage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les tours de beaumont haut medoc doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les petites jamelles rouge igp pays doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les petites jamelles rouge 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les jamelles selection speciale grenachesyrahmourvedre pays doc|??|r|syrah|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les jamelles selection speciale cabernet sauvignonmerlot pays doc|??|r|cabernet sauvignon|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les jamelles selection speciale cabernet merlot 2020|??|r|merlot|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les jamelles grenache 2021|??|r|grenache|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les jamelles cabernet sauvignon pays doc|??|r|cabernet sauvignon|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les hautes ribes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les hautes ribes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=745
W|vinho|tinto frances les hautes ribes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=745
W|vinho|tinto frances les griffons pichon baron 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les combelles bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les combelles|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les cles du sud cotes du rhone|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les cles du sud cotes du rhone|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=751
W|vinho|tinto frances les bourgarels pinot noir 2021|??|r|pinot noir|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances les argonautes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances leoville poyferre saintjulien|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances leoville poyferre saintjulien|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=755
W|vinho|tinto frances le vins de vienne syrah crozeshermitage|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances le petit smith haut lafitte 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances le petit smith haut lafitte 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??|=758
W|vinho|tinto frances le petit maynne pinot noir borgougne|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances le petit maynne bordeaux seco|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances le petit cochonnet igp pays doc merlot|??|r|merlot|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances le petit choconnet cabernet sauvignon vignobles compagnie|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances le clementin de pape clement|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances laurent chardigny|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances labastide dauzac 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances labastide dauzac 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??|=766
W|vinho|tinto frances la tournee rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances la petite perriere pinot noir domaine guy saget|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances la petite perriere pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances la petite perriere pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=770
W|vinho|tinto frances la petite perriere pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=770
W|vinho|tinto frances la ferrieere de giraud blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances la ferrieere de giraud blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=773
W|vinho|tinto frances la dame de montrose|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances la croix carillan beaujolais bourgogne|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances la croix carillan beaujolais bourgogne|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=776
W|vinho|tinto frances la cave d augustin florent cru du beaujolais brouilly|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances la cave d augustin florent cotes du rhone|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances la cave d augustin florent bourgogne pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances la bastide chateauneuf du pape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances la bastide chateauneuf du pape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=781
W|vinho|tinto frances l orangerie de chateau rahoul|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances l amour romantique|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances l amour romantique|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=784
W|vinho|tinto frances jlebegue medoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances jean bouchard vosneromanee|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances jean bouchard santenay|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances jean bouchard pinot noir nuitssaintgeorges|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances jean bouchard gevreychambertin pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances jean bouchard beaujolais villages|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances j de villebois pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances intensive pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances intense pinot noir pierre jean larraque|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances infinity gamay pierre jean larraque|??|r|gamay|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances importado reserve mouton cadet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances horizon lointain vin de france|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances heritier charmant cuvee speciale|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances haut de valent pinot noir pays doc|??|r|pinot noir|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances haussmann baron eugene bordeaux superieur vin de recoltant|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances grand sud syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances grand sud cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances grand mestre|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances goulee by cos d estournel hautmedoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances gaia de chateau puybarbe|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances gaa de chateau puybarbe cotes de bourg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances french roots pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances french roots bordeaux aop|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances french roots bordeaux aop|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=808
W|vinho|tinto frances french roots bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances franc beausejour lalande de pomerol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances franc beausejour|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances fort du roc medoc doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances feuille doree aop bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances feuille doree aop bordeaux|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=814
W|vinho|tinto frances ferraud pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances ferraud beaujolais|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances ferraton hermitage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances ferraton cotes du rhone villages plan de dieu|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances ferraton cotes du rhone samorens|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances ferraton cotes du rhone samorens|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=820
W|vinho|tinto frances ferraton cotes du rhone samorens|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=820
W|vinho|tinto frances ferraton chateauneuf du pape le parvis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances elegant malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances domaine noellat nuitsstgeorges|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances domaine de beaurenard rasteau|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances domaine de beaurenard chateauneufdupape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances domaine comte de monspey beaujolais|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances domaine chanzy les carabys bourgogne pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances domaine chanzy les carabys bourgogne pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=829
W|vinho|tinto frances domaine chanzy clos de la fortune bourgogne pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances denis dubourdieu le clos de reynon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances denis dubourdieu chateau reynon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances denis dubourdieu chateau haura graves|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances denis dubordieu le clos reynon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances demon noir malbec merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cuvee speciale heritier charmant|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cuvee selection|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cuvee rouge georges duboeuf|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cru du roi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances crozes hermitage vale du rhone cuvee|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cotes rhone vignes sauvignon|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cotes du lot malbec du prince de danemark igp|??|r|malbec|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cotes de blaignan cru bourgeois medoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances coteaux bourguignons|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto frances cote du rhone camille cayran|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
