W|hakkaisan|seishu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine corinne perchaud|chablis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=705
W|half|bottle champagne francoise monay brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|half|bottle champagne grand reserve pierre mignon|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|chateau branecantenac|chateau branecantenac|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau carbon dartigues|graves blanc|es|w|??|bordeaux|graves|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|chateau climens|chateau climens|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau de parenchere bordeaux superieur|chateau de parenchere bordeaux superieur|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau de parenchere bordeaux superieur|chateau de parenchere bordeaux superieur|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|chateau gravas|sauternes|??|d|??|??|sauternes|2022|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|chateau la gorce|chateau la gorce|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau la passonne|bordeaux|fr|r|??|bordeaux|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau les ormes de pez|chateau les ormes de pez|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau musar|chateau musar|us|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau nairac|chateau nairac|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau suduiraut|chateau suduiraut|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle churchills vintage port|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle churchills vintage port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle colin cuvee alliance|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle cristom vineyards mt jefferson cuvee pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine des entrefaux|crozes hermitage rouge|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle damilano lecinquevigne barolo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle damilano lecinquevigne barolo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=726
W|half|bottle daou vineyards cabernet sauvignon|pt|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle daou vineyards cabernet sauvignon|pt|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=728
W|half|bottle deutz rose brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|half|bottle dewetshof bon vallon chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|half|bottle elk cove willamette valley pinot noir|nz|r|pinot noir|willamette valley|willamette valley|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle furdyna la reserve brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|half|bottle gamay fleurie les moriers beaujolais france|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle garibaldi dolce marsala pellegrino sicily italy|it|f|??|sicily|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|half|bottle gremillet brut ambassadeur nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|half|bottle greywacke wild sauvignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle hauts de marly castillon cotes de bordeaux aoc|fr|r|??|bordeaux|??|2010|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle heaven on earth dessert muscat stellar organics|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle imperial rioja reserva cvne|es|r|??|rioja|rioja|2019|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle isole e olena chianti classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle j lohr paso robles merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle jeanmarc brocard saint claire chablis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle joseph drouhin fleurie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle jurancon uroulat charles hours|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle laurent perrachon fleurie vieilles vignes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle liastos lyrarakis crete|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle libertys bacch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle lohr paso robles cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle lopez de heredia vina tondonia rioja reserva|es|r|??|rioja|rioja|2012|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle lopez de heredia vina tondonia rioja reserva|es|r|??|rioja|rioja|2012|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=750
W|chateau le pey cru bourgeois bordeaux|medoc france|fr|r|??|bordeaux|medoc|nv|13.5|cru bourgeois|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle meteyer brut tradition champagne france|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|half|bottle monbazillac|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau vari|monbazillac|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle monbazillac cuvee des anges ac grande maison|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle muga rioja reserva bodegas muga|es|r|??|rioja|rioja|2021|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle muscat de beaumes de venise durban|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau de la peyrade languedoc france|muscat de frontignan|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle niepoort lbv late bottled vintage port|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle nv pierre gimonnet fils cru blanc de blancs champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|half|bottle oestricher doosberg riesling auslese spreitzer|??|d|riesling|??|??|2010|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|domaine masson|pouilly fume villa paul|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine mathias|pouillyfuisse en cenan|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle quady winery vya sweet vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|half|bottle reynolds family winery fortitude late harvest zinfandel|??|d|zinfandel|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|half|bottle rioja blanco noemus do navarrsotillo|es|w|??|rioja|rioja|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|half|bottle rioja tinto crianza cune|es|r|??|rioja|rioja|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle rioja tinto noemus do|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle sancerre blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|half|bottle seghesio sonoma county zinfandel|us|r|zinfandel|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle seghesio sonoma county zinfandel|us|r|zinfandel|california|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|half|bottle sichel sauternes|??|d|??|??|sauternes|2022|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|half|bottle size chalk hill sonoma coast chardonnay|us|w|chardonnay|california|sonoma coast|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|half|bottle size chalk hill sonoma coast chardonnay|us|w|chardonnay|california|sonoma coast|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=774
W|half|bottle sonoma cutrer russian river ranches chardonnay|us|w|chardonnay|california|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|half|bottle st veran vieilles vignes saumaize|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle the four graces pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle the steading torbreck|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle tiefenbrunner pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|half|bottle trio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle valpolicella superiore zenato|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle verdil de gel bodegas enguera|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle whitehaven marborough sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|half|bottle wine subscriptions|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottle zenato amarone della valpolicella classico|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau talbot|half bottles|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottles elysium black muscat|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bottles essensia orange muscat quady|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|bresaola della valtellina approx15 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|canard duchene cuvee leonie brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|half|case ni|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|case of red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|case si|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|castelnau de suduiraut sauternes|??|d|??|??|sauternes|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|half|champagne ruinart blanc de blancs brut nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|half|champagne ruinart brut nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|half|champagne ruinart rose nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|half|champagne thienot brut nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|chateau ballanlarquette bordeaux france|half|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|chateau darche sauternes aoc france|half|fr|d|??|??|sauternes|nv|10|aoc|encorpado|sobremesas, queijos, frutas secas|doce
W|chateau macquin saintgeorgessaintemilion bordeaux france|half|fr|r|??|bordeaux|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|chateauneufdupapela paillouse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|chicken boiler|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|circles burgandy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|crown|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|dandelion lionheart of barossa shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|daschbosch old vine hanepoot breedekloof|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day aces and 8s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day frozen tundra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day full day or couples spa experience at ingaadi spa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day instruction for 4x4|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day meridian wit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day oktoberfest|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day open sky|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day pamper package|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day pamper package for a loved one at earth body skin claremont|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day pamper package with welcome drink|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day smores barrel aged warrior paint|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa experience for 1 or 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package at beyond beauty pure harmony spa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package at blissful body home day spa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package at mangwanani african spas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package at stefflon beauty lounge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package at the bodymind wellness spa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package for 1 or 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package for 1 or 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=828
W|half|day spa package for 1 or 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=828
W|half|day spa package for 1 or 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=828
W|half|day spa package for 1 or 2 at care on location midrand|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package for 1 or 2 at devine massage studio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package for 1 or 2 at upstairs always day spa at emerald casino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package for 2 including light meal|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package for one|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package incl light meal for 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package light lunch renew indulge feel restored at ispa aesthetic clinic sea point|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package meal of the day for 1 or 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package with optional overnight stay|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa package with shared platter for 1 or 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day spa retreat at venus wellness spa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|day wellbeing retreat in the vineyard|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|days spa package incl light lunch at heaven on earth day spa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|diatomists amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|half|diatomists oloroso seco|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|half|diatomists pedro ximenez|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|dirty half dozen wine club sampler|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la feuillarde|half pouilly fuisse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|dome|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|dozen guinness gift|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|dozen pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|dozen rose wine 6pack|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|half|dozen roses by robert shipman|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|half|dozen roses with cake|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|half|dozen sunflower|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|dozen white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|half|dozen white roses|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|half|echeverria merlot reserva|??|r|merlot|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|half|echeverria sauvignon blanc reserva|??|w|sauvignon blanc|??|??|nv|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
W|half|fortin plaisance saintemilion|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|full red|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|gallon clear glass growler with lid|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|gallon jug clear|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|green baked christmas ham por|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|green boiled ham por|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|half|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|half espresso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|half half 24pack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|half half gallon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|half one ouart|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|half one pint|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|half sparkling|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|half|head of highlights and blowdry at hair by david|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|head of highlights including label m hair treatment|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|la crema sonoma coast chardonnay|us|w|chardonnay|california|sonoma coast|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|half|la crema sonoma coast pinot noir|us|r|pinot noir|california|sonoma coast|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|lamb selection box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|les oliviers cotes du rhone grenache blend estezargues france|fr|r|grenache|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|loin of bacon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|monte velho branco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|monte velho tinto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|moon ginger|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|moon ginger 20|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|moon open terrarium|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|moon ricotta porcini|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|mortadella bologna blu approx 3kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|nyetimber classic cuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|pelee island vidal icewine|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|half|petit agour with truffle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|pieropan family soave classico veneto italy|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|pint tumblers plastic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|pol roger white foil brut reserve|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|half|pol roger white foil reserve brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|half|red and white roses in marbled box|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|half|reds half whites rose mixed 6pack special 25 off|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|half|redshalf whites mixed 6 save 30|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|half|rietskaap prepacked|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|roast chicken with lemon garlic thyme|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|roast chicken with lemon garlic thyme|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=899
W|half|shell heroes red edition|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|shell king scallop|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|shell scallop 910cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|shell scallops|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|shell scallops|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=904
W|half|shelled scallops|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|shoulder of lamb bone in|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|slip|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|smoked baked christmas ham por|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|smoked boiled ham por|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|smoked duck breast magret by fabrique delices 62 oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|taillet champagne egalit brut france|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|half|taittinger brut reserve nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|half|wine corkage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|yolk eggs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|zip borg fleece 214 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|zip fleece|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|zip ribbed knit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|half|zoet prijs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halfbottle|champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|halfbottle|trio champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|halfcaffeine|blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halfcase|upgrade wines|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halfcase|upgrade wines|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=923
W|halfday|spa package at dds day spa hair|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halfday|spa package indulgent rejuvenation at lilian lofts day spa fordsburg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halfdozen|bundles breu resin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halfdozen|bundles chacrona jagube|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halfdozen|bundles palo santo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|halfdozen|bundles white sage|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|halfpenny|green bacchus wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
