W|vino|flor de maig blanco capcanes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estola reserva 1992|??|r|??|??|??|1992|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|estola reserva 1982|??|r|??|??|??|1982|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|estola reserva 1978|??|r|??|??|??|1978|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|estola reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|estola gran reserva 1996|??|r|??|??|??|1996|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|estola gran reserva 1987|??|r|??|??|??|1987|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|estola gran reserva 1982|??|r|??|??|??|1982|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|estola gran reserva 1978|??|r|??|??|??|1978|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|estigma reserva tannat|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|estay|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza varietal malbec|ar|r|malbec|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza varietal cabernet sauvignon|ar|r|cabernet sauvignon|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza roble malbec 750cc|ar|r|malbec|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza roble malbec|ar|r|malbec|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza roble malbec|ar|r|malbec|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=719
W|vino|estancia mendoza roble cabernet sauvignon 750cc|ar|r|cabernet sauvignon|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza roble cabernet sauvignon|ar|r|cabernet sauvignon|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza reserva malbec|ar|r|malbec|mendoza|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza reserva cabernet franc|ar|r|cabernet franc|mendoza|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza merlot malbec 750cc|ar|r|merlot|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza merlot malbec|ar|r|merlot|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza merlot malbec|ar|r|merlot|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=726
W|vino|estancia mendoza malbec botella|ar|r|malbec|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza malbec|ar|r|malbec|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza malbec|ar|r|malbec|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=729
W|vino|estancia mendoza chardonnay botella|ar|w|chardonnay|mendoza|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|estancia mendoza cabernet sauvignon botella|ar|r|cabernet sauvignon|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza cabernet sauvignon|ar|r|cabernet sauvignon|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza cabernet sauvignon|ar|r|cabernet sauvignon|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=733
W|vino|estancia mendoza cabernet malbec 750cc|ar|r|malbec|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza cabernet malbec|ar|r|malbec|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza cabernet malbec|ar|r|malbec|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=736
W|vino|estancia mendoza bonardamalbec botella|ar|r|malbec|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza bonarda malbec|ar|r|malbec|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza blend del enologo syrah malbec|ar|r|syrah|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza bivarietal merlot malbec|ar|r|merlot|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza bivarietal chenin chardonnay|ar|w|chardonnay|mendoza|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|estancia mendoza bivarietal chenin charddonnay|ar|r|??|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|estancia mendoza bivarietal cabernet malbec|ar|r|malbec|mendoza|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|essence de dourthe bordeaux 2010|fr|r|??|??|??|2010|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espusomo vilarnau brut rva sleeve|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espusomo vilarnau brut reserva rose sleeve|??|p|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|brut
W|vino|espumosos mini vino espumoso jp chenet rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumosos mini vino espumoso jp chenet demi sec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec
W|vino|espumosos jp chenet ice edition rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumosor cinzano rojo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumosocinzano pro spritz dry|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|dry
W|vino|espumoso zonin prosecco doc 1821|??|s|glera|??|??|NV|11.5|doc|medio|aperitivos; frutos do mar|??
W|vino|espumoso zonin asti doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso win white sin alcohol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso win rose sin alcohol|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso vivante espumoso brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso viticultori d italia sul serio prosecco rose extra dry doc|it|p|glera|??|??|NV|11.5|doc|medio|aperitivos; frutos do mar|extra dry
W|vino|espumoso vinicola sjt altos norte pet nat tinto|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso vinicola amelia mila|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso vinaltura espuma bajio rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso vina esmeralda torres|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso vina esmeralda spakling|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso vina dona dolores dulce|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso vina dona dolores chardonnay brut nature|??|s|chardonnay|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso vina dona dolores brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso vina dona dolores brut reserva|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|brut
W|vino|espumoso vina dolores brut reserva|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|brut
W|vino|espumoso villa valdobbiadene prosecco superiore glera|it|s|glera|veneto|valdobbiadene|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso villa sandi valdobbiadene prosecco superiore extra dry docg veneto italia|it|s|glera|veneto|valdobbiadene|NV|11.5|docg|medio|aperitivos; frutos do mar|extra dry
W|vino|espumoso villa sandi prosecco valdobbiadene millesimato|it|s|glera|veneto|valdobbiadene|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso villa sandi prosecco rose millesimato treviso doc antinori veneto italia|it|p|glera|veneto|treviso|NV|11.5|doc|medio|aperitivos; frutos do mar|??
W|vino|espumoso villa sandi millesimato il fresco rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso villa sandi millesimato glera|??|r|glera|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso villa sandi la rivettai cartizze prosecco superiore docg veneto italia|it|s|glera|veneto|cartizze|NV|11.5|docg|medio|aperitivos; frutos do mar|??
W|vino|espumoso villa sandi il fresco rose igt veneto italia|it|p|??|??|??|NV|11.5|igt|medio|aperitivos; frutos do mar|??
W|vino|espumoso villa sandi il fresco prosecco millesimato doc veneto italia|it|s|glera|??|??|NV|11.5|doc|medio|aperitivos; frutos do mar|??
W|vino|espumoso villa sandi il fresco brut rosato|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso villa marcello prosecco extra dry|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra dry
W|vino|espumoso villa fresco millesimato glera|??|r|glera|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso vilarnau rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso vilarnau rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=781
W|vino|espumoso vilarnau demisec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec
W|vino|espumoso vilarnau brut reserva|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|brut
W|vino|espumoso vilarnau brut reserva|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|brut|=784
W|vino|espumoso vilarnau brut nature vintage|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso vilarnau brut nature vintage|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature|=786
W|vino|espumoso vieil armand cremant dalsace rose brut|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso vieil armand cremant dalsace brut chardonnay|??|s|chardonnay|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso vieil armand cremant dalsace bienvenue brut riesling|??|s|riesling|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso veuve clicquot rich|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso veuve clicquot demisec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec
W|vino|espumoso veuve clicquot brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso veuve ambal cremant de bourgogne tastevine brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso veuve ambal cremant de bourgogne grande cuvee brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso veuve ambal cremant de bourgogne gracieux chevalier brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso veuve ambal cremant de bourgogne blanc de blancs brut nature|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso veuve ambal cremant de bourgogne blanc de blancs brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso vena cava extra brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
W|vino|espumoso vanzin cuvee millesimato vino spumante dry|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|dry
W|vino|espumoso valdivieso rose botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso valdivieso brut botella|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso vaiven impulso semi seco macabeu xarello|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso vaiven impulso brut rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso vaiven impulso brut nature macabeu xarello|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso undurraga sparkling demi sec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec
W|vino|espumoso undurraga sparkling demi sec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec|=806
W|vino|espumoso undurraga sparkling brut pinot noir rosado|??|p|pinot noir|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso undurraga demi sec chile|cl|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec
W|vino|espumoso undurraga brut deluxe|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso undurraga brut deluxe|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=810
W|vino|espumoso ugni blanc airen espumoso brut maison belleroche|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso txomin eugenia hondarrabi zuri|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso tribu rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso trenel cremant de bourgogne aoc brut m chapoutier borgona francia|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso torresella prosseco espumante extra dry|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|extra dry
W|vino|espumoso torresella prosecco spumante extra dry|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra dry
W|vino|espumoso torresella prosecco rose|??|p|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso torresella prosecco rose|??|p|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=818
W|vino|espumoso torremilanos penalba l brut nature|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso torello brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso torello brut reserva|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|brut
W|vino|espumoso torello brut nature reserva|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso torello brut nature gran reserva|??|s|??|??|??|NV|11.5|gran reserva|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso torello brut nature gran reserva|??|s|??|??|??|NV|11.5|gran reserva|medio|aperitivos; frutos do mar|brut nature|=824
W|vino|espumoso torello 225 brut nature|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso torai rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso torai rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=827
W|vino|espumoso torai millesimato tricolor|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso torai millesimato extra dry silver|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|extra dry
W|vino|espumoso torai millesimato extra dry silver|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|extra dry|=830
W|vino|espumoso torai millesimato extra dry|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|extra dry
W|vino|espumoso torai millesimato extra dry|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|extra dry|=832
W|vino|espumoso to spritz cinzano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso tinto riunitte lambrusco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso tierra de luz sangiovese|??|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso tierra de luz merlot semi|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso tierra de luz merlot semi|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=837
W|vino|espumoso tierra de luz merlot brut|??|s|merlot|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso tete nat vin biologique 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso tete nat orange 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso tenuta sanna prosecco doc extra dry doc|??|s|glera|??|??|NV|11.5|doc|medio|aperitivos; frutos do mar|extra dry
W|vino|espumoso taittinger prestige rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso taittinger brut rve|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso taittinger brut reserve taittinger champagne|fr|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso symmetria lumminaria blanc de noirs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso symmetria lumminaria blanc de blancs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso sylvestra extrasecco 2021 bressia mendoza argentina|ar|r|??|mendoza|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso sunrise sparkling rose 750|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso sunrise sparkling rose 750|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=849
W|vino|espumoso sunrise sparkling brut 750|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso sunrise sparkling brut 750|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=851
W|vino|espumoso sumarroca reserva brut cava|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|brut
W|vino|espumoso stella rosa moscato d asti|??|r|moscato|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce
W|vino|espumoso stella rosa moscato d asti|??|r|moscato|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce|=854
W|vino|espumoso stella rosa moscato d asti|??|r|moscato|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce|=854
W|vino|espumoso sparkling paris de nuit rosado brut botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso sparkling paris de nuit ice rose botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso sparkling paris de nuit ice botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso sparkling paris de nuit brut botella|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso sovidis louis perdrier rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso sovidis louis perdrier brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso sovidis louis perdrier brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=862
W|vino|espumoso sin alcohol juan gil disfrutando|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso sin alcohol fre sparkling brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso sin alcohol faber 00|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso sin alcohol disfrutando 00 verdejo|??|w|verdejo|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|espumoso seny 2024|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso semi seco sala vive|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso segura viudas semi seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso segura viudas reserva brut|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|brut
W|vino|espumoso segura viudas reserva brut|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|brut|=871
W|vino|espumoso segura viudas brut reserva heredad|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|brut
W|vino|espumoso scarpetta timido brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso scarpetta prosecco|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso santa margherita spumante rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso santa margherita spumante rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=876
W|vino|espumoso santa margherita proseco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso santa margherita prosecco|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso santa margherita prosecco|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=879
W|vino|espumoso santa margherita prosecco|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=879
W|vino|espumoso santa margherita ca del bosco annamaria clementi franciacorta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso santa digna estelado rose torres|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso santa alicia tierra sur|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso san juanito espuma del bernal rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso san jose lavista chenin blanc|??|w|chenin blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|espumoso sala vive vina dona dolores semi seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso sala vive vina dona dolores brut nature gran reserva|??|s|??|??|??|NV|11.5|gran reserva|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso sala vive brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso sala vive brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=889
W|vino|espumoso saintlouis brut blanc de blancs 750|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso saintlouis brut blanc de blancs 750|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=891
W|vino|espumoso saint louis bot|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso saint louis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso ruffino prosecco sparkling|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso ruffino prosecco sparkling|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=895
W|vino|espumoso ruffino prosecco|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso ruffino prosecco|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=897
W|vino|espumoso ruby riccadonna|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso ruby riccadonna|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=899
W|vino|espumoso roxane|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso rotari brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso rotari brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=902
W|vino|espumoso rose peterlongo 2|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rose peterlongo|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rose opera prima pink moscato|??|p|moscato|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|doce
W|vino|espumoso rose matarromera wine 00|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rose gran diamond|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rose dry jp spark|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|dry
W|vino|espumoso rose dry jp spark|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|dry|=909
W|vino|espumoso rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosado tresor rose pere ventura|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosado sylvestra la vie en rose 2021 bressia mendoza argentina|ar|p|??|mendoza|??|2021|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosado piccini lambrusco reggiano botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosado piccini lambrusco reggiano botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=914
W|vino|espumoso rosado navarro correa extra brut malbec rose|??|p|malbec|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
W|vino|espumoso rosado katich|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosado jp ice|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosado jp chenet ice edition|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosado jaume serra brut|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso rosado jaume ice|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosado jaume brut|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso rosado gran brindis|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosado frizzantino|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosado freixenet mia semi seco|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosado chuva prata|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso rosado chuva prata|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=926
W|vino|espumoso rosado chandon brut|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
