W|gianduioso|crema di gianduiotto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps circle of fifth chardonnay yarra valley vic|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps circle of fifth pinot noir yarra valley vic|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps circle of fifths chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps circle of fifths chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=645
W|giant|steps circle of fifths chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=645
W|giant|steps circle of fifths chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=645
W|giant|steps circle of fifths chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=645
W|giant|steps circle of fifths chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=645
W|giant|steps circle of fifths chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=645
W|giant|steps circle of fifths pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps circle of fifths pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=652
W|giant|steps circle of fifths pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=652
W|giant|steps circle of fifths pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=652
W|giant|steps circle of fifths pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=652
W|giant|steps circle of fifths pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=652
W|giant|steps circle of fifths pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=652
W|giant|steps circle of fifths pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=652
W|giant|steps clay ferment chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps clay ferment ocarina chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps clay ferment ocarina chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps coal river pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps coal river pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=663
W|giant|steps coal river pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=663
W|giant|steps coal river pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps coal river pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=666
W|giant|steps coal river pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps coal river pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=668
W|giant|steps coal river pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=668
W|giant|steps coal river pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=668
W|giant|steps coal river valley pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps coal river valley pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps coal river valley pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=673
W|giant|steps coal river valley pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=673
W|giant|steps coal river valley pinot noir case|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps coal river valley pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps equate chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps fatal shore coal river valley pinot noir|??|r|pinot noir|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps fatal shore pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps fatal shore pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=680
W|giant|steps fatal shore pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=680
W|giant|steps fatal shore pinot noir|??|r|pinot noir|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps fatal shore pinot noir coal river valley tasmania|??|r|pinot noir|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps fatal shore pinot noir|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps fatal shore pinot noir|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=685
W|giant|steps fatal shore pinot noir|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=685
W|giant|steps fatal shore pinot noir|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps fatal shore pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps fatal shore pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=689
W|giant|steps fatal shore pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=689
W|giant|steps fatal shore pinot noir tasmania|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps harrys m 750m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps harrys monster|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps ldr pinot noir syrah|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps ldr pinot noir syrah|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps light dry red pinot noir syrah|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps lusatia park vineyard chardonnay|us|w|chardonnay|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps lusatia park vineyard pinot noir|us|r|pinot noir|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps nocton vineyard pinot noir|??|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps ocarina clay ferment chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=702
W|giant|steps pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=702
W|giant|steps pinot noir|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps pinot noir yarra valley|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps pinot noir applejack vineyard|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps pinot noir applejack vineyard limited|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps pinot noir dozen deal|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps pinot noir sexton vineyard yarra valley|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps pinot noir single vineyard applejack vineyard yarra valley|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps pinot noir single vineyard applejack vineyard yarra valley|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=711
W|giant|steps pinot noir single vineyard sexton vineyard yarra valley|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps pinot noir single vineyard sexton vineyard yarra valley|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=713
W|giant|steps pinot noir yarra valley australia|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps primavera pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps primavera pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=716
W|giant|steps primavera pinot noir|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps primavera pinot noir|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=718
W|giant|steps primavera pinot noir|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=718
W|giant|steps primavera pinot noir yarra valley|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps primavera vineyard pinot noir yarra valley|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=725
W|giant|steps primavera vineyard pinot noir yarra valley australia|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=728
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=730
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=730
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=730
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=730
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=730
W|giant|steps primavera vineyard pinot noir case|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=737
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=737
W|giant|steps primavera vineyard pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=737
W|giant|steps primavera vineyard yarra valley pinot noir|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps primavera yarra valley pinot noir australia|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giant|steps rose|??|p|??|??|??|2025|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giant|steps rose dozen deal|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giant|steps sexton cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton chardonnay yarra valley|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=752
W|giant|steps sexton chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=752
W|giant|steps sexton pinot noir|??|r|pinot noir|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton pinot noir yarra valley|??|r|pinot noir|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=759
W|giant|steps sexton pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=759
W|giant|steps sexton vineyard cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=764
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=764
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=764
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=771
W|giant|steps sexton vineyard chardonnay yarra valley australia|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay yarra valley australia value|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=775
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=775
W|giant|steps sexton vineyard chardonnay yarra valley|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=779
W|giant|steps sexton vineyard chardonnay yarra valley australia|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=782
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=784
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=784
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=784
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=788
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=788
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=788
W|giant|steps sexton vineyard chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=788
W|giant|steps sexton vineyard chardonnay case|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard chardonnay yarra valley|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=778
W|giant|steps sexton vineyard chardonnay yarra valley vic|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard harrys monster|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=804
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard pinot noir yarra valley|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard pinot noir yarra valley australia|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard pinot noir yarra valley australia value|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=811
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=811
W|giant|steps sexton vineyard pinot noir case|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard pinot noir|??|r|pinot noir|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=815
W|giant|steps sexton vineyard yarra valley chardonnay australia|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps sexton vineyard yarra valley pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps sexton vineyard yarra valley pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=818
W|giant|steps single vineyard applejack vineyard yarra valley pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps single vineyard chardonnays|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
W|giant|steps single vineyard pinot noirs|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps syrah carignan grenache|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps syrah carignan grenache|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=824
W|giant|steps tarraford syrah|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=827
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=827
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=827
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps tarraford vineyard chardonnay yarra valley victoria australia|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps tarraford vineyard chardonnay yarra valley victoria australia value|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=838
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=838
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=838
W|giant|steps tarraford vineyard chardonnay case|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=843
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=843
W|giant|steps tarraford vineyard chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=843
W|giant|steps tarraford vineyard chardonnay yarra valley vic|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps tarraford vineyard syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps tosq vineyard pinot noir|??|r|pinot noir|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giant|steps winery chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giant|steps wombat creek chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
