1. W|carpano|classico rosso vermouth|??|r|??|??|??|NV|13.5|classico|medio|carne vermelha, massas, queijos curados|seco
670. W|carpineto|rosso di montepulciano|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=669
671. W|carpineto|rosso di montepulciano|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=669
672. W|carpineto|rosso di montepulciano doc|it|r|montepulciano|??|??|2019|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
673. W|carpineto|rosso di montepulciano doc|it|r|montepulciano|??|??|2019|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco|=672
674. W|carpineto|rosso di montepulciano doc|it|r|montepulciano|??|??|2019|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco|=672
675. W|carpineto|rosso di montepulciano doc|it|r|montepulciano|??|??|2019|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco|=672
676. W|carpineto|rosso dogajolo|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
677. W|carpineto|santenrico vino nobile di montepulciano docg|it|r|montepulciano|??|??|2012|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
678. W|carpineto|santercolano|??|r|??|??|??|2000|13.5|??|medio|carne vermelha, massas, queijos curados|seco
679. W|carpineto|santercolano|??|r|??|??|??|2000|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=678
680. W|carpineto|santercolano|??|r|??|??|??|2000|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=678
681. W|carpineto|spumante dolce nv|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
682. W|carpineto|spumante dolce nv|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=681
683. W|carpineto|spumante dolce nv|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=681
684. W|carpineto|spumante dolce nv|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=681
685. W|carpineto|toscana dogajolo rosso|it|r|??|toscana|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
686. W|carpineto|toscana dogajolo rosso|it|r|??|toscana|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
687. W|carpineto|toscana molin vecchio|it|r|??|toscana|??|2006|13.5|??|medio|carne vermelha, massas, queijos curados|seco
688. W|carpineto|toscana sillano igt|it|r|??|toscana|??|1999|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
689. W|carpineto|toscano rosso dogajolo 2015 italie|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
690. W|carpineto|tuscany italy|it|r|??|tuscany|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
691. W|carpineto|valcolomba vermentino maremma toscana doc|it|w|vermentino|toscana|??|NV|12.5|doc|medio|peixes, frutos do mar, saladas|seco
692. W|carpineto|vigneto poggio sant enrico|??|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
693. W|carpineto|vigneto poggio santenrico vino nobile di montepulciano|it|r|montepulciano|??|??|2007|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
694. W|carpineto|vigneto sant enrico vino nobile di montepulciano|it|r|montepulciano|??|??|2012|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
695. W|carpineto|vigneto st ercolano vino nobile di montepulciano|it|r|montepulciano|??|??|2012|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
696. W|carpineto|vin santo del chianti farnito doc|it|d|??|chianti|??|NV|10.5|doc|encorpado|sobremesas, frutas secas, queijos|doce
697. W|carpineto|vino de montepulciano riserva 2018 montepulciano|it|r|montepulciano|??|??|2018|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
698. W|carpineto|vino de montepulciano riserva 2019 montepulciano|it|r|montepulciano|??|??|2019|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
699. W|carpineto|vino nobile di montepulciano|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
700. W|carpineto|vino nobile di montepulciano|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=699
701. W|carpineto|vino nobile di montepulciano|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=699
702. W|carpineto|vino nobile di montepulciano poggio sant enrico|it|r|montepulciano|??|??|2012|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
703. W|carpineto|vino nobile di montepulciano poggio sant enrico docg|it|r|montepulciano|??|??|NV|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
704. W|carpineto|vino nobile di montepulciano poggio santenrico|it|r|montepulciano|??|??|2012|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
705. W|carpineto|vino nobile di montepulciano poggio santenrico docg|it|r|montepulciano|??|??|2012|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
706. W|carpineto|vino nobile di montepulciano poggio santenrico docg|it|r|montepulciano|??|??|2012|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=705
707. W|carpineto|vino nobile di montepulciano poggio santenrico docg|it|r|montepulciano|??|??|2012|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=705
708. W|carpineto|vino nobile di montepulciano reserva|it|r|montepulciano|??|??|2015|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
709. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|NV|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
710. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|NV|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco|=709
711. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|NV|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco|=709
712. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|NV|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco|=709
713. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|NV|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco|=709
714. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|1995|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
715. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2007|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
716. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2010|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
717. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2012|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
718. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2015|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
719. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2015|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco|=718
720. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2017|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
721. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2018|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
722. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2018|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco|=721
723. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2019|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco|=373
724. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2019|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco|=373
725. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2019|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco|=373
726. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2019|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco|=373
727. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2019|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco|=373
728. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2020|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
729. W|carpineto|vino nobile di montepulciano riserva|it|r|montepulciano|??|??|2020|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco|=728
730. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|NV|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
731. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|NV|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=730
732. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|1997|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
733. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|1997|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=732
734. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|1997|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=732
735. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|1997|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=732
736. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|2015|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
737. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|2015|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=736
738. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|2015|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=736
739. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|2018|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
740. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|2018|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=739
741. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|2018|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=739
742. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|2019|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
743. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|2019|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=742
744. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|2019|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=742
745. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|2019|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=742
746. W|carpineto|vino nobile di montepulciano riserva docg|it|r|montepulciano|??|??|2019|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=742
747. W|carpineto|vino nobile di montepulciano vigneto poggio sant enrico|it|r|montepulciano|??|??|2009|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
748. W|carpineto|vino nobile di montepulciano vigneto st ercolano|it|r|montepulciano|??|??|2007|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
749. W|carpineto|vino nobile reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
750. W|carpineto|vino spumante brut 075|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
751. W|carpineto|vinsanto del chianti farnito|it|r|??|chianti|??|2006|13.5|??|medio|carne vermelha, massas, queijos curados|seco
752. W|carpineto|vinsanto farnito|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
753. W|carpinetta|fontalpino chianti classico|it|r|??|chianti classico|??|2019|13.5|classico|medio|carne vermelha, massas, queijos curados|seco
754. W|carpini|colli tortonesi brezza destate riserva|??|r|??|??|??|2011|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
755. W|carpini|colli tortonesi rugiada del mattino|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
756. W|carpintero|negro|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
757. W|carpinus|carpinus|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
758. W|carpinus|carpinus|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=757
759. W|carpinus|furmint tokaj|??|w|furmint|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
760. W|carpinus|harslevelu tokaj|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
761. W|carpinus|harslevelu tokaji|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
762. W|carpinus|tokaji furmint|??|w|furmint|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
763. W|carpinus|tokaji furmint late harvest|??|w|furmint|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|doce
764. W|carpio|benaco bresciano igt chardonnay|??|w|chardonnay|??|??|NV|12.5|igt|medio|peixes, frutos do mar, saladas|seco
765. W|carpoli|igt agricola sada toscana italien|it|r|??|toscana|??|2009|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
766. W|carpone|durif|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
767. W|carqueijal|branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
768. W|carqueijal|branco|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
769. W|carqueijal|rood|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
770. W|carqueijal|rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
771. W|carqueijal|rose|??|p|??|??|??|2017|12|??|leve|carne vermelha, massas, queijos curados|seco
772. W|carqueijal|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
773. W|carqueijal|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=772
774. W|carqueijal|tinto|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
775. W|carqueijal|wit|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
776. W|carqueja|100g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
777. W|carqueja|15 grs botica del senor|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
778. W|carqueja|15g terra verde|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
779. W|carqueja|30 grs madre tierra|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
780. W|carqueja|amarga folhas para cha 500g granoi|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
781. W|carqueja|cabral|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
782. W|carqueja|doce folhas para cha 500g granoi|??|d|??|??|??|NV|10.5|doc|encorpado|sobremesas, frutas secas, queijos|doce
783. W|carqueja|terra verde|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
784. W|carquinyolis|espiga blanca 150 g|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
785. W|carr|head hope valley vineyard madeleine angevine solaris white wine 11|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
786. W|carr|head hope valley vineyard rondo red wine 11|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
787. W|carr|head hope valley vineyard rose sparkling wine 105|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
788. W|carr|head hope valley vineyard sparkling seyval blanc 2021 vintage 115|??|s|??|??|??|2021|12|??|leve|frutos do mar, aperitivos, sushi|brut
789. W|carr|heels black|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
790. W|carr|heels brown|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
791. W|carr|pinot noir kessler haak|??|r|pinot noir|??|??|2009|13.5|??|medio|carne vermelha, massas, queijos curados|seco
792. W|carr|valley 10yr cheddar|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
793. W|carr|valley airco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
794. W|carr|valley applewood smoked cheddar|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
795. W|carr|valley applewood smoked cheddar 5oz|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
796. W|carr|valley ba ba blue|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
797. W|carr|valley billy blue goat|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
798. W|carr|valley black sheep truffle|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
799. W|carr|valley boozin ewe|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
800. W|carr|valley boozn ewe|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
801. W|carr|valley cranberry chipotle cheddar stix|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
802. W|carr|valley goat cheddar stix|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
803. W|carr|valley marisa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
804. W|carr|valley menage|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
805. W|carr|valley mobay|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
806. W|carr|valley mobay|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=805
807. W|carr|valley penta creme|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
808. W|carr|valley snow white|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
809. W|carr|valley sweet vanilla cardona|??|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
810. W|carr|valley wildflower cheddar|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
811. W|carr|valley wildflower cheddar 5oz|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
812. W|carra|carra|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
813. S
814. S
815. S
816. W|carra|barbera dalba superiore doc 2023 cascina penna currado|??|r|barbera|??|??|2023|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
817. W|carra|coviello brut prosecco di treviso glera|it|s|glera|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
818. W|carra|frizzante keg|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
819. W|carra|premium coconut fenny|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
820. W|carra|prosecco rose|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
821. W|carra|santo domingo tinto|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
822. W|carra|valpolicella ripasso doc|it|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
823. W|carra|valseca rioja reserva|es|r|??|rioja|??|2004|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
824. W|carra|vino frizzante|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
825. W|carracedo|mencia|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
826. W|carracedo|tinto|??|r|??|??|??|2018|13.5|do|medio|carne vermelha, massas, queijos curados|seco
827. W|carraig|fhada carageen moss|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
828. W|carraig|fhada dillisk|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
829. W|carraig|fhada seaweed atlantic seaweed bath|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
830. W|carraig|rua|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
831. X
832. W|carralcoba|caino tinto|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
833. W|carralcoba|caino to|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
834. W|carramimbre|carramimbre|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
835. W|carramimbre|altamimbre|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
836. W|carramimbre|crianza|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
837. W|carramimbre|crianza|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=836
838. W|carramimbre|crianza|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=836
839. W|carramimbre|crianza|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=836
840. W|carramimbre|crianza|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=836
841. W|carramimbre|crianza|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=836
842. W|carramimbre|crianza|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=836
843. W|carramimbre|crianza|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
844. W|carramimbre|crianza|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
845. W|carramimbre|crianza|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=844
846. W|carramimbre|cza t 34|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
847. W|carramimbre|reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
848. W|carramimbre|reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=847
849. W|carramimbre|reserva|??|r|??|??|??|2020|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
850. W|carramimbre|roble|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
851. W|carramimbre|roble|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=850
852. W|carramimbre|roble|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=850
853. W|carramimbre|roble|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=850
854. W|carramimbre|roble|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=850
855. W|carramimbre|roble 2020 do ribera del duero|es|r|??|ribera del duero|??|2020|13.5|do|medio|carne vermelha, massas, queijos curados|seco
856. W|carramimbre|roble|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
857. W|carramimbre|roble|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=856
858. W|carramimbre|roble 2024 145|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
859. W|carramimbre|roble 2024 bodegas carramimbre|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
860. W|carramimbre|roble 6 meses|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
861. W|carramimbre|roble t 34|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
862. W|carramimbre|roble tempranillo|??|r|tempranillo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
863. W|carramimbre|rosado|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
864. W|carramimbre|rueda verdejo|es|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
865. W|carramimbre|verdejo|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
866. W|carramimbre|verdejo|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=865
867. W|carramimbre|verdejo|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=865
868. W|carramimbre|verdejo 2021 bodegas carramimbre|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
869. W|carranca|carranca|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
870. W|carranca|carranca|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=869
871. W|carranca|redondo 30 07|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
872. W|carranco|etna bianco contrada carranco|it|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
873. W|carranco|etna bianco contrada carranco|it|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=872
874. W|carranco|etna bianco contrada carranco|it|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=872
875. W|carranco|etna bianco villa dei baroni|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
876. W|carranco|etna bianco villa dei baroni|it|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
877. W|carranco|etna bianco villa dei baroni|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
878. W|carranco|etna bianco villa dei baroni|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
879. W|carranco|etna rosso contrada carranco|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
880. W|carranco|etna rosso contrada carranco|it|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=879
881. W|carranco|etna rosso doc 0|it|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
882. W|carranco|etna rosso villa dei baroni|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
883. W|carranco|etna rosso villa dei baroni|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
884. W|carranco|etna rosso villa dei baroni|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=883
885. W|carranco|villa dei baroni etna bianco|it|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
886. W|carranco|villa dei baroni etna rosso|it|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
887. W|carraovejas|el anejon|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
888. W|carrapata|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
889. W|carrapecina|tinto|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
890. W|carraquintana|carraquintana|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
891. W|carraquintana|carraquintana|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
