W|lan|culmen x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamothe|bergeron|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamothe|bergeron|??|r|??|??|??|1998|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamothe|bergeron|??|r|??|??|??|1998|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=695
W|lamothe|bergeron|??|r|??|??|??|1998|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=695
W|lamothe|bergeron|??|r|??|??|??|1998|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=695
W|lamothe|lamothe|??|r|??|??|??|2001|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamosca|liquore caffe|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoro|toscana igt bio lamole di lamole|it|r|??|toscana|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lamoro|toscana igt|it|r|??|toscana|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lamoro|super tuscan|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoro|super tuscan|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=703
W|lamoro|super tuscan|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoro|super tuscan|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=705
W|lamoro|lamole di lamole|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoro|igt|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lamoro|lamole di lamole|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoro|lamole di lamole|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|terre siciliane rosato|it|p|??|sicilia|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lamoresca|sicilia rosso|it|r|??|sicilia|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|rosso 20232024|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|rosso|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|rosso|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=714
W|lamoresca|rosso|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|rosso|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|rosso|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|rosso|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=718
W|lamoresca|rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|rosato sicily rose nv|it|p|??|sicily|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lamoresca|rosato nv|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lamoresca|rosato lamoresca|??|p|??|??|??|2021|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lamoresca|rosato|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lamoresca|rosato|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=724
W|lamoresca|rosato|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=724
W|lamoresca|rosato sicily italy|it|p|??|sicily|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lamoresca|rosato|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lamoresca|rosato|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=728
W|lamoresca|rosato|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=728
W|lamoresca|rosato|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=728
W|lamoresca|rosato|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=728
W|lamoresca|rosato|??|p|??|??|??|2022|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lamoresca|rosato|??|p|??|??|??|2021|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lamoresca|rosato|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lamoresca|rosa|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|rosa|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=736
W|lamoresca|nerocapitano sicily|it|r|??|sicily|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|nerocapitano frappato nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|nerocapitano frappato|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|nerocapitano|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|nerocapitano|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=741
W|lamoresca|nerocapitano|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|nerocapitano|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|nerocapitano|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=744
W|lamoresca|nerocapitano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|nero rosso|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|nero davola rosso|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|nero davola rosso|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=748
W|lamoresca|nero davola|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|nero|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|nero|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|necrocapitano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|frappato nerocapitano|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|frappato nerocapitano|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=754
W|lamoresca|elsa rosso|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|elsa rosso|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|elsa|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|elsa|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=758
W|lamoresca|bianco|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|bianco|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|bianco|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=761
W|lamoresca|bianco|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=761
W|lamoresca|bianco|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|bianco|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|bianco|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=765
W|lamoresca|bianco|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=765
W|lamoresca|rosso|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|rosato|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=724
W|lamoresca|nerocapitano|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=741
W|lamoresca|bianco|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=760
W|lamoresca|nerocapitano frappato|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoresca|nero rosso|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=747
W|lamoresca|elsa rosso|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=757
W|lamoresca|lamoresca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoreaux|vidal ice|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoreaux|landing wine cellars t23 unoaked cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lamoreaux|landing wine cellars t23 cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lamoreaux|landing wine cellars rock round riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamoreaux|landing wine cellars merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoreaux|landing wine cellars gruner veltliner|??|w|gruner veltliner|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamoreaux|landing unoaked finger lakes chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamoreaux|landing t23 unoaked cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lamoreaux|landing t23 finger lakes cabernet franc|??|r|cabernet franc|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lamoreaux|landing t23 finger lakes cabernet franc|??|r|cabernet franc|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lamoreaux|landing t23 cabernet franc|??|r|cabernet franc|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lamoreaux|landing t23 cabernet franc|??|r|cabernet franc|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lamoreaux|landing t23 cabernet franc|??|r|cabernet franc|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lamoreaux|landing t23 cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lamoreaux|landing semidry finger lakes riesling|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamoreaux|landing rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lamoreaux|landing ice finger lakes vidal|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoreaux|landing gruner veltliner|??|w|gruner veltliner|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamoreaux|landing gruner veltliner|??|w|gruner veltliner|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamoreaux|landing gruner veltliner|??|w|gruner veltliner|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamoreaux|landing gewurztraminer|??|w|gewurztraminer|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamoreaux|landing finger lakes t23 unoaked cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lamoreaux|landing finger lakes red blend|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamoreaux|landing finger lakes gewurztraminer|??|w|gewurztraminer|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamoreaux|landing finger lakes gewurztraminer|??|w|gewurztraminer|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamoreaux|landing dry riesling|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamoreaux|landing cellars t23 unoaked cabernet franc|??|r|cabernet franc|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lamoreaux|cabernet franc|??|r|cabernet franc|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lamore|delle api igp|??|r|??|??|??|2021|13.5|igp|medio|carnes vermelhas; massas; queijos|seco
W|lamor|dei santi|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamor|dei santi|??|r|??|??|??|2010|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamonts|tawny|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamont|sisters selection pack|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamont|riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamont|riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=809
W|lamont|central otago pinot noir|nz|r|pinot noir|central otago|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamont|central otago pinot noir|nz|r|pinot noir|central otago|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamont|central otago pinot gris|nz|w|pinot gris|central otago|??|2019|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamont|central otago dry riesling|nz|w|riesling|central otago|??|2019|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamont|central otago dry riesling|nz|w|riesling|central otago|??|2018|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lamoni|igt toscana rosso|it|r|??|toscana|??|2020|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lamoni|igt toscana rosso|it|r|??|toscana|??|2020|13.5|igt|medio|carnes vermelhas; massas; queijos|seco|=816
W|lamone|rosso merlot riserva ticino doc|??|r|merlot|??|??|NV|13.5|riserva|medio|carnes vermelhas; massas; queijos|seco
W|lamone|riserva ticino doc merlot|??|r|merlot|??|??|NV|13.5|riserva|medio|carnes vermelhas; massas; queijos|seco
W|lamone|merlot riserva|??|r|merlot|??|??|NV|13.5|riserva|medio|carnes vermelhas; massas; queijos|seco
W|lamone|merlot riserva|??|r|merlot|??|??|NV|13.5|riserva|medio|carnes vermelhas; massas; queijos|seco|=820
W|lamole|maggiolo chianti classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole|lamole maggiolo chianti classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole|lamole chianti classico duelame|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole|duelame chianti classico docg|??|r|??|??|??|2022|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole vinsanto del chianti classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole vin santo del chianti classico|??|d|??|??|??|2017|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|lamole di|lamole vigneto di campolungo chianti classico gran selezione docg|??|r|??|??|??|2019|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole vigneto di campolungo chianti classico gran selezione docg|??|r|??|??|??|2018|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole vigneto di campolungo chianti classico gran selezione|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole vigneto di campolungo chianti classico docg gran selezione|??|r|??|??|??|2020|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole vigneto di campolungo chianti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole vigna grospoli chianti classico gran selezione|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole vigna grospoli chianti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole vigna di campolungo chianti classico gran selezione|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole maggiolo chianti classico docg|??|r|??|??|??|2022|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole maggiolo chianti classico|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole maggiolo chianti classico|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole maggiolo chianti classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole maggiolo chianti classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=839
W|lamole di|lamole lamoro toscana|it|r|??|toscana|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole lamoro super tuscan|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole lamoro rosso toscana|it|r|??|toscana|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole lamoro|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole lamoro|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole lamoro|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole gran selezione|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole duelame chianti classico docg biological 6 bottles|??|r|??|??|??|2019|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole duelame chianti classico docg|??|r|??|??|??|2023|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole duelame chianti classico docg vino rosso|??|r|??|??|??|2022|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole duelame chianti classico docg|??|r|??|??|??|2022|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole duelame chianti classico docg|??|r|??|??|??|2022|13.5|docg|medio|carnes vermelhas; massas; queijos|seco|=851
W|lamole di|lamole duelame chianti classico docg|??|r|??|??|??|2021|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole duelame chianti classico docg|??|r|??|??|??|2021|13.5|docg|medio|carnes vermelhas; massas; queijos|seco|=853
W|lamole di|lamole duelame chianti classico docg|??|r|??|??|??|2021|13.5|docg|medio|carnes vermelhas; massas; queijos|seco|=853
W|lamole di|lamole duelame chianti classico docg|??|r|??|??|??|2021|13.5|docg|medio|carnes vermelhas; massas; queijos|seco|=853
W|lamole di|lamole duelame chianti classico docg|??|r|??|??|??|2020|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole duelame chianti classico docg|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole duelame chianti classico|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole duelame chianti classico|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=859
W|lamole di|lamole duelame chianti classico|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole duelame chianti classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti grospoli red|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico tuscany italy|it|r|??|tuscany|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico tuscany italy|it|r|??|tuscany|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=864
W|lamole di|lamole chianti classico riserva docg ratingws90 js92|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico riserva|??|r|??|??|??|NV|13.5|riserva|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico ris|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico raccolto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico maggiolo box 6 bottiglie|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico maggiolo box 12 bottiglie|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico maggiolo|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico maggiolo|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=872
W|lamole di|lamole chianti classico maggiolo|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=872
W|lamole di|lamole chianti classico maggiolo|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico gran selezione vigneto di campolungo|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico gran selezione vigneto di campolungo|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=876
W|lamole di|lamole chianti classico gran selezione vigneto di campolungo|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico gran selezione vigneto di campolungo|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico gran selezione vigna grospoli|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico gran selezione vigna grospoli|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico gran selezione vigna grospoli|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=881
W|lamole di|lamole chianti classico gran selezione|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico gran selezione|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=883
W|lamole di|lamole chianti classico gran selezione|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=883
W|lamole di|lamole chianti classico gran selezione|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=883
W|lamole di|lamole chianti classico gran selezione|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico gran selezione|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=887
W|lamole di|lamole chianti classico etichetta blu|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico duelame box 6 bottiglie|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico duelame box 12 bottiglie|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico duelame|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico duelame|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=892
W|lamole di|lamole chianti classico duelame|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=892
W|lamole di|lamole chianti classico duelame|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=892
W|lamole di|lamole chianti classico duelame|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico docg|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico|??|r|??|??|??|1982|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico|??|r|??|??|??|1982|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=898
W|lamole di|lamole chianti classico|??|r|??|??|??|1982|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=898
W|lamole di|lamole chianti classico|??|r|??|??|??|1982|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=898
W|lamole di|lamole chianti classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole chianti classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=902
W|lamole di|lamole chianti classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=902
W|lamole di|lamole chianti classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=902
W|lamole di|lamole chianti classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=902
W|lamole di|lamole chianti classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=902
W|lamole di|lamole chianti classico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=902
W|lamole di|lamole chianti clasico riserva|??|r|??|??|??|2020|13.5|riserva|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole cc riserva gran selezione|??|r|??|??|??|2015|13.5|riserva|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lamole maggiolo chianti classico|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=837
W|lamole di|lamole chianti classico maggiolo|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole di|lam oro rosso|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole de|lamole duelame chianti classico docg|??|r|??|??|??|2020|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole|chianti riserva grey|??|r|??|??|??|2021|13.5|riserva|medio|carnes vermelhas; massas; queijos|seco
W|lamole|chianti reserve|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamole|chianti reserve|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=916
W|lamole|chianti classico docg i fabbri|??|r|??|??|??|2022|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|lamole|chianti classico blue|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lamo|igt|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; massas; queijos|seco
W|lamo|aubocassa mallorca 05|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lammsbrau|zzzisch edelpils bio 10x 033 liter mehrweg|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
