W|gomas|trolli mordiscos g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonetmedeville|tradition cru champagne nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gonetmedeville|tradition brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gonetmedeville|tradition brut premier cru nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gonetmedeville|tradition premier cru brut champagne france nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gonetmedeville|tradition premier cru champagne brut nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gonfalone|chianti docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gonfalone|chianti flask|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonfrier|pif rouge|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gong|30pcs colorful roller skating cones soccer cones sports training agility cones|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gong|zai mooncake biscuit midautumn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gongc|kids soccer shin guards sleeves blue 310 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gongora|oloroso viejisimo seleccion imperial|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gongora|p x|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gongxipen|1 pair of kids soccer shin guards youth soccer shin pads for boys girls lightweight and breathable child calf protective gear soccer equipment for children teenagers teens orange|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gongxipen|1 pair youth soccer shin guards reduce injuries soccer shin pads eva cushion protection football shin guards|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|gongyolt|fustolt szalonna fekete sertesbol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gongyolt|pancetta nebrodi fekete sertesbol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonidec|french sardines chili evoo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonidec|french sardines lemon evoo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonidec|mackelel fillets in muscadet wine 62oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonimoblast|live with maja sk ratkje arve henriksen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonin|isere balmes dauphinoises jacquerealtesse|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonin|isere balmes dauphinoises mecle|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonin|jacquerealtesse|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonin|musume|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonin|musume|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=694
W|gonin|musume sake terada honke|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonipol|soccer bounce back board soccer rebounder trainer angle soccer training equipment football rebounder portable passing board for soccer newcomer|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonipol|soccer passing board rebound board ball rebounder angle passing board foldable soccer wall football rebounder for ball passing bounce back training cool|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonn|dir 8 flaschen primitivo 2 schott zwiesel glaser|??|r|primitivo|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonn|dir alte reben|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonnelli|1585 olio extra vergine di oliva profumo doliva|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonnet|altesse roussette de savoie 12|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonnet|chardonnay 12|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonnet|chignin 12|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonnet|chignin 12|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonnet|le reveur cotes du rhone blanc|fr|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonnet|mondeuse 12|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonnet|mondeuse 12|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=707
W|gonnet|mondeuse 12|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonnet|rose 12|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gonnheim|grauburgunder gold|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonnheim|grauburgunder sec gold|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonnheim|grauburgunder trocken gold|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonnheim|pinot gris sec gold|??|w|pinot gris|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonnheim|rulandske sede gold|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonnheim|sauvignon blanc gold|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonnheim|sauvignon blanc gold|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=716
W|gonnheim|sauvignon blanc gold|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=716
W|gonnheim|sauvignon blanc sec gold|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonnheim|sauvignon blanc sec gold|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=719
W|gonnheim|sauvignon blanc trocken gold|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonnheim|szurkebarat gold|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonnheimer|riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonnheimer|riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonnheimer|sonnenberg grauburgunder trocken bio 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonnheimer|spatburgunder|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph rouge|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph rouge|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph rouge|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph rouge|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph rouge|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph rouge|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=731
W|gonon|saintjoseph rouge|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph rouge|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|vin de france chasselas vv|fr|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|vin de pays de lardeche les iles feray|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph rouge|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|les iles feray vin de pays de lardeche|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph blanc les oliviers|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonon|saintjoseph rouge|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph rouge|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph blanc les oliviers|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonon|saintjoseph rouge|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|vin de france chasselas vieilles vignes|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|vin de pays de lardeche les iles feray|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|les iles feray|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph blanc les oliviers|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonon|saintjoseph rouge|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|vin de france chasselas vieilles vignes|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph blanc les oliviers|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonon|saintjoseph rouge|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|vin de france chasselas vieille vignes|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|vin de pays de lardeche les iles feray|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|vin de france chasselas vv|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph rouge limit 2 per customer|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|saintjoseph oliviers blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonon|st joseph|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|st joseph|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|st joseph vieilles vignes|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|tasting at freddys 5pm 216|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|tasting at freddys 6pm 216|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonon|vin de pays lardeche rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonorderieanwesen|gonorderieanwesen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonow|gembersap|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
S
X
W|gonyden|25 pcs traffic cones roller skating cones soccer training cones block cones sports cones|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzaga|terre di san leonardo|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzaga|university wine institute gonzaga university gonz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|bastias descabezado pais|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|bastias matorral|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|bastias matorral|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=773
W|gonzales|bastias naranjo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|bastias naranjo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=775
W|gonzales|bastias pais en tinaja|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|bastias pais en tinaja|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|gonzales|byass alfonso oloroso seco|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzales|byass apostoles 30 jahre v o r s|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|byass christina medium|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|byass cristina medium|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|byass elegante dry fino|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzales|byass fino dos palmas|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzales|byass leonor 12 jahre palo cortado seco|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzales|byass matusalem 30 jahre v o r s|us|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|byass nectar pedro ximenez|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|byass nectar pedro ximenez sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzales|byass noe 30 jahre px|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|byass palo cortado leonor 12 yr|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzales|byass solera 1847 cream|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|byass tio pepe fino muy seco|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzales|byass tio pepe jerezxeres sherry palomino fino extra dry nv|es|f|palomino|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzales|byass tio pepe nectar pedro ximenez|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|byass tio pepe noe pedro ximenez vors|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|byass tio pepe palomino fino|??|f|palomino|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzales|byass tio pepe palomino fino muy seco|??|f|palomino|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzales|byass vermouth rojo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|byass vina ab 12 jahre amontillado seco|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzales|byass vina ab amontillado seco|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzales|gewurztraminer|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonzales|malbec oasis vineyard|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|mourvedre grifford vineyard|??|r|mourvedre|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzales|riesling columbia valley|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonzales|rose revolutionary|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gonzales|viognier bosma estate|??|w|viognier|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonzales|white malbec|??|w|malbec|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonzales|wine company oasis vineyard malbec|??|r|malbec|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|ayala tempranillo rioja alavesa|es|r|tempranillo|rioja|rioja|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|ayala tempranillo rioja alavesa|es|r|tempranillo|rioja|rioja|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias pais tinaja|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias descabezado pais|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias matorral|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias matorral maule valley chile|cl|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias matorral pais|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias naranjo|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias naranjo|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=816
W|gonzalez|bastias naranjo maule chile|cl|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias naranjo maule valley chile|cl|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias naranjo moscatel torontel|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias naranjo orange wine|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias orange wine naranjo maule valley|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias salvaje|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias salvaje cabernet franc|??|r|cabernet franc|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias tierra madre|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias tierra madre|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=825
W|gonzalez|bastias tierra madre maule valley chile|cl|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias vino descabezado pais rojo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias vino hombre rio viognier|??|w|viognier|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonzalez|bastias vino naranjo moscatel torontel pais|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias vino pais en tinaja|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias vino pirata chardonnay viognier|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonzalez|bastias vino salvaje cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|bastias vino tierra madre 50 semillon y 50 torontel|??|w|semillon|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonzalez|byas elegante cream pedro ximenez sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byas elegante fino sherry spain|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byas elegante medium sherry spain|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass solera 1847 cream|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass gonzalez b shry fino dos palmas 21|??|f|??|??|??|2021|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass 30 year old del duque amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass alfonso dry oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass alfonso dry oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=841
W|gonzalez|byass alfonso dry oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=841
W|gonzalez|byass alfonso dry oloroso palomino 8 years nv|??|f|palomino|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass alfonso oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass alfonso oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=845
W|gonzalez|byass alfonso oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=845
W|gonzalez|byass alfonso oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=845
W|gonzalez|byass alfonso oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=845
W|gonzalez|byass alfonso oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=845
W|gonzalez|byass alfonso oloroso 18|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass alfonso oloroso dry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass alfonso oloroso jerezxerezsherry do bottles|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass alfonso oloroso seco|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass alfonso oloroso seco|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=854
W|gonzalez|byass alfonso oloroso seco|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=854
W|gonzalez|byass alfonso oloroso seco|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=854
W|gonzalez|byass alfonso oloroso seco nv 18|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass alfonso oloroso seco sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass alfonso oloroso seco sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=859
W|gonzalez|byass alfonso oloroso seco sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=859
W|gonzalez|byass alfonso oloroso sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass alfonso oloroso sherry nv|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass altozano blanco tierra de castilla do bottles|es|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gonzalez|byass altozano cabernet sauvignon tempranillo tierra de castilla bottles|es|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass altozano rosado tierra de castilla do bottles|es|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gonzalez|byass altozano semisweet blanco tierra de castilla do bottles|es|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|gonzalez|byass altozano semisweet tempranillo tierra de castilla do bottles|es|r|tempranillo|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gonzalez|byass altozano shiraz tempranillo tierra de castilla do bottles|es|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass altozano tempranillo tierra de castilla do bottles|es|r|tempranillo|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass amontillado del duque|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass amontillado del duque sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass amontillado sh|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass anada amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass anada palo cortado sherry|??|f|??|??|??|1991|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass apostles palo cortado 375mls|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass apostoles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass apostoles 30 year old palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass apostoles 30yr rare signature sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass apostoles medium 30y sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass apostoles palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass apostoles palo cortado 20 37|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass apostoles palo cortado 30yo vors sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass apostoles palo cortado sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass apostoles palo cortado vors sherry wei lieblich jerez spanien 12|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass apostoles palo cortado vors sherry wei lieblich jerez spanien 3|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass apostoles palo cortado vors sherry wei lieblich jerez spanien 6|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gonzalez|byass apostoles vors|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gonzalez|byass apostoles vors palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
