1. W|casa silva|gran terroir los lingues cabernet sauvignon x|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
631. W|casa valduga terroir exclusivo|arinarnoa|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=630
632. W|casa valduga terroir exclusivo arinarnoa|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
633. W|casa valduga terroir exclusivo|cabernet franc|pt|r|cabernet franc|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
634. W|casa valduga terroir exclusivo|cabernet franc|pt|r|cabernet franc|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=633
635. W|casa valduga terroir exclusivo|cabernet franc|pt|r|cabernet franc|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=633
636. W|casa valduga terroir exclusivo|cabernet franc 2021|pt|r|cabernet franc|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
637. W|casa valduga terroir exclusivo|gewurztraminer|pt|w|gewurztraminer|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
638. W|casa valduga terroir exclusivo|gewurztraminer|pt|w|gewurztraminer|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=637
639. W|casa valduga terroir exclusivo|gewurztraminer 2024|pt|w|gewurztraminer|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
640. W|casa valduga terroir exclusivo|malbec|pt|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
641. W|casa valduga terroir exclusivo|malbec|pt|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=640
642. W|casa valduga terroir exclusivo|malbec 2020|pt|r|malbec|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
643. W|casa valduga terroir exclusivo|marselan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
644. W|casa valduga terroir exclusivo|marselan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=643
645. W|casa valduga terroir exclusivo marselan|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
646. W|casa valduga terroir exclusivo|riesling renano|pt|w|riesling|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
647. W|casa valduga terroir exclusivo|riesling renano|pt|w|riesling|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=646
648. W|casa valduga terroir exclusivo|riesling renano 2024|pt|w|riesling|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
649. W|casa valduga terroir exclusivo|syrah e viognier|pt|w|syrah, viognier|??|??|NV|12.5|??|encorpado|frutos do mar, peixes, saladas|seco
650. W|casa valduga terroir exclusivo|syrah viognier|pt|w|syrah, viognier|??|??|NV|12.5|??|encorpado|frutos do mar, peixes, saladas|seco
651. W|casa valduga terroir exclusivo|syrah viognier 2022|pt|w|syrah, viognier|??|??|2022|12.5|??|encorpado|frutos do mar, peixes, saladas|seco
652. W|casa valduga terroir exclusivo|tannat|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
653. W|casa valduga terroir exclusivo|tannat|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=652
654. W|casa valduga terroir exclusivo|tannat 2020|pt|r|tannat|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
655. W|casa valduga terroir exclusivo|touriga e gewurztraminer|pt|w|touriga, gewurztraminer|??|??|NV|12.5|??|encorpado|frutos do mar, peixes, saladas|seco
656. W|casa valduga terroir exclusivo|touriga nacional gewurztraminer|pt|w|touriga nacional, touriga, gewurztraminer|??|??|NV|12.5|??|encorpado|frutos do mar, peixes, saladas|seco
657. W|casa valduga terroir exclusivo|viognier|pt|w|viognier|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
658. W|casa valduga terroir exclusivo|viognier|pt|w|viognier|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=657
659. W|casa valduga terroir exclusivo|viognier 2022|pt|w|viognier|??|??|2022|12.5|??|leve|frutos do mar, peixes, saladas|seco
660. W|casa valduga terroir|gewurztraminer|pt|w|gewurztraminer|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
661. W|casa valduga terroir|gewurztraminer 2021|pt|w|gewurztraminer|??|??|2021|12.5|??|leve|frutos do mar, peixes, saladas|seco
662. W|casa valduga terroir|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
663. W|casa valduga terroir|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=662
664. W|casa valduga terroir|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=662
665. W|casa valduga terroir|merlot 2018|pt|r|merlot|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
666. W|casa valduga terroir|merlot 2022|pt|r|merlot|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
667. W|casa valduga terroir|merlot rose|pt|p|merlot|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
668. W|casa valduga terroir|merlot rose|pt|p|merlot|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco|=667
669. W|casa valduga terroir|merlot rose 2021|pt|p|merlot|??|??|2021|12.5|??|leve|saladas, aves, queijos leves|seco
670. W|casa valduga terroir|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
671. W|casa valduga terroir|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=670
672. W|casa valduga terroir|pinot noir 2018|pt|r|pinot noir|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
673. W|casa valduga terroir|pinot noir 2022|pt|r|pinot noir|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
674. W|casa valduga terroir|pinot noir 2023|pt|r|pinot noir|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
675. W|casa valduga terroir|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
676. W|casa valduga terroir|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=675
677. W|casa valduga terroir|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=675
678. W|casa valduga terroir|sauvignon blanc 2022|pt|w|sauvignon blanc|??|??|2022|12.5|??|leve|frutos do mar, peixes, saladas|seco
679. W|casa valduga terroir|sauvignon blanc 2023|pt|w|sauvignon blanc|??|??|2023|12.5|??|leve|frutos do mar, peixes, saladas|seco
680. W|casa valduga terroir|sauvignon blanc seco|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
681. W|casa valduga terroir|vinho branco chardonnay 2021|pt|w|chardonnay|??|??|2021|12.5|??|leve|frutos do mar, peixes, saladas|seco
682. W|casa valduga villalobos|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
683. W|casa valduga|vinho luiz valduga corte 2 com estojo de madeira|pt|f|??|madeira|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
684. W|casa valduga|vinho naturelle rose frizz suave|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
685. W|casa valduga|vinho tinto casa valduga terroir exclusivo malbec|pt|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
686. W|casa valduga|vinho tinto casa valduga terroir exclusivo marselan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
687. W|casa valduga|vinho tinto terroir exclusivo arinarnoa 2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
688. W|casa valduga|vinho tinto terroir merlot 2020|pt|r|merlot|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
689. W|casa valduga vinhos|finos|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
690. W|casa valerio|blanco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
691. W|casa vecchio mulino mini linguette rosemary|120g|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
692. W|casa vecchio mulino toast finestrotti rozemarijn|250 g|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
693. W|casa vega|blanco semi secco 0|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
694. W|casa vega|tinto semi secco 0|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
695. W|casa vegil|fugi|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
696. W|casa|velha|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
697. W|casa velha adega de favaios|rood|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
698. W|casa velha adega de favaios|rood|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=697
699. W|casa velha adega de favaios|rood|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=697
700. W|casa velha adega de favaios|wit|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
701. W|casa velha adega de favaios|wit|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=700
702. W|casa velha adega de favaios|wit|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=700
703. W|casa velha|branco|pt|w|??|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
704. W|casa velha|branco 2024|pt|w|??|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
705. W|casa velha|clarete|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
706. W|casa velha douro|branco 2020|pt|w|??|douro|??|2020|12.5|??|leve|frutos do mar, peixes, saladas|seco
707. W|casa velha douro|tinto 2019|pt|r|??|douro|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
708. W|casa velha douro|tinto 2020|pt|r|??|douro|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
709. W|casa velha|gouveio|pt|w|gouveio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
710. W|casa velha grande|reserva 2017|pt|r|??|??|??|2017|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
711. W|casa velha grande|reserva branco|pt|w|??|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
712. W|casa velha|moscatel galego branco|pt|w|moscatel|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
713. W|casa velha|moscatel galego branco|pt|w|moscatel|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=712
714. W|casa velha|red wine 2022 doc douro 135|pt|r|??|douro|??|2022|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
715. W|casa velha|red wine reserva portugal 2017|pt|r|??|??|??|2017|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
716. W|casa velha|reserva branco|pt|w|??|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
717. W|casa velha|reserva branco|pt|w|??|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco|=716
718. W|casa velha|reserva tinto|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
719. W|casa velha|reserva tinto|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=718
720. W|casa velha|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
721. W|casa velha|samarrinho|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
722. W|casa velha|tinto|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
723. W|casa velha|tinto 2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
724. W|casa velha|tinto douro doc 2019|pt|r|??|douro|??|2019|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
725. W|casa velha|tinto douro doc 2022|pt|r|??|douro|??|2022|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
726. W|casa|vella|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
727. W|casa vella|2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
728. W|casa vella despiells|cabernet|pt|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
729. W|casa vella despiells|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
730. W|casa vella despiells|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=729
731. W|casa venturini|cabernet sauvignon reserva|pt|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
732. W|casa venturini|chardonnay reserva 2024|pt|w|chardonnay|??|??|2024|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
733. W|casa venturini le bateleur|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
734. W|casa venturini le bateleur|pinot noir|pt|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=733
735. W|casa venturini le bateleur|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
736. W|casa venturini le bateleur|rose de tannat|pt|p|tannat|??|??|NV|12.5|??|encorpado|saladas, aves, queijos leves|seco
737. W|casa venturini le bateleur|rose de tannat 2023|pt|p|tannat|??|??|2023|12.5|??|encorpado|saladas, aves, queijos leves|seco
738. W|casa venturini le bateleur|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
739. W|casa venturini le bateleur|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=738
740. W|casa venturini le bateleur|tannat rose 2023|pt|p|tannat|??|??|2023|12.5|??|encorpado|saladas, aves, queijos leves|seco
741. W|casa venturini le magicien|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
742. W|casa venturini le magicien|gran reserva blend 2020|pt|r|??|??|??|2020|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
743. W|casa venturini le magicien|gran reserva chardonnay|pt|w|chardonnay|??|??|NV|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco
744. W|casa venturini le magicien|gran reserva chardonnay|pt|w|chardonnay|??|??|NV|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco|=743
745. W|casa venturini le magicien|gran reserva tinto|pt|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
746. W|casa venturini marselan|reserva|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
747. W|casa venturini|reserva cabernet franc|pt|r|cabernet franc|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
748. W|casa venturini|reserva cabernet franc|pt|r|cabernet franc|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=747
749. W|casa venturini|reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
750. W|casa venturini|reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=749
751. W|casa venturini|reserva chardonnay|pt|w|chardonnay|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
752. W|casa venturini|reserva chardonnay|pt|w|chardonnay|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco|=751
753. W|casa venturini|reserva marselan|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
754. W|casa venturini|reserva marselan|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=753
755. W|casa venturini|reserva marselan|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=753
756. W|casa venturini|reserva merlot|pt|r|merlot|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
757. W|casa venturini|reserva tannat|pt|r|tannat|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
758. W|casa venturini|reserva tannat|pt|r|tannat|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=757
759. W|casa venturini|tannat reserva|pt|r|tannat|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
760. W|casa venturini|vinho branco gran reserva le magicien chardonnay 2022|pt|w|chardonnay|??|??|2022|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco
761. W|casa venturini|vinho tinto nobre gran reserva le magicien 2020|pt|r|??|??|??|2020|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
762. W|casa verde redwood valley leo steen|wines|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
763. W|casa verdi|igp 025|pt|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
764. W|casa verdi verdi aguila|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
765. W|casa verrone colheita|syrah 2021|pt|r|syrah|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
766. W|casa verrone|espumante sauvignon blanc sur lie|pt|s|sauvignon blanc|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
767. W|casa verrone|nature espumante|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
768. W|casa verrone|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
769. W|casa verrone speciale|syrah|pt|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
770. W|casa verrone speciale|syrah 2022|pt|r|syrah|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
771. W|casa verrone tre uve|grenache syrah marselan gsm 2022|pt|r|syrah, grenache|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
772. W|casa viccas|barbera 2020|pt|r|barbera|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
773. W|casa viccas|merlot 2020|pt|r|merlot|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
774. W|casa viccas|syrah 2020|pt|r|syrah|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
775. W|casa vieja|anejo|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
776. W|casa vieja|blanco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
777. W|casa vieja|reposado|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
778. W|casa vieja|rosado|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
779. W|casa|vigil|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
780. W|casa vila verde|alvarinho 2017|pt|w|alvarinho|??|??|2017|12.5|??|leve|frutos do mar, peixes, saladas|seco
781. W|casa vilacetinho avesso colheita tardia|2016 37|pt|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
782. W|casa vilacetinho avesso|reserva 2020|pt|r|??|??|??|2020|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
783. W|casa villa zevallos|tinto 2021|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
784. W|casa|vinamar|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
785. W|casa vinicola abbazia asti|docg dolce|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
786. W|casa vinicola abbazia|moscato dasti docg|pt|w|moscato|??|??|NV|12.5|docg|leve|frutos do mar, peixes, saladas|seco
787. W|casa vinicola abbazia|moscato rose aromatico dolce|pt|p|moscato|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
788. W|casa vinicola abbazia|prosecco extra dry doc prosecco|it|s|??|??|??|NV|12|doc|leve|aperitivos, frutos do mar, sushi|brut
789. W|casa vinicola apollonio riserva divoto|2013|pt|r|??|??|??|2013|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
790. W|casa vinicola avondo gattinara|doc 1969|pt|r|??|??|??|1969|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
791. W|casa vinicola avondo gattinara riserva thesis|1967|pt|r|??|??|??|1967|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
792. W|casa vinicola avondo gattinara riserva thesis|1970|pt|r|??|??|??|1970|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
793. W|casa vinicola avondo spanna gattinara|1964|pt|r|??|??|??|1964|13.5|??|medio|carne vermelha, massas, queijos curados|seco
794. W|casa vinicola bennati amarone della valpolicella|2017|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
795. W|casa vinicola bennati elite amarone della|valpolicella|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
796. W|casa vinicola bennati lambrusco di mantova|dolce|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
797. W|casa vinicola|botter|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
798. W|casa vinicola botter appassimento casa vinironia edizione|oro|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
799. W|casa vinicola botter arche|trebbiano rubicone igt 2022|pt|w|trebbiano|??|??|2022|12.5|igt|leve|frutos do mar, peixes, saladas|seco
800. W|casa vinicola botter donna isabella|moscato|pt|w|moscato|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
801. W|casa vinicola botter donna isabella|moscato|pt|w|moscato|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=800
802. W|casa vinicola botter fascino|prosecco organic|it|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
803. W|casa vinicola botter fumu terre siciliane|rosso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
804. W|casa vinicola botter sessola|pinot grigio|pt|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
805. W|casa vinicola botter spa il tauro salice salentino riserva|2020|pt|r|??|??|??|2020|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
806. W|casa vinicola botter tor del colle montepulciano dabruzzo|riserva|pt|r|montepulciano|??|??|NV|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
807. W|casa vinicola botter tor del colle|pecorino terre di chieti|pt|w|??|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
808. W|casa vinicola botter via elvina|rosso nv|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
809. W|casa vinicola clemente guasti barolo riserva|1967|it|r|??|??|??|1967|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
810. W|casa vinicola clemente guasti barolo riserva|1967|it|r|??|??|??|1967|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco|=809
811. W|casa vinicola clemente guasti barolo riserva|1967|it|r|??|??|??|1967|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco|=809
812. W|casa vinicola conti|formentini|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
813. W|casa vinicola gattinara|docg 1966|pt|r|??|??|??|1966|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
814. W|casa vinicola luca|brut 2019|pt|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, sushi|brut
815. W|casa vinicola luca|brut metoda traditionala|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
816. W|casa vinicola luca|brut natur alb|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
817. W|casa vinicola luca|brut nature|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut nature
818. W|casa vinicola luca spumant|brut natur|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
819. W|casa vinicola michele alois trebulanum campania|igt 2010|pt|r|??|??|??|2010|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
820. W|casa vinicola monteleone bianco|11 bib|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
821. W|casa vinicola monteleone|rosato 11 bib|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
822. W|casa vinicola monteleone|rosato halbtrocken 3 bib|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
823. W|casa vinicola monteleone|rosso 125 bib|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
824. W|casa vinicola morando rivata|prosecco extra dry doc prosecco|it|s|??|??|??|NV|12|doc|leve|aperitivos, frutos do mar, sushi|brut
825. W|casa vinicola rainoldi|brut rose metodo classico millesimato 2021|pt|p|??|??|??|2021|12.5|??|leve|saladas, aves, queijos leves|seco
826. W|casa vinicola rainoldi inferno riserva|2019|pt|r|??|??|??|2019|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
827. W|casa vinicola rainoldi inferno valtellina superiore|2020|pt|r|??|??|??|2020|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
828. W|casa vinicola rainoldi prugnolo valtellina superiore|docg 2019|pt|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
829. W|casa vinicola rainoldi sfursat di valtellina|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
830. W|casa vinicola rainoldi sfursat di valtellina|37 2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
831. W|casa vinironia amarone della valpolicella|clas|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
832. W|casa vinironia|appassimento|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
833. W|casa vinironia|appassimento|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=832
834. W|casa vinironia appassimento|rosso 145|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
835. W|casa vinironia|zinfandel|pt|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
836. W|casa vino barossa valley|shiraz 2022|pt|r|shiraz|barossa valley|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
837. W|casa vino|pinot grigio|pt|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
838. W|casa vino riverland|grenache 2023|pt|r|grenache|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
