W|langhe|nebbiolo doc la spinetta rivetti|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|mixed 6 bottiglie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|mixed 6 bottiglie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=616
W|langhe|merlot cascina morassino|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|luvi rosso|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|grign|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa vivace doc vietti|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa vivace doc vietti|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=621
W|langhe|freisa vivace doc vietti|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=621
W|langhe|freisa vivace doc vietti|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=621
W|langhe|freisa toetto domaine giuseppe mascarello|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa toetto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa tilapaisesti loppu|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa pietro benevelli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa piemont rouge cascina corte|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa giacomo fenocchio|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa doc valle dei salici luigi giordano|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa doc piemont franco conterno|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa doc kye gd vajra|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa doc kye gd vajra|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=633
W|langhe|freisa doc kye gd vajra|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=633
W|langhe|freisa doc kye gd vajra|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=633
W|langhe|freisa doc kye gd vajra|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=633
W|langhe|freisa doc kye gd vajra|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa doc burlotto|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa doc francesco rinaldi figli|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa doc cavallotto|es|s|??|cava|??|2023|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langhe|freisa doc cavallotto|es|s|??|cava|??|2023|12|??|leve|aperitivos; frutos do mar; canapes|seco|=641
W|langhe|freisa doc cavallotto|es|s|??|cava|??|2023|12|??|leve|aperitivos; frutos do mar; canapes|seco|=641
W|langhe|freisa doc cavallotto|es|s|??|cava|??|2023|12|??|leve|aperitivos; frutos do mar; canapes|seco|=641
W|langhe|freisa doc vietti|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa doc vietti|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=645
W|langhe|freisa doc vietti|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=645
W|langhe|freisa doc vietti|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=645
W|langhe|freisa doc vietti|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=645
W|langhe|freisa doc nadia curto|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa doc giacomo fenocchio|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa doc|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=653
W|langhe|freisa san barnaba|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=656
W|langhe|freisa|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=656
W|langhe|freisa franco conterno|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa francesco versio|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=661
W|langhe|freisa|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa 2021ferdonando principiano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa nadia curto|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa giuseppe rinaldi|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa la tenuta bricco boschis|??|r|??|??|??|2012|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|freisa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=669
W|langhe|favorita ridaroca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita onorata angelo negro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita marco porello|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita la frea poderi cellario bd vin nature|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita emanuella doc|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc ridaroca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc marco porello|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc brichet vite colte|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc brichet vite colte|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=678
W|langhe|favorita doc brichet vite colte|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=678
W|langhe|favorita doc bio bruno franco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc bajaj|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc clavesana|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc clavesana|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=683
W|langhe|favorita doc clavesana|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=683
W|langhe|favorita doc clavesana|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=683
W|langhe|favorita doc clavesana|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=683
W|langhe|favorita doc clavesana|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc clavesana|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=688
W|langhe|favorita doc burlotto|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc burlotto|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc cantina del nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=695
W|langhe|favorita brichet doc vite colte|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita alissa ciabot berton|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita alissa ciabot berton|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=698
W|langhe|favorita alissa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita doc|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita conti roero|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita bajaj|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|favorita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|faule rosato|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|dop sito moresco gaja|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dop sito moresco gaja|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dop sito moresco|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dop gaja rey gaja|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dop gaja rey gaja|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=711
W|langhe|dop gaja rey gaja|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=711
W|langhe|dop gaja rey gaja|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=711
W|langhe|dop gaja rey gaja|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=711
W|langhe|dop freisa terre del barolo|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dop darmagi gaja|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dop darmagi gaja|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=717
W|langhe|dop darmagi gaja|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=717
W|langhe|dop darmagi gaja|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=717
W|langhe|dop darmagi gaja|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=717
W|langhe|dop chardonnay terre del barolo|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|dolcetto vino doc|??|r|dolcetto|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto umberto fiore doc|??|r|dolcetto|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto silvio grasso piedmont italy|it|r|dolcetto|piedmont|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto ratti colombe ultima annata|??|r|dolcetto|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto raffaele gili|??|r|dolcetto|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto nirane doc|??|r|dolcetto|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto doc visadi domenico clerico|??|r|dolcetto|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto doc visadi domenico clerico|??|r|dolcetto|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=729
W|langhe|dolcetto doc visadi domenico clerico|??|r|dolcetto|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=729
W|langhe|dolcetto doc visadi domenico clerico|??|r|dolcetto|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=729
W|langhe|dolcetto doc visadi domenico clerico|??|r|dolcetto|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto doc limpronta bricco del cucu|??|r|dolcetto|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto doc grappolo intero artist label borgogno rivata|??|r|dolcetto|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto doc colombe|??|r|dolcetto|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto doc ancum borgogno|??|r|dolcetto|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto doc ancum borgogno|??|r|dolcetto|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto doc ancum borgogno|??|r|dolcetto|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=738
W|langhe|dolcetto doc ancum borgogno|??|r|dolcetto|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=738
W|langhe|dolcetto doc ancum borgogno|??|r|dolcetto|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=738
W|langhe|dolcetto doc ancum borgogno|??|r|dolcetto|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto doc giuseppe cortese|??|w|cortese|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|dolcetto doc giuseppe cortese|??|w|cortese|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco|=743
W|langhe|dolcetto doc giuseppe cortese|??|w|cortese|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco|=743
W|langhe|dolcetto doc giuseppe cortese|??|w|cortese|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco|=743
W|langhe|dolcetto doc giuseppe cortese|??|w|cortese|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco|=743
W|langhe|dolcetto doc clavesana|??|r|dolcetto|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto doc clavesana|??|r|dolcetto|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=748
W|langhe|dolcetto doc clavesana|??|r|dolcetto|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=748
W|langhe|dolcetto doc borgogno rivata artist label|??|r|dolcetto|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto doc benotti rosavica|??|r|dolcetto|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto doc 0|??|r|dolcetto|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto colombe renato ratti|??|r|dolcetto|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto anna maria abbona|??|r|dolcetto|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|dolcetto giuseppe cortese|??|w|cortese|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|dolcetto giuseppe cortese|??|w|cortese|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|dolcetto|??|r|dolcetto|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc tres plus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc solea roagna|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc solea roagna|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=760
W|langhe|doc solea roagna|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=760
W|langhe|doc solea roagna|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=760
W|langhe|doc solea roagna|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=760
W|langhe|doc sito moresco gaja|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc sauvignon viridis burlotto|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc sauvignon marchesi di gresy|it|r|??|marche|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso ultimi grappoli|??|r|??|??|??|2000|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso sfusobuono|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso sfusobuono|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=769
W|langhe|doc rosso settecento|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso re giorgio la trava|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso monpra 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso luigi bosca bosca|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso long now pelissero|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso long now|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso larigi|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso larigi|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso eremo fontanafredda|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso biologico pietra magica casa e di mirafiore|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso bio dame fuet giribaldi|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso ambrass francesco rosso|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso demarie|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso bussia soprana|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc rose rensa|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc rosato solerose magnum fontanafredda|??|p|??|??|??|2019|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc rosato solerose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc rosato rosa dagosto oddero|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc rosato reusa|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc rosato podere ruggeri corsini piemonte|it|p|??|piemonte|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc rosato il rosa en piemontesisk rose med karakter og finesse|it|p|??|piemonte|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc rosato de la belcolle tre bicchieri gambero rosso|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc rosato chiaro di luna valdinera|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc rosato bel colle|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc rosato bak la trava|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc rosato 0|??|p|??|??|??|2025|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc rosato|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc rosato rabaja bruno rocca|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc rosato marco porello|??|p|??|??|??|2021|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|doc riesling rigadin pelissero|??|w|riesling|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|doc riesling ranera poderi colla|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|doc riesling ranera poderi colla|??|w|riesling|??|??|2020|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|doc riesling marin fontanafredda|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|doc riesling marin fontanafredda|??|w|riesling|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|doc riesling marin fontanafredda|??|w|riesling|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco|=806
W|langhe|doc riesling marin fontanafredda|??|w|riesling|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco|=806
W|langhe|doc riesling era ora borgogno 0|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|doc riesling era ora biologico borgogno|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|doc riesling chloris marziano abbona|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|doc riesling dominik weigand|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|doc riesling|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|doc riesling|??|w|riesling|??|??|2020|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|doc riesling|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|doc rdvin piemonte ko|it|r|??|piemonte|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc quatr nas rocche dei manzoni|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc pinot nero vigna i cortini castello di neive|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc pinot nero vigna i cortini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc pinot nero seiro 0|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc pinot nero 777 deltetto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc pinot nero 777 degustazione|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc pinot nero 777|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc pinot nero gian luca colombo|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc pinot nero gd vajra|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc pinot nero|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc pinot nero|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=826
W|langhe|doc pinot nero dominik weigand|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc pinot nero argamakow|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc pinot nero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc oltre pio cesare|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|doc nebbiolo tre utin ciabot berton|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|doc nebbiolo teresa soria|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|doc nebbiolo rocche costamagna|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|doc nebbiolo roccardo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|doc nebbiolo rl ca del baio|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|doc nebbiolo ribote|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|doc nebbiolo rangone box da 6 bottiglie|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|doc nebbiolo rangone ca viola|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|doc nebbiolo pesca vittorio|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|doc nebbiolo perbacco vietti|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|doc nebbiolo pelissero|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|doc nebbiolo oddero|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|doc nebbiolo oddero|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=843
