1. W|cape|heights cinsault rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
644. W|cape|winemakers guild kanonkop pinotage|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
645. W|cape|winemakers guild lavenir pinotage reserve|??|r|??|??|??|2000|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
646. W|cape|winemakers guild lavenir reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
647. W|cape|winemakers guild mullineux the gris semillon old vines|??|r|semillon|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
648. W|cape|winemakers guild neil ellis insignium|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
649. W|cape|winemakers guild nicky versfeld double barrel semillon|??|r|semillon|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
650. W|cape|winemakers guild paul cluver auction selection pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
651. W|cape|winemakers guild pinot noir fluister|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
652. W|cape|winemakers guild richard kershaw ziggurat chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
653. W|cape|winemakers guild rijks pinotage|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
654. W|cape|winemakers guild rust en vrede coenie snyman|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
655. W|cape|winemakers guild samantha okeefe lismore the sheltering sky syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
656. W|cape|winemakers guild saronsberg die erf shiraz grenache mourvedre viognier|??|w|shiraz|??|??|NV|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
657. W|cape|winemakers guild spider farm house organic chenin blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
658. W|cape|winemakers guild spier frans k smit auction selection red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
659. W|cape|winemakers guild strydom family wines the expatriate cabernet sauvignon shiraz|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
660. W|cape|winemakers guild the drift farm kindred shiraz malbec barbera|??|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
661. W|cape|winemakers guild tinta barocca the drift|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
662. W|cape|winemakers guild vriesenhof pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
663. W|cape|winemakers guildcederberg|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
664. W|cape|winemakers guildcederberg teen die hoogwinemakerdavid nieuwoudt shiraz cederberg|??|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
665. W|cape|winemakers guildhartenberg estate auctionwinemakercarl schultz shiraz stellenbosch|za|r|shiraz|stellenbosch|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
666. W|cape|winemakers guildhartenberg loam hillwinemakercarl schultz|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
667. W|cape|zebra chenin blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
668. W|cape|zebra chenin blanc wine|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
669. W|cape|zebra pinotage|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
670. W|capeador|knorr mezcla en polvo 11k zk|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
671. W|capecci|roberto anima 2023 vino rosato|??|p|??|??|??|2023|12|??|leve|carne vermelha, massas, queijos curados|seco
672. W|capecci|roberto fede marche rosso|it|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
673. W|capecci|roberto luce e luna 2023 bianco|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
674. W|capecci|roberto nudo 2023 vino rosso|??|r|??|??|??|2023|13.5|do|medio|carne vermelha, massas, queijos curados|seco
675. W|capek|a vino aneb literarnevinne parovani 17 listopadu|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
676. W|capel|2d 35gr 700cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
677. X
678. W|capel|2d petacon 35gr 350cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
679. W|capel|35|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
680. W|capel|35|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=679
681. W|capel|35 1|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
682. W|capel|alto del carmen especial|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
683. W|capel|alto del carmen especial|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=682
684. W|capel|alto del carmen reservado|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
685. W|capel|alto del carmen reservado|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=684
686. W|capel|chirimoya colada|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
687. W|capel|chirimoya colada 12|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
688. W|capel|chirimoya colada 700cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
689. W|capel|coctel pina colada 12 700 cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
690. W|capel|coctel pina colada 12 700 cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=689
691. W|capel|coctel toffee cream colada 12 700 cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
692. W|capel|coctel toffee cream colada 12 700 cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=691
693. W|capel|edicion especial 35|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
694. W|capel|especial 35|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
695. W|capel|especial 35 700cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
696. W|capel|ice berries 275 cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
697. W|capel|ice berries 275cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
698. W|capel|ice berries 5g bot 275 cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
699. W|capel|ice berry caja 24 bot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
700. W|capel|ice citr cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
701. W|capel|ice citrcc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
702. W|capel|ice citrus caja 24 bot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
703. W|capel|ice manzana 275 cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
704. W|capel|ice mojito 275 cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
705. W|capel|ice mojito 275cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
706. W|capel|ice mojito caja 24 bot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
707. W|capel|mango colada 12|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
708. W|capel|mango colada 700cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
709. W|capel|manjar lucuma cream 12|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
710. W|capel|mix pina colada 700cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
711. W|capel|moai 40 1|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
712. W|capel|mocca cream 12|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
713. W|capel|newydd|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
714. W|capel|pina colada|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
715. W|capel|pina colada 12|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
716. W|capel|pina colada 700cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
717. W|capel|reservado|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
718. W|capel|reservado de guarda 40|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
719. W|capel|toffe cream 700cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
720. W|capel|toffee cream 12|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
721. W|capel|transparente 40|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
722. W|capela|capela|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
723. W|capela|branco|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
724. W|capela|branco 2023 cx 3uni|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
725. W|capela|da quinta do vesuvio 2007 vintage porto|??|f|??|??|??|2007|20|do|encorpado|sobremesas, queijos azuis, foie gras|doce
726. W|capela|da quinta do vesuvio 2011 vintage porto|??|f|??|??|??|2011|20|do|encorpado|sobremesas, queijos azuis, foie gras|doce
727. W|capela|da quinta do vesuvio 2016 vintage porto|??|f|??|??|??|2016|20|do|encorpado|sobremesas, queijos azuis, foie gras|doce
728. W|capela|da quinta do vesuvio 2017 vintage porto|??|f|??|??|??|2017|20|do|encorpado|sobremesas, queijos azuis, foie gras|doce
729. W|capela|da quinta do vesuvio porto|??|f|??|??|??|NV|20|do|encorpado|sobremesas, queijos azuis, foie gras|doce
730. W|capela|da quinta do vesuvio vintage 2016 ruby|??|r|??|??|??|2016|13.5|do|medio|carne vermelha, massas, queijos curados|seco
731. W|capela|da quinta do vesuvio vintage 2017 2 ruby|??|r|??|??|??|2017|13.5|do|medio|carne vermelha, massas, queijos curados|seco
732. X
733. W|capela|de potensac|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
734. X
735. W|capela|do vesuvio vintage|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
736. W|capela|dos campos merlot|??|r|merlot|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
737. W|capela|dos campos tinta roriz|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
738. W|capela|mor 1997 tinto|??|r|??|??|??|1997|13.5|??|medio|carne vermelha, massas, queijos curados|seco
739. W|capela|quinta do vesuvio|??|r|??|??|??|2007|13.5|do|medio|carne vermelha, massas, queijos curados|seco
740. W|capela|real tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
741. W|capela|rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
742. W|capela|rose|??|p|??|??|??|2022|12|??|leve|carne vermelha, massas, queijos curados|seco
743. W|capela|rose 2022 cx 3uni|??|p|??|??|??|2022|12|??|leve|carne vermelha, massas, queijos curados|seco
744. W|capela|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
745. W|capela|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=744
746. W|capela|tinto|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
747. W|capela|tinto|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
748. W|capela|tinto 2021 cx 3uni|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
749. W|capela|touriga nacional|??|r|touriga nacional|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
750. W|capelands|cr1 redstone|??|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos curados|seco
751. W|capelands|cr1 redstone|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
752. W|capelands|cr1 redstone|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
753. W|capelands|cr1 redstone|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
754. W|capelands|cr1 redstone grand reserve|??|r|??|??|??|2021|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
755. W|capelands|cr1 redstone reserve|??|r|??|??|??|2020|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
756. W|capelands|klein redstone|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
757. W|capelands|klein redstone|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
758. W|capelands|redstone|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
759. W|capelands|redstone|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=758
760. W|capelands|redstone|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
761. W|capelands|redstone|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=760
762. W|capelands|redstone 2019 imperial|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
763. W|capelands|redstone reserve|??|r|??|??|??|2020|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
764. W|capelands|redstone reserve|??|r|??|??|??|2020|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco|=763
765. W|capelands|whitestone cape south coast sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
766. W|capelands|whitestone chenin blanc|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
767. W|capelands|whitestone reserve|??|w|??|??|??|2022|12.5|reserve|medio|peixes, frutos do mar, saladas|seco
768. W|capelands|whitestone rose|??|p|??|??|??|2024|12|??|leve|carne vermelha, massas, queijos curados|seco
769. W|capelas|do burgo branco|??|w|??|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco
770. W|capelas|do burgo branco|??|w|??|??|??|2018|12.5|do|medio|peixes, frutos do mar, saladas|seco
771. W|capelas|do burgo tinto|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
772. W|capelas|do burgo tinto|??|r|??|??|??|2019|13.5|do|medio|carne vermelha, massas, queijos curados|seco
773. W|capeletis|capeletis|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
774. W|capeletis|marcelo 500gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
775. W|capeletti|ao brodo light sacia 450g|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
776. W|capeletti|congelado di paolo 440g|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
777. W|capeletti|dona thereza linguica 750g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
778. W|capelin|afumat la rece|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
779. W|capelin|caviar cream tender with salmon 160g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
780. W|capelin|caviar cream tender with shrimp 160g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
781. W|capelin|caviar cream with salmon zigmas 160g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
782. W|capelin|uscat|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
783. W|capeline|cardigan red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
784. W|capelinhos|capelinhos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
785. W|capelinhos|capelinhos|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
786. W|capelinhos|adega do vulcao|??|r|??|??|??|2022|13.5|do|medio|carne vermelha, massas, queijos curados|seco
787. W|capell|organic sofrito casero 700g jar|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
788. W|capell|tomato frito 350g jar|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
789. W|capella|capella|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
790. W|capella|capella|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=789
791. W|capella|capella|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=789
792. W|capella|capella|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
793. W|capella|case of 6|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
794. W|capella|premium zweigelt|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
795. W|capella|capella|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
796. W|capella|aop ventoux rouge|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
797. W|capella|briefs set of 3|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
798. W|capella|dos campos alvarinho|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
799. W|capella|dos campos alvarinho|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
800. W|capella|dos campos chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
801. W|capella|dos campos chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=800
802. W|capella|dos campos merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
803. W|capella|dos campos merlot rose|??|p|merlot|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
804. W|capella|dos campos nove ilhas|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
805. W|capella|dos campos nove ilhas|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
806. W|capella|dos campos nove ilhas branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
807. W|capella|dos campos pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
808. W|capella|dos campos pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=807
809. W|capella|dos campos sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
810. W|capella|dos campos tinta roriz|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
811. W|capella|dos campos tinta roriz|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=810
812. W|capella|dos campos touriga nacional|??|r|touriga nacional|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
813. W|capella|dos campos touriga nacional|??|r|touriga nacional|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=812
814. W|capella|dos campos verdelho|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
815. W|capella|dos campos verdelho|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=814
816. W|capella|saintandrea vernaccia di san gimignano|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
817. W|capella|sarkt lamba|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
818. W|capella|torrat en oli doliva serra mariola|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
819. W|capellana|macabeo organic|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
820. W|capellana|red tempranillo 13 075 13 8437007174007|??|r|tempranillo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
821. W|capellana|rose tempranillo 12 075 12 8437007174021|??|p|tempranillo|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
822. W|capellana|rose tempranillo|??|p|tempranillo|??|??|2019|12|??|leve|carne vermelha, massas, queijos curados|seco
823. W|capellana|tempranillo organic|??|r|tempranillo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
824. W|capellana|white macabeo 12 075 12 8437007174014|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
825. W|capellanes|crianza 2022 vino tinto pago de los capellanes|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
826. W|capellanes|ribera del duero crianza|es|r|??|ribera del duero|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
827. W|capellanes|ribera del duero doroteo|es|r|??|ribera del duero|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
828. W|capellanes|ribera del duero el nogal|es|r|??|ribera del duero|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
829. W|capellanes|ribera del duero joven|es|r|??|ribera del duero|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
830. W|capellanes|ribera del duero reserva|es|r|??|ribera del duero|??|2021|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
831. W|capellanes|ribera del duero un sueno en las alturas|es|r|??|ribera del duero|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
832. W|capellanes|roble|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
833. W|capellanes|un sueno en las alturas|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
834. W|capellania|blanco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
835. W|capellania|blanco reserva|??|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
836. W|capellania|gran reserva|??|r|??|??|??|2020|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
837. W|capellania|gran reserva viura|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
838. W|capellania|gran reserva viura 2019 97pts pedro ballesteros mw|??|r|??|??|??|2019|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
839. W|capellania|marques de murrieta rioja|es|r|??|rioja|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
840. W|capellania|murrieta|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
841. W|capellania|reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
842. W|capellania|reserva bianco marques de murrieta|??|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
843. W|capellania|reserva bianco marques de murrieta|??|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco|=842
844. W|capellania|reserva magnum|??|r|??|??|??|2019|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
845. W|capellania|rioja blanco capellania|es|w|??|rioja|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
846. W|capellania|rioja reserva blanco|es|w|??|rioja|??|2018|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
847. W|capellania|rioja reserva blanco|es|w|??|rioja|??|2019|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
848. W|capellania|viura|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
849. W|capellaro|collaboration|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
850. W|capellettis|capellettis|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
851. W|capellettis|frescos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
852. W|capelli|dangelo 250gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
853. W|capelli|dangelo 500g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
854. W|capelli|dangelo 500g de cecco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
855. W|capelli|dangelo a nido delverde no 78 200g|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
856. W|capelli|dangelo italiano de cecco no 209 500g|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
857. W|capelli|dangelo nidi italiano 500g divella|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
858. W|capelli|sport disney mickey mouse soccer ball sizes 3 5 officially licensed youth kids futbol|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
859. W|capelli|sport disney minnie mouse kids soccer ball sizes 3 5 officially licensed futbol for boys and girls youth soccer players|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
860. W|capelli|sport fifa world cup qatar 2022 tournament soccer ball souvenir display officially licensed futbol for youth and adult soccer players play bright|??|f|??|??|??|2022|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
861. W|capelli|sport marvel hulk kids soccer ball sizes 3 5 officially licensed futbol for boys and girls youth soccer players|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
862. W|capelli|sport marvel spiderman soccer ball|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
863. W|capelli|sport soccer ball star cubes team soccer ball for outdoor and indoor training|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
864. W|capelli|sport spongebob squarepants kids soccer ball size 5 officially licensed futbol for boys and girls youth soccer players|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
865. W|capellini|capellini|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
866. W|capellini|1 igp 500gm|??|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
867. W|capellini|11 500g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
868. W|capellini|135 mm 500g bio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
869. W|capellini|400grs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
870. W|capellini|500 grs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
871. W|capellini|500g liguori|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
872. W|capellini|500g rustichella|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
