W|vino|gran 120 red blend 1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frizzante col fondo agricolo in un sol bianco 2022 siro merotto|??|s|??|??|??|2022|11.5|??|medio|aperitivos; frutos do mar|??|=695
W|vino|frizzante col fondo agricolo in un sol bianco 2022 siro merotto|??|s|??|??|??|2022|11.5|??|medio|aperitivos; frutos do mar|??|=695
W|vino|frizzante col fondo agricolo igt bele casel 2023|??|s|??|??|??|2023|11.5|igt|medio|aperitivos; frutos do mar|??
W|vino|frizzante col fondo|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frizzante chateau fond de cave rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frizzante chardonnay colibri poderi dal nespoli|??|s|chardonnay|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frizzante biodinamico blanc de blancs sullerba 1701 societa agricola|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frizzante bianco piu costaross|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frizzante bianco 330 slm costadila|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frizzante bianco|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frizzante bianco|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=708
W|vino|frizzante bianchi new age blanco|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frizzante 2021|??|s|??|??|??|2021|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|friendo 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frida kahlo merlot 750cc|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frida kahlo carmenere 750cc|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frida kahlo cabernet sauvignon 750cc|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|freysohler sylvaner botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|freysohler pinot noir reserve botella|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|freysohler pinot noir brise dete botella|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|freysohler gewurztraminer botella|??|w|gewurztraminer|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|freye xarellochardonay blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|freye syrahtempranillo|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|freye syrahsumoll rosado|??|p|syrah|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|freye parelladamuscat blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fresquito vino de pasto blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fresquito tinaja perez barquer|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frescobaldi quaranta altari vin santo del chianti doc cl 75|it|d|??|toscana|chianti|NV|12|doc|encorpado|sobremesas; queijos azuis|??
W|vino|frescobaldi nipozzano chianti rufina riserva docg cl 75 2022|it|r|??|toscana|chianti|2022|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|frescobaldi massovivo vermentino igt cl 75|??|w|vermentino|??|??|NV|12|igt|leve|peixes; saladas; massas leves|??
W|vino|frescobaldi chianti 075|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frescobaldi castiglioni chianti docg cl 75|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|frescobaldi castelgiocondo brunello di montalcino docg cl 75 2019|it|r|??|toscana|montalcino|2019|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|frescobaldi campo ai sassi rosso di montalcino doc cl 75|it|r|??|toscana|montalcino|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|frescobaldi alie rose igt cl 75|??|p|??|??|??|NV|11.5|igt|medio|aperitivos; frutos do mar|??
W|vino|freschello tinto semisweet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce
W|vino|freschello tinto semisweet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce|=734
W|vino|freschello rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|freschello rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=736
W|vino|freschello blanco semisweet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce
W|vino|freschello blanco semisweet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce|=738
W|vino|fresa x 12 botellas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|freixenet seleccion especial sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|freixenet sauvignon blanc espanol|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|freixenet sauvignon blanc espanol|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??|=742
W|vino|freixenet rose espanol|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|freixenet rose espanol|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=744
W|vino|freixenet rosado spanish still wine|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|freixenet pinot grigio garda doc italiano|??|w|pinot grigio|??|??|NV|12|doc|leve|peixes; saladas; massas leves|??
W|vino|freixenet pinot grigio garda doc italiano|??|w|pinot grigio|??|??|NV|12|doc|leve|peixes; saladas; massas leves|??|=747
W|vino|freixenet pinot grigio|??|w|pinot grigio|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|freixenet chianti italiano docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|freixenet chianti italiano docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=750
W|vino|freixenet chianti|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|freixenet cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|freisa dasti bersano doc 1971|??|r|??|??|??|1971|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|freisa barbera 1968|??|r|barbera|??|??|1968|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frattina 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frappato tasca dalmerita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fransola sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|fransola blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fransola 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frankovka feravino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frankovka classic 0 feravino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|francois lurton alka carmenere 750cc|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|franco espanolas 1955|??|r|??|??|??|1955|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|francisco barona|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|francis coppola directors cut zinfandel|??|r|zinfandel|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|francis coppola directors cut zinfandel|??|r|zinfandel|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=766
W|vino|franciacorta docg saten la montina|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|franciacorta docg rose extra brut la montina|??|p|??|??|??|NV|11.5|docg|medio|aperitivos; frutos do mar|extra brut
W|vino|franciacorta docg millesimato brut la montina|??|s|??|??|??|NV|11.5|docg|medio|aperitivos; frutos do mar|brut
W|vino|franciacorta docg extra brut la montina|??|s|??|??|??|NV|11.5|docg|medio|aperitivos; frutos do mar|extra brut
W|vino|frances veuve ambal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances partager tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances partager tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=773
W|vino|frances partager tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=773
W|vino|frances partager rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frances partager rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=776
W|vino|frances partager rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=776
W|vino|frances partager blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances partager blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=779
W|vino|frances partager blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=779
W|vino|frances orca tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances louis latour ardeche chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|frances jp chenet strawberry|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances jp chenet strawberry|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=784
W|vino|frances jp chenet muscat demi sec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec
W|vino|frances jp chenet ice rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frances jp chenet ice rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=787
W|vino|frances jp chenet ice blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances jp chenet ice blanca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances jp chenet grenache cinsault rosado|??|p|grenache|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frances jp chenet cassis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances jp chenet cassis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=792
W|vino|frances je ne soufre plus cotes du rhone tinto|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances j p chenet merlot rose|??|p|merlot|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frances j p chenet merlot rose|??|p|merlot|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=795
W|vino|frances grand marrenon tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances grand marrenon blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances gb languedoc aop tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances gb coteaux cabernet syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances espumoso langlois chateau|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances espumoso jp chenet fizzy rose lata|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frances espumoso ice jp chenet demisec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec
W|vino|frances dubonnet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances cotes de provence rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frances cotes de provence rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=805
W|vino|frances chateau mondesirgazin 80merlot20malbec|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances chateau magnol hautmedoc tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances chateau magnol hautmedoc tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=808
W|vino|frances byg reserva merlot|??|r|merlot|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|frances byg reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|frances byg pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances byg danjou rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|frances byg chateauneuf du pape tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances byg chateau magnol hautmedoc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances borgona louis latour cote nuits villages|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bleu de mer|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bg terrasses des dames margaux tinto 750|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bg terrasses des dames margaux tinto 750|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=818
W|vino|frances bg saintemilion tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bg saintemilion tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=820
W|vino|frances bg reserve sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|frances bg reserve sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??|=822
W|vino|frances bg reserve pinot noir tinto|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bg reserve pinot noir tinto|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=824
W|vino|frances bg reserve merlot tinto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bg reserve merlot tinto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=826
W|vino|frances bg reserve chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|frances bg reserve chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??|=828
W|vino|frances bg reserve cabernet sauvignon tinto 750|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bg reserve cabernet sauvignon tinto 750|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=830
W|vino|frances bg medoc tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bg medoc tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=832
W|vino|frances bg macon villages blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bg macon villages blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=834
W|vino|frances bg heritage no290 tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bg heritage no290 tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=836
W|vino|frances bg graves blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bg graves blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=838
W|vino|frances bg chateauneuf du pape tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bg chateauneuf du pape tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=840
W|vino|frances bg chablis blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bg chablis blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=842
W|vino|frances bg bordeaux tinto|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bg bordeaux tinto|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=844
W|vino|frances bg beaujolais tinto|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|frances bg beaujolais tinto|fr|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=846
W|vino|franc blend x 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fran cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fragolino rosso decordi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fragolino duchessa lia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fragancia de marta rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|fra guerau crianza 2002|??|r|??|??|??|2002|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fra guerau crianza 2001|??|r|??|??|??|2001|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fournier sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|fournier pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|four pack 3 medallas cabernet sauvignon 1875 cc|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fos reserva 2006|??|r|??|??|??|2006|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|fos crianza 2014|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fos blanco 2016|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fos baranda 2007|??|r|??|??|??|2007|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificato porto white astucciato borges|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificato porto tawny astucciato borges|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificato porto ruby astucciato borges|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificato porto riserva white astucciato borges|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificato porto riserva white astucciato borges|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??|=865
W|vino|fortificato porto riserva tawny astucciato borges|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificato porto riserva tawny astucciato borges|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??|=867
W|vino|fortificato porto riserva ruby astucciato borges|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificato porto riserva ruby astucciato borges|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??|=869
W|vino|fortificato porto quinta de carvallas reserve ruby astucciato|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificato e aromatizzato don fa fabio de beaumont|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificado vista alegre oporto fine ruby|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificado vista alegre oporto fine ruby|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=873
W|vino|fortificado valdespino vermouth blend|??|f|??|??|??|NV|17|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificado quevedo porto vintage|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificado quevedo porto tawny|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificado quevedo porto rose|pt|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|fortificado quevedo porto colheita|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificado quevedo porto 40 years old tawny|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificado quevedo porto 30 years white|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificado quevedo porto 20 years old tawny|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificado quevedo porto 10 years white|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificado quevedo porto 10 years tawny|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificado porto valdouro tawny 10 anos|pt|f|??|??|??|NV|20|??|encorpado|sobremesas; queijos azuis|??
W|vino|fortificado pocas oporto tawny|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificado pocas oporto tawny|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=886
W|vino|fortificado pocas oporto blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificado pocas oporto blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=888
W|vino|fortificado palo cortado vors tradicion|??|f|??|??|??|NV|15|??|encorpado|sobremesas; queijos azuis|dry
W|vino|fortificado oporto sandeman tawny 10 years|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificado oporto sandeman tawny|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificado oporto sandeman blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificado oporto blackett twany reserve blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificado oporto blackett extra dry blanco blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|extra dry
W|vino|fortificado oporto blackett 30 anos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificado oporto blackett 20 anos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificado oporto blackett 10 anos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificado oloroso vors tradicion|??|f|??|??|??|NV|15|??|encorpado|sobremesas; queijos azuis|dry
W|vino|fortificado luis perez villamarta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificado luis perez la barajuela palma cortado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificado luis perez la barajuela cortado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortificado luis perez fino caberrubia nv saca viii|??|f|??|??|??|NV|15|??|encorpado|sobremesas; queijos azuis|dry
W|vino|fortificado luis perez fino caberrubia nv saca vi|??|f|??|??|??|NV|15|??|encorpado|sobremesas; queijos azuis|dry
W|vino|fortificado fino tradicion|??|f|??|??|??|NV|15|??|encorpado|sobremesas; queijos azuis|dry
W|vino|fortificado amontillado vors tradicion|??|f|??|??|??|NV|15|??|encorpado|sobremesas; queijos azuis|dry
W|vino|fortant terroir littoral cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortant terroir litoral cabernet sauvignon x|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortant terroir daltitude malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortant terroir daltitude malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=909
W|vino|fortant terroir daltitude malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=909
W|vino|fortant terroir daltitude cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fortant grenache rose littoral|??|p|grenache|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|fortant grenache rose littoral|??|p|grenache|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=913
W|vino|fortant granache rose x|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|fortant de france sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|fortant de france grenache rose|fr|p|grenache|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|forster ungeheuer trocken blan|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|forster pechst spatl trocke bl|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|formiga de vellut|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|formiga de seda blanco b3|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|forajidos patagonian blend 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|forajidos pacific blend 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|forajidos andes blend 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fontanafredda dolcetto 075|??|r|dolcetto|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce
W|vino|fontanafredda barolo serralunga 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fontanafredda barolo di serralunga dalba 1990|??|r|??|??|??|1990|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fontanafredda barbera 075|??|r|barbera|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|fontana sweet red wine|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce
W|vino|fontana sweet red medium|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce
W|vino|fontana sweet red 95 alc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce
