W|glen|scotia festival release 543 c6|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18 year old speyside scotland 46 vol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=682
W|glenallachie|18 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=684
W|glenallachie|18 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=684
W|glenallachie|18 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=684
W|glenallachie|18 years old new box design 46|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18 years old 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18 years old speyside single malt 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18 yo speyside single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18yo 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18yo 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=694
W|glenallachie|18yo 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=694
W|glenallachie|18yo 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=694
W|glenallachie|18yo 46 kartonik new|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18yo speyside single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18yr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|19 year old cask 1409 oloroso sherry hogshead speyside scotland 552 vol|??|f|??|??|??|2005|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|559 cask 010296|??|r|??|??|??|1978|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|32yo 516cask 5585 px puncheon batch 4|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|516 cask 5585|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|581 cask 100049|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|581 cask 100049 batch 1|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|single cask rioja barrique|es|r|??|rioja|rioja|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|19892018 28 year old batch 1 101217|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|19892018 29 year old bottled for europe batch 1 100049|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18 year old cask 2515|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|18 year old cask 2517|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|28 years|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|35 years batch 2 502 incl free sample|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|449 cask 2515|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|541 cask 1468|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|546 cask 2517|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|19902018 28 year old single cask for europe batch 1 1468|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|19922016 23 year old authentic collection cadenheads 472|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|19922018 25 year old single cask cadenheads 56|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|19922018 25 year old single cask cadenheads 587|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|cg 17 years greedy angels 1st edition|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|19962020 23 year old cask strength collection signatory vintage 5268|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20042020 16 year old px puncheon 4457|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|14 ar 577 cask 4561 batch 3 europa|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|14 years old oloroso puncheon cask no 4561 577 cs specially selected for europe batch 3|??|f|??|??|??|2005|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|12 ar 614 cask 27977 batch 1|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 ar 614 cask 936|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 ars 614 cask 936 flasket oktober|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|13 year old px hogshead cask 6590|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|13 yo px puncheon batch 2 for europe|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|14 ar cask 1845 601 batch 3 europa|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|14 years 6608 px hogshead 604 batch 3 for denmark|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|15 years old 613 cask 867 tawny pipe batch 4|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|15 years old tawny port pipe cask no 867 613 cs specially selected for europe batch 4|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|15 years ruby port pipe cask no 1841 611 cs specially selected for europe batch 4|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|15years old 611 cask 1841 ruby pipe batch 4|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|16 years old oloroso puncheon cask no 1408 598 specially selected for europe batch 5|??|f|??|??|??|2006|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|17 years old cask no 6597 px sherry hogshead hogshead 593|??|f|??|??|??|2006|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|598 cask 1408|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|611 cask 1841|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|613 cask 867|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|614 cask 936|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|c6608 px hogshead 14 yo 604 batch 3|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|cask 140816yooloroso puncheon598 batch 5|??|f|??|??|??|2006|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|cask 4522 px puncheon 608 batch 2|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20062018 single cask for europe batch 1 px puncheon 936|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20062023 17 year old px sherry hogshead 6597|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|12 ars moscatel barrel 638 batch 2|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 ars red wine barrel 599 batch 2|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 years old maderia hogshead cask no 3783 609 cs specially selected for denmark batch 1|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 years old moscatel barrel cask no 4050 638 cs specially selected for denmark batch 2|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 years old red wine barrell cask no 4632 599 cs specially selected for denmark batch 2|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|15 ar 588 px puncheon cask 804408|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|15 jaar cask 800467|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|15 years old px puncheon cask no 800467 583 specially selected for europe batch 5|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|15 years px puncheon european batch 6 804408 588 cs|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|583 cask 800467|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|583 mp cask 800184|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|588 cask 804408|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|batch 1 for dk 12 year old madeira cask 3783|??|f|??|??|??|2007|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|cask 1860 port pipe587 batch 2|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|cask 80046715yopx puncheon583 batch 5|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|px single cask|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|px single cask gwa|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|single cask for switzerland|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20072019 12 year old single cask for europe batch 2 4573|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20072022 14 year old pedro ximenez sherry puncheon 804406|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|10 years old marsala hogshead batch 1 bottled for denmark 576 cs|??|f|??|??|??|2008|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|10 years old moscatel hogshead batch 1 bottled for denmark 557 cs|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|11 ars chinquapin barrel 558 batch 2|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|11 ars sauternes barrel 559 batch 2|??|d|??|??|sauternes|2008|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|glenallachie|11 ars single cask px hogshead 555|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|11 years old rioja red wine barrel batch 1 bottled for denmark 561 cs|es|r|??|rioja|rioja|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 ar 56 cask 6871|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 ar chinquapin 56 batch 3 europe|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 ars single cask madeira barrel 581|??|f|??|??|??|2008|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|12 years 1851 marsala barrique 571 batch 3 for denmark|??|f|??|??|??|2008|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|12 years old maderia barrel cask no 3801 581 cs specially selected for denmark batch 2|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12yo 629 1fill sherry signatory|??|f|??|??|??|2008|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|13 years old moscatel barrique cask no 414 566 specially selected for europa batch 5|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|13 yo 566 cask 6897 chinquapin batch 4|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|14 jaar cask 1852|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|16 jaar cask 6523|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|16 years old px hogshead 6523 502 specially selected for europe batch 8|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|16 yo 502 vol px hogshead|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|502 cask 6523|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|548 cask 569|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|566 cask 414|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|574 cask 6912|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|581 cask 6914|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|9 ar cask 569 port pipe batch 1|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|9 ars speyside single cask nr 569 548|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|batch 1 for dk 10 year old marsala hogshead cask 581|??|f|??|??|??|2008|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|batch 1 for dk 10 year old moscatel hogshead cask 407|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|batch 1 for dk 11 year old rioja red wine cask 4418|es|r|??|rioja|rioja|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|c1851 marsala barrique 12y0 571 batch 3|??|f|??|??|??|2008|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|c2583 13yoruby port 552 batch 4|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|cask 3601 11yo sauternes barrel 559 nyhed|??|d|??|??|sauternes|2008|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|glenallachie|cask 41413yomoscatel barrel566 batch 5|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|moscatel barique cask strength speyside single malt|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20082021 13 year old oloroso puncheon 5034|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|20082022 14 year old px puncheon 570|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|10 ars premier cru classe 60 batch 2|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|11 years 4843 grattamacco 615 batch 3 for denmark|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 year old signatory cask strength collection cask no 900855|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 years old premier cru classe cask no 1040 specially selected for denmark batch 4 591 cs|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12yr px puncheon cask impex exclusive|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|13 ar 564 px hogshead cask 804957|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|13 years old px hogshead cask cask no 804956 specially selected for denmark batch 4 561 cs|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|13 years px hogshead cask no 804957 564 cs batch 5|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|14 ar 595 sauternes barrel cask 3717|??|d|??|??|sauternes|2009|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|glenallachie|14 eves single cask sauternes 07 pdd 595|??|d|??|??|sauternes|2009|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|glenallachie|14 jaar cask 3717|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|14 years old sauternes barrique cask no 3717 595 cs specially selected for europe batch 6|??|d|??|??|sauternes|2009|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|glenallachie|14 years px puncheon 804307 603 cs europe batch 7|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|14yo|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|15 jaar cask 3721|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|15 years old sauternes hogshead 3721 579 specially selected for europe batch 8|??|d|??|??|sauternes|2009|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|glenallachie|15 yo 579 vol sauternes hogsea|??|d|??|??|sauternes|2009|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|glenallachie|579 cask 3721 kartonik|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|589 mp cask 3714|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|595 cask 3717 kartonik|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|603 cask 804307 kartonik|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|batch 4 premiere cru 591 c1040 12yo|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|c4843 grattamacco 11yo 615 batch 3|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|c804956 13yo px cask 561 batch 4|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|c804973 13yo oloroso cask 579 batch 4|??|f|??|??|??|2009|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|cask 1050 10yo premiere cru classe 60|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|sauternes barique cask strength speyside single malt|??|d|??|??|sauternes|2009|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|glenallachie|single cask 14yo 579|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20092024 14 year old px puncheon 804302|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20092024 14 year old single cask for europe batch 7 804307|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20092024 14 years old px puncheon 804032 571|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 year old chinquapin cask barrel 4553|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 years old napa valley wine barrel cask no 4601 606 specially selected for europe batch 5|us|r|??|california|napa valley|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12yo napa valley wine barrel batch 5 606|us|r|??|california|napa valley|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|13 ar 608 oloroso puncheon cask 800652|??|f|??|??|??|2010|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|13 years oloroso puncheon cask no 800652 608 cs batch 5|??|f|??|??|??|2010|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|13 yo oloroso puncheon|??|f|??|??|??|2010|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|13yo 62 c800652 olorosso puncheon batch 5|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|14 year old single cask|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|460112yo napa valley606 batch 5|us|r|??|california|napa valley|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|606 cask 4601|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|chinquapin single cask|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|single cask 4614 chinquapin|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20102021 madeira barrique handfilled at the distillery 3804|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|11 ar 582 port pipe cask cask 7445|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|11 ar oloroso puncheon cask 801089 623|??|f|??|??|??|2011|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|11 jaar cask 7445|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|11 jaar cask 801089|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|11 years old ruby port pipe cask no 7448 586 specially selected for europe batch 5|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|11 years oloroso puncheon european batch 6 801089 623 cs|??|f|??|??|??|2011|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|11 years port pipe european batch 6 7445 582 cs|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|11 years tawny port hogshead cask no 7822 535 cs batch 5|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|11yo 582 c7445 ruby port pipe batch 6|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|11yo oloroso puncheon c801089 623|??|f|??|??|??|2011|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|11yo port pibe c7445 582|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 year old single cask|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 year old the octave duncan taylor|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|582 cask 7445|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|586 cask 7448|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|613 cask 800193|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|623 cask 801089|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|brut de fut 577 oloroso puncheron|??|f|??|??|??|2011|20|??|encorpado|queijos, sobremesas, chocolate|brut
W|glenallachie|cask 744811yoport pipe586 batch 5|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20112023 px puncheon specially selected for the netherlands 807022|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20112024 12 year old single cask px puncheon 807013|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20112024 13 year old oloroso puncheon bottled for germany 800924|de|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|20112025 14 yo oloroso sherry cask 1417|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|11 years moscatel hogshead 2930 624 cs europe batch 7|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 year px hogshead cask 3936 hi proof store pick 61 alc|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 years px puncheon 9483 592 exclusively for denmark|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|12 yo px puncheon 592 vol|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|cuvee cask finish|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|624 cask 2930|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|9 eves cuvee cask finish 07 48|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|9yo alambic classique sherry butt 642|??|f|??|??|??|2012|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glenallachie|vintage cuvee wine cask finish 48|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|wine cask finish|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20122022 cuvee cask finish 9 ani|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20122022 cuvee wine cask f|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20122023 10y px moscatel und ruby port 549|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20122023 cuvee cask finish 10 ani|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20122023 cuvee cask finish 48|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glenallachie|20122023 cuvee wine cask f|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
