W|valdespino|la especial miraflores 2016|es|f|palomino|andalucia|??|2016|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valdecuevas|alium tinto 2020 do castilla y leon|es|r|??|rueda|??|2020|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|valdecuevas|alium tinto 2020 do castilla y leon|es|r|??|rueda|??|2020|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco|=699
W|valdecuevas|alium 2022 do castilla y leon|es|r|??|rueda|??|2022|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|valdecuevas|alium 2022 do castilla y leon|es|r|??|rueda|??|2022|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco|=701
W|valdecuevas|alium|es|r|??|rueda|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|valdecuevas|alium|es|r|??|rueda|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco|=703
W|valdecuevas|alium|es|r|??|rueda|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco|=703
W|valdecuevas|724 viognier verdejo 2022|es|w|verdejo|rueda|??|2022|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|valdecuevas|724 viognier verdejo 2022|es|w|verdejo|rueda|??|2022|12.5|DO|leve|peixes, frutos do mar, saladas|seco|=706
W|valdecuevas|724 viognier|es|w|viognier|rueda|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|valdecuevas|724 viognier|es|w|viognier|rueda|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco|=708
W|valdecuevas|2021 sauvignon blanc rueda spain|es|w|sauvignon blanc|rueda|??|2021|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|valdecorzo|joven|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valdechuecas|vinedo singular vinedos el pacto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valdechuecas|vinedo singular 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valdecastrillo|tinto alfredo maestro 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valdecamellas|finca el carpio crianza 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valdebodega|roble 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ondarre|valdebaron bodegas ondarre rioja spain|es|r|??|rioja|??|NV|13.5|DOCa|medio|carnes vermelhas, massas, queijos curados|seco
W|valdebaron|blanco rioja|es|w|??|rioja|??|NV|12.5|DOCa|leve|peixes, frutos do mar, saladas|seco
W|valdebaron||??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valdeazor|tinto|es|r|??|valdepenas|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|valdeazor|tempranillosyrah|es|r|tempranillo|valdepenas|??|NV|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valdeazor|tempranillo|es|r|tempranillo|valdepenas|??|NV|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valdeazor|rosado|es|p|??|valdepenas|??|NV|12.5|DO|leve|saladas, sushi, petiscos|seco
W|valdeazor|merlot|es|r|merlot|valdepenas|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|valdeazor|maxima tempranillo de espana 2023|es|r|tempranillo|valdepenas|??|2023|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valdeazor|maxima merlot 2023|es|r|merlot|valdepenas|??|2023|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|valdeazor|maxima do valdepenas tempranillo 2023|es|r|tempranillo|valdepenas|??|2023|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valdeazor|maxima bobal rosado 2023|es|p|??|valdepenas|??|2023|12.5|DO|leve|saladas, sushi, petiscos|seco
W|valdeazor|coleccion reserva 2019|es|r|??|valdepenas|??|2019|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|valdeazor|coleccion gran reserva 2018|es|r|??|valdepenas|??|2018|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|valdeazor|coleccion crianza|es|r|??|valdepenas|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|valdeazor|chardonnay|es|w|chardonnay|valdepenas|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|valdeazor|cabernet sauvignon|es|r|cabernet sauvignon|valdepenas|??|NV|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valdeazor|blanco|es|w|??|valdepenas|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|valdeazor|airen|es|w|??|valdepenas|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|valde|lacierva reserva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valdaya|tinto 2019|es|r|??|ribera del duero|??|2019|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valdaya|ribera del duero 2019|es|r|??|ribera del duero|??|2019|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valdaya|ribera del duero|es|r|??|ribera del duero|??|NV|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
S|=650
W|valdaya|el valiente ribera del duero|es|r|??|ribera del duero|??|NV|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valdaya|el valiente 2022|es|r|??|ribera del duero|??|2022|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valdaya|do|es|r|??|ribera del duero|??|NV|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valdaya|2023|es|r|??|ribera del duero|??|2023|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valdaya|2021|es|r|??|ribera del duero|??|2021|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valdaya|2021|es|r|??|ribera del duero|??|2021|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco|=745
W|valdaya|2019|es|r|??|ribera del duero|??|2019|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valdaya|2019|es|r|??|ribera del duero|??|2019|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco|=747
S|=650
W|valdauga|2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valdarno|superiore chianti docg 2021|it|r|??|toscana|??|2021|13.5|DOCG|medio|carnes vermelhas, massas, queijos curados|seco
W|valdarno|di sopra doc sangiovese riserva sarrocchino 2018 tenuta scrafana|it|r|??|toscana|??|2018|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|valdarno|di sopra doc polissena il borro|it|r|??|toscana|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|valdarno|di sopra doc polissena il borro|it|r|??|toscana|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco|=753
W|valdarno|di sopra doc petruna sangiovese in anfora il borro|it|r|??|toscana|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|valdarno|di sopra doc petruna sangiovese in anfora il borro|it|r|??|toscana|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco|=755
W|valdarno|di sopra doc merlot riserva pugnacoda 2018 tenuta scrafana|it|r|merlot|toscana|??|2018|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|valdarante|reserva blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|valdangius|montefalco sagrantino fortunato 2018|it|r|sagrantino|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valdamor|albarino|??|w|albarino|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|valdamor|albarino|??|w|albarino|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=760
W|valdamor|2023 1 botella de|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valdafoz|2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valdafoz|2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=763
W|valdafoz|2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=763
W|torresella|valdadige torresella pinot grigio|it|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|albino armani|valdadige terradeiforti pinot grigio doc colle ara 2023 albino armani|it|w|pinot grigio|??|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|albino armani|valdadige terradeiforti pinot grigio doc colle ara 2023 albino armani|it|w|pinot grigio|??|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco|=767
W|albino armani|valdadige terradeiforti pinot grigio doc colle ara 2023 albino armani|it|w|pinot grigio|??|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco|=767
W|bolla|valdadige doc retro pinot grigio bolla|it|w|pinot grigio|??|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|corner|valdabbiadene docg corner prosecco|it|s|glera|??|??|NV|12|DOCG|leve|aperitivos, frutos do mar, canapes|brut
W|valda|soave classico|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valda|sengialta soave|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valcros|banyuls 05 liter|fr|f|palomino|banyuls|??|NV|20|AOC|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|valcorso|monastrell|??|r|monastrell|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
S|=650
X|=226
W|valckenberg|weisser burgunder 2023|de|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|spatburgunder trocken 2023|de|r|??|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valckenberg|spatburgunder rose semidry 2023|de|p|??|??|??|2023|12.5|??|leve|saladas, sushi, petiscos|seco
W|valckenberg|sparkling dry riesling|de|w|riesling|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|valckenberg|sparkling dry riesling|de|w|riesling|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut|=781
W|valckenberg|sauvignon blanc 2023|de|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|sauvignon blanc 2022|de|w|sauvignon blanc|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|riesling semisweet 2023|de|w|riesling|??|??|2023|10.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|valckenberg|riesling rheinhessen germany 2022|de|w|riesling|rheinhessen|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|riesling dry trocken 2023|de|w|riesling|??|??|2023|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|riesling 23|de|w|riesling|??|??|23|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|riesling 2023|de|w|riesling|??|??|2023|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|riesling|de|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|pinot noir pfluger buntsandstein 2023|de|r|pinot noir|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valckenberg|pinot blanc 2021|de|w|pinot blanc|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|pfalz riesling dry trocken|de|w|riesling|pfalz|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|grauer burgunder trocken 2023|de|w|??|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valckenberg|gewurztraminer 23|de|w|gewurztraminer|??|??|23|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|gewurztraminer 2023|de|w|gewurztraminer|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|gewurztraminer 2022|de|w|gewurztraminer|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|gewurztraminer|de|w|gewurztraminer|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|gewurztraminer|de|w|gewurztraminer|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=798
W|valckenberg|gewurztraminer|de|w|gewurztraminer|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=798
W|valckenberg|gewurztaminer semisweet 2023|de|w|??|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|valckenberg|gewurtraminer|de|w|gewurtraminer|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|valckenberg|dornfelder sweet 2023|de|r|??|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valckenberg|dornfelder red|de|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valckenberg|dornfelder red|de|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=804
W|valckenberg|dornfelder dry 2023|de|r|??|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valckenberg|dornfelder 24|de|r|??|??|??|24|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valckenberg|dornfelder 2024|de|r|??|??|??|2024|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valckenberg|dornfelder 2022|de|r|??|??|??|2022|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valckenberg|dornfelder|de|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valckenberg|dornfelder|de|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=810
W|valckenberg|dornfelder|de|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=810
W|valckenberg|2024 dornfelder|de|r|??|??|??|2024|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valckenberg|2021 prinz salm two princes riesling|de|w|riesling|??|??|2021|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|valcheta|malbec nv|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valche|monastrell|??|r|monastrell|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valche|2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|alice bonaccorsi|valcerasa etna bianco|it|w|??|etna|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|alice bonaccorsi|valcerasa alice bonaccorsi rossorelativo 2020|it|r|??|etna|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|alice bonaccorsi|valcerasa alice bonaccorsi noir 2018|it|r|??|etna|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|alice bonaccorsi|valcerasa alice bonaccorsi etnarosso 2018|it|r|??|etna|??|2018|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa santos lima|valcatrina white blend 2024|pt|w|??|alentejo|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|casa santos lima|valcatrina tinto casa santos lima 2020|pt|r|??|alentejo|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|casa santos lima|valcatrina tinto casa santos lima 2020|pt|r|??|alentejo|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=823
W|casa santos lima|valcatrina rose 2023|pt|p|??|alentejo|??|2023|12.5|??|leve|saladas, sushi, petiscos|seco
W|casa santos lima|valcatrina rose 2023|pt|p|??|alentejo|??|2023|12.5|??|leve|saladas, sushi, petiscos|seco|=825
W|casa santos lima|valcatrina red alentejo 2022 casa santos lima|pt|r|??|alentejo|??|2022|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|casa santos lima|valcatrina red 2022|pt|r|??|alentejo|??|2022|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|gulfi|valcanzjria gulfi sicilie witte wijn|it|w|??|sicilia|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|gulfi|valcanzjria gulfi|it|w|??|sicilia|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|gulfi|valcanzjria|it|w|??|sicilia|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|gulfi|valcanzjria|it|w|??|sicilia|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=831
W|valcanzjri|terre siciliane igt 2020|it|r|??|sicilia|??|2020|13.5|IGT|medio|carnes vermelhas, massas, queijos curados|seco
W|bodegas piqueras|valcanto syrah 2018|es|r|syrah|almansa|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|bodegas piqueras|valcanto syrah|es|r|syrah|almansa|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|bodegas piqueras|valcanto syrah|es|r|syrah|almansa|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco|=835
W|bodegas piqueras|valcanto monastrell pure expression do almansa bodegas piqueras|es|r|monastrell|almansa|??|NV|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|bodegas piqueras|valcanto monastrell|es|r|monastrell|almansa|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|bodegas piqueras|valcanto monastrell|es|r|monastrell|almansa|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco|=838
W|bodegas piqueras|valcanto cabernet sauvignon|es|r|cabernet sauvignon|almansa|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|bodegas piqueras|valcanto cabernet sauvignon|es|r|cabernet sauvignon|almansa|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco|=840
W|valcaliente|reserva blanco 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|medolago albani|valcalepio doc rosso medolago albani|it|r|??|valcalepio|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
X|=226
X|=226
W|valbuxan|tinto|es|r|??|galicia|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valbuxan|2020|es|r|??|galicia|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valbusenda|vivo tinta de toro do toro 2011|es|r|??|toro|??|2011|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valbusenda|vivo tinta de toro do toro 2011|es|r|??|toro|??|2011|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco|=848
W|valbusenda|cepas viejas tinta de toro do toro 2012|es|r|??|toro|??|2012|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valbusenda|cepas viejas tinta de toro do toro 2012|es|r|??|toro|??|2012|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco|=850
W|valbusenda|abios tinta de toro do toro 2018|es|r|??|toro|??|2018|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|valbusenda|abios tinta de toro do toro 2018|es|r|??|toro|??|2018|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco|=852
W|valbuins|sauvignon blanc 2023|pt|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|valbuins|sauvignon blanc 2022|pt|w|sauvignon blanc|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|valbuins|sauvignon 2024 livon|pt|w|??|??|??|2024|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|valbuins|sauvignon 2022 livon|pt|w|??|??|??|2022|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena|it|r|??|sicilia|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena|it|r|??|sicilia|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco|=858
W|vega sicilia|valbuena no5|it|r|??|sicilia|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena n5 ribera del duero 2020|es|r|??|ribera del duero|??|2020|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena magnum 2021|it|r|??|sicilia|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena de duero verdejo 00 win|??|w|verdejo|??|??|NV|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
W|vega sicilia|valbuena de duero tempranillo 00 win|??|r|tempranillo|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena de duero sparkling white wine|??|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|vega sicilia|valbuena bodegas|es|r|??|ribera del duero|??|2019|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5oano tinto 2020|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o|es|r|??|ribera del duero|??|NV|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o|it|r|??|sicilia|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o|it|r|??|sicilia|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o|it|r|??|sicilia|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco|=870
W|vega sicilia|valbuena 5o ano|it|r|??|sicilia|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o ano|it|r|??|sicilia|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o ano|it|r|??|sicilia|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o ano|it|r|??|sicilia|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o ano v sicilia|it|r|??|sicilia|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o ano reserva|??|r|??|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o ano magnum|??|r|??|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
X|=226
W|vega sicilia|valbuena 5o ano 2020 magnum|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o ano 2019|it|r|??|sicilia|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o ano 2018 magnum|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o ano 2018|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o ano 2017 magnum|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o ano 2015 magnum|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o ano|??|r|??|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o 2020 ribera del duero|es|r|??|ribera del duero|??|2020|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o 2020|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o 2019|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o 2017|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o 2016|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o 2013|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5o|??|r|??|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5|it|r|??|sicilia|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5|it|r|??|sicilia|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5|it|r|??|sicilia|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5|it|r|??|sicilia|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5|it|r|??|sicilia|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5|it|r|??|sicilia|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5 ribera del duero do bodegas|es|r|??|ribera del duero|??|NV|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5 ribera del duero do bodegas|es|r|??|ribera del duero|??|NV|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco|=900
W|vega sicilia|valbuena 5 ribera del duero 2018 vegasicilia|es|r|??|ribera del duero|??|2018|13.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5 collectors case|??|r|??|??|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5 anos reserva|it|r|??|sicilia|??|NV|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5 anos 2020|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5 ano 2018|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5 ano 2018|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco|=906
W|vega sicilia|valbuena 5 a ano 2016|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5 2021|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5 2020|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5 2019|it|r|??|sicilia|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5 2018|it|r|??|sicilia|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5 2018|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
W|vega sicilia|valbuena 5 2013|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos curados|seco
