W|vino|espumoso prospritz cinzano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cremant de bordeaux rose brut|fr|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso couly dutheil brut de franc majy rose brut|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso couly dutheil brut de franc majy blanc brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso corona del valle blanc de blancs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso coolwine prosecco|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso coolwine prosecco|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=694
W|vino|espumoso cool wine vino blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cooks brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso concerto lambrusco reggiano doc medici ermete|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso colibri rosado queretaro mexico|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso codorniu semiseco botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso codorniu rose botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso codorniu rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso codorniu gran plus ultra brut nature rva|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso codorniu extra brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
W|vino|espumoso codorniu extra brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut|=704
W|vino|espumoso codorniu demisec botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec
W|vino|espumoso codorniu clasico semiseco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso codorniu clasico rose botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso codorniu brut clasic|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso codorniu brut botella|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso codorniu brut botella|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=710
W|vino|espumoso codorniu ars collecta black reservado botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cocchi bianc d bianc sparkling brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso clos ibai que rule|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso clos de tres cantos brut nature|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso cleebourg cremant dalsace revelation de clerotstein brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso cleebourg cremant dalsace auxerrois brut magnum|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso cleebourg cremant dalsace auxerrois brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso claudia moreno|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cinzano to spritz dry|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|dry
W|vino|espumoso cinzano to spritz botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cinzano to spirtz dry|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|dry
W|vino|espumoso cinzano to spirits|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cinzano spritz|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cinzano prospritz|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cinzano prospritz|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=725
W|vino|espumoso cinzano prospritz|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=725
W|vino|espumoso cinzano proseco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cinzano prosecco italia|it|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso cinzano prosecco dry|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|dry
W|vino|espumoso cinzano prosecco 75o ml|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso cinzano pro spritz|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cinzano asti italia|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cinzano asti 75o ml|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cinzano asti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cinzano asti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=735
W|vino|espumoso cinzano asti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=735
W|vino|espumoso chuva de prata gar|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso chuva de prata bot|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso chateau la coste bulle de la coste rose vin mousseux extra brut|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
W|vino|espumoso chateau de nages nages effervescent extra brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
W|vino|espumoso chateau cazeau|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso chateau cazeau|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=742
W|vino|espumoso charles heidsieck rose reserve blend|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso charles heidsieck brut reserve magnum blend|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso charles heidsieck brut reserve blend|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso charles heidsieck brut millesime blend|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso charles heidsieck blanc des millenaires chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|espumoso charles heidsieck blanc de blancs chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|espumoso chardonay brut 750|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso chardonay brut 750|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=750
W|vino|espumoso chandon sec delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso chandon rose mini|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso chandon rose botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso chandon rose botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=754
W|vino|espumoso chandon rose 750|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso chandon rose 750|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=756
W|vino|espumoso chandon rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso chandon rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=758
W|vino|espumoso chandon rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=758
W|vino|espumoso chandon rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=758
W|vino|espumoso chandon rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=758
W|vino|espumoso chandon rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=758
W|vino|espumoso chandon rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=758
W|vino|espumoso chandon rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=758
W|vino|espumoso chandon rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=758
W|vino|espumoso chandon rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=758
W|vino|espumoso chandon rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=758
W|vino|espumoso chandon rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=758
W|vino|espumoso chandon rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=758
W|vino|espumoso chandon picolo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso chandon extrabrut botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso chandon extra brut rose piba|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
X
W|vino|espumoso chandon extra brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
W|vino|espumoso chandon extra brut piba|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
W|vino|espumoso chandon extra brut piba|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut|=776
W|vino|espumoso chandon extra brut mas chandon extra brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
W|vino|espumoso chandon extra brut gratis piba|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
X
W|vino|espumoso chandon extra brut botella|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
W|vino|espumoso chandon extra brut botella|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut|=781
W|vino|espumoso chandon extra brut 750|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
W|vino|espumoso chandon extra brut 750|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut|=783
W|vino|espumoso chandon extra brut 1500|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
W|vino|espumoso chandon extra brut 1500|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut|=785
W|vino|espumoso chandon extra brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut
W|vino|espumoso chandon extra brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut|=787
W|vino|espumoso chandon extra brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut|=787
W|vino|espumoso chandon extra brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut|=787
W|vino|espumoso chandon extra brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut|=787
W|vino|espumoso chandon extra brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|extra brut|=787
W|vino|espumoso chandon demisec botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec
W|vino|espumoso chandon demi sec delice botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec
W|vino|espumoso chandon demi sec bco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec
W|vino|espumoso chandon demi sec 750|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec
W|vino|espumoso chandon demi sec 750|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec|=796
W|vino|espumoso chandon demi sec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec
W|vino|espumoso chandon demi sec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|demi-sec|=798
W|vino|espumoso chandon delice rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso chandon delice mini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso chandon delice botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso chandon delice botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=802
W|vino|espumoso chandon delice 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso chandon delice 750|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso chandon delice 750|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=805
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=807
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=807
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=807
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=807
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=807
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=807
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=807
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=807
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=807
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=807
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=807
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=807
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=807
W|vino|espumoso chandon delice|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=807
W|vino|espumoso chandon brut rose piba|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso chandon brut rose botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso chandon brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso chandon brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=824
W|vino|espumoso chandon brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=824
W|vino|espumoso chandon brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=824
W|vino|espumoso chandon brut nature botella|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso chandon brut nature 750|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso chandon brut nature 750|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature|=829
W|vino|espumoso chandon brut nature|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso chandon brut mini|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=833
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=833
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=833
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=833
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=833
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=833
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=833
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=833
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=833
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=833
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=833
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=833
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=833
W|vino|espumoso chandon brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=833
W|vino|espumoso champrule brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso champin fresa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso champin chicle|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso champbrule brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso champbrule brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=851
W|vino|espumoso champbrule brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=851
W|vino|espumoso champbrule|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso champbrule|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=854
W|vino|espumoso champagne louis roederer cristal|fr|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso champagne duval leroy brut reserve aoc francia|fr|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso champagne devaux augusta|fr|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso champagne charles legend royal rose francia|fr|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso champagne charles legend royal brut francia|fr|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso champagne charles legend brut rose magnum francia|fr|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso champagne charles legend brut rose francia|fr|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso champagne charles legend brut premier francia|fr|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso champagne charles legend blanc de blancs magnum francia|fr|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso champagne charles legend blanc de blancs francia|fr|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso champagne charles heidsieck rose reserve francia|fr|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso champagne charles heidsieck brut reserve magnum francia|fr|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso champagne charles heidsieck brut reserve francia|fr|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso champagne charles heidsieck brut millesime 2013 francia|fr|s|??|??|??|2013|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso champagne charles heidsieck blanc de blancs francia|fr|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso champagne aoc brut reserve duval leroy francia|fr|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso chambrulet brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso cavit lunetta prosecco doc|??|s|glera|??|??|NV|11.5|doc|medio|aperitivos; frutos do mar|??
W|vino|espumoso cavit lunetta prosecco|??|s|glera|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso caviro tavernello lambrusco blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cavicchioli 1928 prosecco|??|s|glera|??|??|1928|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso cavicchioli 1928 prosecco|??|s|glera|??|??|1928|11.5|??|medio|aperitivos; frutos do mar|??|=876
W|vino|espumoso cavicchioli 1928 prosecco|??|s|glera|??|??|1928|11.5|??|medio|aperitivos; frutos do mar|??|=876
W|vino|espumoso cavicchioli|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso cava vilarnau reserva brut nature|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso cava vilarnau demisec|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|demi-sec
W|vino|espumoso cava vilarnau demisec|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|demi-sec|=881
W|vino|espumoso cava vilarnau brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso cava vilarnau brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=883
W|vino|espumoso cava vilarnau brut rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=883
W|vino|espumoso cava vilarnau brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso cava vilarnau brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=886
W|vino|espumoso cava vilarnau brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=886
W|vino|espumoso cava tutumba|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso cava sutra|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso cava sutra|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=890
W|vino|espumoso cava rose juve camps essential|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso cava ribeauville cremant de alsace pinot noir|fr|s|pinot noir|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso cava quintanilla espumoso nicole|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso cava marques de moja semi seco|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso cava marques de moja brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso cava marques de grinon rose brut organico espana|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso cava juve camps essential purpura reserva|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|??
W|vino|espumoso cava juve camps brut nature|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso cava jaume serra semi seco|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso cava jaume serra brut nature reserva|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso cava jaume serra brut nature piba|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso cava jaume serra brut nature|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso cava gran juve camps gran reserva|??|s|??|??|??|NV|11.5|gran reserva|medio|aperitivos; frutos do mar|??
W|vino|espumoso cava gran juve camps gran reserva|??|s|??|??|??|NV|11.5|gran reserva|medio|aperitivos; frutos do mar|??|=904
W|vino|espumoso cava gran juve camps gran reserva|??|s|??|??|??|NV|11.5|gran reserva|medio|aperitivos; frutos do mar|??|=904
W|vino|espumoso cava freixenet cordon negro brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso cava freixenet cordon negro brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=907
W|vino|espumoso cava familia oliveda brut botella|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso cava don ramon premium fincas cataluna espana|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso cava anna codorniu blanc de blancs reserva brut|??|s|??|??|??|NV|11.5|reserva|medio|aperitivos; frutos do mar|brut
W|vino|espumoso cava 57 vino q espumoso segunda edicion|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso cava 57 palomas semi|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso cava 57 palomas semi|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??|=913
W|vino|espumoso cava 57 palomas brut nature|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut nature
W|vino|espumoso cava 57 palomas brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso cava 57 palomas brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=916
W|vino|espumoso cattin sauvage cremant dalsace|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso castell sant antoni jazz nature blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|espumoso castel gold cuvee blanche brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso castel gold cuvee blanche brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=920
W|vino|espumoso casta toxico rojo pet nat|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|espumoso casillero sparkling wine brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
W|vino|espumoso casillero sparkling wine brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut|=923
W|vino|espumoso casillero del diablo devils collection sparkling brut|??|s|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|brut
