W|gh|mumm champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|ghislain|kohut elegant pinot noir fran cote de nuits|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislain|kohut en mormain marsannay blanc|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ghislain|kohut fixin pinot noir|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislain|kohut marsannay blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ghislain|kohut marsannay rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislain|kohut marsannay rouge les geneliers|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislain|kohut marsanny blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ghislain|kohut meix de la poulotte bourgogne aligote la doyenne des clos|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislain|kohut meix de la poulotte bourgogne fixin pinot noir|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislain|kohut meix de la poulotte bourgogne gevrey chambertin pinot noir|fr|r|pinot noir|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislain|kohut meix de la poulotte bourgogne marsannay blanc chardonnay|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ghislain|kohut meix de la poulotte bourgogne marsannay rouge pinot noir|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislain|kohut meix de la poulotte bourgogne marsannay rouge champs perdrix pinot noir|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislain|kohut meix de la poulotte bourgogne marsannay rouge les genelieres pinot noir|fr|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislain|kohut meix de la poulotte bourgogne vosne romanee pinot noir|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislain|kohut vosne romanee|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislain|montrozier cuve no 1 fer servadou|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislain|payer champagne brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|ghislain|payer champagne tradition brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ghislaine|barthod|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=709
W|ghislaine|barthod|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=709
W|ghislaine|barthod chambollemusigny|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|ghislaine|barthod chambollemusigny|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|ghislaine|barthod chambolle musigny cru aux combottes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru les charmes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod aux beaux bruns chambollemusigny cru|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod aux beaux bruns chambollemusigny cru|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod bourgogne blanc les graviers|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ghislaine|barthod bourgogne blanc les graviers|fr|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ghislaine|barthod bourgogne chardonnay les graviers|fr|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ghislaine|barthod bourgogne cote de nuits burgundy|fr|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod bourgogne les bons batons|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod bourgogne les bons batons|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=723
W|ghislaine|barthod bourgogne les bons batons|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod bourgogne rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod bourgogne rouge|fr|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod bourgogne rouge|fr|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod bourgogne rouge|fr|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=728
W|ghislaine|barthod bourgogne rouge|fr|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=728
W|ghislaine|barthod bourgogne rouge|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod bourgogne rouge burgundy france inbond|fr|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod bourgogne rouge les bons batons|fr|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod bourgogne rouge les bons batons|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=735
W|ghislaine|barthod chambolle musigny|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru aux beaux bruns|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru aux beaux bruns|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru aux beaux bruns|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru gruenchers|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru les baudes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru les charmes|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru les charmes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=716
W|ghislaine|barthod chambolle musigny cru les chatelots|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru les cras|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru les cras|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru les cras|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru les cras|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru les cras|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru les fuees|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru les veroilles|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru les veroilles|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cru les veroilles|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=760
W|ghislaine|barthod chambolle musigny|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=760
W|ghislaine|barthod chambolle musigny aux beaux bruns cru|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny aux beaux bruns cru|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny aux beaux bruns cru|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny aux beaux bruns cru|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny baudes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny beaux bruns|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny beaux bruns|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=768
W|ghislaine|barthod chambolle musigny beaux bruns cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny burgundy|fr|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny burgundy france in bond|fr|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny burgundy france in bond|fr|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny burgundy france in bond|fr|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny burgundy france|fr|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny burgundy france in bond|fr|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny charmes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny chatelots|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny combottes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny cras|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny fuees|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny gruenchers|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les charmes cru|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les charmes burgundy|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les chatelots|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les chatelots cru|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les chatelots cru|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les chatelots cru|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les chatelots cru|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les chatelots premier cru france|fr|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les cras|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les cras cru|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les cras cru|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les cras cru|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les cras cru|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les cras|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les fuees cru|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les fuees cru|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les fuees|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny les veroilles cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambolle musigny veroilles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny cru aux beaux bruns|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny cru aux beaux bruns|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny cru aux beaux bruns|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny cru aux beaux bruns|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=804
W|ghislaine|barthod chambollemusigny cru aux combottes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny cru les cras|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny cru les cras|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny cru les veroilles|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|ghislaine|barthod chambollemusigny|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny burgundy france|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny aux beaux bruns cru|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny aux beaux bruns cru|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=818
W|ghislaine|barthod chambollemusigny aux beaux bruns cru 1|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny aux combottes cru 1|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les baudes cru mg|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les baudes cru mg|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=822
W|ghislaine|barthod chambollemusigny les chatelots cru 1|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les cras cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les cras cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=825
W|ghislaine|barthod chambollemusigny les cras cru mg|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les cras cru mg|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=827
W|ghislaine|barthod chambollemusigny les fuees cru|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les fuees cru|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=829
W|ghislaine|barthod chambollemusigny les fuees cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les fuees cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=831
W|ghislaine|barthod chambollemusigny les fuees cru mg|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les fuees cru mg|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=833
W|ghislaine|barthod chambollemusigny les fuees cru mg|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les fuees cru mg|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=835
W|ghislaine|barthod chambollemusigny les fuees cru mg|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les fuees cru mg|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|ghislaine|barthod chambollemusigny les fuees cru mg|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les fuees cru mg|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|ghislaine|barthod chambollemusigny les gruenchers cru 1|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les noirots|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les noirots cru 1|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les veroilles cru|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les veroilles cru|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=844
W|ghislaine|barthod chambollemusigny les veroilles cru|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les veroilles cru|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=846
W|ghislaine|barthod chambollemusigny les veroilles cru|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les veroilles cru|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=848
W|ghislaine|barthod chambollemusigny les veroilles cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les veroilles cru|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=850
W|ghislaine|barthod chambollemusigny les veroilles cru 1|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les veroilles cru mg|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les veroilles cru mg|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=853
W|ghislaine|barthod chambollemusigny les veroilles cru mg|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les veroilles cru mg|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=855
W|ghislaine|barthod chambollemusigny les veroilles cru mg|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les veroilles cru mg|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=857
W|ghislaine|barthod chambollemusigny les veroilles cru mg|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny les veroilles cru mg|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=859
W|ghislaine|barthod chambollemusigny premier cru aux beaux bruns|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny premier cru aux beaux bruns|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny premier cru les baudes|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny premier cru les charmes|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny premier cru les charmes|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny premier cru les chatelots|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny premier cru les cras|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny premier cru les cras|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny premier cru les cras|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny premier cru les cras|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny premier cru les veroilles|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod chambollemusigny premier cru les veroilles|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod combottes chambollemusigny cru|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod combottes chambollemusigny cru|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod les charmes chambollemusigny cru|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod les charmes chambollemusigny cru|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod les chatelots chambollemusigny cru|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod les graviers blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ghislaine|barthod pinot noir chambollemusigny cru les chatelots cote de nuits burgundy france|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|barthod pinot noir chambollemusigny cru les veroilles cote de nuits burgundy france|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|bourgogne rouge les bons batons|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghislaine|jeanhugues goisot traditionnel cote dauxerre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghisolana|asolo prosecco brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|ghisolana|asolo prosecco superiore docg extra dry|??|s|??|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|seco
W|ghisolana|dosaggio zero vino spumante|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|ghisolana|rose vino spumante extra dry|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|ghisolfi|barolo bricco visette|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghisolfi|barolo bussia|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghisolfi|barolo bussia|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghisolfi|barolo bussia|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ghisolfi|barolo bussia bricco visette|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
