W|vino|rosado montgras pink sin|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|pala stellato 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pala soprasole 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pala oltreluna 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pala milleluci nurag|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pala essentija 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pala chiaro di stelle 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pala centosere 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pajo super blend carmenere syrah cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pajo premier cru cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pajo late harvest sauvignon blanc|??|d|sauvignon blanc|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce
W|vino|pajo grand reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pajo grand cru cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|grand cru|medio|carnes vermelhas; queijos curados|??
W|vino|pajo carmenere premium|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pajo bianco varietal sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|pajarete dimobe|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pajarete de malaga|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paixar a serra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paiva semidulce|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paiva crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paisano de tares|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paisajes valsalado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pais evocare|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pais en tinaja|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pagos viejos artadi reserva 1996|??|r|??|??|??|1996|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pagos de vina real 2002|??|r|??|??|??|2002|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pagos de vina real 2001|??|r|??|??|??|2001|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pagos de labarca reserva 1994|??|r|??|??|??|1994|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pagos de la sonsierra cooperativa reserva 1994|??|r|??|??|??|1994|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pagos de anguix costalara|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pagos anguix costalara|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pagos anguix barrueco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago los cerrillos petit verdot seleccion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago los cerrillos petit verdot seleccion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=772
W|vino|pago los cerrillos cabernet de familia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago la pavina|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago florentino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago del vicario monagos crianza 2003|??|r|??|??|??|2003|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago del vicario crianza 2003|??|r|??|??|??|2003|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de valdoneje|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de torrosillo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de santa cruz 2003|??|r|??|??|??|2003|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes un sueno en las alturas x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes tinto crianza x magnum|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes roble|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes roble|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=784
W|vino|pago de los capellanes reserva botella|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes reserva 2019|??|r|??|??|??|2019|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=788
W|vino|pago de los capellanes joven roble 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes joven botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes joven|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes el picon 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes el nogal 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes doroteo x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes crianza botella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los capellanes crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=797
W|vino|pago de los capellanes crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=797
W|vino|pago de los capellanes 2003|??|r|??|??|??|2003|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los balagueses syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los balagueses garnacha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de los balagueses chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|pago de la jaraba tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de la jaraba tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=804
W|vino|pago de la jaraba blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de la jaraba blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=806
W|vino|pago de jean leon reserva 1998|??|r|??|??|??|1998|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carrovejas el anejon 2016|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carrovejas cuesta de las liebres 2014|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carraovejas reserva 2014|??|r|??|??|??|2014|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carraovejas reserva 2001|??|r|??|??|??|2001|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carraovejas reserva 1999|??|r|??|??|??|1999|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carraovejas do ribera del duero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carraovejas cuesta las liebres 2011|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carraovejas cuesta de las liebres|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carraovejas crza mgn|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carraovejas crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carraovejas anejon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carraovejas 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carraovejas 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??|=820
W|vino|pago de carraovejas 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carraovejas 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carraovejas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de carraovejas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=824
W|vino|pago de carraovejas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=824
W|vino|pago de capellanes rva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de capellanes reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pago de capellanes reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=828
W|vino|pago de capellanes picon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de capellanes nogal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de capellanes crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago de capellanes crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=832
W|vino|pago daylesy|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago dayles tres de 3000|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago dayles l rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|pago dayles e|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago dayles a|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago carraovejas crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago carraovejas anejon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago carraovejas anejon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=840
W|vino|pago capellanes nogal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago capellanes cza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pago ayles senda de lenadores|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|padrillos trifecta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pacolola blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paco y lola albarino|??|w|albarino|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|paco lola prime|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paco lola no12|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paco lola godello|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paco lola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paco garcia seis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pack 6 botellas anadas excelentes marques del puerto reserva 19941995|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|pachem garnacha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pachem carinena|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pachem cami de la mina|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pacheco pereda malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pacheco pereda malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=857
W|vino|pacheco pereda linaje malbec cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pacheco pereda linaje malbec cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=859
W|vino|pacheco pereda linaje malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pacheco pereda linaje malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=861
W|vino|pacheco pereda familia de vinos cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pacheco pereda familia de vinos cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=863
W|vino|pacheco pereda estirpe malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pacheco pereda estirpe malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=865
W|vino|pacheco pereda estirpe cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pacheco pereda estirpe cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=867
W|vino|pacheco pereda cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pacheco pereda cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=869
W|vino|pablo fallabrino tannat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|paal syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|pa road blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|p carraovejas cuesta liebres|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ozalder rosado|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|oxte blanco jove|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra the red blend 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra the lost barrel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra the blend 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra single vineyard cepas 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra single vineyard carmenere 750cc|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra single vineyard cabernet sauvignon 750cc|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra rsva sauvignon blanccarmenere 750cc|??|r|sauvignon blanc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra rsva chardonnayviognier 750cc|??|r|chardonnay|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra rsva carmeneremerlot 750cc|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra rsva cabernet sauvignonsyrah 750cc|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra rsva cabernet franccarmenere 750cc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra reserva sauvignon blanc carmenere|??|w|sauvignon blanc|??|??|NV|12|reserva|leve|peixes; saladas; massas leves|??
W|vino|oveja negra reserva sauvignon blanc carmenere|??|w|sauvignon blanc|??|??|NV|12|reserva|leve|peixes; saladas; massas leves|??|=888
W|vino|oveja negra reserva sauvignon blanc carmenere|??|w|sauvignon blanc|??|??|NV|12|reserva|leve|peixes; saladas; massas leves|??|=888
W|vino|oveja negra reserva malbecpetit verdot|??|r|malbec|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra reserva malbecpetit verdot|??|r|malbec|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=891
W|vino|oveja negra reserva chardonnayviognier|??|r|chardonnay|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra reserva chardonnayviognier|??|r|chardonnay|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=893
W|vino|oveja negra reserva cepas 750cc|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra reserva carmeneremerlot|??|r|merlot|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra reserva carmeneremerlot|??|r|merlot|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=896
W|vino|oveja negra reserva carmenere merlot|??|r|merlot|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra reserva cabernet sauvignonsyrah|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra reserva cabernet sauvignon syrah|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra reserva cabernet sauvignon syrah|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=900
W|vino|oveja negra reserva cabernet franccarmenere|??|r|cabernet franc|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra reserva cabernet franccarmenere|??|r|cabernet franc|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=902
W|vino|oveja negra reserva cabernet franc carmenere|??|r|cabernet franc|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra red blend 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra lost barrel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra gran reserva cepas 750cc|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra gran reserva carmenere 750cc|??|r|carmenere|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra gran reserva carmenere|??|r|carmenere|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra gran reserva carmenere|??|r|carmenere|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??|=909
W|vino|oveja negra gran reserva cabernet sauvignon 750cc|??|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra gran reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra gran reserva cabernet franccarmenere|??|r|cabernet franc|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra gran reserva cab franccarmenere|??|r|carmenere|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra carmenere merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra carmenere gran reserva 750cc|??|r|carmenere|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra bold the blend 750cc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra bold carmenere 750cc|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra bold carmenere 135 750cc|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra bold cabernet sauvignon 750cc|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja negra bold cabernet sauvignon 750cc|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=920
W|vino|oveja negra bold cabernet sauvignon 135 750cc|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja black red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja black malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oveja black cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|our wine rosso georgia waw come prima|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|otto bestue crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ottin pinot noir 075|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ottenuto da uve stramature dolcenera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|doce
W|vino|ottenuto da uve appassite vignot gatti piero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|otano joven|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|otano crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ostatu seleccion 2007|??|r|??|??|??|2007|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ostatu crianza 1997|??|r|??|??|??|1997|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ostatu 2002|??|r|??|??|??|2002|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ossian blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ossian|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ossian|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=937
W|vino|oscuro gran brindis 750|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oscar tobia reserva blanco|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oscar tobia reserva 2017|??|r|??|??|??|2017|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|oscar mestre giro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|orvieto doc bartali|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|orube crianza rioja|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|orube crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oroya blanco vino para acompanar shusi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|orot reserva 1998|??|r|??|??|??|1998|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|orot crianza 1998|??|r|??|??|??|1998|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oro 2016 vinho tinto seco l077|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oro 2015 vinho tinto seco l072|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ornellaia le volte|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ornellaia bolgheri superiore doc 2020 tenuta dellornellaia|??|r|??|??|??|2020|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|ornellaia bianco 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ornellaia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ornelaia bolgheri rosso superiore tenuta dellornellaia 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ornelaia bolgheri rosso superiore tenuta dellornellaia 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|orma igt toscana rosso tenuta sette ponti|it|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vino|orin swift papillon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|orin swift mannequin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|orin swift abstract|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|origenes tempranillo 750cc|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|origenes syrah 750cc|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|origenes pinot noir 750cc|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|origen red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|origen de luzon tintorera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|origen cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oriachovitza special reserve 1998|??|r|??|??|??|1998|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|oriachovitza cabernet special selection 1994|??|r|??|??|??|1994|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|organico veramonte reserva cepas 750cc|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vino|organico novas gran reserva sauvignon blanc 125 750cc|??|w|sauvignon blanc|??|??|NV|12|gran reserva|leve|peixes; saladas; massas leves|??
W|vino|organico novas gran reserva pinot noir 13 750cc|??|r|pinot noir|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
