W|pedra cancela touriga nacional|rose 2018|??|p|??|??|??|2018|12.5|??|medio|saladas, sushi, petiscos|seco
W|organico|italiano poggiatico toscano tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|organico|italiano poggiatico branco toscano|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|organico|fino moscato de cezaro caixa 6|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|organico|esporao reserva branco 2023|??|w|??|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|organico|esporao colheita tinto 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|organico|e natural alma gemela pedro ximenez|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|organico|deriva malbec tinto|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|organico|de martino gallardia cinsault rose 2018|??|p|??|??|??|2018|12.5|??|medio|saladas, sushi, petiscos|seco
W|organico|da casa garibaldi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|organico|coyam 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|organico|chileno indigo reserva rose|cl|p|??|valle central|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|organico|chileno etnico rose|cl|p|??|valle central|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|organico|chakana nuna vineyard rose 2021|??|p|??|??|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|organico|chakana nuna vineyard malbec 2021|??|r|malbec|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|organico|boya sauvignon blanc 2024|??|w|sauvignon blanc|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|organico|bordo suave de cezaro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|organico|bordo seco de cezaro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|organico|baglio di stefano pinot grigio 2021|??|w|pinot grigio|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|organico|armador carmenere 2020|??|r|carmenere|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|organico|armador cabernet sauvignon 2020|??|r|cabernet sauvignon|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|organico|argentino cara sucia sangiovese|??|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|organico|animal malbec 2023|??|r|malbec|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|organico|animal chardonnay 2024|??|w|chardonnay|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|organico|animal cabernet sauvignon 2024|??|r|cabernet sauvignon|??|??|2024|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|organico|ancla assemblage 2013|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|organico|ag reserva malbec tinto|??|r|malbec|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|organico|adobe reserva rose 2024|??|p|??|??|??|2024|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|organico|adobe reserva rose|??|p|??|??|??|NV|12.5|Reserva|medio|saladas, sushi, petiscos|seco
W|organico|adobe reserva pinot noir 2023|??|r|pinot noir|??|??|2023|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|organico|adobe reserva chardonnay 2024|??|w|chardonnay|??|??|2024|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|organico|adobe reserva carmenere 2022|??|r|carmenere|??|??|2022|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|organico|adobe reserva cabernet sauvignon 2022|??|r|cabernet sauvignon|??|??|2022|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|organico|organico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|orfila|malbec|??|r|malbec|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|oreno|2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oremus tokaji late harvest vega sicilia|2023|it|d|moscatel|sicilia|??|2023|10|DOC|medio|quesos azuis, chocolate amargo, castanhas|doce
W|oremus tokaji late harvest|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|oremus tokaji aszu 5 puttonyos|2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oremus tokaji aszu 3 puttonyos|2016|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oremus petracs tokaji|branco 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|oremus merlot|tinto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oremus merlot|tinto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=712
W|oremus merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oremus merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=714
W|oremus merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=714
W|oremus chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|oremus chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=717
W|oremus chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=717
W|oremus cabernet sauvignon|tinto|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oremus cabernet sauvignon|tinto|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=720
W|oremus cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oremus cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=722
W|oremus cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=722
W|oremus cabernet merlot bag in box|box|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oremus cabernet merlot bag in box|box|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=725
W|ordem colheita|rosado 2013|??|p|??|??|??|2013|12.5|??|medio|saladas, sushi, petiscos|seco
W|orbiel freres|igp pays doc pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|orbiel freres|igp pays doc chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|orben|orben|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|orbello pinot noir|rose|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|orange wine vaz|vaz|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|opus one overture|overture|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|opus one|2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|opus one|one|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|opta touriga nacional|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|opta|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|opta|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|opta|dao touriga nacional|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|opta|dao tinto|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|opta|dao tinto|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco|=740
W|opta|dao rose|pt|p|??|dao|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|opta|dao reserva tinto|pt|r|??|dao|??|NV|14.5|DOC|encorpado|carnes vermelhas, massas, queijos curados|seco
W|opta|dao reserva doc|pt|r|??|dao|??|NV|14.5|DOC|encorpado|carnes vermelhas, massas, queijos curados|seco
W|opta|dao encruzado branco|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|opta|dao encruzado|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|opta|dao doc touriga nacional tinto 2016|pt|r|??|dao|??|2016|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|opta|dao doc tinto reserva 2019|pt|r|??|dao|??|2019|14.5|DOC|encorpado|carnes vermelhas, massas, queijos curados|seco
W|opta|dao doc tinto 2020|pt|r|??|dao|??|2020|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|opta|dao doc rose 2021|pt|p|??|dao|??|2021|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|opta|dao doc encruzado branco 2019|pt|w|??|dao|??|2019|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|opta|dao doc branco 2021|pt|w|??|dao|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|opta|dao branco|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|opta|dao 2022 tinto portugal|pt|r|??|dao|??|2022|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|opta|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|oporto|tinto ferreira ruby 195|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|opi malbec argentino|gran mascota|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|opaco casa santos lima|lima|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ontanon vetiver|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|ontanon vendimia seleccionada|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ontanon|tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|ontanon|tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=761
W|ontanon crianza|tinto|??|r|??|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ontanon crianza|crianza|??|r|??|??|??|NV|14.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ontanon clarete|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|ontanon clarete|clarete|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|onnanto falerno del massico riserva|riserva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|one shiraz lazio|igt san marco|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|once upon a vine zinfandel|zinfandel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|omnium argentino malbec|malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|omnium argentino|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|omm tannat|2020|??|r|tannat|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|omm marselan|rose 2021 gelado|??|p|??|??|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|omm marselan|rose 2021|??|p|??|??|??|2021|12.5|??|medio|saladas, sushi, petiscos|seco
W|ombu|syrah|??|r|syrah|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|ombu moscatel|moscatel|??|w|moscatel|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|olho de mocho|single vineyard|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|olho de mocho|reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|olas y vientos tto seco tannat uy|uy|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|olas y vientos tannat tto 1x|1x|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|olas y vientos tannat|demisec|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|olas y vientos sauvignon blanc uy|uy|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|olas y vientos sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|olas y vientos|rose uy|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|olas y vientos|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|olas y vientos|tannat uy|??|r|tannat|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|olas y vientos|tannat|??|r|tannat|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|olas y vientos|tannat|??|r|tannat|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=787
W|olas y vientos cabernet sauvignon uy|uy|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|olaria|tinto suave 1x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|olaria|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|olaria|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=791
W|olaria|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=791
W|olaria|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=791
W|olaria|tinto suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=791
W|olaria|tinto meio seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|olaria|tinto bag in box|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|olaria|tinto bag in box|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=797
W|olaria|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|olaria|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=799
W|olaria|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=799
W|olaria|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=799
W|olaria|suave vinho branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|olaria|suave tinto alentejo|pt|r|??|alentejo|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|olaria|suave tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|olaria|suave tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec|=805
W|olaria|suave rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|olaria|suave branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|olaria|suave branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=808
W|olaria|suave branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=808
W|olaria|suave alentejo rose|pt|p|??|alentejo|??|NV|12.5|DO|medio|saladas, sushi, petiscos|demi-sec
W|olaria seleccao socios|doc tinto 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|olaria seleccao socios|doc branco 0|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|olaria|rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|olaria|rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec|=814
W|olaria|rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec|=814
W|olaria|rose suave|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec|=814
W|olaria|rose meioseco|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|olaria|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|olaria|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=819
W|olaria meio seco|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|olaria meio seco|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|olaria meio seco|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|olaria|branco suave 1x|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|olaria|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|olaria|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=825
W|olaria|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=825
W|olaria|branco suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=825
W|olaria|branco meio seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|olaria|branco bag in box|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|olaria|branco bag in box|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=830
W|olaria|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|olaria|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=832
W|olaria bag in box|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|olaria bag in box|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|olaria bag in box|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=835
W|olaria bag in box|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|olaria bag in box|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=837
W|olaria bag in box|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|olaria bag in box|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=839
W|olaria|olaria|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|olabarri|rioja reserva|es|r|??|rioja|??|NV|14.5|DOCa|encorpado|carnes vermelhas, massas, queijos curados|seco
W|olabarri|rioja gran reserva|es|r|??|rioja|??|NV|14.5|DOCa|encorpado|carnes vermelhas, massas, queijos curados|seco
W|olabarri|rioja crianza|es|r|??|rioja|??|NV|14.5|DOCa|medio|carnes vermelhas, massas, queijos curados|seco
W|ola po|tinto merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ola po merlot|tinto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ola po merlot|2023|??|r|merlot|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ola po merlot|2020|??|r|merlot|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ola po chardonnay|branco|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|ola po chardonnay|2024|??|w|chardonnay|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|ola po cabernet sauvignon|tinto|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ojos verdes place maters|maters|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oh01 spatlese meio doce|doce|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oh01 spatlese fruity|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|oh01 riesling semi sweet|branco|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|oh01 riesling seco|seco|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|oh01 riesling|reserve|??|w|riesling|??|??|NV|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|oh01 riesling reservav|reservav|??|w|riesling|??|??|NV|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|oh01 riesling reservav|reservav|??|w|riesling|??|??|NV|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=858
W|oh01 riesling|reserva|??|w|riesling|??|??|NV|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|oh01 riesling meio doce|doce|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|oh01 riesling meio doce|doce|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco|=861
W|oh01 riesling meio doce|doce|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco|=861
W|oh01 riesling|dry 2022|??|w|riesling|??|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|oh01 riesling|dry|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|oh01 riesling|dry|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco|=865
W|oh01 gewurztraminer meio doce|doce|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oh sister verdejo|branco 2023|??|w|verdejo|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|oh sister superiore|rioja tinto|es|r|??|rioja|??|NV|13.5|DOCa|medio|carnes vermelhas, massas, queijos curados|seco
W|offida|docg pecorino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|odfjell orzada malbec|organico|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|odfjell orzada carmenere|organico|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|odfjell orzada carignan|organico tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|odfjell orzada cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|odfjell elusiva|organico tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|odfjell capitulo|white blend organico|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|odfjell capitulo|blend organico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|odfjell armador syrah|organico tinto|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|odfjell armador syrah|organico|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|odfjell armador sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|odfjell armador sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=880
W|odfjell armador merlot|organico tinto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|odfjell armador carmenere|organico tinto|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|odfjell armador carmenere|organico|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|odfjell armador carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|odfjell armador cabernet sauvignon|organico tinto|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|odfjell armador cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ode semillon|branco 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|oculto colheita|tinto 2015|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|octava superior|superior|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ocio pinot noir|noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|oceano|bland|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|occhio nero rosso amabile|amabile|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|occhio nero pinot grigio|grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|occhio nero malvasia dolce|doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|occhio nero malvasia|malvasia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|occhio nero linea innovazione cabernet sauvignon|igt|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|occhio nero frascati|doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|occhio nero duemezzo rosso dolce|dolce|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|occhio nero duemezzo bianco dolce|dolce|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|occhio nero|chianti superiore docg|it|r|??|toscana|chianti|NV|13.5|DOCG|medio|carnes vermelhas, massas, queijos curados|seco
W|occhio nero bonarda dolce|doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
