W|gruner|veltliner rustenberg reserve|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner zimmermanns 12|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner zobing kamptal dac|at|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner zobing kamptal dac|at|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner zobing kamptal dac|at|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=682
W|gruner|veltliner zobinger gaisberg austria|at|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner zobinger kamptal dac|at|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner zobinger kogelberg austria|at|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner zwerithaler kam smaragd|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner zwickl naturtrub|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner zwickl naturtrub|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=688
W|gruner|veltliner zwickl nikolaihof|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner zwickl nikolaihof|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner zwickl nikolaihof|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner zwickl unfiltriert wachau dac|at|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner2025|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltlinerfrisch geschlupft|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltlinerfrisch geschlupft|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltlinerpet nat|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltlinerried kittmannsberg kamptal|at|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltlinerried rustenberg|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltlinersekt steinhaus groe reserve 075 liter|??|s|??|??|??|2013|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gruner|veltlinersekt steinhaus groe reserve brut 075 liter|??|s|??|??|??|2017|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gruner|veltlinersekt reserve 15 liter|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gruner|veltlinersekt reserve 075 liter|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gruner|veltlinersepp moser|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltlirer wagram eshenhof|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruner|veltneni sorry i am busy23|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruner|vetliner classic r2024 qualitatswein suche weingut hirtl posledni lahve 18500 kc 22500 kc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruner|vetliner ried blauenstein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruner|vetliner seelenkrautel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruner|vollbier hell 49|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruner|weiss|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruner|witzamer|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunerveltliner|grunerveltliner|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunerveltliner|steinfeder weingut josef jamek oostenrijk niederosterreich wit|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunerwald|bataviaarak|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunes|gold|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunfink|karotten saft 8|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunfink|pflaumentrunk 8|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunfink|rote bete saft 8|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunfink|sargarepale csak bolti atvetelre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunfink|sauerkraut saft 8|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunfink|tomategemuse saft 8|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunfink|tomaten saft 8|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunfrankisch|von weingut familie sauer|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunhaus|abtsberg kabinett riesling|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunhaus|abtsberg kabinett riesling|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunhaus|abtsberg kabinett riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunhaus|abtsberg kabinett riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=727
W|grunhaus|abtsberg spatlese riesling|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunhaus|herrenberg kabinett riesling|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunhaus|herrenberg kabinett riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunhaus|herrenberg kabinett riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=731
W|grunhaus|pinot blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunhaus|pinot blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunhaus|pinot noir grunhauser 1g|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunhauser|abtsberg riesling kabinett mosel|de|w|riesling|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunhauser|abtsberg riesling spatlese mosel|de|w|riesling|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunhauser|pinot noir 1g|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunhauser|pinot noir 1g vdp erste lage sec|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunhauser|pinot noir 1g vdperste lage|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunhauser|riesling 1g vdpaus ersten lagen|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunhauser|riesling feinherb|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunhauser|riesling trocken|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunkernsuppe|mit markklochen toro dosen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunneger|klompendrop|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunneger|mollebonen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunner|veltliner loibbenberg smaragd 14|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunon|grunon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunon|grunon|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunon|6 fl a|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunon|locos por el vino|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunon|do|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunschiefer|riesling trocken|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunschiefer|vdpterroirwein riesling trocken|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunschiefer|vdpterroirwein riesling trocken|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunspitz|grunspitz|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunspitz|grunspitz|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunspitz|nachbil|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunstader|roth grauer burgunder|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunstader|spatburgunder roter mohr|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunstadter|riesling|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunstadter|riesling dry as a bone|??|w|riesling|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunstadter|roth grauer burgunder pinot gris trocken|??|w|pinot gris|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunstadter|roth riesling reserve|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunstadter|roth riesling reserve trocken|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunstadter|spatburgunder rose fume|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grunstadter|spatburgunder trocken|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunstadter|spatburgunder trocken|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|gruntee|jasmin flowers 100g jardins de gaia bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruntee|lo a la bouche 100g jardins de gaia bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruntee|lumiere dorient 100g jardins de gaia bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruntee|printemps a kyoto 100g jardins de gaia bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunting|growler advent calendar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunting|growler advent calendar|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunting|growler half pint glass|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunting|growler heavyweight boxy tee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunting|growler mencia glass|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunting|growler retro tote bag|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunting|growler survival pack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunting|growler vintage cap|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunting|growler vintage halfpint glass|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunwald|kuurimispulber sidrun 500 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunwald|noudepesuvahend sidrun|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunwald|pesupesemisgeel universaalne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunwald|pesupesemiskapslid universaalne 12 tk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunwald|pesupesemiskapslid universaalne 35 tk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunwald|pesupulber 2in1 128 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunwald|pesupulber universaalne 15 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunwei|grunwei|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grunzeug|hemer blanc de noir|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grunzeug|hemer blanc de noir|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grupo|arcon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|arcon sa de cv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|arcon santa fe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|center regalos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|de bodegas de pago del vicario pago del vicario blanco de tempranillo 1295|es|w|tempranillo|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grupo|de ofertas black friday adega network|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|estevez|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|foster lorca ique malbec|??|r|malbec|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|foster lorca ique torrontes|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|foster lorca opalo malbec|??|r|malbec|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|marques de vargas pazo san mauro albarino|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grupo|modelo chelada limon y sal mexico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|modelo chelada mango y chile mexico|cl|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|modelo chelada modelo especial mexico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|modelo chelada pina picante mexico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|olarra otonal red rioja doca 2019202020212022|es|r|??|rioja|rioja|nv|13.5|doca|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|olarra otonal white rioja doca 201920202021|es|w|??|rioja|rioja|nv|12.5|doca|medio|peixes, frutos do mar, saladas|seco
W|grupo|osborne manzanilla jerezxeressherry|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grupo|osborne medium jerezxeressherry|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grupo|penaflor thousand lives pinot noir|us|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|pesquera dehesa la gran|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|pesquera tinto pesquera crianza|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|pesquera tinto pesquera reserva|??|r|??|??|??|2019|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|reboreda morgadio ribeiro treixadura puerta santa|??|r|treixadura|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|teatral arcones|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|wine lanca ecommerce exclusivo para o mercado b2b para ampliar distribuicao de vinhos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|yllera pepe yllera tempranillo ribera del duero spain case|es|r|tempranillo|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|yllera ribera del duero bracamonte crianza case only|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupo|yllera ribera del duero meraldis verdejo case only|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grupo|yllera vendimia nocturna verdejo rueda spain case|es|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grupo|yllera vino de la tierra de castilla y lea3n roble 6 meses en barrica case only|es|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grupostkarte|verschiedene varianten|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruppo|caffo anisette|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruppo|caffo limoncino delloisola|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
S
S
W|gruppo|italiano vini grumello valtellina superiore docg nebbiolo|it|r|nebbiolo|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|grupy|zorganizowane powyzej 8 osob rezerwacja online|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grus|de alcohuas mezcla tinta valle del elqui|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grus|de alcohuaz mezcla tinta s 9730|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grus|de alcohuaz mescla tinta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grus|de alcohuaz mescla tinta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=833
W|grus|de alcohuaz mezcla|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grus|de alcohuaz mezcla tinta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grus|mezcla tinta|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grus|mezcla tinta vinedos de alcohuaz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruss|cremant dalsace extra brut|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gruss|cremant dalsace extra brut|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=839
W|gruss|cremant dalsace extra brut|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=839
W|gruss|cremant dalsace extra brut box 6 bottiglie|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gruss|cremant dalsace grande cuvee brut|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gruss|cremant dalsace grande cuvee brut|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=843
W|gruss|cremant dalsace grande cuvee brut|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=843
W|gruss|cremant grande cuvee|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gruss|gentil|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruss|gewurztraminer grand cru vorbourg|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gruss|gewurztraminer les roches|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruss|gewurztraminer les roches|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=849
W|gruss|gewurztraminer les roches|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruss|gewurztraminer les roches|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=851
W|gruss|gewurztraminer sgn|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruss|gewurztraminer vendanges tardives|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruss|muscat ottonel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruss|muscat ottonel|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos saint|gruss pinot blanc etienne|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruss|pinot gris argiles blanches|??|w|pinot gris|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruss|pinot gris casse noisette|??|w|pinot gris|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruss|pinot gris les argiles blanches|??|w|pinot gris|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruss|pinot gris sgn|??|w|pinot gris|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruss|pinot noir eguisheim|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruss|pinot noir grand v|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruss|riesling grand cru eichberg|??|w|riesling|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gruss|riesling vieilles vignes|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruss|riesling vieilles vignes|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=865
W|gruss|riesling vieilles vignes|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruss|sylvaner vieilles vignes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruss|sylvaner vieilles vignes|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grusse|en billat|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grusse|en billat|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grusse|en billat|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=871
W|grusse|en billat|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=871
W|grusskarte|grusskarte|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grusskarte|grusskarte|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=874
W|grusskarte|grusskarte|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=874
W|grusskarte|auguri|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grusskarte|frohe festtage nusse orangen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grusskarte|frohe weihnachten kind mit schlitten|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grusskarte|frohe weihnachten mistelzweig grun|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grusskarte|frohes fest tannenbaum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grusskarte|grazie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grusskarte|hohoho schaukelpferd|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grusskarte|mit deinem text|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grusskarte|vino bacio della vita|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruszka|gruszka|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruszka|bez dodatku cukrow bezglutenowa od 5 miesiaca demeter bio 125 g soik holle|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruszki|swieze bio konferencja polska okoo 060 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruszki|w occie 700 g 400 g krokus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruszki|w syropie 720 g 360 g krokus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruta|das torres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruta|das torres arinto dos acores|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruta|del sol manchego truffle third of a pound|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grutte|grize|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grutte|pier dubbel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grutte|pier quadrupel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grutte|pier tripel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruve|gruve|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruve|gruner veltliner jurtschitsch|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruvi|alcoholfree bubbly rose colorado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gruvi|alcoholfree bubbly rose colorado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=900
W|gruvi|alcoholfree bubbly rose colorado usa 6 bottles|us|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gruvi|alcoholfree dry secco colorado usa 6 bottles|us|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruvi|bubbly dry secco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruvi|bubbly rose alcohol free sparkling wine|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
