W|guiborat|prisme|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=661
W|guigal|cote rotie la mouline|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=663
W|guigal|cote rotie la mouline|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=668
W|guigal|cote rotie la mouline|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=671
W|guigal|cote rotie la mouline|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=673
W|guigal|cote rotie la mouline|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=676
W|guigal|cote rotie la mouline|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=680
W|guigal|cote rotie la mouline|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=680
W|guigal|cote rotie la mouline|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=680
W|guigal|cote rotie la mouline|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=684
W|guigal|cote rotie la mouline|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=686
W|guigal|cote rotie la mouline|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=686
W|guigal|cote rotie la mouline|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=690
W|guigal|cote rotie la mouline|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=693
W|guigal|cote rotie la mouline|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=693
W|guigal|cote rotie la mouline|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la mouline|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=696
W|guigal|cote rotie la mouline|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=696
W|guigal|cote rotie la mouline owc|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|1986|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|1987|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|1987|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=702
W|guigal|cote rotie la turque|??|r|??|??|??|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=711
W|guigal|cote rotie la turque|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|guigal|cote rotie la turque|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=723
W|guigal|cote rotie la turque|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=729
W|guigal|cote rotie la turque|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=731
W|guigal|cote rotie la turque|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=731
W|guigal|cote rotie la turque|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=731
W|guigal|cote rotie la turque|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie la turque|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=735
W|guigal|cote rotie la turque|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=735
W|guigal|cote rotie la turque owc|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie landonne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie landonne|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie mouline|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie trilogy lalala 6pack|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cote rotie turque|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coteroti la turque|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie brune et blonde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie brune et blonde|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie brune et blonde|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie brune et blonde|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie brune et blonde|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie brune et blonde|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie brune et blonde|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=750
W|guigal|coterotie brune et blonde de guigal|??|r|??|??|??|1989|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie chateau dampuis|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie dampuis|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie dampuis|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie dampuis|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie dampuis|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la landonne|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la landonne|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la landonne|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la landonne|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la landonne|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la landonne|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la landonne|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la landonne|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la landonne|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la landonne|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la mouline|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la mouline|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la mouline|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la mouline|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la mouline|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la mouline|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la mouline|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=773
W|guigal|coterotie la mouline|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la mouline|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la mouline|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la mouline|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la mouline|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=778
W|guigal|coterotie la mouline|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la mouline|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la turque|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la turque|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la turque|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la turque|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la turque|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la turque|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la turque|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la turque|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la turque|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la turque|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=790
W|guigal|coterotie la turque|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la turque|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=792
W|guigal|coterotie la turque|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|coterotie la turque|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=796
W|guigal|cotes du rhone|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=796
W|guigal|cotes du rhone|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=796
W|guigal|cotes du rhone|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=796
W|guigal|cotes du rhone|fr|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|guigal|cotes du rhone|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|guigal|cotes du rhone a bottle|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone 375mls|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone blanc|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|cotes du rhone blanc|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=808
W|guigal|cotes du rhone blanc|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=808
W|guigal|cotes du rhone blanc|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=808
W|guigal|cotes du rhone blanc|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=808
W|guigal|cotes du rhone blanc|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=808
W|guigal|cotes du rhone blanc|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=808
W|guigal|cotes du rhone blanc|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=808
W|guigal|cotes du rhone blanc|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=808
W|guigal|cotes du rhone blanc|fr|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|cotes du rhone blanc|fr|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|cotes du rhone blanc|fr|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=818
W|guigal|cotes du rhone blanc|fr|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|cotes du rhone blanc|fr|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=820
W|guigal|cotes du rhone blanc|fr|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|cotes du rhone blanc france|fr|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|cotes du rhone blanc|fr|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|cotes du rhone blanc|fr|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=824
W|guigal|cotes du rhone blanc|fr|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=824
W|guigal|cotes du rhone red|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone red|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=827
W|guigal|cotes du rhone red|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=827
W|guigal|cotes du rhone red france|fr|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone red france|fr|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone red france|fr|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone red france|fr|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone red france|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone red france|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone rhone valley france 145 vol|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone rose|fr|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guigal|cotes du rhone rose|fr|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=837
W|guigal|cotes du rhone rose|fr|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=837
W|guigal|cotes du rhone rose|fr|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=837
W|guigal|cotes du rhone rose|fr|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=837
W|guigal|cotes du rhone rose|fr|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guigal|cotes du rhone rose france|fr|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guigal|cotes du rhone rose|fr|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guigal|cotes du rhone rose|fr|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guigal|cotes du rhone rose cotes du rhone aoc vino rose|fr|p|??|??|??|2017|12.5|aoc|leve|aperitivos, frutos do mar, saladas|seco
W|guigal|cotes du rhone rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|guigal|cotes du rhone rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|guigal|cotes du rhone rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|guigal|cotes du rhone rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|guigal|cotes du rhone rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|guigal|cotes du rhone rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|guigal|cotes du rhone rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|guigal|cotes du rhone rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|guigal|cotes du rhone rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|guigal|cotes du rhone rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|guigal|cotes du rhone rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|guigal|cotes du rhone rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=862
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=862
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=862
W|guigal|cotes du rhone rouge france|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=867
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=867
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=867
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=867
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=867
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=867
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=867
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=867
W|guigal|cotes du rhone rouge|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=867
W|guigal|cotes du rhone rouge 750|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone rouge six pack|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rhone tinto aoc|fr|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes du rohne bianco cotes du rhone aoc vino bianco|fr|w|??|??|??|2016|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|guigal|cotes rote la mouline|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotes rotie la mouline|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotesdurhone|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotesdurhone blanc|fr|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|cotesdurhone blanc|fr|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|cotesdurhone blanc|fr|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=885
W|guigal|cotesdurhone blanc|fr|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guigal|cotesdurhone red france|fr|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotesdurhone red france|fr|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotesdurhone red france|fr|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guigal|cotesdurhone rose|fr|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
