W|grolsch|biervat 50 liter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|frere soeur hautes cotes de nuits blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gros|frere soeur hautes cotes de nuits blanc|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gros|frere soeur hautes cotes de nuits rouge|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|frere soeur hautes cotes de nuits rouge|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|frere soeur pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|frere soeur pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=694
W|gros|frere soeur vosne romanee cru chaumes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|frere soeur vosne romanee|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|frere soeur vosne romanee|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|frere sur chemin des moines de vergy rouge coteaux de lauxois france|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|frere vosne romanee|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|frere vosne romanee cru les chaumes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|frere vosne romanee|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos de|gros frere vosne romanee la fontaine|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|freres er soeur grands echezeaux grand cru|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|clos de|gros freres et soeur vougeot musigni grand cru|??|r|??|??|??|2015|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|freres et soeur richebourg grand cru|??|r|??|??|??|1996|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|freres et soeur richebourg grand cru|??|r|??|??|??|2012|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|freres et soeur vosne romanee|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|freres et soeure richebourg grand cru|??|r|??|??|??|1993|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|fs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|genesis|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|gevreychambertin|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|gevreychambertin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|gevreychambertin|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|gres dalsace|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|hautescotes de nuits|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|hautescotes de nuits|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|hautescotes de nuits|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|hautescotes de nuits|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|hautescotes de nuits au vallon|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|hautescotes de nuits au vallon|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|hautescotes de nuits au vallon|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|hautescotes de nuits au vallon|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|hautescotes de nuits fontainesaintmartin|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|hautescotes de nuits fontainesaintmartin|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|hautescotes de nuits fontainesaintmartin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|hautescotes de nuits fontainesaintmartin|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|hautescotes de nuits fontainesaintmartin blanc|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gros|hautescotes de nuits fontainesaintmartin blanc|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gros|hautescotes de nuits fontainesaintmartin blanc|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gros|hautescotes de nuits fontainesaintmartin blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gros|hautescotes de nuits fontainesaintmartin blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gros|hautescotes de nuits fontainesaintmartin rouge|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|hautescotes de nuits rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|jean richebourg grand cru|??|r|??|??|??|1987|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|manseng|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|manseng|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=736
W|gros|manseng|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine des cassagnoles|gros manseng|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|manseng blanc 14 dheure gascon cotes de gascogne igp semisweet white wine|??|w|??|??|??|2021|12.5|igp|medio|peixes, frutos do mar, saladas|doce
W|gros|manseng demoiselle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|manseng dne de caude|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de pajot le|gros manseng noisette cotes de gascogne france|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine teston chateau laffitte|gros manseng|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|manseng moelleux parcellaire de lherre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|moreysaintdenis|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|moreysaintdenis|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|moreysaintdenis|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|moreysaintdenis|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|moreysaintdenis|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nore bandol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nore bandol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=751
W|gros|nore bandol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=751
W|gros|nore bandol rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gros|nore bandol rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=754
W|gros|nore bandol rose|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gros|nore bandol rose|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gros|nore bandol rouge|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nore bandol rouge|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nore bandol rouge|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nore bandol rouge|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nore bandol rouge|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nore bandol rouge cuvee antoinette|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nore bandol rouge cuvee antoinette|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges cru|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|gros|nuitssaintgeorges|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges chaliots|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges chaliots|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges chaliots|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges chaliots|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges chaliots|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges chaliots|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges chaliots|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges chaliots|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitssaintgeorges chaliots|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|nuitsstgeorges|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|pif|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|pif|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=787
W|gros|pif|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine des sonnettes|gros pif|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|pif|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|plant du pays nantais|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la potardiere|gros plant sur lie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|rhin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|rhin fut de chene aoc valais fernand cina sa salgesch|??|r|??|??|??|2024|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|rhin recolte tardive aoc valais|??|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|richebourg grand cru|??|r|??|??|??|2023|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|sel de gruissan aux deux piments 500gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|sel de gruissan farigoulette 500gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|sel de guerande|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|sel de guerande french atlantic coarse salt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|sel de guerande grey salt 1kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|sel de guerande grobes meersalz aus der bretagne 750g le guerandais bretagne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|sel marin naturel trikalinos 300g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|sel nature de gruissan 500gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|shoham black onyx|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|shoham black onyx cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|shoham black onyx cabernet sauvignon|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|shoham onyx blend|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|tollot cotes de brian la cinso|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|tollot cotes du brian la 5050|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|uf de nougat blanc tendre|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gros|ventre cellars pinot noir sonoma coast usa|us|r|pinot noir|california|sonoma coast|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|ventre cellars pinot noir sonoma coast usa|us|r|pinot noir|california|sonoma coast|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|ventre chenin blanc merritt island|??|w|chenin blanc|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gros|ventre high country red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|ventre high country white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gros|ventre pinot noir campbell ranch|??|r|pinot noir|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|ventre pinot noir north coast|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|ventre pinot noir north coast|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=819
W|gros|ventre santa barbara gamay nolan ranch|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|ventre sonoma coast pinot noir|us|r|pinot noir|california|sonoma coast|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|ventre sonoma coast pinot noir|us|r|pinot noir|california|sonoma coast|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee cru aux brulees|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee cru aux brulees|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee cru aux brulees|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee cru aux brulees|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee cru aux brulees|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee cru aux brulees|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos des|gros vosneromanee cru reas|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos des|gros vosneromanee cru reas|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos des|gros vosneromanee cru reas|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos des|gros vosneromanee cru reas|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos des|gros vosneromanee cru reas|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=833
W|clos des|gros vosneromanee cru reas|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos des|gros vosneromanee cru reas|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos des|gros vosneromanee cru reas|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos des|gros vosneromanee cru reas|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=844
W|gros|vosneromanee|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|vosneromanee|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|winery cabernet sauvignon black onyx|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gros|winery galilee cabernet sauvignon black onyx|il|r|cabernet sauvignon|galilee|galilee|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosbois|montet chinon|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|clos du|grosbois noyer chinon|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosbois|chinon rouge cuisine de ma mere|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosbois|chinon rouge la cuisine de ma mere|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosbois|cuisine mere chinon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosbot|barbara les ferneaux gamay saint pourcain loire valley france|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosbotbarbara|le quarteron blanc|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grosbotbarbara|saint pourcain|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groseille|groseille|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groseille|groseille|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=859
W|groseille|groseille|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groseille|groseille|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=861
W|domaine de montaillant|groseille|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groseille|groseille|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groseille|groseille|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=864
W|groseille|groseille|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=864
W|groseille|brasserie la montagnarde|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groseille|framboise galanga|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groseille|rose|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groseille|rose sold out|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groseille|terno navy blue|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grosejan|chardonnay|??|p|chardonnay|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grosejan|fumin vallee daoste doc|pt|p|??|??|??|2018|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|grosejan|petite arvine vigne rovettaz|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groselha|80 classica|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groselha|albergaria 1 ltr|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groselha|cachoeira|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groselha|gnutre|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groselha|guuly|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groselha|maravilha|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groselha|milani|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groselha|montanha|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groselha|neto costa|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groselha|stroke|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groselha|vice rei 1 ltr|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groselha|xarao|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groselha|xarao|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=886
W|grosella|dama de baza litro|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grosella2022|grosella2022|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grosgrain|albarino philips vineyard walla walla valley|??|w|albarino|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grosgrain|angiolina farm rose yakima valley usa|us|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grosgrain|blush|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|carignan old milton vineyard walla walla valley|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|grenache|??|r|grenache|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|grenache red heaven vineyard red mountain|??|r|grenache|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|grenache walla walla valley|??|r|grenache|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|les collines vineyard semillon petillant naturel|??|w|semillon|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grosgrain|les collines vineyard syrah|??|r|syrah|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|los rocosos vineyard grenache walla walla valley usa|us|r|grenache|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|mourvedre walla walla valley|??|r|mourvedre|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|mourvedre walla walla valley|??|r|mourvedre|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|mourvedre walla walla valley usa|us|r|mourvedre|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|old milton vineyard carignan walla walla valley usa|us|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|petit grosgrain walla walla valley usa|us|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|phillips vineyard albarino|??|w|albarino|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grosgrain|red heaven vineyard grenache red mountain washington state|us|r|grenache|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|red wine petit grosgrain walla walla valley|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|semillon pet nat|??|w|semillon|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grosgrain|semillon pet nat walla walla valley usa|us|w|semillon|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grosgrain|semillon petnat sparkling wine|??|s|semillon|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grosgrain|sparkling semillon petillant naturel les collines vineyard walla walla valley|??|s|semillon|??|??|2023|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grosgrain|sparkling semillon petillant naturel les collines vineyard walla walla valley|??|s|semillon|??|??|2023|12|??|leve|aperitivos, frutos do mar, canapes|seco|=911
W|grosgrain|stonewashed|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|stonewashed stoney vine vineyard syrah walla walla valley usa|us|r|syrah|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grosgrain|syrah stonewashed stoney vine vineyard walla walla valley|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
