1. W|carmel|road monterey chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
621. W|carmen|insigne|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
622. W|carmen|insigne aperitif cabernet sauvignon rose|??|p|cabernet sauvignon|??|??|2019|12|??|leve|carne vermelha, massas, queijos curados|seco
623. W|carmen|insigne cabenet sauvignon 13|??|r|sauvignon|??|??|NV|13.5|??|leve|carne vermelha, massas, queijos curados|seco
624. W|carmen|insigne cabernet 750 mlt 13|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
625. W|carmen|insigne cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
626. W|carmen|insigne cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=625
627. W|carmen|insigne cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=625
628. W|carmen|insigne cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=625
629. W|carmen|insigne cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=625
630. W|carmen|insigne cabernet sauvignon central valley chile 0|cl|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
631. W|carmen|insigne cabernet savignon 13 0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
632. W|carmen|insigne carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
633. W|carmen|insigne carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=632
634. W|carmen|insigne carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=632
635. W|carmen|insigne carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=632
636. W|carmen|insigne carmenere 13|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
637. W|carmen|insigne carmenere|??|r|carmenere|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
638. W|carmen|insigne carmenere 750 mlt 13|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
639. W|carmen|insigne carmenere central valley chile 0|cl|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
640. W|carmen|insigne carmenere vinho tinto|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
641. W|carmen|insigne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
642. W|carmen|insigne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=641
643. W|carmen|insigne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=641
644. W|carmen|insigne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=641
645. W|carmen|insigne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=641
646. W|carmen|insigne chardonnay 13|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
647. W|carmen|insigne chardonnay 135 0|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
648. W|carmen|insigne chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
649. W|carmen|insigne chardonnay central valley chile 0|cl|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
650. W|carmen|insigne merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
651. W|carmen|insigne merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=650
652. W|carmen|insigne merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=650
653. W|carmen|insigne merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=650
654. W|carmen|insigne merlot 13|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
655. W|carmen|insigne merlot 750 mlt 13|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
656. W|carmen|insigne merlot central valley chile 0|cl|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
657. W|carmen|insigne merlot varios tamanos|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
658. W|carmen|insigne sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
659. W|carmen|insigne sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=658
660. W|carmen|insigne sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=658
661. W|carmen|insigne sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=658
662. W|carmen|insigne sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=658
663. W|carmen|insigne sauvignon blanc 13|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
664. W|carmen|insigne sauvignon blanc 135 0|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
665. W|carmen|insigne sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
666. W|carmen|insigne sauvignon blanc central valley chile 0|cl|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
667. W|carmen|insigne sauvignon blanc varios tamanos|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
668. W|carmen|insigne syrah 13|??|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
669. W|carmen|loma seca cinsault|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
670. W|carmen|loma seca do cinsault|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
671. W|carmen|maipo alto gran reserva cabernet sauvignon|cl|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
672. W|carmen|maria|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
673. W|carmen|marias legacy cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
674. W|carmen|matorral chileno mezcla tinta|cl|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
675. W|carmen|merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
676. W|carmen|merlot 750cc|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
677. W|carmen|merlot central valley insigne|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
678. W|carmen|merlot reserva premier|??|r|merlot|??|??|2020|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
679. W|carmen|nativa chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
680. W|carmen|nativa chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=679
681. W|carmen|nativa reserva carmenere 0|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
682. W|carmen|nativa reserva carmenere 0|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=681
683. W|carmen|pack 2 cabernet 1 merlot 0|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
684. W|carmen|pack 2 cabernet 1 merlot 0|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=683
685. W|carmen|pack 2 carmenere 1 syrah 0|??|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
686. W|carmen|pack 2 carmenere 1 syrah 0|??|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=685
687. W|carmen|petite sirah gran reserva|??|r|??|??|??|2014|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
688. W|carmen|pinot noir reserva|??|r|pinot noir|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
689. W|carmen|premier 1850 cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
690. W|carmen|premier 1850 carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
691. W|carmen|premier 1850 carmenere 2018 chile|cl|r|carmenere|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
692. W|carmen|premier 1850 carmenere 2019 chile|cl|r|carmenere|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
693. W|carmen|premier 1850 merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
694. W|carmen|premier 1850 merlot 2018 chile|cl|r|merlot|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
695. W|carmen|premier 1850 pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
696. W|carmen|premier 1850 res chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
697. W|carmen|premier 1850 reserva cabernet sauvignon 135 0|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
698. W|carmen|premier 1850 reserva carmenere|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
699. W|carmen|premier 1850 reserva carmenere 13 0|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
700. W|carmen|premier 1850 reserva chardonnay 135 0|??|w|chardonnay|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
701. W|carmen|premier cabernet reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
702. W|carmen|premier cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
703. W|carmen|premier cabernet sauvignon rerseva|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
704. W|carmen|premier carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
705. W|carmen|premier res merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
706. W|carmen|premier reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
707. W|carmen|premier reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=706
708. W|carmen|premier reserva carmenere|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
709. W|carmen|premier reserva carmenere|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=708
710. W|carmen|premier reserva carmenere|??|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=708
711. W|carmen|premier reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
712. W|carmen|premier reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco|=711
713. W|carmen|premier reserva merlot|??|r|merlot|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
714. W|carmen|premier reserva merlot|??|r|merlot|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=713
715. W|carmen|reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
716. W|carmen|reserva carmenere cabernet sauvignon 14|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
717. W|carmen|reserva chardonnay 0|??|w|chardonnay|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
718. W|carmen|reserva chardonnay 0|??|w|chardonnay|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco|=717
719. W|carmen|reserva chardonnay premier|??|w|chardonnay|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
720. W|carmen|reserva merlot 0|??|r|merlot|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
721. W|carmen|reserva merlot 0|??|r|merlot|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=720
722. W|carmen|reserva merlot by frida kahlo|??|r|merlot|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
723. W|carmen|reserva pinot noir 0|??|r|pinot noir|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
724. W|carmen|reserva pinot noir 0|??|r|pinot noir|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=723
725. W|carmen|reserva premier 1850 carmenere|??|r|carmenere|??|??|2017|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
726. W|carmen|reserva premier pinot noir|??|r|pinot noir|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
727. W|carmen|reserva sauvignon blanc 0|??|w|sauvignon blanc|??|??|NV|12.5|reserva|leve|peixes, frutos do mar, saladas|seco
728. W|carmen|reserva sauvignon blanc 0|??|w|sauvignon blanc|??|??|NV|12.5|reserva|leve|peixes, frutos do mar, saladas|seco|=727
729. X
730. X
731. W|carmen|reserve chardonnay maipo valley 13 0|cl|w|chardonnay|maipo valley|??|NV|12.5|reserve|medio|peixes, frutos do mar, saladas|seco
732. W|carmen|reserve merlot casablanca valley 14 0|cl|w|merlot|casablanca valley|??|NV|12.5|reserve|encorpado|peixes, frutos do mar, saladas|seco
733. W|carmen|rhin 750cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
734. W|carmen|rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
735. W|carmen|rxn sauvignon blanc 700cc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
736. W|carmen|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
737. W|carmen|sekt semiseco 11|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
738. W|carmen|slingback|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
739. W|carmen|stevens carmanere|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
740. W|carmen|stevens carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
741. W|carmen|stevens carmenere|??|r|carmenere|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
742. W|carmen|stevens carmenere|??|r|carmenere|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
743. W|carmen|stevens carmenere|??|r|carmenere|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=742
744. W|carmen|stevens chenin blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
745. W|carmen|stevens chenin blanc 2023 x6|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
746. W|carmen|stevens chenin blanc|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
747. X
748. W|carmen|stevens julie rose|??|p|??|??|??|2023|12|??|leve|carne vermelha, massas, queijos curados|seco
749. W|carmen|stevens julie rose 2023 x6|??|p|??|??|??|2023|12|??|leve|carne vermelha, massas, queijos curados|seco
750. W|carmen|stevens julie rose|??|p|??|??|??|2024|12|??|leve|carne vermelha, massas, queijos curados|seco
751. W|carmen|stevens merlot|??|r|merlot|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
752. W|carmen|stevens merlot|??|r|merlot|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=751
753. W|carmen|stevens merlot 2022 top 10|??|r|merlot|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
754. W|carmen|stevens nemrac|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
755. W|carmen|stevens nemrac|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
756. W|carmen|stevens nemrac|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
757. W|carmen|stevens nemrac|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
758. W|carmen|stevens petit sirah|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
759. W|carmen|stevens petit sirah|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=758
760. W|carmen|stevens petite sirah|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
761. W|carmen|stevens petite sirah|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
762. W|carmen|stevens petite sirah|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=761
763. W|carmen|stevens petrichor|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
764. W|carmen|stevens petrichor|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=763
765. W|carmen|stevens petrichor|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=763
766. W|carmen|stevens sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
767. W|carmen|stevens sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=766
768. W|carmen|stevens sauvignon blanc|??|w|sauvignon blanc|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
769. W|carmen|stevens sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
770. W|carmen|stevens sauvignon blanc x 6|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
771. W|carmen|stevens sauvignon blanc x 6|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=770
772. W|carmen|stevens savi rose sparkling|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
773. W|carmen|stevens wines carmenere|??|r|carmenere|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
774. W|carmen|stevens wines merlot|??|r|merlot|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
775. W|carmen|stevens wines petite sirah|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
776. W|carmen|stevens wines sauvignon blanc|??|w|sauvignon blanc|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
777. W|carmen|stevens wines savi rose sparkling|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
778. W|carmen|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
779. X
780. W|carmen|vintages blend cabernet sauvignon 14|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
781. W|carmen|vintages series limited edition cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
782. W|carmen|wave series pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
783. W|carmen|wave series reserva pinot noir|??|r|pinot noir|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
784. W|carmen|wave series reserva sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|reserva|leve|peixes, frutos do mar, saladas|seco
785. W|carmen|wave series sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
786. W|carmen|wave series sauvignon blanc lata|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
787. W|carmen|wine makers reserve red maipo valley 135 0|cl|r|??|maipo valley|??|NV|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
788. W|carmen|winemaker s black|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
789. W|carmen|winemaker s cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
790. W|carmen|winemakers black carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
791. W|carmen|winemakers black carmenere blend|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
792. W|carmen|winemakers black carmenere blend|??|r|carmenere|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
793. W|carmen|winemakers black premium carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
794. W|carmen|winemakers red blend|??|r|red blend|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
795. W|carmen|winemakers red premium cabernet sauvignon petite sirah petite verdot|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
796. W|carmen|winemakers reserve meritage|??|r|??|??|??|NV|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
797. W|carmen|winemakers reserve red cabernet sauvignon blend|??|r|cabernet sauvignon|??|??|2020|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
798. W|carmencita|black pepper grinder 50g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
799. W|carmencita|crema catalana 80 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
800. W|carmencita|crema catalana 80 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=799
801. X
802. X
803. X
804. X
805. W|carmencita|paellero valenciana 3 sobres 12 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
806. W|carmencita|paellero valenciana 3 sobres 12 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=805
807. W|carmencita|rock salt grinder 105g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
808. W|carmencita|te con azafran 175 grs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
809. W|carmencita|te con azafran 175 grs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=808
810. W|carmencita|te con limon 15 grs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
811. W|carmencita|te con limon 15 grs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=810
812. W|carmencita|te earl grey 175 grs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
813. W|carmencita|te earl grey 175 grs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=812
814. W|carmencita|te frutos rojos 15 grs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
815. W|carmencita|te frutos rojos 15 grs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=814
816. W|carmencita|te verde 15 grs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
817. W|carmencita|te verde 15 grs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=816
818. W|carmencita|vegan paella kit vegetable 258g glutenfree|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
819. W|carmenera|premium red wine|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
820. W|carmenera|reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
821. W|carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
822. W|carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=821
823. W|carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=821
824. W|carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=821
825. W|carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=821
826. W|carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=821
827. W|carmenere|1|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
828. W|carmenere|120 santa rita kaufen|??|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
829. W|carmenere|carmenere|??|r|carmenere|??|??|2012|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
830. X
831. W|carmenere|carmenere|??|r|carmenere|??|??|2015|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
832. X
833. W|carmenere|tenuta san leonardo|??|r|carmenere|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
834. W|carmenere|vina manu|??|r|carmenere|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
835. X
836. W|carmenere|magnum tenuta san leonardo in cassa legno|??|r|carmenere|??|??|2019|13.5|do|encorpado|carne vermelha, massas, queijos curados|seco
837. W|carmenere|tenuta san leonardo in cassa legno|??|r|carmenere|??|??|2019|13.5|do|encorpado|carne vermelha, massas, queijos curados|seco
838. W|carmenere|estate 075 liter|??|r|carmenere|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
839. X
840. W|carmenere|tenuta san leonardo|??|r|carmenere|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
841. W|carmenere|casa lapostolle|??|r|carmenere|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
842. W|carmenere|mori maglio de vinedo el asombrado salto|??|r|carmenere|??|??|2021|13.5|do|encorpado|carne vermelha, massas, queijos curados|seco
843. W|carmenere|doc venizia italien|??|r|carmenere|??|??|2022|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
