W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=598
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=598
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=598
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=598
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=603
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=603
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=606
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=606
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=609
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=609
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=609
W|giuseppe|rinaldi barolo tre tine docg|it|r|??|barolo|barolo|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=614
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=614
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=614
W|giuseppe|rinaldi barolo tre tine docg|it|r|??|barolo|barolo|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=619
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=619
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=619
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=619
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=624
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=624
W|giuseppe|rinaldi barolo tre tine docg|it|r|??|barolo|barolo|2010|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine docg|it|r|??|barolo|barolo|2011|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=580
W|giuseppe|rinaldi barolo tre tine docg 1|it|r|??|barolo|barolo|2013|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine docg|it|r|??|barolo|barolo|2014|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi barolo tre tine docg|it|r|??|barolo|barolo|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=618
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=619
W|giuseppe|rinaldi barolo tre tine|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=624
W|giuseppe|rinaldi brunate le coste barolo|it|r|??|barolo|barolo|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi brunate le coste barolo|it|r|??|barolo|barolo|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi brunate le coste barolo|it|r|??|barolo|barolo|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi brunate le coste barolo|it|r|??|barolo|barolo|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=636
W|giuseppe|rinaldi brunate le coste barolo|it|r|??|barolo|barolo|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi brunate le coste barolo|it|r|??|barolo|barolo|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi brunate le coste barolo|it|r|??|barolo|barolo|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi brunate|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi brunatele coste barolo docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi brunatele coste barolo docg piedmont italy|it|r|??|barolo|barolo|1996|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi brunatele coste barolo docg piedmont italy|it|r|??|barolo|barolo|1996|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=643
W|giuseppe|rinaldi bussia|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi cannubi barolo|it|r|??|barolo|barolo|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi cannubi san lorenzo ravera|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi cannubi san lorenzo ravera barolo|it|r|??|barolo|barolo|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi cannubi san lorenzo ravera barolo|it|r|??|barolo|barolo|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi cannubi san lorenzo ravera barolo|it|r|??|barolo|barolo|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi cannubi san lorenzo ravera barolo|it|r|??|barolo|barolo|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi cannubi san lorenzo ravera barolo|it|r|??|barolo|barolo|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi dolcetto d alba doc|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|doce
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=655
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=657
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=657
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=657
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=661
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=661
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=664
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=664
W|giuseppe|rinaldi dolcetto dalba 1|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=668
W|giuseppe|rinaldi dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce|=668
W|giuseppe|rinaldi dolcetto dalba doc|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|doce
W|giuseppe|rinaldi dolcetto dalba piedmont|it|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giuseppe|rinaldi langhe freisa|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe freisa|it|r|??|langhe|langhe|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe freisa|it|r|??|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe freisa|it|r|??|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=675
W|giuseppe|rinaldi langhe freisa|it|r|??|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=675
W|giuseppe|rinaldi langhe freisa|it|r|??|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=675
W|giuseppe|rinaldi langhe freisa|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe freisa 1|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe freisa|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe freisa piedmont italy|it|r|??|langhe|langhe|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=689
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=689
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=692
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=692
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=692
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=696
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=696
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=696
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=700
W|giuseppe|rinaldi langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi langhe nebbiolo doc|it|r|nebbiolo|langhe|langhe|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi namaste vino rosso vdt future arrival|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi rosae|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi rosae|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi rosae|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|giuseppe|rinaldi rosae|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi rosae|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=708
W|giuseppe|rinaldi rosae|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=708
W|giuseppe|rinaldi rosae|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=708
W|giuseppe|rinaldi rosae|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi rosae|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|giuseppe|rinaldi rosae rosso ruche|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi san lorenzo barolo|it|r|??|barolo|barolo|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi tre tine|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi tre tine|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi tre tine barolo|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi tre tine barolo docg|it|r|??|barolo|barolo|2014|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi tre tine barolo docg|it|r|??|barolo|barolo|2015|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi tre tine barolo|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi tre tine barolo|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|rinaldi tre tine barolo docg italy|it|r|??|barolo|barolo|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|roagna barbera dalba|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|roagna barbera dalba|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=724
W|giuseppe|rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|russo nerina bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|saba grape must reduction 8oz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|savini tertulia montepulciano|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|savini tertulia pecorino|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|savini tertulia trebbiano|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|sedilesu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|sedilesu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=732
W|giuseppe|sedilesu perda pinta|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|sedilesu riserva|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|sordo barolo|it|r|??|barolo|barolo|1964|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|verdi lambrusco rosato amabile cantine ceci|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giuseppe|verdi lambrusco rosso amabile cantine ceci|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|verdi rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giusi|cerasuolo dabruzzo doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giussepe|giusti crema classica medagliere|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|giusti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|giusti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|giusti|giusti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|giusti|giusti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|giusti|giusti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|giusti|100 reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|50 reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|95 keerom prosecco doc xtra dry|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|giusti|aceto balsamico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|aceto balsamico di modena igp 1 medaglia dargento|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|aceto balsamico di modena igp 1 medaglia dargento|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco|=751
W|giusti|aceto balsamico di modena igp 2 medaglie doro|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|aceto balsamico di modena igp 3 medaglie doro riccardo giusti|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|aceto balsamico di modena igp 4 medaglie doro quarto centenario|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|aceto balsamico di modena igp 5 medaglie doro|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|aceto balsamico di modena igp 5 medaglie doro banda rossa|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|aceto balsamico di modena igp etichetta bianca|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|aceto balsamico di modena igp etichetta oro|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|alla nostra prosecco extra dry|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giusti|amarone della valpolicella|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|amarone della valpolicella classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|amarone della valpolicella classico|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|amarone della valpolicella classico|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=763
W|giusti|amarone della valpolicella classico|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|amarone della valpolicella classico docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|amarone della valpolicella classico docg|??|r|??|??|??|2017|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|amarone della valpolicella classico docg|??|r|??|??|??|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|amarone della valpolicella docg classico 165|??|r|??|??|??|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|antonio igt rosso|??|r|??|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|asolo prosecco brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|giusti|asolo prosecco superiore docg brut|??|s|??|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|brut
W|giusti|asolo prosecco superiore docg brut 115|??|s|??|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|brut
W|giusti|asolo prosecco superiore docg brut 115|??|s|??|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|brut|=773
W|giusti|asolo prosecco superiore docg extra brut|??|s|??|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|extra brut
W|giusti|asolo prosecco superiore docg extra brut 11|??|s|??|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|extra brut
W|giusti|asolo prosecco superiore docg extra dry|??|s|??|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|seco
W|giusti|asolo prosecco superiore docg extra dry 115|??|s|??|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|seco
W|giusti|asolo prosecco superiore docg extra dry by graziana|??|s|??|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|seco
W|giusti|augusto recantina asolo montello doc 13|??|r|??|??|??|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|balsamico fichi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|balsamico lampone|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|balsamico tartufo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|balsamico wit agrodolce condimento bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|giusti|chardonnay igt venezie del carni|??|w|chardonnay|??|??|nv|12.5|igt|medio|peixes, frutos do mar, saladas|seco
W|giusti|di modena saba grape must|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|igp|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|le stanghe pinot nero rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giusti|longheri pinot grigio|??|w|pinot grigio|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giusti|longheri pinot grigio doc delle venezie 125|??|w|pinot grigio|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|giusti|marco umberto amarone della valpolicella classico riserva|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|massimo rosso veneto|it|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|massimo rosso veneto igt|it|r|??|??|??|2021|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|merlot igt delle venezie|??|r|merlot|??|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|merlot veneto|it|r|merlot|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|merlot veneto igt 13|it|r|merlot|??|??|2022|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|modena aceto balsamico igp 1 silver cubica in box|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|modena balsamico igp 1 silver champagnotta|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|modena balsamico igp 2 gold champagnotta|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|modena balsamico igp 3 gold champagnotta|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giusti|oro asolo prosecco superiore docg extra brut 11|??|s|??|??|??|nv|12|docg|leve|aperitivos, frutos do mar, canapes|extra brut
W|giusti|pinot grigio doc venezie longheri|??|w|pinot grigio|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|giusti|pinot nero rosato le stanghe|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giusti|prosecco asolo prosecco superiore brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
