S
W|gener|oli doliva verge extra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn grantschener wildenberg lemberger weiherbst dq feinherb rosewein deutschland 3|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn grantschener wildenberg lemberger weiherbst dq feinherb rosewein deutschland 6|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn grantschener wildenberg trollinger dq trocken rotwein deutschland 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn grantschener wildenberg trollinger dq trocken rotwein deutschland 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn grantschener wildenberg trollinger dq trocken rotwein deutschland 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn grantschener wildenberg trollinger dq trocken rotwein deutschland 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn heilbronner stiftsberg edition s riesling 12x 1 liter mehrweg|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn heilbronner stiftsberg edition s riesling qba trocken 12x 1 liter mehrweg|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn heilbronner stiftsberg edition s riesling trocken|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn heilbronner stiftsberg edition s trollinger qba feinherb 12x 1 liter mehrweg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn heilbronner stiftsberg edition s trollinger qba trocken 12x 1 liter mehrweg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder salzberg schwarzriesling rosewein weiherbst dq deutschland 1|??|p|riesling|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder salzberg schwarzriesling rosewein weiherbst dq deutschland 12|??|p|riesling|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder salzberg schwarzriesling rosewein weiherbst dq deutschland 3|??|p|riesling|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder salzberg schwarzriesling rosewein weiherbst dq deutschland 6|??|p|riesling|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder salzberg trollinger dq rotwein trocken deutschland 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder salzberg trollinger dq rotwein trocken deutschland 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder salzberg trollinger dq rotwein trocken deutschland 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder salzberg trollinger mit lemberger dq rotwein feinherb deutschland 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder salzberg trollinger mit lemberger dq rotwein feinherb deutschland 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder salzberg trollinger mit lemberger dq rotwein feinherb deutschland 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder salzberg trollinger mit lemberger dq rotwein feinherb deutschland 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder salzberg trollinger rotwein dq trocken deutschland 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder steinacker riesling dq halbtrocken deutschland 1|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder steinacker riesling dq halbtrocken deutschland 1|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=725
W|genossenschaftskellerei|heilbronn lehrensteinsfelder steinacker riesling dq halbtrocken deutschland 12|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder steinacker riesling dq halbtrocken deutschland 12|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=727
W|genossenschaftskellerei|heilbronn lehrensteinsfelder steinacker riesling dq halbtrocken deutschland 3|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder steinacker riesling dq halbtrocken deutschland 3|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=729
W|genossenschaftskellerei|heilbronn lehrensteinsfelder steinacker riesling dq halbtrocken deutschland 6|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder steinacker riesling dq halbtrocken deutschland 6|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=731
W|genossenschaftskellerei|heilbronn lehrensteinsfelder steinacker riesling dq trocken deutschland 1|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder steinacker riesling dq trocken deutschland 12|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder steinacker riesling dq trocken deutschland 3|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn lehrensteinsfelder steinacker riesling dq trocken deutschland 6|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn neckarsulmer rotwein staufenberg lemberger dq trocken deutschland 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn neckarsulmer rotwein staufenberg lemberger dq trocken deutschland 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn neckarsulmer rotwein staufenberg lemberger dq trocken deutschland 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn neckarsulmer scheuerberg trollinger dq rotwein trocken deutschland 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn neckarsulmer scheuerberg trollinger dq rotwein trocken deutschland 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn neckarsulmer scheuerberg trollinger dq rotwein trocken deutschland 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn neckarsulmer scheuerberg trollinger dq rotwein trocken deutschland 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn neckarsulmer scheuerberg trollinger mit lemberger dq rotwein trocken deutschland 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn neckarsulmer scheuerberg trollinger mit lemberger dq rotwein trocken deutschland 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn neckarsulmer scheuerberg trollinger mit lemberger dq rotwein trocken deutschland 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn neckarsulmer scheuerberg trollinger mit lemberger dq rotwein trocken deutschland 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn neckarsulmer staufenberg spatburgunder weiherbst dq rosewein deutschland 1|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn neckarsulmer staufenberg spatburgunder weiherbst dq rosewein deutschland 12|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn neckarsulmer staufenberg spatburgunder weiherbst dq rosewein deutschland 3|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn neckarsulmer staufenberg spatburgunder weiherbst dq rosewein deutschland 6|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn riesling 025 liter|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn riesling qba feinfruchtig 12x 1 liter mehrweg|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn riesling qba feinherb 12x 1 liter mehrweg|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn riesling qba trocken 12x 1 liter mehrweg|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn rotwein neckarsulmer scheuerberg trollinger mit lemberger dq deutschland 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn rotwein neckarsulmer scheuerberg trollinger mit lemberger dq deutschland 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn rotwein neckarsulmer scheuerberg trollinger mit lemberger dq deutschland 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn rotwein neckarsulmer scheuerberg trollinger mit lemberger dq deutschland 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn rotwein neckarsulmer staufenberg lemberger dq trocken deutschland 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn rotwein qba 12x 1 liter mehrweg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn samtrot blanc de noir dq weiwein feinfruchtig deutschland 12|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn samtrot blanc de noir dq weiwein feinfruchtig deutschland 3|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn samtrot blanc de noir dq weiwein feinfruchtig deutschland 6|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn samtrot blanc de noir weiwein dq feinfruchtig deutschland 1|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn schwarzriesling mit samtrot qba feinfruchtig 12x 1 liter mehrweg|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn schwarzriesling qba feinherb 12x 1 liter mehrweg|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn schwarzriesling rose dq feinfruchtig rosewein deutschland 1|??|p|riesling|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn schwarzriesling rose dq feinfruchtig rosewein deutschland 12|??|p|riesling|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn schwarzriesling rose dq feinfruchtig rosewein deutschland 3|??|p|riesling|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn schwarzriesling rose dq feinfruchtig rosewein deutschland 6|??|p|riesling|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|genossenschaftskellerei|heilbronn spatburgunder weiherbst 12x 1 liter mehrweg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn spatburgunder weiherbst 025 liter|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn trollinger halbtrocken 025 liter|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn trollinger qba trocken|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn weiherbst qba feinfruchtig 12x 1 liter mehrweg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn weiwein 12x 1 liter mehrweg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn zero alkoholfreier rotwein 075 liter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genossenschaftskellerei|heilbronn zero mousseux sekt alkoholfrei|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|genossenschaftskellerei|heilbronn zero weiwein alkoholfrei|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger aloxe corton 1 cru clos du chapitre|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger aloxe corton chapitre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger aloxe corton clos du chapitre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger aloxe corton clos du chapitre|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger aloxe corton clos du chapitre|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger beaune cru les greves|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger beaune cru les greves|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger beaune en lulunne|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger beaune en lulunne|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger beaune greves|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger beaune greves|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger bourgogne rouge|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger chambolle musigny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger chambolle musigny|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger chambolle musigny ko|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger chassagne montrachet cru les vergers|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger chassagne montrachet les vergers|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger chassagne montrachet vergers|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger clos vougeot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger clos vougeot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=799
W|genot|boulanger clos vougeot|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger corton charlemagne grand cru|??|r|??|??|??|2018|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger corton charlemagne grand cru|??|r|??|??|??|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger corton charlemagne blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genot|boulanger corton charlemagne grand cru|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger corton combes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger corton les combes|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger corton les combes grand cru|??|r|??|??|??|2018|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger corton les combes grand cru|??|r|??|??|??|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger mercurey cru en sazenay|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger mercurey cru en sazenay rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger meursault boucheres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger meursault clos cromin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger meursault clos du cromin|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger meursault clos du cromin|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger meursault les meix chavaux|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger meursault les vireuils|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger meursault meix chavaux|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger pommard clos blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genot|boulanger pommard clos blanc 1 cru|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genot|boulanger pommard clos blanc 1 cru ko|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genot|boulanger pommard clos blanc 1 cru ko|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genot|boulanger pommard clos blanc 1st cru|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genot|boulanger pommard clos blanc|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genot|boulanger pommard clos blanc premier cru|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genot|boulanger pommard vieilles vignes|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger pommard vieilles vignes|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger pommard vv|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger puligny montrachet cru les folatieres|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger puligny montrachet au paupillot|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger puligny montrachet folatieres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger puligny montrachet garenne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger puligny montrachet les levrons|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger puligny montrachet les nosroyes|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger savigny les beaune blanc vieilles vignes|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genot|boulanger savignyvergelesses premier cru|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genot|boulanger volnayronceret premier cru|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotbon|genotbon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotbon|genotbon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=838
W|genotboulanger|beaune cru greves|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|pulignymontrachet cru nosroyes|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|corton charlemagne grand cru|??|r|??|??|??|2023|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|aloxecorton cru clos du chapitre|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|aloxecorton cru clos du chapitre|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|aloxecorton cru clos du chapitre|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|beaune cru les greves|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|beaune cru les greves|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|beaune en lulunne blanc beaune burgundy france|fr|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|genotboulanger|bourgogne rouge|fr|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|bourgogne rouge|fr|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chambolle musigny|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chambollemusigny|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chambollemusigny|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chambollemusigny|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chambollemusigny|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chambollemusigny|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chassagne montrachet cru les chenevottes|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chassagne montrachet cru les vergers|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chassagne montrachet cru les vergers|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chassagnemontrachet cru les vergers|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chassagnemontrachet cru les vergers|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chassagnemontrachet cru les vergers|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chassagnemontrachet cru les vergers|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chassagnemontrachet vergers|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|chassagnemontrachet vergers|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|clos de vougeot|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|clos de vougeot grand cru|??|r|??|??|??|2011|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|clos de vougeot grand cru|??|r|??|??|??|2014|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|clos de vougeot grand cru|??|r|??|??|??|2015|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|clos de vougeot grand cru|??|r|??|??|??|2018|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|clos de vougeot grand cru|??|r|??|??|??|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|clos de vougeot grand cru|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|clos de vougeot grand cru|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=872
W|genotboulanger|clos de vougeot grand cru|??|r|??|??|??|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|clos du cromin meursault|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|clos du cromin meursault|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|genotboulanger|corton charlemagne grand cru|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|corton charlemagne grand cru|??|r|??|??|??|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|corton grand cru les combes|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|corton les combes grand cru 1|??|r|??|??|??|2015|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|corton lex combes grand cru 1|??|r|??|??|??|2013|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|cortoncharlemagne grand cru|??|r|??|??|??|2015|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|cortoncharlemagne grand cru|??|r|??|??|??|2016|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|genotboulanger|cortoncharlemagne grand cru|??|r|??|??|??|2017|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
