W|finca dofi|2018|??|r|??|??|??|2018|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|estacada chardonnay sauv blanc espanha|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|estacada chardonnay sauvignon blanc 2022|??|w|??|??|??|2022|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|estacada chardonnaysauvignon blanc|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|estacada rosado malbec|??|p|??|??|??|NV|12.5|??|encorpado|saladas; aves; queijos leves|seco
W|finca la|estacada rose syrah espanha|??|p|??|??|??|NV|12.5|??|encorpado|saladas; aves; queijos leves|seco
W|finca la|estacada secua|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|estacada semidulce|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|estacada semidulce 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|estacada tempranillo magnum 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|estacada tempranillo roble|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|estacada varietales|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|estacada varietales 2019|??|r|??|??|??|2019|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|estacada varietales 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|estacada viginti xx chardonnay espanha|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|estanquera airen|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|estanquera blanco|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|estanquera etiqueta negra|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|estanquera tempranillo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|estanquera tempranillo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=704
W|finca la|estanquera tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|estramancia rosado 2020|??|p|??|??|??|2020|12.5|??|leve|saladas; aves; queijos leves|seco
W|finca la|florencia blend malbecsyrah|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|florencia blend malbecsyrah x 6 botellas|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|florencia cabernet sauvignon x 6 botellas|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|florencia chardonnay x 6 botellas|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|florencia estuche x1|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|florencia malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|florencia malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=713
W|finca la|florencia malbec x 6 botellas|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|florencia merlot x 6 botellas|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|florencia odisea malbec reserva mendoza 2023|ar|r|??|??|??|2023|13.5|reserva|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|florencia torrontes 2015|??|r|??|??|??|2015|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|galana garnacha tintorera|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|galana recuerdos garnacha tintorera|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|galana recuerdos verdejo|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|galana tempranillo rosado|??|p|??|??|??|NV|12.5|??|leve|saladas; aves; queijos leves|seco
W|finca la|galana verdejo|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|garriga|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|garriga 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|garriga do|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|garriga do emporda 2022 castillo perelada|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|genuina d edetaria 2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|igriega conexion malbec argentina|ar|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|igriega malbec principio valle de uco argentina 2024|ar|r|??|??|??|2024|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|indiana|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|indiana tinto 2013|??|r|??|??|??|2013|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|jaraba azagador crianza|??|r|??|??|??|NV|13.5|crianza|medio|carne vermelha; queijo curado; massas|seco
W|finca la|jaraba azagador reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha; queijo curado; massas|seco
W|finca la|linda bonarda|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|linda cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|linda cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=736
W|finca la|linda cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=736
W|finca la|linda cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=736
W|finca la|linda cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=736
W|finca la|linda cabernet sauvignon 20232024|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|linda cabernet sauvignon x|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|linda cabernet sauvignon x|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=742
W|finca la|linda chardonnay|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|linda chardonnay|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco|=744
W|finca la|linda chardonnay x|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|linda chardonnay x|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco|=746
W|finca la|linda extra brut|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|extra brut
W|finca la|linda high vines|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|linda malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|linda malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=750
W|finca la|linda malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=750
W|finca la|linda malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=750
W|finca la|linda malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=750
W|finca la|linda malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=750
W|finca la|linda malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=750
W|finca la|linda malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=750
W|finca la|linda malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=750
W|finca la|linda malbec 2023|??|r|??|??|??|2023|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|linda malbec 2024|??|r|??|??|??|2024|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|linda malbec 2024|??|r|??|??|??|2024|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=760
W|finca la|linda malbec x|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|linda old vines|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|linda old vines malbec 2023|??|r|??|??|??|2023|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|linda rose malbec 2025|??|p|??|??|??|2025|12.5|??|encorpado|saladas; aves; queijos leves|seco
W|finca la|linda smart blend|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|linda smart blend|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=766
W|finca la|linda smart blend cabernet sauvignon syrah tannat 2019|??|r|??|??|??|2019|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|linda sweet viogner|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|linda sweet viogner|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=769
W|finca la|linda syrah|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|linda tempranillo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|linda torrontes|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|linda torrontes|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=773
W|finca la|linda torrontes|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=773
W|finca la|linda viognier|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|linda viognier 750 cc|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|loma tinto 2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|luz cabernet sauvignon gran reserva 2016 case only|??|r|??|??|??|2016|13.5|reserva|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|malgranda belezos|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|mata ribera del duero|es|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|medina 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|melendra blanco|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|melendra crianza|??|r|??|??|??|NV|13.5|crianza|medio|carne vermelha; queijo curado; massas|seco
W|finca la|melendra roble|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|melendra roble ribera del duero 2023 red dry 14 075|es|r|??|??|??|2023|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|mira|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|mira|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=787
W|finca la|mitica senda del vuelo 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|moneda navarra alzania 2021|es|r|??|??|??|2021|13.5|ava|medio|carne vermelha; queijo curado; massas|seco
W|finca la|montesa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|montesa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=791
W|finca la|montesa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=791
W|finca la|montesa 2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|montesa 2020 meia garrafa|??|r|??|??|??|2020|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|montesa 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|montesa 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=796
W|finca la|montesa 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=796
W|finca la|montesa 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=796
W|finca la|montesa 2021 elegancia rioja de la familia palacios|es|r|??|??|??|2021|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|montesa herencia remondo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|montesa reserva seleccion especial|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha; queijo curado; massas|seco
W|finca la|montesa reserva seleccion especial|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha; queijo curado; massas|seco|=802
W|finca la|montesa rioja|es|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|montesa rioja|es|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=804
W|finca la|montesa rioja|es|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=804
W|finca la|montesa rioja 2019|es|r|??|??|??|2019|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|montesa rioja crianza|es|r|??|??|??|NV|13.5|crianza|medio|carne vermelha; queijo curado; massas|seco
W|finca la|montesa tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|nava ribera del duero do|es|r|??|??|??|NV|13.5|ava|medio|carne vermelha; queijo curado; massas|seco
W|finca la|navilla reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha; queijo curado; massas|seco
W|finca la|nevera 2017|??|r|??|??|??|2017|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|nina cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|nina chardonnay|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|nina malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|nina malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=815
W|finca la|nina malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=815
W|finca la|nina malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=815
W|finca la|nina merlot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|oracion|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|oracion hacienda grimon rioja do|es|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|pedrissa 2018|??|r|??|??|??|2018|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|pedrissa d edetaria 2018|??|r|??|??|??|2018|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|personal 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|personal d edetaria 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|pintada brut cava|es|s|??|??|??|NV|12|ava|leve|aperitivos; frutos do mar; canapes|brut
W|finca la|pintada brut rose cava|es|s|??|??|??|NV|12|ava|leve|aperitivos; frutos do mar; canapes|brut
W|finca la|pintada cava brut|es|s|??|??|??|NV|12|ava|leve|aperitivos; frutos do mar; canapes|brut
W|finca la|pintada cava rosado|es|s|??|??|??|NV|12|ava|leve|aperitivos; frutos do mar; canapes|brut
W|finca la|pintada cava rosado extremadura|es|s|??|??|??|NV|12|ava|leve|aperitivos; frutos do mar; canapes|brut
W|finca la|pintada cava semisecco|es|s|??|??|??|NV|12|ava|leve|aperitivos; frutos do mar; canapes|brut
W|finca la|planeta|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|quintanilla|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|rana|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|rana terra duro|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|renana blanco|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|renana tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|renana tinto magnum|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|rosala curry peanuts 80g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|rosala gold almond 90g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|rosala korean bbq cashews 80g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|rosala raw blanched valencia almond 150g|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|rosala raw cashew 150g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|rosala raw pecan 150g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|rosala roasted unsalted blanched marcona almond 150g|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|rosala roasted unsalted blanched valencia almond 150g|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|rosala roasted unsalted jumbo pistachio 150g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|sabina crianza merlot|??|r|??|??|??|NV|13.5|crianza|medio|carne vermelha; queijo curado; massas|seco
W|finca la|selva gran reserva rioja 2015|es|r|??|??|??|2015|13.5|reserva|medio|carne vermelha; queijo curado; massas|seco
W|finca la|selva gran reserva rioja 2016|es|r|??|??|??|2016|13.5|reserva|medio|carne vermelha; queijo curado; massas|seco
W|finca la|solana 2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|solana blanco|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|solana monastrell|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|solana old vines|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|solana piquito seleccion especial monastrell 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|solana seleccion especial 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|tercia seleccion 2002|??|r|??|??|??|2002|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|tradicion rioja reserva blanco 2019|es|w|??|??|??|2019|12.5|reserva|leve|peixes; frutos do mar; saladas|seco
W|finca la|valentina la montana rioja crianza rioja|es|r|??|??|??|NV|13.5|crianza|medio|carne vermelha; queijo curado; massas|seco
W|finca la|verdosa graciano 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|zorrina|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca la|zulema chardonnay|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|zulema chardonnay 0|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca la|zulema malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca la|zulema malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=864
W|finca ladeira|mencia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca lalande|lalande|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca lalande|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca lalande|malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca lalande|organic cabernet franc|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca lalande|organic cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca lalande|organic cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=871
W|finca lalande|organic cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=871
W|finca lalande|organic malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca lalande|organic malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=874
W|finca lalande|organic merlot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca largata|largata|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca largata|largata|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=877
W|finca largata|2018 joan danguera|??|r|??|??|??|2018|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca largata|2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca largata|2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=880
W|finca largata|blanc|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca largata|blanc 2022|??|w|??|??|??|2022|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca largata|de joan danguera|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca largata|joan danguera|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca largata|joan danguera espagne 2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca largata|montsant do|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca largata|montsant do|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=887
W|finca las|cabras|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|cabras rioja crianza 2018 bodegas cuna del reyes|es|r|??|??|??|2018|13.5|crianza|medio|carne vermelha; queijo curado; massas|seco
W|finca las|cabras rioja crianza 2018 spain|es|r|??|??|??|2018|13.5|crianza|medio|carne vermelha; queijo curado; massas|seco
W|finca las|cabras rioja reserva 2015 spain|es|r|??|??|??|2015|13.5|reserva|medio|carne vermelha; queijo curado; massas|seco
W|finca las|cabras rioja roble spain|es|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|caliches bonarda 2018|??|r|??|??|??|2018|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|caliches cabernet franc 2019|??|r|??|??|??|2019|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|caliches chardonnay 2019|??|w|??|??|??|2019|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca las|caliches malbec 2019|??|r|??|??|??|2019|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|caliches reserva chardonnay 2019|??|w|??|??|??|2019|12.5|reserva|leve|peixes; frutos do mar; saladas|seco
W|finca las|caliches rose 2020|??|p|??|??|??|2020|12.5|??|leve|saladas; aves; queijos leves|seco
W|finca las|caliches torrontes 2019|??|r|??|??|??|2019|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|caraballas sauvignon blanc ecologico|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca las|caraballas verdejo 2022|??|w|??|??|??|2022|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca las|comas verdejo rueda|es|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca las|coronillas 2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|coronillas tempranillo 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|estancas roble malbec 2021|??|r|??|??|??|2021|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|hornias|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|hornias verdejo 2019|??|w|??|??|??|2019|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca las|hornias verdejo viura 2019|??|w|??|??|??|2019|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca las|lomas sauvignon gris vina undurraga 750cc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|margaritas cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|margaritas malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|margaritas syrah|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco|=914
W|finca las|moras alma mora cabernet|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras alma mora malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras alma mora malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco|=917
W|finca las|moras alma mora pinot grigio|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca las|moras alma mora pinot noir|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras alma mora red blend|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; queijo curado; massas|seco
W|finca las|moras alma mora sauvignon blanc|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca las|moras argentina cabernet sauvignon|ar|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
W|finca las|moras barrel select chardonnay|??|w|??|??|??|NV|12.5|??|leve|peixes; frutos do mar; saladas|seco
W|finca las|moras barrel select malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; queijo curado; massas|seco
