W|gb|clos dora aop minervois la liviniere|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=666
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=666
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=666
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=677
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=679
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=679
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=679
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=679
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=679
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=685
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=685
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=685
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=685
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=685
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=685
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=685
W|gd|vajra langhe nebbiolo piedmont|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe nebbiolo clare jc|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe nebbiolo clare jc|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=694
W|gd|vajra langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=677
W|gd|vajra langhe nebbiolo piedmont italy|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe nebbiolo piedmont italy|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe riesling|it|w|riesling|langhe|langhe|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gd|vajra langhe riesling|it|w|riesling|langhe|langhe|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=699
W|gd|vajra langhe riesling|it|w|riesling|langhe|langhe|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=699
W|gd|vajra langhe riesling petracine|it|w|riesling|langhe|langhe|2007|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=703
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=703
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=703
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=703
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=703
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=703
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=703
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|gd|vajra langhe rosso|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|gd|vajra langhe rosso piedmont italy|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe rosso doc|it|r|??|langhe|langhe|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe rosso doc|it|r|??|langhe|langhe|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe rosso piamonte italia|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe rosso piedmont|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe rosso piedmont|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=730
W|gd|vajra langhe rosso piedmont italy|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra langhe rosso piedmont italy|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=732
W|gd|vajra le albe|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra luigi baudana barolo baudana piedmont italy|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra luigi baudana dragon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra luigi baudana dragon langhe bianco doc|it|w|??|langhe|langhe|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gd|vajra luigi baudana dragon langhe bianco doc|it|w|??|langhe|langhe|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gd|vajra luigi baudana the dragon italy|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra monterustico piemonte doc bianco white blend|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gd|vajra monterustico piemonte doc bianco white blend|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=740
W|gd|vajra monterustico piemonte doc rosso red blend|it|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra moscato d asti docg rv|??|r|moscato|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|gd|vajra moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|gd|vajra moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|gd|vajra moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|gd|vajra moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|gd|vajra moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|gd|vajra moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|gd|vajra moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|gd|vajra moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|gd|vajra moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|gd|vajra moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|gd|vajra moscato dasti|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|gd|vajra moscato dasti|??|r|moscato|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra moscato dasti|??|r|moscato|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=757
W|gd|vajra moscato dasti|??|r|moscato|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra moscato dasti|??|r|moscato|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=260
W|gd|vajra moscato dasti|??|r|moscato|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=260
W|gd|vajra moscato dasti|??|r|moscato|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=260
W|gd|vajra moscato dasti|??|r|moscato|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=260
W|gd|vajra moscato dasti|??|r|moscato|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=260
W|gd|vajra moscato dasti|??|r|moscato|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=260
W|gd|vajra moscato dasti|??|r|moscato|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=260
W|gd|vajra moscato dasti|??|r|moscato|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=260
W|gd|vajra moscato dasti|??|r|moscato|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=260
W|gd|vajra moscato dasti|??|r|moscato|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra moscato dasti|??|r|moscato|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=769
W|gd|vajra moscato dasti|??|r|moscato|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=769
W|gd|vajra moscato dasti|??|r|moscato|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=769
W|gd|vajra moscato dasti 55 abv|??|r|moscato|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra moscato dasti docg|??|r|moscato|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra moscato dasti docg|??|r|moscato|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=774
W|gd|vajra moscato dasti docg|??|r|moscato|??|??|2025|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra moscato dasti docg|??|r|moscato|??|??|2025|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=776
W|gd|vajra nebbiolo|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra nebbiolo|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=778
W|gd|vajra nebbiolo|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra nebbiolo|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=780
W|gd|vajra nebbiolo albe barolo italy|it|r|nebbiolo|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra nebbiolo clare jc|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra nebbiolo clare jc|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra nebbiolo langhe|it|r|nebbiolo|langhe|langhe|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra nebbiolo langhe|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=261
W|gd|vajra nebbiolo langhe doc|it|r|nebbiolo|langhe|langhe|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra nebbiolo langhe doc|it|r|nebbiolo|langhe|langhe|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=787
W|gd|vajra nebbiolo langhe doc|it|r|nebbiolo|langhe|langhe|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=787
W|gd|vajra nebbiolo langhe doc|it|r|nebbiolo|langhe|langhe|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra nebbiolo langhe piedmont|it|r|nebbiolo|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra ns della neve extra brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gd|vajra ns della neve extra brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=792
W|gd|vajra ns della neve extra brut rose nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gd|vajra ns della neve rosato extra brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gd|vajra petracine langhe riesling|it|w|riesling|langhe|langhe|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gd|vajra petracine langhe riesling|it|w|riesling|langhe|langhe|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gd|vajra piemonte barbera freisa|it|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra piemonte barbera freisa|it|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=798
W|gd|vajra pinot nero langhe|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra ravera barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra ravera barolo|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra ravera barolo|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra ravera barolo|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra ravera barolo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra ravera barolo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=805
W|gd|vajra ravera barolo|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra ravera barolo|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=807
W|gd|vajra ravera barolo docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra ravera barolo docg|it|r|??|barolo|barolo|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra ravera barolo docg|it|r|??|barolo|barolo|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra ravera barolo docg italy|it|r|??|barolo|barolo|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra ravera barolo italy nebbiolo|it|r|nebbiolo|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra ravera barolo piedmont|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra riesling langhe|it|w|riesling|langhe|langhe|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gd|vajra riesling langhe|it|w|riesling|langhe|langhe|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gd|vajra rosa bella|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra rosa bella rosato|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra rosa bella rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra rosa bella vino rosato|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra rosabella|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra rosabella|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra rosabella rosato|??|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra rosabella rosato|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra rosabella rosato|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=824
W|gd|vajra rosabella rosato|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra rosabella rosato|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=826
W|gd|vajra rosabella rosato|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=826
W|gd|vajra rosabella rosato|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=826
W|gd|vajra rosabella rosato piemonte italy|it|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra rosabella rosato piemonte italy|it|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=830
W|gd|vajra rosabella rose|??|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra rosabella rose piedmont italy|it|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gd|vajra rosso|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra rosso langhe piedmont italy|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra viola delle viole barbera dalba superiore|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra viola delle viole barbera dalba superiore|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|gd|vajra viola delle viole barbera dalba superiore|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra viola delle viole barbera dalba superiore|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gd|vajra viola delle viole barbera dalba superiore|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|gda|kovas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gda|kovas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=841
W|gday|australia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gdel|de dus langelica mango cu actiune tonifianta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gdg|mushroom meatballs 500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gdg|squid ball 500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gdvajra|barbera dalba doc|??|r|barbera|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gdvajra|barbera dalba superiore doc|??|r|barbera|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gdvajra|barolo albe docg|it|r|??|barolo|barolo|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gdvajra|barolo bricco delle viole docg|it|r|??|barolo|barolo|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gdvajra|barolo ravera|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gdvajra|barolo ravera|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gdvajra|barolo ravera|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gdvajra|dolcetto dalba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gdvajra|dolcetto dalba doc|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|doce
W|gdvajra|dragon langh bianco luigi baudana|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gdvajra|langhe riesling petracine doc|it|w|riesling|langhe|langhe|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gdvajra|langhe rosso|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gdvajra|langhe rosso doc|it|r|??|langhe|langhe|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gdvajra|moscato dasti|??|r|moscato|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gdvajra|petracine riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gdvajra|rosa bella rosato|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gdybym|nie pomylia psow ingelin angerborn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gdybym|nie powiedziaa prawdy ingelin angerborn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gdybym|nie zrobia z taty astronauty ingelin angerborn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gdynia|design days|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gdzie|idziemy annaclara tidholm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gdzie|jest moj smoczek tony ross|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ge|ensamblaje|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
S
S
S
S
W|ge|massenez creme a la fraise des bois|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ge|massenez creme a la fraise des bois|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|ge|massenez creme a la fraise des bois|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|ge|massenez creme a la fraise des bois|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|ge|massenez creme a la fraise des bois|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|ge|massenez creme de banane|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
S
S
W|ge|massenez creme de cassis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ge|massenez creme de cassis blackcurrent|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ge|massenez creme de cassis blackcurrent|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=885
W|ge|massenez creme de cassis de dijon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ge|massenez creme de cassis de dijon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=887
W|ge|massenez creme de cassis de dijon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=887
W|ge|massenez creme de cassis de dijon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=887
S
