W|giacomo|conterno barolo monfortino riserva|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|nantua les deux beechworth shiraz sc|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|nantua les deux cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|nantua les deux shiraz|??|r|shiraz|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|nantua pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|nantua pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=619
W|giaconda|nantua roussanne|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|nantua shiraz|??|r|shiraz|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|nantua shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|nantua shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|nantua shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=624
W|giaconda|nantua shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|nantua shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=626
W|giaconda|nantua shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=626
W|giaconda|nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=629
W|giaconda|roussanne|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=632
W|giaconda|shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=634
W|giaconda|shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=634
W|giaconda|vineyard shiraz|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|vineyard shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warner vineyard beechworth shiraz sc|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warner vineyard beechworth shiraz sc|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warner vineyard shiraz|??|r|shiraz|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warner vineyard shiraz|??|r|shiraz|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warner vineyard shiraz|??|r|shiraz|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warner vineyard shiraz|??|r|shiraz|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warner vineyard shiraz|??|r|shiraz|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warner vineyard shiraz|??|r|shiraz|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warner vineyard shiraz|??|r|shiraz|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warner vineyard shiraz|??|r|shiraz|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warner vineyard shiraz|??|r|shiraz|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warner vineyard shiraz|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warner vineyard shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warner vineyard shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=651
W|giaconda|warner vineyard shiraz beechworth|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giaconda|warners vineyard shiraz|??|r|shiraz|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giacondi|bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=655
W|giacondi|bianco semi seco 075|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|demi-sec
W|giacondi|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giacondi|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=659
W|giacondi|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=659
W|giacondi|chardonnay vino d italia wine|it|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giacondi|chianti 075|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|chianti docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|chianti docg|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|extra dry prosecco nv italy|it|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giacondi|grillo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|grillo sicilia|it|r|??|sicily|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|lambrusco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|lambrusco rosato|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giacondi|lambrusco rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|lambrusco rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=671
W|giacondi|lambrusco rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=671
W|giacondi|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|giacondi|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=674
W|giacondi|merlott vino d italia wine|it|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|montepulciano|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|montepulciano dabruz|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|montepulciano dabruzzo|it|r|montepulciano|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|montepulciano dabruzzo doc|it|r|montepulciano|??|??|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|nero davola|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|nero davola|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=682
W|giacondi|nero davola|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=682
W|giacondi|nero davola sicilia|it|r|??|sicily|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|orvieto classico|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giacondi|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=687
W|giacondi|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=687
W|giacondi|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=687
W|giacondi|pinot grigio|??|w|pinot grigio|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=687
W|giacondi|pinot grigio|??|w|pinot grigio|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giacondi|pinot grigio terre siciliane igt|it|w|pinot grigio|sicily|??|2022|12.5|igt|medio|peixes, frutos do mar, saladas|seco
W|giacondi|prosecco|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giacondi|prosecco doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|giacondi|rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=696
W|giacondi|rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=696
W|giacondi|rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=696
W|giacondi|sangiovese|??|r|sangiovese|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|trebbiano|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giacondi|vino bianco bib|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giacondi|vino ditalia bianco|it|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giacondi|vino ditalia bianco 115 vol bib|it|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giacondi|vino ditalia rosato|it|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giacondi|vino ditalia rosso|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|vino ditalia rosso 125 vol bib|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacondi|vino rosso bib|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|barbaresco asili falletto|it|r|??|barbaresco|barbaresco|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|barbaresco docg|it|r|??|barbaresco|barbaresco|1986|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|barolo vigna le rocche riserva cl75|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|barolo le rocche del falletto|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|barolo le rocche falletto|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbaresco montefico|it|r|??|barbaresco|barbaresco|1970|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno freisa|??|r|??|??|??|1982|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barolo falletto di serralunga dalba|it|r|??|barolo|barolo|1988|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbaresco riserva asili|it|r|??|barbaresco|barbaresco|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbaresco albesani santo stefano|it|r|??|barbaresco|barbaresco|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbaresco asili|it|r|??|barbaresco|barbaresco|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barolo falletto di serralunga dalba|it|r|??|barolo|barolo|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barolo le rocche del falletto di serralunga dalba|it|r|??|barolo|barolo|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbaresco santo stefano|it|r|??|barbaresco|barbaresco|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbaresco asili|it|r|??|barbaresco|barbaresco|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbaresco riserva rabaja|it|r|??|barbaresco|barbaresco|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbaresco santo stefano|it|r|??|barbaresco|barbaresco|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbaresco rabaja|it|r|??|barbaresco|barbaresco|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbaresco santo stefano|it|r|??|barbaresco|barbaresco|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbaresco santo stefano|it|r|??|barbaresco|barbaresco|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbaresco riserva asili|it|r|??|barbaresco|barbaresco|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno asili barbaresco docg vino rosso|it|r|??|barbaresco|barbaresco|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno asili riserva barbaresco barbaresco docg vino rosso|it|r|??|barbaresco|barbaresco|2016|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbaresco|it|r|??|barbaresco|barbaresco|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbaresco|it|r|??|barbaresco|barbaresco|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=732
W|giacosa|bruno barbaresco|it|r|??|barbaresco|barbaresco|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=732
W|giacosa|bruno barbaresco|it|r|??|barbaresco|barbaresco|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=732
W|giacosa|bruno barbera dalba|??|r|barbera|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barbera dalba|??|r|barbera|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=736
W|giacosa|bruno barbera dalba|??|r|barbera|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=736
W|giacosa|bruno barbera dalba|??|r|barbera|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=736
W|giacosa|bruno barbera dalba barbera dalba doc vino rosso|??|r|barbera|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barolo|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barolo|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=741
W|giacosa|bruno barolo|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=741
W|giacosa|bruno barolo|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=741
W|giacosa|bruno barolo barolo docg vino rosso|it|r|??|barolo|barolo|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barolo falletto|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barolo falletto barolo docg vino rosso|it|r|??|barolo|barolo|2016|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno barolo falletto barolo docg vino rosso|it|r|??|barolo|barolo|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno falletto vigna le rocche barolo docg vino rosso|it|r|??|barolo|barolo|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno falletto vigna le rocche barolo docg vino rosso|it|r|??|barolo|barolo|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno falletto vigna le rocche riserva barolo docg vino rosso|it|r|??|barolo|barolo|2016|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno falletto vigna le rocche riserva mgm owc barolo docg vino rosso|it|r|??|barolo|barolo|2016|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno le rocche del falletto barolo docg vino rosso|it|r|??|barolo|barolo|2009|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno nebbiolo dalba nebbiolo dalba doc vino rosso|??|r|nebbiolo|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno nebbiolo dalba nebbiolo dalba doc vino rosso|??|r|nebbiolo|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno rabaja barbaresco docg vino rosso|it|r|??|barbaresco|barbaresco|2017|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno roero arneis roero arneis docg vino bianco|??|w|??|??|??|2021|12.5|docg|medio|peixes, frutos do mar, saladas|seco
W|giacosa|bruno roero arneis roero arneis docg vino bianco|??|w|??|??|??|2024|12.5|docg|medio|peixes, frutos do mar, saladas|seco
W|giacosa|bruno vigna le rocche riserva barolo docg vino rosso|it|r|??|barolo|barolo|2014|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|bruno vigna valmaggiore nebbiolo dalba doc vino rosso|??|r|nebbiolo|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|dolcetto falletto|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giacosa|donato barbaresco|it|r|??|barbaresco|barbaresco|1978|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|donato figli barbaresco docg|it|r|??|barbaresco|barbaresco|1968|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli arneis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbaresco|it|r|??|barbaresco|barbaresco|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbaresco|it|r|??|barbaresco|barbaresco|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=765
W|giacosa|fratelli barbaresco|it|r|??|barbaresco|barbaresco|1964|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbaresco|it|r|??|barbaresco|barbaresco|1964|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|giacosa|fratelli barbaresco|it|r|??|barbaresco|barbaresco|1964|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=767
W|giacosa|fratelli barbaresco|it|r|??|barbaresco|barbaresco|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbaresco basarin vigna gianmate|it|r|??|barbaresco|barbaresco|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbaresco basarin vigna gianmate|it|r|??|barbaresco|barbaresco|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbaresco basarin vigna gianmate|it|r|??|barbaresco|barbaresco|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbaresco basarin vigna gianmate docg|it|r|??|barbaresco|barbaresco|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbaresco docg|it|r|??|barbaresco|barbaresco|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbaresco docg vigna gianmate|it|r|??|barbaresco|barbaresco|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbaresco docg vigna gianmate piemont|it|r|??|barbaresco|barbaresco|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbaresco vigna mandorlo red dry 145 075|it|r|??|barbaresco|barbaresco|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbera dalba|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbera dalba|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=779
W|giacosa|fratelli barbera dalba|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbera dalba bussia|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbera dalba bussia|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=782
W|giacosa|fratelli barbera dalba doc bussia piemont|??|r|barbera|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbera dalba madonna como|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barbera dalba maria gioana|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=787
W|giacosa|fratelli barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=787
W|giacosa|fratelli barolo|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barolo bussia|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barolo bussia|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=791
W|giacosa|fratelli barolo bussia|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=791
W|giacosa|fratelli barolo bussia|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=791
W|giacosa|fratelli barolo bussia|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barolo bussia|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barolo bussia docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barolo docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barolo docg|it|r|??|barolo|barolo|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barolo half|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barolo scarrone mandorlo riserva|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barolo scarrone vigna mandorlo|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barolo scarrone vigna mandorlo canavere docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli barolo scarrone vigna mandorlo riserva|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli borolo bussia|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli chardonnay langhe|it|w|chardonnay|langhe|langhe|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giacosa|fratelli dolcetto dalba|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giacosa|fratelli gavi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli gavi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=808
W|giacosa|fratelli gavi|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli gavi bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giacosa|fratelli gavi docg|??|r|??|??|??|2023|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli nebbiolo dal|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli nebbiolo dalba|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli nebbiolo dalba|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=815
W|giacosa|fratelli nebbiolo dalba|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli nebbiolo dalba doc piemont|??|r|nebbiolo|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli roero arneis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli roero arneis|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|fratelli roero arneis docg piemont|??|r|??|??|??|2024|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|nebbiolo dalba|??|r|nebbiolo|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|nebbiolo dalba|??|r|nebbiolo|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=822
W|giacosa|nebbiolo dalba valmaggiore|??|r|nebbiolo|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|nebbiolo dalba valmaggiore|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giacosa|roero arneis|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
