W|gustinella|pomaro rosato|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gutierrez|colosia amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=691
W|gutierrez|colosia amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=691
W|gutierrez|colosia amontillado jerez spain|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia amontillado nv|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia amontillado sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia amontillado sherry nv|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia amontillado sherry puerto de santa maria 18|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia amontillado sherry puerto de santa maria 18|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=698
W|gutierrez|colosia cream nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutierrez|colosia cream sweet sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia fino|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia fino|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=702
W|gutierrez|colosia fino|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=702
W|gutierrez|colosia fino del puerto nv|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia fino del puerto sherry nv|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia fino nv|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia fino seco|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia fino sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia fino sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=709
W|gutierrez|colosia fino sherry puerto de santa maria 15|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia fino sherry puerto de santa maria 15|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=711
W|gutierrez|colosia manzanilla|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia moscatel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutierrez|colosia oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=715
W|gutierrez|colosia oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=715
W|gutierrez|colosia oloroso jerez spain|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia oloroso nv|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia oloroso sangre y trabajadero|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia oloroso sangre y trabajadero nv jerez spain|es|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia oloroso sangre y trabajadero sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia oloroso sherry puerto de santa maria 18|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia oloroso solera familiar|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia pedro ximenez|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutierrez|colosia pedro ximenez|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=726
W|gutierrez|colosia pedro ximenez|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=726
W|gutierrez|colosia pedro ximenez|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=726
W|gutierrez|colosia pedro ximenez jerez spain|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutierrez|colosia pedro ximenez sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia pedro ximenez sherry puerto de santa maria 18|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia sangre y trabajadero oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia sangre y trabajadero oloroso sherry nv|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia sherry fino|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia sherry moscatel|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colosia sherry pedro ximenez|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierrez|colsia oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gutierreza|colosia px|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutiflower|gutiflower|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutiflower|yumbel sparkling|??|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gutmann|dunkles hefeweizen 52|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutmann|hefeweizen hell 20x 05 liter mehrweg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutmann|helles hefeweizen 52|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutmann|weizenbock 72|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guts|glass juego de 6 vasos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guts|lagenpaket|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guts|riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guts|riesling markus huls|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gutscuvee|gutscuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutscuvee|gutscuvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=750
W|gutshof|eiswein edelsu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutshof|eiswein edelsu 12|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutshofer|de chevre truffe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutshofer|truffle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutsriesling|kunstler|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gutsriesling|s dr burklinwolf|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gutsriesling|trocken|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gutsriesling|trocken|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=758
W|gutss|cuban spiced rom nonalcoholic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutss|italian bitter sweet nonalcoholic|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gutssekt|gutssekt|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gutssekt|gutssekt|??|s|??|??|??|2023|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gutswein|blanc de blancs trocken|??|s|??|??|??|2024|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gutswein|grauer burgunder trocken|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutswein|halbtrocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutswein|pinot noir rose trocken|??|p|pinot noir|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gutswein|weissburgunderchardonnay trocken|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gutswein|weisser burgunder trocken|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutswein|weisser burgunder trocken|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutsweine|zum kennenlernen unser gutsweinpaket|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutsy|roussillon red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutta|supera|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutta|supera branco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guttarolo|amphora nera susumaniello|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guttarolo|amphora primitivo|??|r|primitivo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guttarolo|amphora rossa primitivo|??|r|primitivo|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guttarolo|amphora rosso|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guttarolo|anfora bianco|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guttarolo|cristiano vino rosso anfora nera|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guttarolo|miro|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guttarolo|miro rosso|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guttarolo|primitivo miro|??|r|primitivo|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guttarolo|vino bianco|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guttarolo|vino rosato|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guttarolo|violet rosato|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gutter|regnbue led neonskilt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutterstars|a handful of dust pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutterstars|all my friends chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gutterstars|daylight upon magic chardonnay longplayer|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gutterstars|fight the power ortega|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutterstars|rage against the dying of the light rose|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gutterstars|star 69 longplayer chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gutterstars|strange news from another star bacch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutterstars|the automatic earth pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutterstars|the dark end of the street pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutterstars|thu 27 june 630pm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutterstars|welcome to paradise bacch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|croci|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|gutturnio|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|50 vendemmie frizzante|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|boffalora doc|??|r|??|??|??|1970|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|cantine ceci|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|cantine ceci|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=803
W|gutturnio|colli piacentini doc frizzante poggiarello spago ml 750 cod pog07|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|doc saccomani|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|doc classico riserva pleione cantina di vicobarone|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|doc frizzante|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|doc frizzante|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=808
W|gutturnio|doc frizzante 50 vendemmie cantina valtidone|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|doc frizzante caesar augustus cantine valtidone|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|doc frizzante negrer la ratta|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|doc frizzante negrer la ratta|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=812
W|gutturnio|doc selezione cantina di vicobarone|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|doc sup la barbona|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|doc torre fornello|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|dop superiore ongino illica|??|r|??|??|??|nv|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|fermo superiore doc perini perini|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|fermo superiore doc perini perini|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=818
W|gutturnio|frizzante|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|frizzante|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=820
W|gutturnio|frizzante cantine bonelli|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|frizzante doc|??|s|??|??|??|2021|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|frizzante doc cantina di vicobarone|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|frizzante doc colli piacentinibonelli lt 075|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|frizzante doc perini perini|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|frizzante doc perini perini|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=826
W|gutturnio|frizzante il poggiarello piacenza italy|it|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|frizzante saccomani emiliaromagna italy|it|s|??|??|??|2021|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|frizzante spago doc il poggiarello quattro valli|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|galvano croci emiliaromagna italy|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|riserva tesor cantine bonelli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|rosso frizzante doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|rosso superiore bio dop|??|r|??|??|??|nv|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|superiore|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|superiore|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=835
W|gutturnio|superiore|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=835
W|gutturnio|superiore|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=835
W|gutturnio|superiore|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|superiore|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|superiore bio colli piacentini ml 1500 luretta cod lur37|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|superiore bio colli piacentini ml 750 luretta cod lur09|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|superiore casabella|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|superiore doc|??|r|??|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|superiore doc colli piacentinbonelli lt 075|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|superiore fermo doc la ratta|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|superiore fermo doc la ratta|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=846
W|gutturnio|superiore il quadrifoglio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|superiore la barbona|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|superiore perticato valandrea doc il poggiarello|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|superiore perticato valandrea doc il poggiarello|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=850
W|gutturnio|superiore13|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|sur lie|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|sur lie|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=853
W|gutturnio|sur lie|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|sur lie|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=855
W|gutturnio|vivace doc la ratta|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gutturnio|vivace doc la ratta|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=857
W|gutturnio|vivace frizzante doc la costa binelli|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|gutturnio|vivace frizzante doc la costa binelli|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco|=859
W|gutzler|blauer arbst trocken historische rebsorten|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutzler|blauer arbst trocken historische rebsorten|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=861
W|gutzler|brunnenhauschen spatburgunder|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutzler|brunnenhauschen spatburgunder|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=863
W|gutzler|chardonnay reserve|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gutzler|chardonnay reserve|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=865
W|gutzler|dorn durkheimer spatburgunder|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutzler|dorn durkheimer spatburgunder|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=867
W|gutzler|gundersheim spatburgunder|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutzler|gundersheim spatburgunder|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=869
W|gutzler|kleiner frankischer burgunder trocken historische rebsorten|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutzler|kleiner frankischer burgunder trocken historische rebsorten|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=871
W|gutzler|morstein spatburgunder|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutzler|riesling auslese edelsuss|??|d|riesling|??|??|2019|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gutzler|riesling auslese edelsuss|??|d|riesling|??|??|2019|10|??|encorpado|sobremesas, queijos, frutas secas|doce|=874
W|gutzler|riesling gutswein|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gutzler|roling hills rot|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutzler|schwarzblauer riesling trocken historische rebsorten|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gutzler|schwarzblauer riesling trocken historische rebsorten|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=878
W|gutzler|spatburgunder gutswein|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutzler|spatburgunder gutswein|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=880
W|gutzler|spatburgunder rotwein trocken gutswein|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutzler|spatburgunder rotwein trocken gutswein|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=882
W|gutzler|westhofener chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gutzler|westhofener riesling gutswein trocken|??|w|riesling|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gutzler|westhofener riesling gutswein trocken|??|w|riesling|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=885
W|gutzler|westhofener spatburgunder trocken|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gutzler|westhofener spatburgunder trocken|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=887
W|guubii|alkoholfrei|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guubii|alkoholfrei goodvines rubycube|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guubii|aperitivo semi espumoso sin alcohol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guubii|elderflowerlemon sparkling nonalcoholic wine aperitif 254oz|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|guubii|gengibrelima aperitivo sin alcohol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guubii|gingerlime sparkling nonalcoholic wine aperitif 254oz|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|guubii|goodvines flor de sauco y limon vino espumoso sin alcohol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guubii|goodvines vino blanco sin alcohol con jengibre y lima|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guuc|jabuka 02|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guuc|jabukacikla 02|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guuc|jabukamrkva 02|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guuc|mandarina 02|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guuc|nar 02|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guvec|mantarroasted mushrooms|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guvecte|dil balg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guvecte|et sote|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guvecte|kokorec|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guvee|guvee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guvenilir|deneme bonusu veren siteler|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine du haut perron|guy allion sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|guy|allion chant de lune|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion chant de lune gamay rose touraine|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guy|allion chant de lune gamay touraine loire valley france|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|guy|allion chant de lune loire rose 125vol|fr|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guy|allion chant de lune rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|guy|allion charmant de lune rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
