W|branco|bons ventos fresh kit 4 garrafas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|altano 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|altano|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alta yari torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alta yari gran torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alta yari chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alt scheidt riesling feinherb 2022|??|w|riesling|??|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alt scheidt mosel riesling feinherb 2024|??|w|riesling|??|??|2024|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alsace riesling theo 2021|??|w|riesling|??|??|2021|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alsace riesling muenchberg grand cru 2022|??|w|riesling|??|??|2022|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|alsace riesling les jardins 2023|??|w|riesling|??|??|2023|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alsace riesling grand cru schlossberg 2021|??|w|riesling|??|??|2021|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|alsace riesling grand cru engelberg 2021|??|w|riesling|??|??|2021|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|alsace riesling grand cru engelberg 2020|??|w|riesling|??|??|2020|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|alsace riesling grand cru engelberg 2019|??|w|riesling|??|??|2019|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|alsace riesling fronholz 2022|??|w|riesling|??|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alsace riesling 2021|??|w|riesling|??|??|2021|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alsace pinot blanc 2022|??|w|pinot blanc|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alsace les vignes du precheur 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alsace grand cru schoenenbourg riesling 2023|??|w|riesling|??|??|2023|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|alsace grand cru schoenenbourg riesling|??|w|riesling|??|??|NV|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|alsace grand cru riesling rosacker|??|w|riesling|??|??|NV|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|alphonse desclas chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alphonse desclas chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=693
W|branco|alpaca sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alpaca chardonnay semillon|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|almotriga|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|almejo classico chadornnay bebber|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|almejo classico chadornnay bebber|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=698
W|branco|almeida garret chardonnay reserva 2008 beiras|??|w|chardonnay|??|??|2008|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|almanua magnum 2024 1 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|almanua f magnum 2024 1 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|almanua f 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|almanua 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|almaden suave ugni blac|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|almaden suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|almaden riesling seco|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|almaden chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alma negra white blend|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alma do vello tesouro albarello valdeorras 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alma 2021 regional minho|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|allegrini soave 2015 veneto|??|w|??|??|??|2015|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|allegrini corte giara soave doc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|allegrini corte giara soave doc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=713
W|branco|allegrini corte giara pinot grigio delle venezie doc|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|allegrini corte giara pinot grigio delle venezie doc|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=715
W|branco|allegrini corte giara pinot grigio d venezie doc|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|allegrini corte giara pinot grigio d venezie doc|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=717
W|branco|aliwen reserva sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|aligote pierre percee 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|aligote en auvonne 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|aligote chanzy bouzeron les trois|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alicia en el pais de las uvas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alice vieira de sousa 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alias branco de outrora 2021 bairrada|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alias bairrada|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alianca reserva 2024 bairrada|??|w|??|??|??|2024|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
S|=485
W|branco|alfredo roca fincas chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alfredo roca fincas chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=729
W|branco|alfredo roca alma inquieta|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alfredo roca alma inquieta|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=731
W|branco|alfaiate 2020 peninsula de setubal|pt|w|??|setubal|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|alfaiate 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alfacinha white blend|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alfacinha regional lisboa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alfacinha 2024 regional lisboa|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alento reserva alentejo|pt|w|??|alentejo|??|NV|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|alento alentejo|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejo doc pera manca|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejo doc cardeira 2021 13 vol|pt|w|??|alentejo|??|2021|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejano vinha do conde|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|alentejano tapada de elvas selection|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejano tapada de coelheiros chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejano segredos de sao miguel reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|alentejano rocim vinhas velhas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejano poliphonia reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|alentejano piteira premium|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejano paulo laureano|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejano monte de estremoz colheita|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejano herdade de sao miguel colheita|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejano granja amareleja|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejano flor do guadiana|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejano encostas de estremoz argila amarela|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejano bem te vi master collection|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejano bem te vi|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alentejano ampola|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alemao schloss johannisberg silberlack grand cru|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|alemao schloss johannisberg grunlack spatlese|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alemao schloss johannisberg gelblack trocken|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alemao rivaner black tower|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alemao reserva riesling ernst loosen|??|w|riesling|??|??|NV|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|alemao pinot gris villa wolf|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
X|=106
W|branco|alemao oh01 spatlese fruit|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alemao oh01 riesling semi sweet|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|alemao oh01 riesling reserve 2022|??|w|riesling|??|??|2022|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|alemao oh01 riesling reserve|??|w|riesling|??|??|NV|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|alemao oh01 riesling dry|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alemao oh01 riesling dry|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco|=769
W|branco|alemao hubertushof weissherbst|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alemao hubertushof weissburgunder trocken|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alemao hubertushof riesling xtreme|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alemao hubertushof riesling xtreme|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco|=773
W|branco|alemao hubertushof maximus riesling kabinett trocken|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alemao freixenet schloss johannisberge bronzelack trocken|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alemao balthasar ress riesling trocken|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alemanha becker landgraf gutswein trocken riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alemanha anselmann trocken riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alemanha anselmann spatlese trocken riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alem mar lisboa 2023no pixem ate3xdesem juroscomprar|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|aleixo reserva doc bairrada|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|aleixo reserva bairrada doc|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|alegro viura rioja|es|w|viura|rioja|??|NV|12.5|DOCa|leve|peixes, frutos do mar, saladas|seco
W|branco|alecrim|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albino armani sauvignon campo napoleone|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albino armani pinot grigio friuli grave|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albino armani pinot grigio corvara|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albillo real 2019|??|w|albillo|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot petit chablis 2022 frances|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot petit chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot meursault 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot chassagnemontrachet 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot chassagnemontrachet 2018 cote de beaune franca|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot chablis gr cru les clos 2018 borgonha franca|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot chablis domaine longdepaquit|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot chablis domaine longdepaquit|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=796
W|branco|albert bichot chablis domaine long depaquit|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot chablis 2022 domaine longdepaquit|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot chablis 1er cru vau de vey bio 2014 borgonha franca|??|w|??|??|??|2014|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot chablis 1er cru montmains 2018 borgonha franca|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot chablis 1er cru montee de tonnerre 2018 borgonha franca|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot cest la vie kit 4 garrafas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot cest la vie 3 und|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot cest la vie|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|albert bichot cest la vie|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=805
W|branco|albert bichot cest la vie|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=805
W|branco|alba de vetus albarino 2023 doc rias baixasno pixno boletoem ate3xdesem juroscomprar|??|w|albarino|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alba de andes g2 guzman|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alandra esporao 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alambre moscatel de setubal 2012|pt|w|moscatel|setubal|??|2012|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|alambrado etiqueta negra chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|alain geoffroy petit chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alain geoffroy petit chablis|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=813
W|branco|alain geoffroy chablis vieilles vignes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alain geoffroy chablis premier cru beauroy vieilles vignes aoc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
S|=485
W|branco|alabrasto|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|alabastro 2024 alentejo|pt|w|??|alentejo|??|2024|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|akis riesling garbo|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ajuda 2020 alentejo|pt|w|??|alentejo|??|2020|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|ajna rebel chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ahr blanc de noirs spatburgunder 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|aguia moura reserva 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|aguia moura 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|africano nederburg winemasters sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|africano nederburg winemasters noble late harvest|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|africano nederburg winemasters noble late harvest|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=827
W|branco|africano nederburg sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|africano nederburg heritage heroes the anchor man old vine chenin blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|africano durbanville hills sauvignon blanc 2019 africa do sul|??|w|sauvignon blanc|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|africano balance natural sweet white garrafa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|africano balance chenin blanc colombar garrafa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|african king chenin blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|africa the beachhouse sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|africa lyngrove collection sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|africa lyngrove collection chenin blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|aegerter pouillyfuisse 2020 borgonha franca|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adriana chardonnay white bones catena|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adobe gewurztraminer 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adegamae viosinho 2021 lisboa|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adegamae viognier 2021 lisboa|??|w|viognier|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adegamae vinhas velhas 2022 regional lisboa|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adegamae terroir 2016 lisboa|??|w|??|??|??|2016|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adegamae sauvignon blanc 2023 lisboa|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adegamae riesling 2019 lisboa|??|w|riesling|??|??|2019|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adegamae parcela amarela 2020 lisboa|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adegamae chardonnay 2023 lisboa|??|w|chardonnay|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adegamae arinto 2019 lisboa|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adegamae alvarinho 2022 lisboa|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adegamae 221 2015 lisboa|??|w|??|??|??|2015|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adega mayor viosinho 2019 alentejo|pt|w|??|alentejo|??|2019|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|adega mayor verdelho 2021 alentejo|pt|w|??|alentejo|??|2021|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|adega mayor reserva do comendador altitude 2022 alentejo|pt|w|??|alentejo|??|2022|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|adega mayor reserva do comendador 2021 alentejo|pt|w|??|alentejo|??|2021|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|adega mayor reserva 2023 alentejo|pt|w|??|alentejo|??|2023|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|adega mayor moscatel galego roxo 2021 alentejo|pt|w|moscatel|alentejo|??|2021|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|adega mayor gouveio 2020 alentejo|pt|w|??|alentejo|??|2020|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|adega mayor arinto 2022 alentejo|pt|w|??|alentejo|??|2022|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|adega mae lisboa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adega grande|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|adega grande|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=861
W|branco|adega do vulcao pe do monte reserva 2023 ilha do pico|??|w|??|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|adega do vulcao ameixambar 2023 ig acores|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adega do moleiro|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adega de penalva colheita|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adega de penalva cercial 2020 dao|pt|w|??|dao|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|adega de penalva bical 2021 dao|pt|w|??|dao|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|adega de borba 2023 alentejo|pt|w|??|alentejo|??|2023|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|adega de borba|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|adega de borba|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=870
W|branco|acquaviva par gouffier 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|abreu garcia sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|abreu garcia chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|abreu garcia chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=874
W|branco|abrasado terroir selection chardonnay kit 4 garrafas|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|abrasado terroir selection chardonnay 3 und|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|abrasado terroir selection chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|abanico reserva casa passarella|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|abadal picapoll|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|a parte 2021 doc bucelas|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|a lisa pays du var blanc 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|a laranja mecanica by antonio macanita regional alentejano|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|a cerca dos frades verdelho 2022 dop pico|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|a cerca dos frades terrantez do pico 2022 dop pico|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|a cerca dos frades arinto dos acores 2021 dop pico|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|a cerca dos frades 2021 dop pico|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|a cerca dos frades 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|99 rosas chardonnayviognier|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|80s pack vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|750mlcomprar|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|7 by seven sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|7 by seven sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=892
W|branco|7 by seven sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=892
W|branco|689 cellars submission chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|5a do lagar novo 2023 lisboa|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
