W|giovanni|montisci cannonau barrosu|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardbonnet|a michemin blanc de blancs extra brut d93v92ws92|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|girardbonnet|a michemin grand cru extra brut nv|??|s|??|??|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|extra brut
W|girardbonnet|au bout du chemin cru extra brut nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|girardbonnet|au bout du chemin chardonnay premier cru extra brut|??|s|chardonnay|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|girardbonnet|champagne grand cru a michemin nv|fr|s|??|champagne|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|seco
W|girardbonnet|mon village chardonnay grand cru extra brut|??|s|chardonnay|??|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|extra brut
W|girardbonnet|mon village grand cru extra brut nv|??|s|??|??|??|nv|12|grand cru|leve|aperitivos, frutos do mar, canapes|extra brut
W|girardet|14 vines|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|batardmontrachet grand cru|??|r|??|??|??|2002|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|borgogne terroir noble chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|girardin|bourg st vincent r|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|bourgogne cuvee saint vince rouge 21|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|bourgogne cuvee saint vince rouge 22|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|bourgogne pinot noir|fr|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|bourgogne pinot noir|fr|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|bourgogne pinot noir|fr|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=678
W|girardin|bourgogne pinot noir|fr|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|chass mont village vieilles vignes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|chassagne montrachet cru le cailleret|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|chassagne montrachet vieilles vignes|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|chassagne montrachet vieilles vignes|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=683
W|girardin|chassagne rouge vieilles vignes 20|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|chassangemontrachet clos st jean rouge|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|chevalier montrachet|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|chevaliermontrachet grand cru|??|r|??|??|??|2002|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|clos de vougeot grand cru rouge 21|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|gev chambertin vieilles vignes 22|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|gueuze 1882|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|gueze 1882 black lable bottle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|kriek|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|macon fuisse|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|meursault cru les genevrieres|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|meursault cru les perrieres|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|meursault bl|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|meursault les clo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|meursault les grands charrons|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|meursault les grands charrons|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=699
W|girardin|meursault narvaux blanc|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|girardin|meursault narvaux blanc|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=701
W|girardin|pommard vieilles vignes 22|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|pouilly fuisse vieilles vignes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|puligny combettes 21|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|puligny montrachet village|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|pulignymontrachet cru les pucelles|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|pulignymontrachet les enseigneres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|rully cru gresigny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|santenay beauregard 22|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|santenay cru les gravieres|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|santenay gravieres 21|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|santenay gravieres 21|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|girardin|santenay|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|santenay|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=714
W|girardin|santenay blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|girardin|santenay terre denfance|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|savigny marconnets 20|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|savigny vieilles vignes 20|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|vincent pommard cru les rugiens|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|vincent puligny montrachet cru les referts|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|vincent corton charlemagne grand cru|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|vincent corton charlemagne quintessence corton charlemagne gran cru vino bianco|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|girardin|vincent le beauregard santenay cru aoc vino rosso|??|r|??|??|??|2017|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|vincent le beauregard santenay cru aoc vino rosso|??|r|??|??|??|2019|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|vincent pommard vieilles vignes pommard aoc vino rosso|??|r|??|??|??|2016|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|vincent savignylesbeaune vv savigny les beaune aoc vino rosso|??|r|??|??|??|2017|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|girardin|volnay champans 22|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giras|y salud mental|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|girasol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|con chocolates|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|confitero sin sal quiero natural|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|don castro 230g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|en caja|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|en semilla|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|green velvet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|hot wheels|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|individual|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|natural|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|natural|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=739
W|girasol|pelado 250g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|preservado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|te amo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|tostado con sal quiero natural|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|tostado sin sal quiero natural|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasol|tostado y salado la abundancia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|alle verdure grigliate garofalo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|cab sauv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|cabernet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|girasole|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=750
W|girasole|hybrid red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|mendocino county pinot blanc|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|girasole|mendocino pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|organic charlies red blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|organic rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|girasole|organic sangiovese|??|r|sangiovese|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|organic zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|pinot blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|girasole|pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=761
W|girasole|prosecco doc extra trocken 6|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|girasole|vineyards cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|vineyards pinot blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|girasole|vineyards pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|vineyards mendocino cabernet|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|vineyards pinot noir mendocino|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasole|zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|girasoles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|girasoles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=770
W|girasoles|girasoles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=770
W|girasoles|alegria|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|amistad|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|chocolates|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|con chocolates ferrero rocher|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|con foto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|con fruta y vino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|con rosas lilas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|de lujo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|de regalo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|e impericum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|en base blanca|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|girasoles|en grupos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|en ramo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|favoritos de mama|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|flores en caja|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|foods aji charapita deshidratado molido grs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|foods pack de condimentos especias deshidratadas molidas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|foods rocoto deshidratado molido grs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|frutas y dulces|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|hotwheels special|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|naked cake|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|para san valentin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|para ti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|primavera arreglo floral con rosas y alstroemerias|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|rosas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|te amo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|un gran dia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|vino y chocolates ferrero roche|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|y alcatraz en jarron|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|y astromelias|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|y gerberas en jarron|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|y globo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|y rosas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|y rosas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=805
W|girasoles|y rosas con peluche|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoles|y rosas san valentin bogota|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoli|500|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoli|alla zucca provola e salvia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girasoli|ao pesto de manjericao e parmeggiano reggiano bertagni 250 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girassol|girassol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girassol|graudo 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girassol|sem casca 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giraud|chateauneuf du pape|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giraud|brut blanc de craie|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|giraud|brut blanc de noir homm|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|giraud|brut esprit nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|giraud|brut fut de chene mv18|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|giraud|gallimardes|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giraud|gallimardes|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giraud|henri champagne brut fut de chene|fr|s|??|champagne|??|1990|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|giraud|perpetual reserve pr 9021|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giraudet|soupe bien etre bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giraudon|bourgogne aligote|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giraudon|bourgogne aligote|fr|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giraudon|bourgogne chitry|fr|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giraudon|bourgogne rouge chitry|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giraudon|chitry bourgogne rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giravolta|dop primitivo di manduria apulia felline societa agricola|??|r|primitivo|??|??|2020|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|giravolta|primitivo|??|r|primitivo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giravolta|primitivo di mandoria agricola felline|??|r|primitivo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giravolta|primitivo di manduria manduria dop organic case|??|r|primitivo|??|??|nv|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|girbal|blindproefkousen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girbal|kogelmaatschenkers tripack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girbaldi|barbaresco|it|r|??|barbaresco|barbaresco|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girboiu|bacanta cabernet sauvignon doc 149 sgr|??|r|cabernet sauvignon|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|girboiu|bacanta chardonnay 135 sgr|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|girboiu|bacanta feteasca neagra 15 sgr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girboiu|bacanta feteasca neagra 15 sgr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|girboiu|bacanta sarba barrique 125 sgr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girboiu|bacanta sauvignon blanc fume 14 sgr|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|girboiu|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|girboiu|constantin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girboiu|feteasca neagra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girboiu|merlot barrique|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girboiu|petite helena alb 135 sgr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girboiu|sauvignon blanc fume|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|girelli|virtuoso primitivo puglia|it|r|primitivo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girello|di manzo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|girello|porta grappe in ciliegio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giriat|11 paris style|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giriat|17 cricri|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giriat|32 front row hallucination|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|alta langa spumante|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giribaldi|barbaresco|it|r|??|barbaresco|barbaresco|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barbaresco docg|it|r|??|barbaresco|barbaresco|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barbera alma|??|r|barbera|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barbera dalba caj bio|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barbera dalba caj ko|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barbera dalba eko bio doc superiore caj 135|??|r|barbera|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barbera dasti|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barbera dasti docg|??|r|barbera|??|??|2023|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=864
W|giribaldi|barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=864
W|giribaldi|barolo|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barolo cerviano merli|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barolo cerviano merli riserva|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barolo cerviano merli riserva|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barolo docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barolo docg 14|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barolo docg|it|r|??|barolo|barolo|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barolo docg|it|r|??|barolo|barolo|2016|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barolo docg ravera piemonte|it|r|??|barolo|barolo|2015|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barolo docg ravera piemonte|it|r|??|barolo|barolo|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barolo ravera|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|barolo ravera|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=877
W|giribaldi|barolo ravera|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=877
W|giribaldi|barolo ravera docg riserva|it|r|??|barolo|barolo|2015|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|conca doro nebbiolo dalba|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|dame fuet langhe rosso|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|dolcetto dalba|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|giribaldi|dolcetto dalba eko bio doc calupo 13|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|doce
W|giribaldi|gavi i risi docg elegant italian white wine|it|w|??|??|??|nv|12.5|docg|medio|peixes, frutos do mar, saladas|seco
W|giribaldi|i risi gavi 202324|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|langhe arneis|it|r|??|langhe|langhe|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|langhe arneis|it|r|??|langhe|langhe|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|langhe arneis doc|it|r|??|langhe|langhe|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giribaldi|langhe bianco|it|w|??|langhe|langhe|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
