W|vino|opprimmerlot opt 34|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano docg 2019 la braccesca antinori wine outlet|it|r|montepulciano|toscana|montepulciano|2019|13.5|docg|medio|carnes vermelhas; queijos curados|??|=610
W|vino|nobile di montepulciano docg 2018 salcheto wine outlet|it|r|montepulciano|toscana|montepulciano|2018|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano docg 2018 poderi sanguineto|it|r|montepulciano|toscana|montepulciano|2018|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano docg 2018|it|r|montepulciano|toscana|montepulciano|2018|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano docg 2017|it|r|montepulciano|toscana|montepulciano|2017|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano docg 2016 la ciarliana ml 750 cod vn001|it|r|montepulciano|toscana|montepulciano|2016|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano docg 2016 avignonesi|it|r|montepulciano|toscana|montepulciano|2016|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano docg 2013 la ciarliana ml 750 cod vn033|it|r|montepulciano|toscana|montepulciano|2013|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano docg 20|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano docg 20|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=622
W|vino|nobile di montepulciano docg 1992|it|r|montepulciano|toscana|montepulciano|1992|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano docg|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano docg|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=625
W|vino|nobile di montepulciano docg|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=625
W|vino|nobile di montepulciano docg|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=625
W|vino|nobile di montepulciano docg|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=625
W|vino|nobile di montepulciano docg|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=625
W|vino|nobile di montepulciano docg|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=625
W|vino|nobile di montepulciano docg|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=625
W|vino|nobile di montepulciano docg|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=625
W|vino|nobile di montepulciano docg|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=625
W|vino|nobile di montepulciano docg|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??|=625
W|vino|nobile di montepulciano doc bio 2019|it|r|montepulciano|toscana|montepulciano|2019|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano doc 2022 le berne|it|r|montepulciano|toscana|montepulciano|2022|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano doc 2022 le berne|it|r|montepulciano|toscana|montepulciano|2022|13.5|doc|medio|carnes vermelhas; queijos curados|??|=637
W|vino|nobile di montepulciano doc 2022 le berne|it|r|montepulciano|toscana|montepulciano|2022|13.5|doc|medio|carnes vermelhas; queijos curados|??|=637
W|vino|nobile di montepulciano doc 2022 le berne|it|r|montepulciano|toscana|montepulciano|2022|13.5|doc|medio|carnes vermelhas; queijos curados|??|=637
W|vino|nobile di montepulciano doc 2022 le berne|it|r|montepulciano|toscana|montepulciano|2022|13.5|doc|medio|carnes vermelhas; queijos curados|??|=637
W|vino|nobile di montepulciano doc 1982|it|r|montepulciano|toscana|montepulciano|1982|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano doc 1975|it|r|montepulciano|toscana|montepulciano|1975|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano doc 1975|it|r|montepulciano|toscana|montepulciano|1975|13.5|doc|medio|carnes vermelhas; queijos curados|??|=643
W|vino|nobile di montepulciano doc 1969|it|r|montepulciano|toscana|montepulciano|1969|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano dei docg|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano dei 2019 075|it|r|montepulciano|toscana|montepulciano|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano dei 2016 075|it|r|montepulciano|toscana|montepulciano|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano corte alla flora 2014|it|r|montepulciano|toscana|montepulciano|2014|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano cerraia geografico|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano carpineto|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano canneto 2019 bio|it|r|montepulciano|toscana|montepulciano|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano canneto 2017|it|r|montepulciano|toscana|montepulciano|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano bossona riserva docg|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano boscarelli 2020|it|r|montepulciano|toscana|montepulciano|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano bio il conventino 2018|it|r|montepulciano|toscana|montepulciano|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano baradiero 2018|it|r|montepulciano|toscana|montepulciano|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano baradiero 2017|it|r|montepulciano|toscana|montepulciano|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano avignonesi docg 2022 bio vegan|it|r|montepulciano|toscana|montepulciano|2022|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano asinone 2018|it|r|montepulciano|toscana|montepulciano|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano antinori|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano antica chiusina fattoria del cerro|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2022 boscarelli|it|r|montepulciano|toscana|montepulciano|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2022 avignonesi|it|r|montepulciano|toscana|montepulciano|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2021 tenuta fontenuova|it|r|montepulciano|toscana|montepulciano|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2021 le berne|it|r|montepulciano|toscana|montepulciano|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2021 le berne|it|r|montepulciano|toscana|montepulciano|2021|13.5|??|medio|carnes vermelhas; queijos curados|??|=666
W|vino|nobile di montepulciano 2021 docg boscarelli|it|r|montepulciano|toscana|montepulciano|2021|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2021|it|r|montepulciano|toscana|montepulciano|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2021|it|r|montepulciano|toscana|montepulciano|2021|13.5|??|medio|carnes vermelhas; queijos curados|??|=669
W|vino|nobile di montepulciano 2021|it|r|montepulciano|toscana|montepulciano|2021|13.5|??|medio|carnes vermelhas; queijos curados|??|=669
W|vino|nobile di montepulciano 2021|it|r|montepulciano|toscana|montepulciano|2021|13.5|??|medio|carnes vermelhas; queijos curados|??|=669
W|vino|nobile di montepulciano 2021|it|r|montepulciano|toscana|montepulciano|2021|13.5|??|medio|carnes vermelhas; queijos curados|??|=669
W|vino|nobile di montepulciano 2021|it|r|montepulciano|toscana|montepulciano|2021|13.5|??|medio|carnes vermelhas; queijos curados|??|=669
W|vino|nobile di montepulciano 2020 poderi sanguineto i e ii|it|r|montepulciano|toscana|montepulciano|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2020 guidotti|it|r|montepulciano|toscana|montepulciano|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2020 guidotti|it|r|montepulciano|toscana|montepulciano|2020|13.5|??|medio|carnes vermelhas; queijos curados|??|=676
W|vino|nobile di montepulciano 2020 docg podere le berne 075|it|r|montepulciano|toscana|montepulciano|2020|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2020 dei|it|r|montepulciano|toscana|montepulciano|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2020|it|r|montepulciano|toscana|montepulciano|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2020|it|r|montepulciano|toscana|montepulciano|2020|13.5|??|medio|carnes vermelhas; queijos curados|??|=680
W|vino|nobile di montepulciano 2020|it|r|montepulciano|toscana|montepulciano|2020|13.5|??|medio|carnes vermelhas; queijos curados|??|=680
W|vino|nobile di montepulciano 2020|it|r|montepulciano|toscana|montepulciano|2020|13.5|??|medio|carnes vermelhas; queijos curados|??|=680
W|vino|nobile di montepulciano 2020|it|r|montepulciano|toscana|montepulciano|2020|13.5|??|medio|carnes vermelhas; queijos curados|??|=680
W|vino|nobile di montepulciano 2020|it|r|montepulciano|toscana|montepulciano|2020|13.5|??|medio|carnes vermelhas; queijos curados|??|=680
W|vino|nobile di montepulciano 2019 docg 075 liter|it|r|montepulciano|toscana|montepulciano|2019|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2019 canneto|it|r|montepulciano|toscana|montepulciano|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2019|it|r|montepulciano|toscana|montepulciano|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2019|it|r|montepulciano|toscana|montepulciano|2019|13.5|??|medio|carnes vermelhas; queijos curados|??|=688
W|vino|nobile di montepulciano 2018|it|r|montepulciano|toscana|montepulciano|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2018|it|r|montepulciano|toscana|montepulciano|2018|13.5|??|medio|carnes vermelhas; queijos curados|??|=690
W|vino|nobile di montepulciano 2017 canneto|it|r|montepulciano|toscana|montepulciano|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2017|it|r|montepulciano|toscana|montepulciano|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2017|it|r|montepulciano|toscana|montepulciano|2017|13.5|??|medio|carnes vermelhas; queijos curados|??|=693
W|vino|nobile di montepulciano 2017|it|r|montepulciano|toscana|montepulciano|2017|13.5|??|medio|carnes vermelhas; queijos curados|??|=693
W|vino|nobile di montepulciano 2016 vino nobile di montepulciano docg|it|r|montepulciano|toscana|montepulciano|2016|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2016 nottola|it|r|montepulciano|toscana|montepulciano|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2016 doppelmagnum in ohk|it|r|montepulciano|toscana|montepulciano|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2016|it|r|montepulciano|toscana|montepulciano|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2015 castello toscano toscana|it|r|montepulciano|toscana|montepulciano|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2015|it|r|montepulciano|toscana|montepulciano|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 2015|it|r|montepulciano|toscana|montepulciano|2015|13.5|??|medio|carnes vermelhas; queijos curados|??|=701
W|vino|nobile di montepulciano 1999 avignonesi|it|r|montepulciano|toscana|montepulciano|1999|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 1996 fattoria del cerro|it|r|montepulciano|toscana|montepulciano|1996|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 1994|it|r|montepulciano|toscana|montepulciano|1994|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 1994|it|r|montepulciano|toscana|montepulciano|1994|13.5|??|medio|carnes vermelhas; queijos curados|??|=705
W|vino|nobile di montepulciano 1994|it|r|montepulciano|toscana|montepulciano|1994|13.5|??|medio|carnes vermelhas; queijos curados|??|=705
W|vino|nobile di montepulciano 1994|it|r|montepulciano|toscana|montepulciano|1994|13.5|??|medio|carnes vermelhas; queijos curados|??|=705
W|vino|nobile di montepulciano 1987 cecchi|it|r|montepulciano|toscana|montepulciano|1987|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 1987 cecchi|it|r|montepulciano|toscana|montepulciano|1987|13.5|??|medio|carnes vermelhas; queijos curados|??|=709
W|vino|nobile di montepulciano 1987 cecchi|it|r|montepulciano|toscana|montepulciano|1987|13.5|??|medio|carnes vermelhas; queijos curados|??|=709
W|vino|nobile di montepulciano 1980 riserva|it|r|montepulciano|toscana|montepulciano|1980|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 1980|it|r|montepulciano|toscana|montepulciano|1980|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 1980|it|r|montepulciano|toscana|montepulciano|1980|13.5|??|medio|carnes vermelhas; queijos curados|??|=713
W|vino|nobile di montepulciano 1980|it|r|montepulciano|toscana|montepulciano|1980|13.5|??|medio|carnes vermelhas; queijos curados|??|=713
W|vino|nobile di montepulciano 1977|it|r|montepulciano|toscana|montepulciano|1977|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano 1977|it|r|montepulciano|toscana|montepulciano|1977|13.5|??|medio|carnes vermelhas; queijos curados|??|=716
W|vino|nobile di montepulciano 1977|it|r|montepulciano|toscana|montepulciano|1977|13.5|??|medio|carnes vermelhas; queijos curados|??|=716
W|vino|nobile di montepulciano|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile di montepulciano|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=719
W|vino|nobile di montepulciano|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=719
W|vino|nobile di montepulciano|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=719
W|vino|nobile di montepulciano|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=719
W|vino|nobile di montepulciano|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=719
W|vino|nobile di montepulciano|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=719
W|vino|nobile di montepulciano|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=719
W|vino|nobile di montepulciano|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=719
W|vino|nobile di montepulciano|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=719
W|vino|nobile di montepulciano|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=719
W|vino|nobile di montepulciano|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=719
W|vino|nobile di montep riserva docg ko salcheto|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile de montepulciano trerose|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile de montepulciano docg poliziano 2016|it|r|montepulciano|toscana|montepulciano|2016|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile de montepulciano avignonesi docg bio|it|r|montepulciano|toscana|montepulciano|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile asinone docg 2016 poliziano|??|r|??|??|??|2016|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vino|nobile asinone docg 2016 poliziano|??|r|??|??|??|2016|13.5|docg|medio|carnes vermelhas; queijos curados|??|=735
W|vino|nobile 2016|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobile 20 caggiole|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nobbis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|no tenamoris de mi blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|niza cria cuervos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nivarius ediclimitada blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nivarius blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nitra spol sro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nitra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nit de lluna|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nit de les garnatxes panal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nit de les garnatxes llicorell|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nit de les garnatxes calissa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nit de les garnatxes argila|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|ninety years crianza 1987|??|r|??|??|??|1987|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nina gran petit verdot|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nina gran cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nimi tossal blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner villa blanca estate malbec 2021|??|r|malbec|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner tinto cadus assemblage x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|nieto senetiner reserva chardonnay|??|w|chardonnay|??|??|NV|12|reserva|leve|peixes; saladas; massas leves|??
W|vino|nieto senetiner patrimonial semillon|??|r|semillon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner patrimonial malbec doc|??|r|malbec|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner patrimonial bonarda|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner patrimonial bonarda|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=762
W|vino|nieto senetiner malbeccabernet francverdot|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner malbec villa blanca estate x|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner malbec doc|??|r|malbec|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner malbec doc|??|r|malbec|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??|=766
W|vino|nieto senetiner malbec doc|??|r|malbec|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??|=766
W|vino|nieto senetiner malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=769
W|vino|nieto senetiner malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=769
W|vino|nieto senetiner malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=769
W|vino|nieto senetiner estate malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner estate malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=773
W|vino|nieto senetiner estate cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner estate bottled merlot botella|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner estate bottled malbec botella|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner estate bottled cabernet sauvignon botella|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner don nicanor malbec organico|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner don nicanor malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner don nicanor malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=780
W|vino|nieto senetiner don nicanor chardonay|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner don nicanor cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner don nicanor cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=783
W|vino|nieto senetiner don nicanor blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner don nicanor barrel select malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|nieto senetiner camila rose|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|nieto senetiner camila red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner camila malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner camila malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=790
W|vino|nieto senetiner camila chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vino|nieto senetiner cabernet sauvignon botella|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=794
W|vino|nieto senetiner cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=794
W|vino|nieto senetiner blend collection malbec cabernet franc petit verdot|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner blend collection malbec botella|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner blend collection cabernet sauvignon botella|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nieto senetiner believe in rose botella|??|p|??|??|??|NV|11.5|??|medio|aperitivos; frutos do mar|??
W|vino|niepoort poeirinho 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|niepoort poeirinho 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|niepoort conciso blanco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|niepoort charme douro 2022|pt|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|niepoort charme douro 2021|pt|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|niepoort batuta douro 2021|pt|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|niepoort batuta douro|pt|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nicolas catena zapata blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nicolas catena zapata 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nicolas catena zapata 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??|=809
W|vino|nicolas catena zapata|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nicolas catena zapata|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=811
W|vino|nicolas catena zapata|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=811
W|vino|nicolas catena zapata|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=811
W|vino|nico by luca malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nicedrop tinto tempra ste34x6 asda|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nicasia vineyards red blend malbec catena zapata|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nicasia vineyards red blend malbec catena zapata|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=817
W|vino|nicasia vineyards blanc de blancs catena zapata|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vino|nicasia vineyards blanc de blancs catena zapata|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=819
W|vino|nicasia malbec x|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
