1. W|cantina sorbara|omaggio a gino friedmann lambrusco di sorbara brut|it|s|lambrusco|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
609. W|cantina valpantena|doc valpolicella ripasso rouge|it|r|??|??|??|2020|13.5|doc|medio|carne vermelha, massas, queijos curados|seco|=606
610. S
611. S
612. S
613. S
614. W|cantina valpantena|pergolino bianco|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
615. W|cantina valpantena|pergolino bianco|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
616. W|cantina valpantena|pergolino rosato|it|p|??|??|??|2024|12|??|leve|carne vermelha, massas, queijos curados|seco
617. W|cantina valpantena|pergolino rosato|it|p|??|??|??|2025|12|??|leve|carne vermelha, massas, queijos curados|seco
618. W|cantina valpantena|pergolino rosso|it|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
619. W|cantina valpantena|recioto della valpolicella tesauro|it|d|??|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
620. W|cantina valpantena|recioto della valpolicella tesauro|it|d|??|??|??|2019|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
621. W|cantina valpantena|recioto della valpolicella tesauro|it|d|??|??|??|2020|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
622. W|cantina valpantena|recioto della valpolicella tesauro 2020 case only|it|d|??|??|??|2020|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
623. W|cantina valpantena|recioto della valpolicella tesauro 2021 case only|it|d|??|??|??|2021|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
624. W|cantina valpantena|tesauro recioto della valpolicella|it|d|??|??|??|2020|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
625. W|cantina valpantena|tesauro recioto della valpolicella italy corvina blend|it|d|corvina|??|??|NV|10.5|??|encorpado|sobremesas, frutas secas, queijos|doce
626. S
627. S
628. S
629. S
630. S
631. W|cantina valpantena|torre del falasco apasio|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
632. W|cantina valpantena|torre del falasco apasio|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
633. W|cantina valpantena|torre del falasco custoza superiore|it|r|??|??|??|2024|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
634. W|cantina valpantena|torre del falasco soave|it|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
635. W|cantina valpantena|torre del falasco valpolicella|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
636. W|cantina valpantena|torre del falasco valpolicella|it|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
637. W|cantina valpantena|torre del falasco valpolicella ripasso|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
638. W|cantina valpantena|torre del falasco valpolicella ripasso 2021 case only|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
639. W|cantina valpantena|torre del falasco valpolicella ripasso superiore|it|r|??|??|??|NV|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
640. W|cantina valpantena|torre del falasco valpolicella superiore ripasso|it|r|??|??|??|2021|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
641. W|cantina valpantena|torre del falasco valpolicella superiore ripasso|it|r|??|??|??|2021|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco|=640
642. W|cantina valpantena|torre del falasco veneto corvina 2021 case only|it|r|corvina|veneto|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
643. W|cantina valpantena|valpolicella ripasso|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
644. W|cantina valpantena|valpolicella ripasso torre del falasco|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
645. S
646. S
647. S
648. W|cantina valpolicella|negrar valpolicella ripasso classico superiore 2022 valpolicella doc|it|r|??|??|??|2022|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
649. W|cantina valpolicella|ripasso ripasso|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
650. W|cantina valsamoggia|colli bolognesi pignoletto frizzante|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
651. W|cantina valtidone|barbera colli piacentini sapio vino frizzante|it|s|barbera|??|??|2019|12|??|leve|frutos do mar, aperitivos, sushi|brut
652. W|cantina valtidone|gutturnio doc 50 vendemmie sparkling|it|s|??|??|??|2020|12|doc|leve|frutos do mar, aperitivos, sushi|brut
653. W|cantina valtidone|malvasia colli piacentini 50 vendemmie|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
654. W|cantina valtidone|sparkling rose|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
655. W|cantina variety|8pk|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
656. W|cantina vespa|il bianco dei vespa fiano salento igp|it|w|??|??|??|2024|12.5|igp|medio|peixes, frutos do mar, saladas|seco
657. W|cantina vespa|il bruno dei vespa primitivo salento 2022|it|r|primitivo|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
658. W|cantina vespa|il rosa dei vespa flaro|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
659. W|cantina vespa|raccontami primitivo di manduria doc|it|r|primitivo|??|??|2021|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
660. W|cantina vettuna|corali grechetto|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
661. W|cantina vietti|barbera dalba scarrone docg|it|r|barbera|??|??|2022|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
662. W|cantina vietti|barolo castiglione docg|it|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
663. W|cantina vietti|dolcetto dalba tre vigne doc|it|r|dolcetto|??|??|2017|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
664. W|cantina vietti|nebbiolo perbacco langhe doc|it|r|nebbiolo|??|??|2022|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
665. W|cantina vietti|roero arneis docg|it|r|??|??|??|2024|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
666. W|cantina vignaioli|del morellino di scansano domini toscani chianti|it|r|??|chianti|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
667. W|cantina vignaioli|del morellino di scansano domini toscani chianti|it|r|??|chianti|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=666
668. W|cantina vignaioli|del morellino di scansano domini toscani ciliegiolo maremma toscana|it|r|??|toscana|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
669. W|cantina vignaioli|di scansano sicomoro|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
670. W|cantina vignaioli|di scansano vigna benefizio|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
671. W|cantina vignaioli|di scansano vigna fiorini|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
672. W|cantina vignaioli|di scansano vin del fattore|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
673. W|cantina vignaioli|elvio pertinace barbaresco|it|r|??|??|??|1997|13.5|??|medio|carne vermelha, massas, queijos curados|seco
674. W|cantina vignaioli|elvio pertinace pertinace barbaresco docg|it|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
675. W|cantina vignaioli|lange nebbiolo|it|r|nebbiolo|??|??|1988|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
676. W|cantina vignaior|elvio pertinace barbaresco|it|r|??|??|??|1997|13.5|??|medio|carne vermelha, massas, queijos curados|seco
677. W|cantina villa|gianna dop circeo|it|r|??|??|??|2021|13.5|dop|medio|carne vermelha, massas, queijos curados|seco
678. W|cantina villa|sobrano bapta merlot|it|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
679. W|cantina villa|sobrano bartolomeo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
680. W|cantina villa|sobrano belisarius grechetto|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
681. W|cantina villamagna|majna 1308 cerasuolo dabruzzo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
682. W|cantina villamagna|majna 1308 cococciola|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
683. W|cantina villamagna|majna 1308 montepulciano dabruzzo doc|it|r|montepulciano|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
684. W|cantina villamagna|majna 1308 pecorino|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
685. W|cantina villamagna|villamagna doc 19|it|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
686. W|cantina vini|conestabile liatiko rosso umbria|it|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
687. W|cantina vini|tipici dellaretino de vasari chianti|it|r|??|chianti|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
688. W|cantina viticoltori|meolo chardonnay|it|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
689. W|cantina viticoltori|meolo merlot|it|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
690. W|cantina viticoltori|meolo pinot grigio|it|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
691. W|cantina viticoltori|meolo sauvignon veneto|it|r|sauvignon|veneto|??|NV|13.5|??|leve|carne vermelha, massas, queijos curados|seco
692. W|cantina viticoltori|senesi aretini chianti docg|it|r|??|chianti|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
693. W|cantina viticoltori|senesi aretini chianti docg 2024 12 bottles|it|r|??|chianti|??|2024|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
694. W|cantina viticoltori|senesi aretini chianti riserva docg|it|r|??|chianti|??|2021|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
695. W|cantina viticoltori|senesi aretini chianti riserva docg 2021 12 bottles|it|r|??|chianti|??|2021|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
696. W|cantina viticoltori|senesi aretini gatto grosso vino rosso|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
697. X
698. X
699. W|cantina zaccagini|pecorino|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
700. W|cantina zaccagnini|00 nonalcoholic italian red wine|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
701. W|cantina zaccagnini|zaccagnini|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
702. W|cantina zaccagnini|abruzzo bianco|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
703. W|cantina zaccagnini|cerasuolo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
704. W|cantina zaccagnini|dal tralcetto montepulciano dabruzzo organic|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
705. W|cantina zaccagnini|dal tralcetto montepulciano organic|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
706. W|cantina zaccagnini|dealcoholised wine red|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
707. W|cantina zaccagnini|il vino dal tralcetto montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
708. W|cantina zaccagnini|little vine nonalcoholic white|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
709. W|cantina zaccagnini|mont d abruzzo 125|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
710. W|cantina zaccagnini|montepulciano|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
711. W|cantina zaccagnini|montepulciano|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=710
712. W|cantina zaccagnini|montepulciano d abruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
713. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
714. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=713
715. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=713
716. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=713
717. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=713
718. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=713
719. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=713
720. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=713
721. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=713
722. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=713
723. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=713
724. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=713
725. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
726. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=725
727. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
728. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
729. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=728
730. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=728
731. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
732. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=731
733. W|cantina zaccagnini|montepulciano dabruzzo|it|r|montepulciano|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
734. W|cantina zaccagnini|montepulciano dabruzzo half bottle|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
735. W|cantina zaccagnini|montepulciano dabruzzo il vino dal tralcetto riserva|it|r|montepulciano|??|??|2023|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
736. W|cantina zaccagnini|montepulciano dabruzzo tralcetto|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
737. W|cantina zaccagnini|montepulciano de abruzzo doc|it|r|montepulciano|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
738. W|cantina zaccagnini|montepulciano rose|it|p|montepulciano|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
739. W|cantina zaccagnini|montepulciano twiggy|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
740. W|cantina zaccagnini|pecorino|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
741. W|cantina zaccagnini|pecorino|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=740
742. W|cantina zaccagnini|pecorino dabruzzo chronicon|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
743. W|cantina zaccagnini|pecorino twiggy|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
744. W|cantina zaccagnini|pinot grigio|it|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
745. W|cantina zaccagnini|pinot grigio|it|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=744
746. W|cantina zaccagnini|pinot grigio|it|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=744
747. W|cantina zaccagnini|pinot grigio|it|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=744
748. W|cantina zaccagnini|pinot grigio|it|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=744
749. W|cantina zaccagnini|pinot grigio|it|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=744
750. W|cantina zaccagnini|pinot grigio|it|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=744
751. W|cantina zaccagnini|pinot grigio|it|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=744
752. W|cantina zaccagnini|pinot grigio|it|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=744
753. W|cantina zaccagnini|pinot grigio|it|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=744
754. W|cantina zaccagnini|pinot grigio|it|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=744
755. W|cantina zaccagnini|pinot grigio|it|w|pinot grigio|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
756. W|cantina zaccagnini|pinot grigio colline pescaresi|it|w|pinot grigio|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
757. W|cantina zaccagnini|rose|it|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
758. W|cantina zaccagnini|rose|it|p|??|??|??|2024|12|??|leve|carne vermelha, massas, queijos curados|seco
759. W|cantina zaccagnini|tralcetto doc abruzzo pecorino|it|w|??|??|??|NV|12.5|doc|medio|peixes, frutos do mar, saladas|seco
760. W|cantina zaccagnini|tralcetto doc montepulciano d abruzzo|it|r|montepulciano|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
761. W|cantina zaccagnini|tralcetto igt terre di chieti pinot grigio|it|w|pinot grigio|??|??|2023|12.5|igt|leve|peixes, frutos do mar, saladas|seco
762. W|cantina zaccagnini|tralcetto igt terre di chieti rosato|it|p|??|??|??|NV|12|igt|leve|carne vermelha, massas, queijos curados|seco
763. W|cantina zaccagnini|tralcetto igt terre di chieti rosato|it|p|??|??|??|2023|12|igt|leve|carne vermelha, massas, queijos curados|seco
764. W|cantina zaccagnini|trebbiano|it|r|trebbiano|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
765. W|cantina zaccagnini|trebbiano de abruzzochardonnay|it|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
766. W|cantina zaccagnini|twiggy montepulciano dabbruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
767. W|cantina zaccagnini|twiggy montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
768. W|cantina zaccagnini|twiggy montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=767
769. W|cantina zaccagnini|twiggy montepulciano dabruzzo abruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
770. W|cantina zaccagnini|twiggy montepulciano dabruzzo jerobaum|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
771. W|cantina zaccagnini|twiggy montepulciano dabruzzo reserva|it|r|montepulciano|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
772. W|cantina zaccagnini|twiggy pinot grigio|it|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
773. W|cantina zaccagnini|vino rosso chronicon montepulciano abruzzo doc cru|it|r|montepulciano|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
774. W|cantinakellerei|bozen mock sauvignon blanc alto adige trentinoalto adige italy|it|w|sauvignon blanc|alto adige|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
775. W|cantinarte|a gaia doc|it|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
776. W|cantinarte|montepulciano dabruzzo ode|it|r|montepulciano|??|??|2014|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
777. W|cantinarte|montepulciano rosso|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
778. W|cantinarte|ode|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
779. W|cantinarte|ode montepulciano dabruzzo|it|r|montepulciano|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
780. W|cantinarte|ode montepulciano dabruzzo|it|r|montepulciano|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
781. W|cantinarte|ode montepulciano doc|it|r|montepulciano|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
782. W|cantinarte|pecorino colori|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
783. W|cantinarte|pecorino colori doc|it|w|??|??|??|NV|12.5|doc|medio|peixes, frutos do mar, saladas|seco
784. W|cantinarte|rossopuro montepulciano doc|it|r|montepulciano|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
785. W|cantinatramin|gewurztraminer alto adige|it|w|gewurztraminer|alto adige|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
786. W|cantine alberto|giacobbe giacobbe|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
787. W|cantine alberto|giacobbe lepanto|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
788. W|cantine albizi|puglia rosso|it|r|??|puglia|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
789. W|cantine amato|grillo doc sicilia|it|r|grillo|sicilia|??|2025|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
790. W|cantine amato|nerello mascalese|it|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
791. W|cantine amato|vibrazioni catarratto 2021 125|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
792. W|cantine antonio|caggiano bechar avellino fiano|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
793. W|cantine antonio|caggiano bechar fiano di avellino|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
794. W|cantine antonio|caggiano falanghina|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
795. W|cantine antonio|caggiano tari irpinia aglianico|it|r|aglianico|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
796. W|cantine antonio|ferrari la canestra salice salentino|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
797. W|cantine antonio|ferrari solaria jonica|it|r|??|??|??|1959|13.5|??|medio|carne vermelha, massas, queijos curados|seco
798. W|cantine argiolas|turriga 30 dialogo adadgio limited edition|it|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
799. W|cantine argiolas|costera cannonau di sardegna sardinia italy|it|r|cannonau|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
800. W|cantine argiolas|turriga isola dei nuraghi rosso|it|r|??|??|??|2003|13.5|??|medio|carne vermelha, massas, queijos curados|seco
801. W|cantine argiolas|turriga isola dei nuraghi rosso igt|it|r|??|??|??|2020|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
802. W|cantine armani|brut nature casera frontin|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut nature
803. W|cantine armani|brut nature casera frontin|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut nature|=802
804. W|cantine armani|casa belfi bianco|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
805. W|cantine armani|casa belfi bianco|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=804
806. W|cantine armani|casa belfi naturalmentefrizzante|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
807. W|cantine armani|casa belfi naturalmentefrizzante|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=806
808. W|cantine armani|casa belfi prosecco doc colfondo|it|s|??|??|??|NV|12|doc|leve|frutos do mar, aperitivos, sushi|brut
809. W|cantine armani|casa belfi prosecco doc colfondo|it|s|??|??|??|NV|12|doc|leve|frutos do mar, aperitivos, sushi|brut|=808
810. W|cantine armani|casa belfi rosso|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
811. W|cantine armani|casa belfi rosso|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=810
812. W|cantine armani|casa belfi rosso naturalmentefrizzante|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
813. W|cantine armani|casa belfi rosso naturalmentefrizzante|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=812
814. W|cantine artese|wine contest|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
815. W|cantine atesine|chardonnay|it|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
816. W|cantine barbera|alba marina|it|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
817. W|cantine barbera|ammano 11|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
818. W|cantine barbera|ammano bianco sicily italy nv case|it|w|barbera|sicily|??|NV|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
819. W|cantine barbera|ammano zibibbo 11 vino bianco|it|w|barbera|??|??|2023|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
820. W|cantine barbera|ammano zibibbo italy|it|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
821. W|cantine barbera|aremi|it|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
822. W|cantine barbera|ciatu|it|r|barbera|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
