W|lapiceras|eco touch de bamboo elliot|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson le|black reserve jeroboam in houten kist|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson le|black reserve in giftbox 6 vintage glazen in doos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson le|black reserve in exclusieve geschenkverpakking|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson le|black reserve ice pack|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson le|black reserve brut champagne nv|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson le|black reserve brut champagne|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson le|black reserve brut champagne|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=725
W|lanson le|black reserve brut champagne|fr|s|??|champagne|??|2013|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson le|black reserve 2 glazen|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson le|black reserve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson le|black creation wimbledon edition champagne|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lanson le|black creation salamanzar|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson le|black creation nv champagne|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lanson le|black creation mathuzaleh|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson le|black creation giftbox 2 glazen brut|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
X
W|lanson le|black creation brut nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson le|black creation brut|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson le|black creation brut|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=737
W|lanson le|black creation balthazar|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson le|black creation 258 met giftbox|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson le|black creation 258 in exclusieve geschenkverpakking|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
X
W|lanson le|black creation 258 champagne|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lanson le|black creation 258|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson le|black creation 257 geschenkdoos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
X
W|lanson le|black creation 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson le|black creation 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=747
W|lanson le|black creation|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson le|black creation|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=749
W|lanson le|black creation|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=749
W|lanson le|black creation|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=749
W|lanson le|black|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson|extra age rose in geschenkdoos|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lanson|extra age brut rose|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
X
W|lanson|extra age brut|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|extra age blanc de blancs brut|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|demisec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|demi-sec
W|lanson|demisec|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|demi-sec|=759
W|lanson|cuvee noble brut|??|s|??|??|??|2004|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|cuvee blanc de blancs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
X
W|lanson|clos lanson blanc de blancs brut|??|s|??|??|??|2009|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|clos lanson|??|r|??|??|??|2009|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson|clos lanson|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson|clos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson|champagner le black creation 02 liter|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lanson|champagne pere et fils brut nv|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne le vintage|fr|s|??|champagne|??|2012|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lanson|champagne le rose brut|fr|s|??|champagne|??|2018|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne le rose brut|fr|s|??|champagne|??|2018|12|??|leve|aperitivos; frutos do mar; canapes|brut|=771
W|lanson|champagne le rose brut|fr|s|??|champagne|??|2016|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne le green bio organic extra brut|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|extra brut
W|lanson|champagne le black creation brut|fr|s|??|champagne|??|2018|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne le black creation brut|fr|s|??|champagne|??|2018|12|??|leve|aperitivos; frutos do mar; canapes|brut|=775
W|lanson|champagne le black creation 258 brut|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne le black creation 258 brut|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=777
W|lanson|champagne le black creation 258 brut|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=777
W|lanson|champagne dry sec|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lanson|champagne dry sec|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco|=780
W|lanson|champagne clos lanson|fr|s|??|champagne|??|2009|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lanson|champagne brut rose rose label|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne brut rose rose label|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=783
W|lanson|champagne brut rose le rose 4 yr|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne brut rose le rose|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne brut rose extra age|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne brut rose|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne brut rose|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=788
W|lanson|champagne brut pere fils|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne brut le vintage|fr|s|??|champagne|??|2012|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne brut le vintage|fr|s|??|champagne|??|2012|12|??|leve|aperitivos; frutos do mar; canapes|brut|=791
W|lanson|champagne brut le vintage|fr|s|??|champagne|??|2012|12|??|leve|aperitivos; frutos do mar; canapes|brut|=791
W|lanson|champagne brut le vintage|fr|s|??|champagne|??|2009|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne brut le rose nv|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne brut extra age|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne brut blanc de blancs extra age|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne brut blanc de blancs clos lanson|fr|s|??|champagne|??|2009|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|brut six pack nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|brut rose nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|brut rose nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=800
W|lanson|brut rose le rose|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|brut rose le rose|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=802
W|lanson|brut rose champagne|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|brut rose|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|brut rose|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=805
W|lanson|brut rose|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=805
W|lanson|brut rose|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=805
W|lanson|brut pere et fils champagne nv|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|brut nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|brut le vintage champagne|fr|s|??|champagne|??|2009|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|brut le vintage|??|s|??|??|??|2009|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|brut imperial snipes|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|brut imperial single snipe|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|brut champagne france magnum|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=816
W|lanson|blanc de blancs 2 glazen|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson|blanc de blancs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanson|black reserve brut nm champagne|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|black champagne|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lanson|brut 075|??|s|??|??|??|2012|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|champagne brut gold label|fr|s|??|champagne|??|2002|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|1760 champagne le black reserve brut|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanson|1760 champagne le black reserve brut|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=824
W|lanson|lanson|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansilo|bianco di merlot ticino doc|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansilo|bianco di merlot doc cantina il cavaliere|es|s|merlot|cava|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lanseringar|i mars har ar nagra av vinerna som la|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansering|av pata negra reservado tempranillo ungdomlig elegans med tio ars mognad|??|r|tempranillo|??|??|2014|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lanse|rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansdowne|super pnch pet nat|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lansdowne|shamrock turned up knitted hat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansdowne|shamrock crest green flat cap|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansdowne|rosa c|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansdowne|pinot mac|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansdowne|new pinot|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansdowne|mens island green shamrock crest performance top|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansdowne|kids ireland stripped knitted hat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansdowne|kids ireland celtic 14 zip top|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansdowne|its not my fault i like bubbles sparkling pinot noir rose|??|s|pinot noir|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|lansdowne|ireland sublimated performance top|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansdowne|ireland shamrock 4 provinces bobble hat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansdowne|ireland shamrock 4 provinces baseball cap|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansdowne|gris skin|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansdowne|estate syrah|??|r|syrah|??|??|2016|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lansdowne|estate pinot noir|??|r|pinot noir|??|??|2014|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansai winery|sailongteng chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lansai winery|sailongteng chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes; frutos do mar; aves|seco|=848
W|lansai winery|sailongteng chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes; frutos do mar; aves|seco|=848
W|lansai winery|jasmine cabernet sauvignon dry red wine|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lansai winery|jasmine cabernet sauvignon dry red wine|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=851
W|lansade|rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lansade|blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanquedoc|rouge guillaume domaine clos roca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanquedoc|blanc lucie domaine clos roca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanqueador|blancox regular|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanozala|6 075|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanouvelle|champagne affriolant brut|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|lanodine|collioure domaine bruno duchene|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lano|rocche massalupo barbaresco|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lano|langhe rosso lanot|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lano|langhe rosso lanot|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lano|gianluigi langhe rosso lanot|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lano|gianluigi barbaresco rocche massalupo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lano|gianluigi barbaresco rocche massalupe|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lano|barbera dalba|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lano|barbaresco rocche massalupo|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lannotta|180|??|r|??|??|??|1952|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanni|sicilia doc 14 smooth sicilian red blend|it|r|??|sicilia|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanner hill|syrah|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lannee|rouge|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lannee|blanc|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lannay|delahaye drop|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lannata del|secolo investing box|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lannac|saint jean b si|??|r|??|??|??|2009|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lannac|saint jean aop cahors rouge|??|r|??|??|??|2009|13.5|aop|medio|carnes vermelhas; massas; queijos|seco
W|lannac|saint jean aop cahors rouge|??|r|??|??|??|2009|13.5|aop|medio|carnes vermelhas; massas; queijos|seco|=877
W|lannac|saint jean aop cahors rouge|??|r|??|??|??|2009|13.5|aop|medio|carnes vermelhas; massas; queijos|seco|=877
W|lannac|saint jean aop cahors rouge|??|r|??|??|??|2009|13.5|aop|medio|carnes vermelhas; massas; queijos|seco|=877
W|lankahoyla|juustoille|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanjou|gamay anjou aop|??|r|gamay|??|??|NV|13.5|aop|medio|carnes vermelhas; massas; queijos|seco
W|lanjou|blanc chateau de plaisance|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanjou|blanc chateau de plaisance|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanjou|blanc anjou aop|??|r|??|??|??|NV|13.5|aop|medio|carnes vermelhas; massas; queijos|seco
W|lanjou|blanc chateau de plaisance|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanjou|blanc chateau de plaisance|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=886
W|lanjou|lanjou|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanjou|lanjou|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=888
W|lanius|alta alella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanius|alta alella|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=890
W|lanius|lanius|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanit de|frisach|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanit|celler frisach|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanit|celler frisach|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanise|pado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanique|spirit of rose liqueur|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lanique|spirit of rose liqueur|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=897
W|lanique|spirit of rose likor 07 39|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lanique|spirit of rose 39|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lanique|spirit of rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lanique|spirit of rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=901
W|lanique|spirit of rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=901
W|lanique|spirit of rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=901
W|lanique|rose spirit liqueur|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lanique|rose petal liqueur spirit|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lanique|rose petal liqueur|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lanique|liqueur spirit|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanimo|bianco tilapaisesti loppu|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanime|montepascolo|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanima|sobremesa passito muscat blanc|??|d|muscat|??|??|2024|10|??|encorpado|sobremesas; foie gras; queijos azuis|doce
W|lanima|profonda di suvereto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanima|isole bianco|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanima|halara nero davola grenache|??|r|grenache|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanima del|sangiovese|??|r|sangiovese|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lanima|dei rossi di montagna|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanima|lanima|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanieres de|poitrine de porc fumee 120g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanie|blouse off white|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lanica|quasivita|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|laniakea|laniakea|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lani|winter sangria 4pk|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lani|sangria red 4pk can|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lani|marlborough gewurztraminer|nz|w|gewurztraminer|marlborough|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lani|marlborough gewurztraminer|nz|w|gewurztraminer|marlborough|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=924
W|lani|gewurztraminer|??|w|gewurztraminer|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lani|apple sangria 4pk|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lani|lani|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langzero|fabio oberto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langverwcht winery|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langverwcht winery|chenin blanc|??|w|chenin blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langverwacht winery|ruby cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langverwacht winery|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langverwacht winery|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langverwacht winery|4 barrel shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langverwacht|sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langverwacht|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langverwacht|ruby cabernet|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langverwacht|chenin blanc|??|w|chenin blanc|??|??|2025|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langverwacht|chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langverwacht|calcrete chardonnay in stock chardonnay langverwacht wynkelder gold veritas r15999 per bottle sold in cases of 6|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langverwacht|calcrete chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langverwacht|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langverwacht|4 barrels shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langustenschwanze|tristan da cunha gross|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langustenschwanze|tristan da cunha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langusa|feudo montoni sicilia doc 075ltr|it|r|??|sicilia|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languia|barbera colli tortonesi doc|??|r|barbera|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|languedocspecial|blandad vinlada 32 flaskor|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|saintchinian roquebrun aop bio mezura domaine de lauzeta|fr|r|??|languedoc|??|2017|13.5|aop|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|saintchinian roquebrun aop bio la lauzeta domaine de lauzeta|fr|r|??|languedoc|??|2017|13.5|aop|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|rosso 3 bottiglie|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|rosso 3 bottiglie|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=952
W|languedocroussillon|misto 3 bottiglie|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|misto 3 bottiglie|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=954
W|languedocroussillon|geschenkset 6 flaschen|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|languedocroussillon|bianco 3 bottiglie|fr|r|??|languedoc|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
