1. W|cantine povero|moscato dasti 2022 bottle|it|w|moscato|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
687. W|cantuccini|alloregano e pomodoro|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
688. W|cantuccini|almendra 250g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
689. W|cantuccini|artigianali 250g panificio anna alessio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
690. W|cantuccini|aux amandes 250g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
691. W|cantuccini|aux oranges confites 180g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
692. X
693. W|cantuccini|cioccolato sapori|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
694. W|cantuccini|con almendras valentino 200 grs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
695. W|cantuccini|con pistacchi e cioccolato 180gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
696. W|cantuccini|czekoladowe 200 g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
697. W|cantuccini|migdaowe 200 g|pt|r|??|dao|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
698. W|cantuccini|migdaowe bio 200 g|pt|r|??|dao|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
699. W|cantuccini|mit mandeln 200|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
700. W|cantuccini|mit schokolade und aprikose 200|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
701. X
702. X
703. W|cantuccini|pistacjowo cytrynowe 180 g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
704. W|cantuccini|toscani 20 almendra prato belli igt caja x 250gr|??|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
705. W|cantuccini|toscani 25 almendras prato belli igt caja x 100gr|??|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
706. W|cantuccini|toscani 250gr sapori|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
707. W|cantuccini|toscani al ciocolatto 250gr sapori|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
708. W|cantuccini|toscani alle mandorle 60x10g einzel verpackt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
709. X
710. W|cantuccini|toscani igp 125g|??|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
711. W|cantuccini|toscani igp 250gr antica pasticceria masoni pietro|??|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
712. W|cantuccini|toscani igp alle mandorle|??|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
713. W|cantuccini|toscani igp alle mandorle 600g|??|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
714. W|cantuccini|toscani igt en tubo x250gr prato belli 25 almendra|??|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
715. W|cantuccini|toscani igt lata x 250gr prato belli 25 almendra|??|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
716. W|cantuccini|toscani pgi almonds 250gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
717. W|cantuccini|tradizionali sapori|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
718. W|cantuccini|uit toscane|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
719. W|cantuccini|zbozowe 200 g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
720. W|cantueso|cabasset 070|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
721. W|cantueso|oro|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
722. W|cantueso|oro|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=721
723. W|cantueso|oro sys|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
724. W|cantus|bianco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
725. W|cantus|bianco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=724
726. W|cantus|primus cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
727. W|cantus|primus cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=726
728. W|cantus|primus cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=726
729. W|cantus|primus cabernet sauvignon viile metamorfosis|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
730. X
731. X
732. X
733. X
734. W|cantus|primus merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
735. W|cantus|rosso|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
736. W|cantus|rosso|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=735
737. W|cantus|rosso|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=735
738. W|cantus|vitis|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
739. W|cantus|vitis 2024 red|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
740. W|cantus|vitis 2024 rouge|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
741. W|cantus|vitis red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
742. W|cantus|vitis rouge magnum|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
743. W|cantvs|viile metamorfosis|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
744. W|cantzheim|mosel riesling kanzemer der sonnenberg|de|w|riesling|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
745. W|cantzheim|mosel riesling saarburger fuchs spatlese|de|w|riesling|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
746. W|cantzheim|mosel der gartner riesling saar trocken|de|w|riesling|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
747. W|cantzheim|mosel der kanzemer riesling saar|de|w|riesling|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
748. W|cantzheim|riesling feinherb die gartnerin|??|w|riesling|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
749. W|canu|red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
750. W|canu|sangria|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
751. W|canu|sangria branca|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
752. W|canu|white|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
753. X
754. W|canuco|canuco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
755. W|canuco|by pormenor czerwone 0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
756. W|canudinho|docile twist morango unicornio big|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
757. W|canudinho|para rechear trindade 200g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
758. W|canudinhos|casas pedro 140g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
759. W|canudinhos|de pistacio happy swing|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
760. W|canudinhos|lilibel para rechear 180g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
761. W|canudo|para recheio dois furos gostinho mineiro 200g|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
762. W|canudo|para recheio kero mais 140g|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
763. W|canudo|reutilizavel reto com escova 2 unidades mimo style|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
764. W|canudo|simonaggio reto moniz inox com 3 unidades|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
765. W|canudos|cuisinart 6 pcs ctg00sss|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
766. W|canudos|de aco inoxidavel 6 pecas inclui 4 canudos de aco inoxidavel escova de limpeza e suporte ctg00sssbmarca cuisinart|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
767. X
768. X
769. X
770. X
771. W|canudos|de wafer lets rolls com caramelo salgado bogutti 120g|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
772. X
773. W|canule|blouse violet|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
774. W|canus|friulano|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
775. W|canus|ribolla gialla|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
776. W|canus|ribolla gialla|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
777. W|canus|ribolla gialla|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
778. W|canuto|chico espiga de oro 250g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
779. W|canuto|ron selecion superior 7 anos gift pack 2 bicchieri|??|r|??|??|??|NV|13.5|superior|medio|carne vermelha, massas, queijos curados|seco
780. W|canva|4 16|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
781. W|canva|pro un ano edu|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
782. W|canvas|2 bottle wine tote|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
783. W|canvas|4 bottle wine carrier|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
784. W|canvas|46|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
785. W|canvas|abstracto v2 con foil y gel 70x70cm|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
786. X
787. X
788. X
789. X
790. X
791. X
792. X
793. W|canvas|blanc de blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
794. W|canvas|blanc de blancs sparkling hyatt|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
795. W|canvas|blanc de blancs sparkling hyatt|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=794
796. W|canvas|cabernet|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
797. W|canvas|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
798. W|canvas|cabernet sauvignon hyatt only|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
799. X
800. W|canvas|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
801. W|canvas|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=800
802. W|canvas|chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
803. W|canvas|chardonnay hyatt house|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
804. W|canvas|chardonnay hyatt only|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
805. W|canvas|cotton trousers black|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
806. W|canvas|draagtas latelier du champagne|fr|s|??|champagne|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
807. W|canvas|low profile trainers|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
808. X
809. X
810. W|canvas|merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
811. X
812. X
813. W|canvas|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
814. W|canvas|pinot grigio|??|w|pinot grigio|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
815. W|canvas|pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
816. W|canvas|pinot noir hyatt|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
817. W|canvas|pouch set 20|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
818. W|canvas|pouch with bahay kubo design set of 3|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
819. W|canvas|pouches set|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
820. W|canvas|prosecco|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
821. W|canvas|pu belt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
822. X
823. X
824. X
825. W|canvas|red dozen|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
826. W|canvas|shoes size 83|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
827. X
828. W|canvas|tote|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
829. X
830. X
831. X
832. X
833. X
834. X
835. X
836. X
837. W|canvas|tumbler 3|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
838. W|canvas|white dozen|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
839. X
840. X
841. W|canvas|wine carrier|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
842. W|canvas|wine tote|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
843. X
844. W|canvasback|red mountain cabernet sauvignon|??|r|cabernet sauvignon|??|??|2017|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
845. W|canvasback|red mountain cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
846. W|canvasback|by duckhorn red mountain cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
847. W|canvasback|by duckhorn red mountain cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
848. W|canvasback|cabernet|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
849. W|canvasback|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
850. W|canvasback|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=849
851. W|canvasback|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=849
852. W|canvasback|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=849
853. W|canvasback|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
854. W|canvasback|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
855. W|canvasback|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
856. W|canvasback|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
857. W|canvasback|cabernet sauvignon red mountain|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
858. W|canvasback|cabernet sauvignon red mountain|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=857
859. W|canvasback|cabernet sauvignon red mountain|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=857
860. W|canvasback|cabernet sauvignon red mountain|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
861. W|canvasback|cabernet sauvignon red mountain|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
862. W|canvasback|cabernet sauvignon red mountain|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=861
863. W|canvasback|cabernet sauvignon red mountain|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
864. W|canvasback|cabernet sauvignon red mountain 21|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
865. W|canvasback|cabernet sauvignon red mountain washington|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
866. W|canvasback|cabernet sauvignon red mountain washington|us|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
867. W|canvasback|red mountain cab sauv|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
868. W|canvasback|red mountain cabernet|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
869. W|canvasback|red mountain cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
870. W|canvasback|red mountain cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=869
871. W|canvasback|red mountain cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=869
872. W|canvasback|red mountain cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=845
873. W|canvasback|red mountain cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=845
874. W|canvasback|red mountain cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
875. W|canvasback|red mountain cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=874
876. W|canvasback|red mountain cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=874
877. W|canvasback|red mountain cabernet sauvignon 2022 12 bottles|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
878. W|canvasdoeken|10x10 3 stuks|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
879. W|canvasdoeken|20x20 2 stuks|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
880. W|canvaskasse|canvaskasse|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
881. W|canvass|with frame 50 x 60cm|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
882. W|canvee|dinamic|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
883. W|canvee|dinamic merlot del ticino doc 2020 136 vol|??|r|merlot|??|??|2020|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
884. W|canvi|ancestral blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
885. W|canvi|ancestral blanc can|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
886. W|canvino|all|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
887. W|canvino|bianco sparkling canned wine|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
888. W|canvino|rose sparkling canned wine|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
889. W|canxa|cava rose nv|es|s|??|??|??|NV|12|ava|leve|frutos do mar, aperitivos, sushi|brut
890. W|canye|canye|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
891. W|canyerets|gallina de piel 2018 spanje canarische eilanden rood|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
892. W|canyero|canyero|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
893. X
894. W|canyon|dammone les galet bordolese|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
895. W|canyon|dammone les galet borgognotta|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
896. W|canyon|de l eglise|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
897. W|canyon|de leglise|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
898. W|canyon|de leglise|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=897
899. W|canyon|lodge|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
900. W|canyon|lodge reed diffuser|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
901. W|canyon|lodge room spray|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
902. W|canyon|merlot california cabernet|us|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
903. W|canyon|oaks cab 23 red wine usa cabernet sauvignon|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
904. W|canyon|oaks cabernet 23|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
905. X
906. W|canyon|oaks cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
907. W|canyon|oaks cabernet sauvignon california|us|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
908. W|canyon|oaks chard 23 white wine usa chardonnay|us|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
909. W|canyon|oaks chardonnay 23 white wine usa chardonnay|us|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
910. W|canyon|oaks chardonnay california|us|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
911. W|canyon|oaks merlot california|us|r|merlot|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
912. W|canyon|oaks merlot california|us|r|merlot|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
913. W|canyon|oaks moscato|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
914. W|canyon|oaks rose white zinfandel 2022 canyon wine californien usa|us|p|zinfandel|??|??|2022|12|??|leve|carne vermelha, massas, queijos curados|seco
915. W|canyon|oaks vineyards cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
916. W|canyon|oaks vineyards chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
917. W|canyon|oaks vineyards merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
918. W|canyon|oaks vineyards white zinfandel|??|w|zinfandel|??|??|NV|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
919. W|canyon|oaks white zinfandel|??|w|zinfandel|??|??|NV|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
920. W|canyon|oaks white zinfandel|??|w|zinfandel|??|??|2023|12.5|??|encorpado|peixes, frutos do mar, saladas|seco
921. W|canyon|oaks white zinfandel|??|w|zinfandel|??|??|2023|12.5|??|encorpado|peixes, frutos do mar, saladas|seco|=920
922. W|canyon|river wood myrtlewood 10x3 bowl short|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
923. W|canyon|river wood myrtlewood 10x4 bowl tall|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
924. W|canyon|river wood myrtlewood 12x3 bowl|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
925. W|canyon|river wood myrtlewood 12x4 bowl|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
926. W|canyon|river wood myrtlewood 8x3 bowl|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
927. W|canyon|road brut sparkling|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
928. W|canyon|road cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
929. W|canyon|road cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=928
930. W|canyon|road cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=928
931. W|canyon|road cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=928
932. W|canyon|road cabernet sauvignon nv|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
933. W|canyon|road cabernet sauvignon nv|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=932
934. W|canyon|road cabernet sauvignon rotwein wein halbtrocken kalifornien|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
935. W|canyon|road cabernet sauvignon rotwein wein halbtrocken kalifornien|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=934
936. W|canyon|road cabernet sauvignon rotwein wein halbtrocken kalifornien|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=934
937. W|canyon|road cabernet sauvignon rotwein wein halbtrocken kalifornien|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=934
938. W|canyon|road chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
939. W|canyon|road chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=938
940. W|canyon|road chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=938
941. W|canyon|road chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=938
