W|tempera 101|karbon alu tuba kartonska kutija|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo calleja|2023 6 botellas|??|r|??|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo calleja|2021 12 stk the bold bourgogne glass|fr|r|??|bourgogne|??|2021|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo almuvedere|a1 tinto monastrell 20|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telmo alicante|almuvedre 2015|??|r|??|??|??|2015|13|??|medio|carne vermelha; massas; queijo|seco
W|telma stock|cubes beef parve|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telma onion|soup mix twin|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telma matzo|ball mix kneidle 84g|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telma latkes|mix 170g|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telma chicken|stock parve 3 pack|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telma chicken|soup powder meaty 400g|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telma chicken|noodle soup mix twin|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telma chicken|clear parve powder 400g|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telma beef|parve powder 400g|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tellus volutpat|varius|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tellus vinea|bordeaux rouge 2022|fr|r|??|bordeaux|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tellus vinea|bordeaux rouge 2019|fr|r|??|bordeaux|??|2019|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tellus vinea|bordeaux rouge|fr|r|??|bordeaux|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
=864
=864
W|tellus vinea|bordeaux aoc 2022 pueyo|fr|r|??|bordeaux|??|2022|13.5|aoc|medio|carne vermelha; massas; queijo|seco
W|tellus vinea|bordeaux|fr|r|??|bordeaux|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tellus vinea|2022 bordeaux rouge|fr|r|??|bordeaux|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tellus vinea|2021 by chateau belregardfigeac bordeaux|fr|r|??|bordeaux|??|2021|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tellus tawny|port|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tellus syrah|petit verdot|??|r|syrah|??|??|NV|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellus syrah|magnum 1|??|r|syrah|??|??|NV|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellus syrah|falesco|??|r|syrah|??|??|NV|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellus syrah|cotarella|??|r|syrah|??|??|NV|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellus syrah|2023 nieuw|??|r|syrah|??|??|2023|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellus syrah|tellus syrah|??|r|syrah|??|??|NV|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellus shirah|falesco|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tellus rosso|igp lazio falesco 2023 c6|??|r|??|??|??|2023|13|igp|medio|carne vermelha; massas; queijo|seco
W|tellus rosso|igp lazio falesco 2023 12|??|r|??|??|??|2023|13|igp|medio|carne vermelha; massas; queijo|seco
W|tellus rosso|igp lazio falesco 2022 magnum c6|??|r|??|??|??|2022|13|igp|medio|carne vermelha; massas; queijo|seco
W|tellus rosso|igp lazio falesco 2022 c6|??|r|??|??|??|2022|13|igp|medio|carne vermelha; massas; queijo|seco
W|tellus rosso|igp lazio falesco 2022 12|??|r|??|??|??|2022|13|igp|medio|carne vermelha; massas; queijo|seco
W|tellus rosso|igp lazio falesco 2021 magnum c6|??|r|??|??|??|2021|13|igp|medio|carne vermelha; massas; queijo|seco
W|tellus rosso|igp lazio falesco 2021 c6|??|r|??|??|??|2021|13|igp|medio|carne vermelha; massas; queijo|seco
W|tellus rosso|igp lazio falesco 2021 12|??|r|??|??|??|2021|13|igp|medio|carne vermelha; massas; queijo|seco
W|tellus rose|di syrah lazio igp 2021|??|p|syrah|??|??|2021|12.5|igp|leve|petiscos; saladas; comida asiatica|seco
W|tellus rose|tellus rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tellus maison|fouassier|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tellus joven|monastrell dop jumilla 2019|??|r|??|??|??|2019|13|dop|medio|carne vermelha; massas; queijo|seco
W|tellus chardonnay|lazio igp 2021|??|w|chardonnay|??|??|2021|12.5|igp|medio|peixes; frutos do mar; saladas|seco
W|tellus chardonnay|bianco lazio igp|??|w|chardonnay|??|??|NV|12.5|igp|medio|peixes; frutos do mar; saladas|seco
W|tellus chardonnay|2025 nieuw|??|w|chardonnay|??|??|2025|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tellus chardonnay|tellus chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; saladas|seco
=894
W|tellus cabernet|sauvignon by falesco|??|r|cabernet sauvignon|??|??|NV|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellus bianco|falesco 2024 chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tellus bianco|falesco 2022 chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tellus|tellus|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=899
W|telluride distilling|chairlift warmer|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=901
W|telluride distilling|agave|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telluric tinto|g100|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telluric tinto|coupage|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telluric rosado|telluric rosado|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|telluric blanc|de noir|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tellurian viognier|2024 heathcote victoria|??|w|viognier|??|??|2024|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tellurian vermentino|2023 heathcote victoria|??|w|vermentino|??|??|2023|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tellurian tranter|shiraz 2022|??|r|shiraz|??|??|2022|14|??|encorpado|carne vermelha; massas; queijo|seco
=910
W|tellurian tranter|shiraz 2021 heathcote victoria|??|r|shiraz|??|??|2021|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian tranter|shiraz 2019|??|r|shiraz|??|??|2019|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian sommet|shiraz 2021|??|r|shiraz|??|??|2021|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian rose|2024 heathcote victoria|??|p|??|??|??|2024|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tellurian rose|2024|??|p|??|??|??|2024|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tellurian rose|2020|??|p|??|??|??|2020|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tellurian rose|tellurian rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tellurian redline|shiraz 2024|??|r|shiraz|??|??|2024|14|??|encorpado|carne vermelha; massas; queijo|seco
=919
W|tellurian redline|shiraz 2019 heathcote|??|r|shiraz|??|??|2019|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian redline|shiraz 2019|??|r|shiraz|??|??|2019|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian redline|shiraz 2018 heathcote|??|r|shiraz|??|??|2018|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian redline|shiraz|??|r|shiraz|??|??|NV|14|??|encorpado|carne vermelha; massas; queijo|seco
=924
W|tellurian redline|heathcote shiraz 2024|??|r|shiraz|??|??|2024|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian pastiche|shiraz 2019|??|r|shiraz|??|??|2019|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian pastiche|heathcote shiraz 2019|??|r|shiraz|??|??|2019|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian nero|davola 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tellurian marsanne|marsanne 2024 heathcote gi|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tellurian marsanne|heathcote 2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tellurian marsanne|2024 heathcote victoria|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tellurian marsanne|2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
=933
W|tellurian marsanne|2020|??|r|??|??|??|2020|13|??|medio|carne vermelha; massas; queijo|seco
W|tellurian marsanne|tellurian marsanne|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tellurian heathcote|rose 2025|??|p|??|??|??|2025|12.5|??|leve|petiscos; saladas; comida asiatica|seco
W|tellurian gsm|2024|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
=938
=938
W|tellurian gsm|2022 heathcote victoria|??|r|??|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tellurian grenacheshirazmourvedre|2022|??|r|??|??|??|2022|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian grenache|shiraz mouvedre 2019|??|r|shiraz, grenache|??|??|2019|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian grenache|gris 2023 heathcote victoria|??|r|grenache|??|??|2023|13|??|medio|carne vermelha; massas; queijo|seco
W|tellurian grenache|2022 heathcote victoria|??|r|grenache|??|??|2022|13|??|medio|carne vermelha; massas; queijo|seco
W|tellurian grenache|tellurian grenache|??|r|grenache|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tellurian fiano|2023 heathcote victoria|??|w|fiano|??|??|2023|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tellurian fiano|2020|??|w|fiano|??|??|2020|12.5|??|medio|peixes; frutos do mar; saladas|seco
W|tellurian evo|shiraz 2023|??|r|shiraz|??|??|2023|14|??|encorpado|carne vermelha; massas; queijo|seco
=949
W|tellurian evo|shiraz|??|r|shiraz|??|??|NV|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian evo|heathcote shiraz 2023|??|r|shiraz|??|??|2023|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian estate|tranter shiraz 2022 6 bottles|??|r|shiraz|??|??|2022|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian estate|marsanne 2024 12 bottles|??|r|??|??|??|2024|13|??|medio|carne vermelha; massas; queijo|seco
W|tellurian estate|grenache shiraz mourvedre 2024 12 bottles|??|r|shiraz, grenache|??|??|2024|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian estate|evo shiraz 2023 12 bottles|??|r|shiraz|??|??|2023|14|??|encorpado|carne vermelha; massas; queijo|seco
W|tellurian 2019|gsm|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|tellu s|tinto|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tellioglu semolina|1kg|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|telling bird|2014 zinfandel sonoma county california|??|r|zinfandel|??|??|2014|13|??|medio|carne vermelha; massas; queijo|seco
W|telline|telline|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
=961
W|tellier vignes|de pierry premier cru extra brut millesime nv|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier vignes|de pierry premier cru extra brut 2020|??|s|??|??|??|2020|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier the|conardins 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
W|tellier the|chardeloups 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|tellier les|vignes de pierry 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
=967
W|tellier les|monts dor 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
=969
W|tellier les|massales extra brut rose champagne 2021|??|s|??|??|??|2021|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier les|massales extra brut millesime 2022|??|s|??|??|??|2022|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier les|massales extra brut 2018|??|s|??|??|??|2018|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier les|massales champagne extra brut 2021|??|s|??|??|??|2021|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier les|massales 2018 rose|??|p|??|??|??|2018|12.5|??|leve|petiscos; saladas; comida asiatica|seco
=975
W|tellier les|massales 2018|??|r|??|??|??|2018|13|??|medio|carne vermelha; massas; queijo|seco
=977
W|tellier les|conardins 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
W|tellier les|chardeloups 2019|??|r|??|??|??|2019|13|??|medio|carne vermelha; massas; queijo|seco
W|tellier la|goutte dor 2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
=981
W|tellier experience|2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
=983
W|tellier cramant|grand cru blanc de blanc 2019|??|r|??|??|??|2019|13|grand cru|medio|carne vermelha; massas; queijo|seco
W|tellier cramant|blanc de blancs extra brut gc 2020 120 abv|??|s|??|??|??|2020|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier cramant|2016|??|r|??|??|??|2016|13|??|medio|carne vermelha; massas; queijo|seco
=987
W|tellier champagne|les massales rose extra brut 2021|??|s|??|??|??|2021|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier champagne|la goutte dor extra brut 2020|??|s|??|??|??|2020|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier champagne|la cote aux cerisiers blanc de blancs extra brut 2020|??|s|??|??|??|2020|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier champagne|extra brut les massales nv base 2021|??|s|??|??|??|2021|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier champagne|extra brut les conardins|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier champagne|extra brut blanc de blancs grand cru cramant 2020|??|s|??|??|??|2020|12|grand cru|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier champagne|champagne extra brut pinot noir la goutte dor 2019|??|s|pinot noir|??|??|2019|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier champagne|champagne extra brut blanc de blancs les monts dor 2019|??|s|??|??|??|2019|12|??|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier champagne|blanc de blancs extra brut grand cru cramant 2019|??|s|??|??|??|2019|12|grand cru|leve|aperitivos; canapes; frutos do mar|extra brut
W|tellier 2020|champagne grand cru les massales|??|s|??|??|??|2020|12|grand cru|leve|aperitivos; canapes; frutos do mar|brut
W|tellicherry pfeffer|tellicherry pfeffer|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
W|tellicherry peppercorns|tellicherry peppercorns|??|r|??|??|??|NV|13|??|medio|carne vermelha; massas; queijo|seco
