W|glen|grant 25 year old licensed bottling gordon macphail|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 14 years the dragon icons of campbeltown 2nd release 568 alc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 14 yo icons of campbeltown no 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 14yo 568 wb8718|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 14yo icons no2 the dragen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 14yo icons of campbeltown the dragon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 14yo the dragon 568 c6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 14yo the dragon icons of campbeltown|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=705
W|glen|scotia 15|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=705
W|glen|scotia 15 ani|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 ans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 ans 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 ars 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 eves 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|glen|scotia 15 jahre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=715
W|glen|scotia 15 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|glen|scotia 15 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|glen|scotia 15 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|glen|scotia 15 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|glen|scotia 15 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|glen|scotia 15 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|glen|scotia 15 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|glen|scotia 15 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|glen|scotia 15 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=717
W|glen|scotia 15 year old campbeltown scotland 46 volgift box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 year old rich smooth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 year old single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 year old single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=729
W|glen|scotia 15 year old single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=729
W|glen|scotia 15 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=732
W|glen|scotia 15 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=732
W|glen|scotia 15 years 07ltr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 years campbeltown|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=737
W|glen|scotia 15 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=737
W|glen|scotia 15 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=737
W|glen|scotia 15 years old bottle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|glen|scotia 15 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|glen|scotia 15 yo 46 gb 15 07 46 5016840171218|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 yo 46 miniaturka|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 yo single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 yo single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=747
W|glen|scotia 15 yr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15 yrs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15y|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15y|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=751
W|glen|scotia 15yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=753
W|glen|scotia 15yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=753
W|glen|scotia 15yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=753
W|glen|scotia 15yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=753
W|glen|scotia 15yo 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15yo 46 box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15yo 46 c6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15yo american oak|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15yo campbeltown single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15yr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 15yr single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 16 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 16yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 16yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=766
W|glen|scotia 18 ani|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 ans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 ans 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 ars 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 eves 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 jahre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 single malt700ml|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 year|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=775
W|glen|scotia 18 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|glen|scotia 18 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|glen|scotia 18 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|glen|scotia 18 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|glen|scotia 18 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|glen|scotia 18 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|glen|scotia 18 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|glen|scotia 18 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|glen|scotia 18 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|glen|scotia 18 year old single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=788
W|glen|scotia 18 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=788
W|glen|scotia 18 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=788
W|glen|scotia 18 years 07ltr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 years limited edition|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=794
W|glen|scotia 18 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=794
W|glen|scotia 18 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|glen|scotia 1832 classic campbeltown malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18y|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|glen|scotia 18yo oloroso sherry casks finish 46|??|f|??|??|??|2024|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glen|scotia 18yo 46 box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18yo 46 c6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18yo single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18yr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18yr old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 18yr single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia glenturret macphails collection|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia single cask no 656|??|r|??|??|??|1991|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia gordon macphail connoisseurs choice|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 24 year old connoisseurs choice gm|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia for jis|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia crosshill loch|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia single cask|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia vintage release no 3|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|glen|scotia release 25 year old|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia festival edition|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 21|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 21 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 21 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 21 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 21 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=825
W|glen|scotia 21 yo single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 21 yo single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=827
W|glen|scotia 21y|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 21yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 21yo 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 21yo 46 c3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 22 year old the vault|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25 ani|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25 ans 488|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25 jahre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|glen|scotia 25 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|glen|scotia 25 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|glen|scotia 25 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|glen|scotia 25 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|glen|scotia 25 years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25 years old 488 fa diszdoboz gb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25 yo 488 gb 07 488 5016840161226|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25 yo single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25y nr1 serie worldwide|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25yo 488|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25yo 488 c3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25yo single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 25yo single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=852
W|glen|scotia 25yo single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=852
W|glen|scotia 25yr campbeltown single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 28yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 46 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 48 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 48 yo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 48yo 4080 cb1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 5 years old small batch oloroso sherry cask|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glen|scotia 6 year old red wine cask 574 alc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 7 leta festival release|??|r|??|??|??|2026|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 7 yo medium peated ruby port finish campbeltown malts festival|??|r|??|??|??|2026|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 8 year old campbeltown malts festival cask strength 565|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 8 year old port finish exclusive|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 8 years old 1st fill tawny port hogshead tdwa|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 8 years old campbeltown festival 565 alk|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 8yo campbeltown malts festival 565|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 9 ars campbeltown malts festival 562|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 9 year old campbeltown malts festival|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 9 year old campbeltown malts festival|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=871
W|glen|scotia 9 year old campeltown malts festival|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 9 year old campeltown malts festival|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 9 year old festival release 1124proof|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 9 years campbeltown malts festival|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 9 years old campbeltown malts festival|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 9 years old campbeltown malts festival|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|glen|scotia 9 yo campbeltown festival limited|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 9 yo festival release 543 gb 9|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 9 yo heavily peated ribera del duero finish campbeltown malts festival|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia 9yo fino sherry festival 562 alc|??|f|??|??|??|2024|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|glen|scotia campbeltown|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown 10 year old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown 15 years 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown 1832 single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown 1832 single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=887
W|glen|scotia campbeltown cross|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown festival|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown festival|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown festival|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown harbour|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown harbour|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|glen|scotia campbeltown harbour|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|glen|scotia campbeltown harbour|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|glen|scotia campbeltown harbour|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|glen|scotia campbeltown harbour|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|glen|scotia campbeltown harbour|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|glen|scotia campbeltown harbour|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|glen|scotia campbeltown harbour|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|glen|scotia campbeltown harbour|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|glen|scotia campbeltown harbour 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown harbour 07 dd 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown harbour 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=903
W|glen|scotia campbeltown harbour 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=903
W|glen|scotia campbeltown harbour 40|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=903
X
W|glen|scotia campbeltown harbour single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown malts festival|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown malts festival|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown malts festival 565|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown malts festival|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown malts festival 9yo|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown malts festival release 7 years old|??|r|??|??|??|2026|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campbeltown single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=916
W|glen|scotia campeltown cross 10 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia campeltown harbour 2 tumbler gift pack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia classic campbeltown 1832 46|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia dbl cask|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia doub cask single malt|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia double cask|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|glen|scotia double cask|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=923
W|glen|scotia double cask|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=923
W|glen|scotia double cask|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=923
W|glen|scotia double cask|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=923
W|glen|scotia double cask|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=923
W|glen|scotia double cask|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=923
