W|dark silkie|cask strength 645|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi gaja|gaja|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=697
W|darmagi gaja|langhe rosso doc 1998|fr|r|??|??|??|1998|13.5|DOC|encorpado|carne vermelha, queijo|seco
W|darmagi langhe|dop gaja|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmagi langhe|gaja|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|darmailhac|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|darmailhac|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=702
W|darmailhac|darmailhac|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=702
W|darmailhac|1989|fr|r|??|??|??|1989|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|1990|fr|r|??|??|??|1990|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|1999|fr|r|??|??|??|1999|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|2000|fr|r|??|??|??|2000|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|2000|fr|r|??|??|??|2000|13.5|??|encorpado|carne vermelha, queijo|seco|=708
W|darmailhac|2002|fr|r|??|??|??|2002|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|2003|fr|r|??|??|??|2003|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|2010|fr|r|??|??|??|2010|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|2010|fr|r|??|??|??|2010|13.5|??|encorpado|carne vermelha, queijo|seco|=712
W|darmailhac|2012|fr|r|??|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|2015|fr|r|??|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|2016|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco|=716
W|darmailhac|2017 pauillac|fr|r|??|bordeaux|pauillac|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|2018 cb6 pauillac|fr|r|??|bordeaux|pauillac|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|2018 pauillac|fr|r|??|bordeaux|pauillac|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=721
W|darmailhac|2021 cb6 pauillac|fr|r|??|bordeaux|pauillac|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac|2022 pauillac|fr|r|??|bordeaux|pauillac|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac exchateau|set case of 6 bts 2010 x 3 2015 x 3|fr|r|??|??|??|2010|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac pauillac|1978 1|fr|r|??|bordeaux|pauillac|1978|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac pauillac|2012|fr|r|??|bordeaux|pauillac|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac pauillac|2015|fr|r|??|bordeaux|pauillac|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac pauillac|2018|fr|r|??|bordeaux|pauillac|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac pauillac|2022|fr|r|??|bordeaux|pauillac|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmailhac pauillac|2022|fr|r|??|bordeaux|pauillac|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=731
W|darmailhac pauillac|2022|fr|r|??|bordeaux|pauillac|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=731
W|darmanville brut|champagne|fr|s|??|champagne|champagne|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darmanville brut|champagne case only|fr|s|??|champagne|champagne|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darmanville brut|champagne case only|fr|s|??|champagne|champagne|NV|12|??|medio|aperitivos, frutos do mar|brut|=735
W|darmanville brut|champagne nv|fr|s|??|champagne|champagne|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darmanville brut|nv champagne france|fr|s|??|champagne|champagne|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darmanville champagne|ac|fr|s|??|champagne|champagne|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darmanville champagne|brut|fr|s|??|champagne|champagne|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darmanville champagne|brut|fr|s|??|champagne|champagne|NV|12|??|medio|aperitivos, frutos do mar|brut|=740
W|darmanville champagne|brut nv|fr|s|??|champagne|champagne|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darmanville rose|champagne ac|fr|s|??|champagne|champagne|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darmanville rose|champagne case only|fr|s|??|champagne|champagne|NV|12|??|medio|aperitivos, frutos do mar|brut
W|darmmess|darmmess|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darmpflege tabletta|worishofener|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darms lane|cabernet sauvignon oak knoll bon passe vineyard 2021 12 2021|fr|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|darms lane|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darms lane|fortune 1621 cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darms lane|fortune 1621 cabernet sauvignon napa valley 2019 12|us|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|darms lane|fortune 1621 cabernet sauvignon napa valley 2023 12 2023|us|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|darms lane|fortune 1621 chardonnay napa valley 2018 12|us|w|chardonnay|??|??|2018|12.5|??|medio|peixe, frutos do mar|seco
W|darms lane|fortune 1621 chardonnay napacarneros 2019 12|fr|w|chardonnay|??|??|2019|12.5|??|medio|peixe, frutos do mar|seco
W|darms lane|oak knoll chardonnay 2021 12 2021|fr|w|chardonnay|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|darms lane|oak knoll chardonnay 2023 12 2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|darms lane|winery fortune 1621 cabernet sauvignon napa valley california|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna bacio|damore raspberry liqueur 6|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna bazga|elderflower liqueur|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna bazga|elderflower liqueur 6|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna cokolandi|liker|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna cokolandi|liker|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=760
W|darna domaci|domaci|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna kruskovac|kruskovac|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna kruskovac|kruskovac|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=763
W|darna kruskovac|pear|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna kruskovac|pear liqueur|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna kruskovac|pear liqueur 6|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna mini|bar assorted liqueurs gift package 4|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna orahovac|orahovac|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna orahovac|orahovac|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=769
W|darna orahovac|walnut liqueur|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna orahovac|walnut liqueur 6|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna ovo|advocaat liqueur 6|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna ovo|liker advocaat|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna ovo|liker advocaat|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=774
W|darna pelinkovac|pelinkovac|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna pelinkovac|pelinkovac|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=776
W|darna pelinkovac|bitter herbal liqueur 6|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna teranino|teran wine liqueur 6|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darna visnjevac|cherry liqueur 6|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darnet cabernetmerlot|reserve|fr|r|merlot|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darnet chardonnay|viognier reserve|fr|w|chardonnay, viognier|??|??|NV|12.5|RESERVE|medio|peixe, frutos do mar|seco
W|darnet chardonnay|viognier reserve|fr|w|chardonnay, viognier|??|??|NV|12.5|RESERVE|medio|peixe, frutos do mar|seco|=782
W|darnet chardonnay|viognier reserve|fr|w|chardonnay, viognier|??|??|NV|12.5|RESERVE|medio|peixe, frutos do mar|seco|=782
W|darnet chardonnayviognier|reserve|fr|r|chardonnay, viognier|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco
W|darnet chardonnayviognier|reserve|fr|r|chardonnay, viognier|??|??|NV|13.5|RESERVE|encorpado|carne vermelha, queijo|seco|=785
W|darnley s|original|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darnley view|view|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darnleys navy|strength|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darnleys view|view|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darno chanti|colli fiorentini docg|fr|r|??|??|??|NV|13.5|DOCG|encorpado|carne vermelha, queijo|seco
W|daroczi vinoteka|vinoteka|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darom by|yatir cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darom by|yatir cabernet sauvignon 2023|fr|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|darom by|yatir cabernet sauvignon 2023|fr|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=794
W|darom by|yatir cabernet sauvignon 2023|fr|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=794
W|darom by|yatir red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darom by|yatir rose 2023|fr|p|??|??|??|2023|13.5|??|medio|frutos do mar, saladas|seco
W|darom by|yatir white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darom collection|by yatir|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darom red|2021 by yatir|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|darom red|damage label|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darom rose|2024 by yatir|fr|p|??|??|??|2024|13.5|??|medio|frutos do mar, saladas|seco
W|darom rose|by yatir|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|darom white|2024 by yatir|fr|w|??|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|darom white|23|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|daromi pochoccy|pochoccy|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|daromi red|075 pochoccy 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|daromi red|075 pochoccy 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
S
W|darphin skin|mat purifying aromatic clay mask|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darphin stimulskin|plus multicorrective divine splash mask lotion bottle|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darrell lea|lea|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darri dress|dress|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darriaud cairanne|cairanne|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darriaud cairanne|cairanne|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=834
W|darriaud cairanne|2020|fr|r|??|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|darriaud cotes|du rhone blanc|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|darriaud cotes|du rhone blanc|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=837
W|darriaud cotes|du rhone rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|darriaud cotes|du rhone rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco|=839
W|darriaud cotes|du rhone rose 2021|fr|p|??|??|??|2021|13.5|??|medio|frutos do mar, saladas|seco
W|darriaud cotes|du rhone rouge|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darriaud cotes|du rhone villages|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darriaud cotes|du rhone villages|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=843
W|darriaud cotes|du rhone villages rouge|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darriaud cotes|du rhone villages rouge 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|darriaud rose|rose|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|darroze|12 ans|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|12 ans|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=848
S
S
S
W|darroze|12 yrs gba 43|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|12yr basarmagnac|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|12yr basarmagnac|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=855
W|darroze|15yo 20072022 domaine de martin 49|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1946 le luxe gascon carafe 404|fr|r|??|??|??|1946|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1963 gaube b gba 43|fr|r|??|??|??|1963|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1964 gaube gba 43|fr|r|??|??|??|1964|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1965 serrade gba 48|fr|r|??|??|??|1965|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1966 gaube gba 435|fr|r|??|??|??|1966|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1966 gaube gba 451|fr|r|??|??|??|1966|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1967 gba bellair 425|fr|r|??|??|??|1967|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1968 bellair b gba 43|fr|r|??|??|??|1968|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1971 gaube gba 41|fr|r|??|??|??|1971|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|1971 la poste t 46|fr|r|??|??|??|1971|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
W|darroze|1972 gaube gba 434|fr|r|??|??|??|1972|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1972 gaube gba 434|fr|r|??|??|??|1972|13.5|??|encorpado|carne vermelha, queijo|seco|=871
S
S
S
S
S
W|darroze|1973 la poste t 478|fr|r|??|??|??|1973|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1974 la poste gba 48|fr|r|??|??|??|1974|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|1974 la poste ub t 455|fr|r|??|??|??|1974|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1974 tucom gba 46|fr|r|??|??|??|1974|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1975 bellair gba 455 mar25|fr|r|??|??|??|1975|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1975 bellair gba 455 mar25|fr|r|??|??|??|1975|13.5|??|encorpado|carne vermelha, queijo|seco|=883
S
S
W|darroze|1976 bellair gba 45|fr|r|??|??|??|1976|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
W|darroze|1976 la poste t 473|fr|r|??|??|??|1976|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|1977 la poste t 49|fr|r|??|??|??|1977|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1978 le tuc gba 485|fr|r|??|??|??|1978|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
W|darroze|1979 le tuc gba 49|fr|r|??|??|??|1979|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1980 bellair gba 485|fr|r|??|??|??|1980|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|1980 rimaillo b gba 409|fr|r|??|??|??|1980|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1981 bellair gba 49|fr|r|??|??|??|1981|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
W|darroze|1981 lahitte gba 46|fr|r|??|??|??|1981|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|1982 bellair ba 485|fr|r|??|??|??|1982|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1982 lahitte gba 48|fr|r|??|??|??|1982|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
W|darroze|1983 bellair gba 50|fr|r|??|??|??|1983|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
W|darroze|1984 le pouy gba 42|fr|r|??|??|??|1984|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1985 bellair gba 435|fr|r|??|??|??|1985|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
W|darroze|1986 lahitte b gba 465|fr|r|??|??|??|1986|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1987 monturon t ub 477|fr|r|??|??|??|1987|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1987 petit lassis ba 48|fr|r|??|??|??|1987|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
W|darroze|1988 lahitte gba 475|fr|r|??|??|??|1988|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1988 lahitte ub b gba 475|fr|r|??|??|??|1988|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1989 bellair gba 50|fr|r|??|??|??|1989|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1989 bellair gba 50|fr|r|??|??|??|1989|13.5|??|encorpado|carne vermelha, queijo|seco|=923
S
W|darroze|1989 lamarquette gba b 497|fr|r|??|??|??|1989|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1990 busquet b gba 498|fr|r|??|??|??|1990|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|1990 petit carrique gba 414|fr|r|??|??|??|1990|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
S
W|darroze|1990 tucom gba 485|fr|r|??|??|??|1990|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1991 de la boubee t 48|fr|r|??|??|??|1991|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1991 lamarquette gba 49|fr|r|??|??|??|1991|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
S
W|darroze|1991 rieston b gba 49|fr|r|??|??|??|1991|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1991 rieston gba 49|fr|r|??|??|??|1991|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1992 monturon b gba 405|fr|r|??|??|??|1992|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1992 monturon darroze gba 405|fr|r|??|??|??|1992|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1993 pere gba 50|fr|r|??|??|??|1993|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1993 salie gba 495|fr|r|??|??|??|1993|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|1994 de pere gba 485 mar25|fr|r|??|??|??|1994|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
W|darroze|1995 pounon gba 50|fr|r|??|??|??|1995|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|1995 salie gba 485|fr|r|??|??|??|1995|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1996 rieston gba 495|fr|r|??|??|??|1996|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1997 jouanchicot gba 50|fr|r|??|??|??|1997|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|1997 martin gba 489|fr|r|??|??|??|1997|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|1997 rieston gba 49|fr|r|??|??|??|1997|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
W|darroze|1998 martin ba 486|fr|r|??|??|??|1998|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1998 martin gba 486|fr|r|??|??|??|1998|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1999 pouteou gba 488|fr|r|??|??|??|1999|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|1999 pouteou gba 493|fr|r|??|??|??|1999|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|19992025 domaine de busquet journal des kirsch 10 495|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|20 ans|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|20 yrs carafe 43|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|20 yrs gba 43|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|2000 paguy gba 488|fr|r|??|??|??|2000|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
W|darroze|2000 petit lassis gba 486|fr|r|??|??|??|2000|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|2000 petit lassis gba b 486|fr|r|??|??|??|2000|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|2001 martin gba 49|fr|r|??|??|??|2001|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|2001 martin gba 49|fr|r|??|??|??|2001|13.5|??|encorpado|carne vermelha, queijo|seco|=975
S
S
W|darroze|2002 couzardlassalle fb gba 50|fr|r|??|??|??|2002|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|2003 monturon gba 50|fr|r|??|??|??|2003|13.5|??|encorpado|carne vermelha, queijo|seco
S
W|darroze|2005 haurtica gba 475|fr|r|??|??|??|2005|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|2005 paguy gba 497|fr|r|??|??|??|2005|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
W|darroze|2007 martin gba 49|fr|r|??|??|??|2007|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|2008 cantau gba 50|fr|r|??|??|??|2008|13.5|??|encorpado|carne vermelha, queijo|seco
S
S
S
S
W|darroze|30 yrs carafe gba 43|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|30 yrs gba 43|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|35yo 19892024 domaine de bellair 50|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|37yo 19862023 chateau de lahitte 465|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|38yo 19842022 domaine de bellair 48|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|39yo 19842023 domaine de bellair 48 wf92|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|darroze|39yo 19842023 domaine de cantau 49|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
S
