W|giochessa|giochessa|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotto|riserva|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giotto|riserva|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giottonini|rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giottonini|sauvignon blanc chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giottonini|tempranilloshiraz|es|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gioulis|sofos red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovacchino|barni oljypullo oliivi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovacchino|barni oljypullo oliivi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=690
W|giovacchino|barni oljypullo oliivi pyorea|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovacchino|barni oljypullo sardelli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovacchino|barni oljypullo sardelli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=693
W|giovacchino|barni oljypullo sardelli pyorea|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovacchino|barni oljypullo sitruuna|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovacchino|barni oljypullo sitruuna|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=696
W|giovacchino|barni oljypullo sitruuna pyorea|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovane|prosecco treviso brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|giovane|ribelle brut spumante moscone|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|giovanna|andaluso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|bandeau bikini top black|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|bandeau bikini top floral print|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|bandeau bikini top platinum|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|bandeau bikini top sage green|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|bandeau bikini top terracotta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|bandeau bikini top white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giovanna|chessa mattariga vermentino 750ml0|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giovanna|chessa mattariga vermentino di sardegna doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|giovanna|chessa vermentino di sardegna mattariga|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giovanna|high waisted bikini bottom in cactus print|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|high waisted bottom in camel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|high waisted bottom terracotta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|la rocca bardolino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|macario barbera dasti superiore|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|macario barbera del monferrato|??|r|barbera|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|macario barbera ruche di castagnole monferrato|??|r|barbera|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|madonia albana secco docg neblina|??|r|??|??|??|2024|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|madonia albana secco macerato docg trapunta|??|r|??|??|??|2023|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|madonia barlume rosso riserva|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|madonia neblina albana docg prijs|??|r|??|??|??|2024|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|madonia sangiovese bertinoro doc riserva ombroso|??|r|sangiovese|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|madonia sangiovese di romagna superiore doc fermavento|??|r|sangiovese|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|madonia tenentino igp prijs|??|r|??|??|??|2024|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|strapless bikini top blush velvet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|strapless bikini top in cactus print|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|strapless swimsuit top in camel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|tantini bardolino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|tantini bardolino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=728
W|giovanna|tantini bardolino|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanna|tantini bardolino chiaretto doc rose|??|p|??|??|??|2023|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|giovanna|tantini bardolino chiaretto il rose|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giovanna|tantini bardolino doc|??|r|??|??|??|2015|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giovannacci|caffe liofilizzato 100|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|giovanni|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|10|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|2021376 4|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|2381016 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|26x19x66 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|30|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|8|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|aiello enologo per amore primitivo chakra rosato|??|p|primitivo|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giovanni|allegrini recioto single bottle|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|giovanni|almondo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo barbera dalba valbianchera|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo bricco della ciliegie roero arneis|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo bricco delle ciliegie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo bricco delle ciliegie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=748
W|giovanni|almondo bricco delle ciliegie roero arneis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo bricco delle ciliegie roero arneis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=750
W|giovanni|almondo bricco delle cilieglie roero arneis docg|??|r|??|??|??|2024|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo fosso della rosa brachetto|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo fosso della rosa brachetto del roero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo langhe riesling doc sassi e sabbia|it|w|riesling|langhe|langhe|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|giovanni|almondo nebbiolo|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo piemonte brachetto fosso della rosa|it|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo piemonte brachetto fosso della rosa|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo piemonte brachetto fosso della rosa|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo piemonte brachetto fosso della rosa|it|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo piemonte brachetto fosso della rosa|it|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero|??|r|??|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero arneis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero arneis bricco delle ciliegie|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero arneis bricco delle ciliegie|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero arneis bricco delle ciliegie|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero arneis bricco delle ciliegie|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero arneis bricco delle ciliegie|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero arneis bricco delle ciliegie|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero arneis bricco delle ciliegie|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero arneis bricco delle ciliegie|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=770
W|giovanni|almondo roero arneis docg bricco delle ciliegie|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero arneis docg bricco delle ciliegie|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero arneis vigna sparse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero arneis vigne sparse|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero arneis vigne sparse|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=775
W|giovanni|almondo roero nebbiolo|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero nebbiolo|??|r|nebbiolo|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|giovanni|almondo roero rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo roero rosso|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=779
W|giovanni|almondo roero rosso nebbiolo|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo vigne sparse roero arneis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo vigne sparse roero arneis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=782
W|giovanni|almondo vigne sparse roero arneis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=782
W|giovanni|almondo vigne sparse roero arneis|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo vigne sparse roero arneis docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo vigne sparse roero arneis docg piedmont italy|it|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|almondo vigne sparse roero arneis docg piedmont italy|it|r|??|??|??|2023|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|armani giorgio bianco superiore|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giovanni|armani giorgio bianco superiore|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giovanni|armani giorgio rosato dell amore|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giovanni|armani giorgio rosso del giorno|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|armani giorgio rosso del giorno|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|armani giorgio venduto bolle rosa|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|barazza prosecco millesimato extra dry doc|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|giovanni|bartoloni dedicato a te spoleto trebbiano spoletino metodo classico doc brut nature dosaggio zero|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut nature
W|giovanni|bartoloni dedicato a te spoleto trebbiano spoletino metodo classico doc brut nature dosaggio zero millesimato|??|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|brut nature
W|giovanni|camboni vermentino di sardegna doc cantina giovanni camboni|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|giovanni|camboni vermentino di sardegna doc cantina giovanni camboni|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=798
W|giovanni|canonica barolo commune del grinzane cavour|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo comune del grinzane cavour|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo comune grinzane cavour|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo del commune di grinzane cavour|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo del comune di grinzane cavour|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo del comune di grinzane cavour|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo del comune di grinzane cavour|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo del comune di grinzane cavour|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=806
W|giovanni|canonica barolo del comune di grinzane cavour|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=806
W|giovanni|canonica barolo grinzane cavour|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo grinzane cavour|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo grinzane cavour|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo grinzane cavour|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=811
W|giovanni|canonica barolo grinzane cavour|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=811
W|giovanni|canonica barolo grinzane cavour|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=816
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=818
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=818
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=824
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=826
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=828
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=828
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=831
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=833
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=833
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=833
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=822
W|giovanni|canonica barolo paiagallo|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=824
W|giovanni|canonica del comune di grinzane cavour barolo docg piedmont|it|r|??|barolo|barolo|2015|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica il barolo che si fa da se|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=849
W|giovanni|canonica langhe nebbiolo piedmont|it|r|nebbiolo|langhe|langhe|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica paiagallo barolo|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica paiagallo barolo docg piedmont|it|r|??|barolo|barolo|2014|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica paiagallo barolo docg piedmont|it|r|??|barolo|barolo|2015|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|canonica paiagallo barolo docg piedmont|it|r|??|barolo|barolo|2016|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|chiappini liena merlot toscana igt|it|r|merlot|tuscany|??|2015|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|chiappini felciaino bolgheri rosso|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|chiappini ferruggini bolgheri rosso tuscany italy|it|r|??|tuscany|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|chiappini guado de gemoli|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|chiappini le grottine vermentino|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giovanni|cogna torta nocciola 240g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|cogno baci 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|cogno biscotti meliga|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|cogno biscotti nocciola cioccolato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|cogno la morresi with barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|cogno meringhe alla nocciola|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|cogno tartufi bianchi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|cogno torta tartufo bianco 150g|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giovanni|cogno torta tartufo nero 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino arborina barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barbera dalba|??|r|barbera|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barbera dalba ciabot du re|??|r|barbera|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barbera dalba ciabot du re|??|r|barbera|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barbera dalba ciabot du re|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barbera dalba ciabot du re doc|??|r|barbera|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barbera dalba doc|??|r|barbera|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barbera dalba vigna pozzo|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo|it|r|??|barolo|barolo|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo arborina|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo arborina|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo arborina doppia cassa in legno|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo arborina cassa in legno|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo arborina|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo arborina barolo docg italy|it|r|??|barolo|barolo|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo arborina|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo arborina barolo docg italy|it|r|??|barolo|barolo|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=884
W|giovanni|corino barolo arborina docg|it|r|??|barolo|barolo|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo bricco manescotto|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo bricco manescotto doppia cassa|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo bricco manescotto|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo del comune di la morra|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo del comune di la morra docg|it|r|??|barolo|barolo|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giovanni|corino barolo docg arborina|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
