W|gotas|amargas nativo bitters orange|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|flores malbec mendoza argentina|ar|r|malbec|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=721
W|gouguenheim|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=721
W|gouguenheim|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=721
W|gouguenheim|malbec bubbles|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|malbec mendoza argentina|ar|r|malbec|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|malbec mendoza argentina|ar|r|malbec|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=726
W|gouguenheim|malbec reserva|??|r|malbec|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|malbec reserva|??|r|malbec|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=728
W|gouguenheim|malbec reserve|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|momentos del valle chardonnay|??|w|chardonnay|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gouguenheim|pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|gouguenheim|pinot noir mendoza argentina|ar|r|pinot noir|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|reserve cabernet sauvignon argentina|ar|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|reserve malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|reserve malbec mendoza argentina|ar|r|malbec|mendoza|mendoza|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|rose brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gouguenheim|sparkling malbec rose|??|s|malbec|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gouguenheim|torrontes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|torrontes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|gouguenheim|torrontes|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|torrontes argentina|ar|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|valle escandido torrontes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|winery malbec reserve|??|r|malbec|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|winery malbec reserve blue melosa|??|r|malbec|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|winery merlot|??|r|merlot|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouguenheim|winery torrontes|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouias|blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goujon|din piept de pui 1kg cg la masa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goukai|namasaki|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulaine|goulaine|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulaine|goulaine|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulaine|muscadet famille lieubeau|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulaine|rose danjou|??|p|??|??|??|2008|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|goulard|champagne la sereine|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|goulard|champagne origine|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|goulard|champagne rose|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|goulard|origine champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|goulart|b black legion special blend old vines|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulart|b black legion special blend old vines grand reserva|??|r|??|??|??|2020|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|goulart|black legion b|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulart|brut cava rose coral|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|goulart|brut rose millesime|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|goulart|cava gran reserva josep valls|es|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|seco
W|goulart|cava reserva organic|es|s|??|??|??|2019|12|reserva|leve|aperitivos, frutos do mar, canapes|seco
W|goulart|m the marshall malbec reserva single vineyard old vines|??|r|malbec|??|??|2021|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|goulart|malbec clasico c|??|r|malbec|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulart|malbec grand vin|??|r|malbec|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulart|marshall malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulart|r reserva malbeccabernet sauvignon single vineyard old vines|??|r|cabernet sauvignon|??|??|2019|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|goulart|r reserva malbeccabernet sauvignon single vineyard old vines|??|r|cabernet sauvignon|??|??|2020|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|goulart|reserva cabernet franc|??|r|cabernet franc|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|goulart|rose malbec lujan de cuyo doc|ar|p|malbec|??|??|2022|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|goulart|rose malbec lujan de cuyo doc|ar|p|malbec|??|??|2023|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|goulart|t torrontes small production|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulart|t torrontes small production|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulart|w winemaker malbec 100th edition don pedro vineyard doc|??|r|malbec|??|??|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|goulart|w winemaker malbec 100th edition don pedro vineyard doc|??|r|malbec|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|goulash|maggiolini lenoteca 360 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulash|parisienne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulash|pot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulash|seasoning mix 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulash|soup|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulashcreme|goulashcreme|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulashpakket|goulashpakket|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulburn|river trout hot smoked trout fillet 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulburn|river trout hot smoked trout whole 300g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulburn|river trout wild citrus hot smoked fillet 95g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell 10 year old aged in oak cask port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell 1275|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell vintage porto|??|f|??|??|??|1970|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gould|campbell vintage port|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell|??|r|??|??|??|1980|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell vintage port|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell vintage port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell fine ruby|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell lbv|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell port|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell vintage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell vintage porto|??|f|??|??|??|1980|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gould|campbell vintage porto|??|f|??|??|??|1985|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gould|campbell vintage|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell vintage porto|??|f|??|??|??|2000|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gould|campbell vintage port|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=795
W|gould|campbell vintage port|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=795
W|gould|campbell vintage port|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=795
W|gould|campbell vintage port|??|r|??|??|??|1980|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell vintage port|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|gould|campbell vintage port|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell vintage port|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=813
W|gould|campbell vintage port|??|r|??|??|??|1991|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell vintage port 1|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campbell vintage port|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gould|campell 1275|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goule|ambree 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goule|ambree 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=820
W|goule|black prince 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goule|blonde 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goule|blonde 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=823
W|goule|verre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|goulee|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|goulee|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|goulee|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|goulee|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by chateau cos destournel medoc ac|??|r|??|??|medoc|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos d estournel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos d estournel|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos d estournel|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos d estournel medoc|??|r|??|??|medoc|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos d estournel red wine medoc france|fr|r|??|??|medoc|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos destournel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos destournel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|goulee|by cos destournel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|goulee|by cos destournel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|goulee|by cos destournel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=836
W|goulee|by cos destournel|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos destournel|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos destournel|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=842
W|goulee|by cos destournel|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos destournel 20173|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos destournel 20176|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos destournel|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos destournel|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|goulee|by cos destournel 20181 x|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos destournel chateau cos destournel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos destournel haut medoc|??|r|??|??|medoc|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos destournel haut medoc|??|r|??|??|medoc|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos destournel medoc|??|r|??|??|medoc|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos destournel medoc 93pts suckling|??|r|??|??|medoc|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cos destournel medoc|??|r|??|??|medoc|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|by cost destournel|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|cos destournel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|cos destournel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=857
W|goulee|cos destournel|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|d estournel g destournel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|destournel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|medoc aoc chateau cos destournel|??|r|??|??|medoc|2017|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|por cos destournel|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|rouge|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulee|von cos destournel|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouleyant|cahors|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouleyant|cahors malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouleyant|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouleyant|malbec|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=868
W|gouleyant|malbec cahors|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouleyant|malbec georges vigouroux cahors france|fr|r|malbec|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouleyant|malbec reserve|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gouleyant|malbec rose|??|p|malbec|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gouleyant|malbec rose|??|p|malbec|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=873
W|gouleyant|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goulibeur|100gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulibeur|150gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulibeur|35gr 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulibeur|butter biscuits|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulibeur|sables comte aop 100gr|??|r|??|??|??|nv|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco
W|goulibeur|sables oignons 100gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulibeur|sables tomate basilic 100gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulinroualet|nv extra brut premier cru origine champagne france|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|goulis|kakotrigis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goulley|chablis aoc|??|r|??|??|??|nv|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|goulley|jean chablis|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goumas|estate zakynthos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goumenissa|goumenissa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goumenissa|goumenissa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|goumenissa|goumenissa|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goumenissa|goumenissa|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goumenissa|goumenissa|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goumenissa|goumenissa|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=892
W|goumenissa|goumenissa|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goumenissa|goumenissa|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=894
W|goumenissa|red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goumenissa|wild ferment|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goumenisses|chutney fig with ginger handmade 220g best before 20092026|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goumenisses|handmade strawberry jam 92 berries 220g best before 05092026|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goumenisses|handmade wild fig jam 92 fruits 220g best before 11072026|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goumenitsa|goumenitsa|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goundrey|cabernet merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goundrey|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goundrey|homestead cabernet merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goundrey|homestead sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goundrey|homestead unoaked chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goundrey|homestead unwooded chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goundrey|homestead unwooded chardonnay nv|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goundrey|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goundrey|shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goundrey|shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=910
W|goundrey|unwooded chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gounel|lassalle 18|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gounel|lassalle 18|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=913
W|gounel|lassalle 29 parcelles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gounel|lassalle 29 parcelles cru rose brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gounel|lassalle champagne 29 parcelles cru rose brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gounel|lassalle champagne 29 parcelles cru rose brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=917
W|gounel|lassalle champagne 29 parcelles cru rose brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=917
W|gounel|lassalle champagne esprit voyageur cru brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gounel|lassalle champagne le haut belai cru brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gounel|lassalle champagne le haut belai cru brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=921
W|gounel|lassalle champagne le haut belai cru brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature|=921
W|gounel|lassalle champagne les agneaux cru brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gounel|lassalle champagne les noues cru brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gounel|lassalle champagne terre dancetres cru brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gounel|lassalle dessus la ville|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gounel|lassalle dessus la ville cru brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gounel|lassalle le haut belai cru brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gounel|lassalle les noues|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gounel|lassalle les noues cru brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gounel|lassalle les ruelles cru brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gounel|lassalle terre dancetre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gounel|lassalle winerider esprit voyageur premier cru brut nature champagne france nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gounel|lassalle winerider le haut belai premier cru brut nature champagne france nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gounel|lassalle winerider les agneaux premier cru brut nature champagne france nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gounellassalle|29 parcelles|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gounellassalle|29 parcelles|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=937
W|gounellassalle|esprit voyageur|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gounellassalle|esprit voyageur|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=939
W|gounellassalle|le haut belai|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gounellassalle|le haut belai|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=941
W|gounellassalle|les agneaux|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gounellassalle|les agneaux|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=943
W|gounellassalle|les amis les champs|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gounellassalle|les amis les champs|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=945
W|gounellassalle|les noues|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
