1. W|casar de burbia|valdepineiro|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
594. W|casas del toqui|gran toqui cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
595. W|casas del toqui|gran toqui cabernet sauvignon 2019|pt|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
596. W|casas del toqui|gran toqui cabernet sauvignon 2020|pt|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
597. W|casas del toqui|gran toqui cabernet sauvignon 2022|pt|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
598. W|casas del toqui|gran toqui cabernet sauvignon cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
599. W|casas del toqui|gran toqui carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
600. W|casas del toqui|gran toqui carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=599
601. W|casas del toqui|gran toqui do cachapoal valley syrah 2022|pt|r|syrah|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
602. W|casas del toqui|gran toqui gran reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
603. W|casas del toqui|gran toqui gran reserva carmenere|pt|r|carmenere|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
604. W|casas del toqui|gran toqui gran reserva syrah|pt|r|syrah|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
605. W|casas del toqui|gran toqui syrah|pt|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
606. W|casas del toqui|gran toqui syrah 2020|pt|r|syrah|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
607. W|casas del toqui|gran toqui syrah 2021|pt|r|syrah|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
608. W|casas del toqui leyenda del toqui icono|red blend|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
609. W|casas del toqui limited edition|gran reserva cabernet sauvignon 2022|pt|r|cabernet sauvignon|??|??|2022|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
610. W|casas del toqui limited edition|gran reserva sauvignon blanc 2025|pt|w|sauvignon blanc|??|??|2025|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco
611. W|casas del toqui|malbec|pt|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
612. W|casas del toqui|merlot 2020|pt|r|merlot|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
613. W|casas del toqui|pinot noir reserva|pt|r|pinot noir|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
614. W|casas del toqui|reserva barrel s carmenere 2022|pt|r|carmenere|??|??|2022|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
615. W|casas del toqui|reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
616. W|casas del toqui|reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=615
617. W|casas del toqui|reserva carmenere|pt|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
618. W|casas del toqui|reserva carmenere|pt|r|carmenere|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=617
619. W|casas del toqui|reserva chardonnay|pt|w|chardonnay|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
620. W|casas del toqui|reserva chardonnay|pt|w|chardonnay|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco|=619
621. W|casas del toqui|reserva merlot|pt|r|merlot|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
622. W|casas del toqui|reserva pinot noir|pt|r|pinot noir|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
623. W|casas del toqui|reserva sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
624. W|casas del toqui|reserva semillon|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
625. W|casas del toqui|reserva semillon 2020|pt|r|??|??|??|2020|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
626. W|casas del toqui|reserva semillon 2021|pt|r|??|??|??|2021|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
627. W|casas del toqui|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
628. W|casas del toqui|rose 2020|pt|p|??|??|??|2020|12.5|??|leve|saladas, aves, queijos leves|seco
629. W|casas del toqui|rose 2021|pt|p|??|??|??|2021|12.5|??|leve|saladas, aves, queijos leves|seco
630. W|casas del toqui|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
631. W|casas del toqui|sauvignon blanc 2021|pt|w|sauvignon blanc|??|??|2021|12.5|??|leve|frutos do mar, peixes, saladas|seco
632. W|casas del toqui|sauvignon blanc 2021|pt|w|sauvignon blanc|??|??|2021|12.5|??|leve|frutos do mar, peixes, saladas|seco|=631
633. W|casas del toqui|sauvignon blanc casas del toqui sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
634. W|casas del toqui single estate|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
635. W|casas del toqui single estate|cabernet sauvignon 2021|pt|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
636. W|casas del toqui single estate|cabernet sauvignon 2022|pt|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
637. W|casas del toqui single estate|cabernet sauvignon 2023|pt|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
638. W|casas del toqui single estate|cabernet sauvignon 2024|pt|r|cabernet sauvignon|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
639. W|casas del toqui single estate|cabernet sauvignon 2024|pt|r|cabernet sauvignon|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=638
640. W|casas del toqui single estate|carmenere 2022|pt|r|carmenere|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
641. W|casas del toqui single estate|carmenere 2023|pt|r|carmenere|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
642. W|casas del toqui single estate|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
643. W|casas del toqui single estate|chardonnay 2022|pt|w|chardonnay|??|??|2022|12.5|??|leve|frutos do mar, peixes, saladas|seco
644. W|casas del toqui single estate|chardonnay 2023|pt|w|chardonnay|??|??|2023|12.5|??|leve|frutos do mar, peixes, saladas|seco
645. W|casas del toqui single estate|chardonnay 2025|pt|w|chardonnay|??|??|2025|12.5|??|leve|frutos do mar, peixes, saladas|seco
646. W|casas del toqui single estate|do central valley chardonnay 2025|pt|w|chardonnay|??|??|2025|12.5|??|leve|frutos do mar, peixes, saladas|seco
647. W|casas del toqui single estate|do central valley merlot 2021|pt|r|merlot|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
648. W|casas del toqui single estate|do central valley merlot 2022|pt|r|merlot|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
649. W|casas del toqui single estate|do central valley merlot 2024|pt|r|merlot|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
650. W|casas del toqui single estate|do central valley rose 2022|pt|p|??|??|??|2022|12.5|??|leve|saladas, aves, queijos leves|seco
651. W|casas del toqui single estate|do central valley rose 2025|pt|p|??|??|??|2025|12.5|??|leve|saladas, aves, queijos leves|seco
652. W|casas del toqui single estate|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
653. W|casas del toqui single estate|merlot 2023|pt|r|merlot|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
654. W|casas del toqui single estate|merlot 2024|pt|r|merlot|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
655. W|casas del toqui single estate|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
656. W|casas del toqui single estate|sauvignon blanc 2022|pt|w|sauvignon blanc|??|??|2022|12.5|??|leve|frutos do mar, peixes, saladas|seco
657. W|casas del toqui single estate|sauvignon blanc 2022|pt|w|sauvignon blanc|??|??|2022|12.5|??|leve|frutos do mar, peixes, saladas|seco|=656
658. W|casas del toqui single estate|sauvignon blanc 2024|pt|w|sauvignon blanc|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
659. W|casas del toqui single estate|sauvignon blanc 2025|pt|w|sauvignon blanc|??|??|2025|12.5|??|leve|frutos do mar, peixes, saladas|seco
660. W|casas del toqui single state|cabernet sauvignon 750cc|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
661. W|casas del toqui single state|carmenere 750cc|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
662. W|casas del toqui single state|sauvignon blanc 750cc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
663. W|casas del toqui terroir selecion|gran reserva carmenere|pt|r|carmenere|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
664. W|casas del toqui terroir selecion|gran reserva carmenere|pt|r|carmenere|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco|=663
665. W|casas del toqui terroir|selection alto maipo alto cachapoal gran reserva syrah|pt|r|syrah|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
666. W|casas del toqui terroir|selection cachapoal valley gran reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
667. W|casas del toqui terroir|selection gran reserva cabernet sauv 2020|pt|r|??|??|??|2020|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
668. W|casas del toqui terroir|selection gran reserva carmenere 2020|pt|r|carmenere|??|??|2020|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
669. W|casas del toqui terroir|selection gran reserva carmenere 2021|pt|r|carmenere|??|??|2021|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
670. W|casas del toqui terroir|selection gran reserva malbec 2019|pt|r|malbec|??|??|2019|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
671. W|casas del toqui terroir|selection gran reserva malbec 2021|pt|r|malbec|??|??|2021|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
672. W|casas del toqui terroir|selection gran reserva malbec 2022 vinho tinto seco chile|pt|r|malbec|??|??|2022|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
673. W|casas del toqui terroir|selection gran reserva syrah 2020|pt|r|syrah|??|??|2020|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
674. W|casas del toqui terroir|selection peumo gran reserva carmenere|pt|r|carmenere|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
675. W|casas del toqui|vinho tinto estate carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
676. W|casas|do coro jura branco flor nobre 2014|pt|w|??|??|??|2014|12.5|??|leve|frutos do mar, peixes, saladas|seco
677. W|casas|do coro jura flor nobre|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
678. W|casas|do coro jura flor nobre reserva branco 2014|pt|w|??|??|??|2014|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
679. W|casas|do coro jura vino blanco flor nobre 2014|pt|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco
680. W|casas|do coro jura weiwein flor nobre 2014|pt|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco
681. W|casas|do coro jura white wine flor nobre 2014|pt|w|??|??|??|2014|12.5|??|leve|frutos do mar, peixes, saladas|seco
682. W|casas|do coro reserva|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
683. W|casas|do coro reserva branco|pt|w|??|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
684. W|casas|do coro reserva branco 2015|pt|w|??|??|??|2015|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
685. W|casas|do coro reserva branco 2018|pt|w|??|??|??|2018|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
686. W|casas|do coro reserva rose 2019|pt|p|??|??|??|2019|12.5|reserva|leve|saladas, aves, queijos leves|seco
687. W|casas|do coro reserva tinto|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
688. W|casas|do coro reserva tinto|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=687
689. W|casas|do coro reserva tinto 2018|pt|r|??|??|??|2018|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
690. W|casas|do coro reserva tinto 2018|pt|r|??|??|??|2018|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=689
691. W|casas|do monte 2001 joao semedo|pt|r|??|??|??|2001|13.5|??|medio|carne vermelha, massas, queijos curados|seco
692. W|casas|do pesinho ideia tinto|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
693. W|casas|do pesinho ideia tinto|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=692
694. W|casas|do rio reserva tinto|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
695. W|casas|do rio tinto|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
696. W|casas honestos fresh|eko|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
697. W|casas hualdo|picual|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
698. W|casas|infantiles|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
699. W|casas patr almanoble|rose cinsault 2023|pt|p|??|??|??|2023|12.5|??|leve|saladas, aves, queijos leves|seco
700. W|casas patr almanoble|rose cinsault 2024|pt|p|??|??|??|2024|12.5|??|leve|saladas, aves, queijos leves|seco
701. W|casas patr sabio|cabmalbeccarignac2019|pt|r|malbec|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
702. W|casas patr sabio|cabmalbeccarignac2021|pt|r|malbec|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
703. W|casas patronales alma|noble cinsault rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
704. W|casas patronales bib|202223 caber mensyr|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
705. W|casas patronales bib|2023 caber mensyr|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
706. W|casas patronales bib|2024 caber mensyr|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
707. W|casas patronales bib chardonnaysauvignon|2023|pt|r|chardonnay|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
708. W|casas patronales bib chardonnaysauvignon|2024|pt|r|chardonnay|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
709. W|casas patronales bib chardonnaysauvignon|2025|pt|r|chardonnay|??|??|2025|13.5|??|medio|carne vermelha, massas, queijos curados|seco
710. W|casas patronales|cabernet|pt|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
711. W|casas patronales|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
712. W|casas patronales cabsaumalsyrah|145|pt|r|syrah|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
713. W|casas patronales|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
714. W|casas patronales|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=713
715. W|casas patronales|carmenere cabsauv syrah|pt|r|syrah, carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
716. W|casas patronales|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
717. W|casas patronales|chardonnay 2020|pt|w|chardonnay|??|??|2020|12.5|??|leve|frutos do mar, peixes, saladas|seco
718. W|casas patronales|chardonnay sauvignon blanc|pt|w|sauvignon blanc, chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
719. W|casas patronales|chardonnay sauvignon blanc 135 bib|pt|w|sauvignon blanc, chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
720. W|casas patronales chardonsauvignon|blanc 125|pt|r|sauvignon blanc|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
721. W|casas patronales|gran reserva 2022|pt|r|??|??|??|2022|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
722. W|casas patronales|gran reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
723. W|casas patronales|gran reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco|=722
724. W|casas patronales|gran reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco|=722
725. W|casas patronales|gran reserva cabernet sauvignon 2020 0|pt|r|cabernet sauvignon|??|??|2020|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
726. W|casas patronales|gran reserva cabernet sauvignon 2021 0|pt|r|cabernet sauvignon|??|??|2021|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
727. W|casas patronales|gran reserva cabernet sauvignon 2022 0|pt|r|cabernet sauvignon|??|??|2022|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
728. W|casas patronales|gran reserva carmenere|pt|r|carmenere|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
729. W|casas patronales|gran reserva carmenere|pt|r|carmenere|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco|=728
730. W|casas patronales|gran reserva carmenere 2022 0|pt|r|carmenere|??|??|2022|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
731. W|casas patronales|gran reserva chardonnay|pt|w|chardonnay|??|??|NV|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco
732. W|casas patronales|gran reserva chardonnay|pt|w|chardonnay|??|??|NV|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco|=731
733. W|casas patronales|gran reserva chardonnay 14|pt|w|chardonnay|??|??|NV|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco
734. W|casas patronales|gran reserva chardonnay 2021 0|pt|w|chardonnay|??|??|2021|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco
735. W|casas patronales|gran reserva chardonnay 2022 0|pt|w|chardonnay|??|??|2022|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco
736. W|casas patronales|gran reserva merlot|pt|r|merlot|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
737. W|casas patronales|gran reserva merlot|pt|r|merlot|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco|=736
738. W|casas patronales|gran reserva merlot 2022 0|pt|r|merlot|??|??|2022|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
739. W|casas patronales|gran reserva pinot noir|pt|r|pinot noir|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
740. W|casas patronales|gran reserva pinot noir 2021 0|pt|r|pinot noir|??|??|2021|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
741. W|casas patronales|gran reserva pinot noir 2022 0|pt|r|pinot noir|??|??|2022|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
742. W|casas patronales|gran reserva pinot noir 2023 0|pt|r|pinot noir|??|??|2023|13.5|gran reserva|medio|carne vermelha, massas, queijos curados|seco
743. W|casas patronales|gran reserva sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco
744. W|casas patronales|gran reserva sauvignon blanc 2022 0|pt|w|sauvignon blanc|??|??|2022|12.5|gran reserva|leve|frutos do mar, peixes, saladas|seco
745. W|casas patronales|gran reserva syrah|pt|r|syrah|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
746. W|casas patronales|gran reserva syrah|pt|r|syrah|??|??|NV|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco|=745
747. W|casas patronales|gran reserva syrah 2020 0|pt|r|syrah|??|??|2020|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
748. W|casas patronales|gran reserva syrah 2022 0|pt|r|syrah|??|??|2022|13.5|gran reserva|encorpado|carne vermelha, massas, queijos curados|seco
749. W|casas patronales|gran rsva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
750. W|casas patronales|gran rsva carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
751. W|casas patronales|gran rsva merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
752. W|casas patronales|gran rsva syrah 750cc|pt|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
753. W|casas patronales|late harvest 125|pt|d|??|??|??|NV|10|??|encorpado|sobremesas, queijos azuis, foie gras|doce
754. W|casas patronales|late harvest 2021|pt|d|??|??|??|2021|10|??|encorpado|sobremesas, queijos azuis, foie gras|doce
755. W|casas patronales|late harvest 2022|pt|d|??|??|??|2022|10|??|encorpado|sobremesas, queijos azuis, foie gras|doce
756. W|casas patronales|late harvest 2023 0|pt|d|??|??|??|2023|10|??|encorpado|sobremesas, queijos azuis, foie gras|doce
757. W|casas patronales leal|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
758. W|casas patronales leal|cabernet sauvignon 2022 0|pt|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
759. W|casas patronales leal|cabernet single vineyard x liquidacion|pt|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
760. W|casas patronales leal|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
761. W|casas patronales leal|carmenere|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=760
762. W|casas patronales leal|carmenere 2020|pt|r|carmenere|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
763. W|casas patronales leal|carmenere single vineyard x liquidacion|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
764. W|casas patronales lujuria|late harvest|pt|d|??|??|??|NV|10|??|encorpado|sobremesas, queijos azuis, foie gras|doce
765. W|casas patronales lujuria|late harvest|pt|d|??|??|??|NV|10|??|encorpado|sobremesas, queijos azuis, foie gras|doce|=764
766. W|casas patronales maucho|malbec 2024|pt|r|malbec|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
767. W|casas patronales maucho|malbec x liquidacion|pt|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
768. W|casas patronales maucho|reserva carignan|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
769. W|casas patronales maucho|reserva malbec|pt|r|malbec|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
770. W|casas patronales maucho|reserva viognier|pt|w|viognier|??|??|NV|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
771. W|casas patronales maucho rva carignan|2023|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
772. W|casas patronales maucho|viognier x liquidacion|pt|w|viognier|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
773. W|casas patronales maule valley|cabernet sauvignon 2023|pt|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
774. W|casas patronales|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
775. W|casas patronales|merlot reserva 2019|pt|r|merlot|??|??|2019|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
776. W|casas patronales|mixtura|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
777. W|casas patronales|mixtura|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=776
778. W|casas patronales neque|2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
779. W|casas patronales neque|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
780. W|casas patronales neque|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
781. W|casas patronales neque|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=780
782. W|casas patronales neque|cabernet sauvignon 2018|pt|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
783. W|casas patronales|premium|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
784. W|casas patronales|reserva almanoble cinsault|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
785. W|casas patronales|reserva blend|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
786. W|casas patronales|reserva cabernet carmenere 2023 07|pt|r|carmenere|??|??|2023|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
787. W|casas patronales|reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
788. W|casas patronales|reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=787
789. W|casas patronales|reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=787
790. W|casas patronales|reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=787
791. W|casas patronales|reserva cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco|=787
