1. W|capere|330gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
704. W|capolemole|bellone cori carpineti bianco bio|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
705. W|capolemole|bellone cori carpineti bianco bio|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=704
706. W|capolemole|bianco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
707. W|capolemole|bianco carpineti lazio bio|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
708. W|capolemole|bianco lazio igt 2024 marco carpineti|??|w|??|??|??|2024|12.5|igt|medio|peixes, frutos do mar, saladas|seco
709. W|capolemole|bianco marco carpineti|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
710. W|capolemole|cori carpineti rosso bio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
711. W|capolemole|cori carpineti rosso bio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=710
712. W|capolemole|rosso|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
713. W|capolemole|rosso carpineti lazio bio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
714. W|capolemole|rosso marco carpineti|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
715. W|capolino|perlingieri aglianico brizio igt campania|it|r|aglianico|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
716. W|capolino|perlingieri brizio aglianico|??|r|aglianico|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
717. W|capolino|perlingieri brizio campania aglianico|it|r|aglianico|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
718. W|capolino|perlingieri campania falanghina preta|it|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
719. W|capolino|perlingieri campania sciascinoso sciasci|it|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
720. W|capolino|perlingieri falanghina preta 202324|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
721. W|capolino|perlingieri preta falanghina|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
722. W|capolino|perlingieri preta falanghina campania igt|it|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
723. W|capolino|perlingieri preta falanghina campania it|it|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
724. W|capolino|perlingieri preta falanghina del sannio doc campania italy|it|r|??|??|??|2022|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
725. W|capolino|perlingieri rosato igt vignarosa|??|p|??|??|??|NV|12|igt|leve|carne vermelha, massas, queijos curados|seco
726. W|capolino|perlingieri sannio fiano nembo|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
727. W|capolino|perlingieri sciasci campania it|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
728. W|capolino|perlingieri sciasci igt campania sciascinoso|it|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
729. W|capolino|perlingieri sciascinoso campania|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
730. W|capolino|perlingieri vento greco campania it|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
731. W|capolino|perlingieri vento igp campania greco|it|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
732. W|capolino|perlingieri vento sannio greco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
733. W|capolongo|frusinate fregellae igp 2024 palazzo tronconi|??|r|??|??|??|2024|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
734. W|capomastro|igt lenotti lake garda italy 2021 2022 125 vol|it|r|??|??|??|2021|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
735. W|capomastro|lenotti|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
736. W|capomastro|veneto rosso igt|it|r|??|veneto|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
737. W|capomastro|veneto rosso igt cantine lenotti|it|r|??|veneto|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
738. W|capon|asado relleno entero 3 kg aprox|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
739. W|capon|celta fresco artesanal 810 raciones|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
740. W|caponata|caponata|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
741. W|caponata|caponata|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=740
742. W|caponata|160g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
743. W|caponata|200g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
744. W|caponata|280 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
745. W|caponata|a la sicilienne 190g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
746. W|caponata|af aubergine|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
747. W|caponata|af aubergine i glas|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
748. W|caponata|alla palermitana guiso de verduras a base de berenjenas|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
749. W|caponata|berinjela detommaso 100 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
750. W|caponata|con focaccia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
751. W|caponata|daubergines 190g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
752. W|caponata|daubergines conserve della nonna 200g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
753. W|caponata|de abobrinha omma iris 180g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
754. W|caponata|de berenjena 265 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
755. W|caponata|de berinjela dona olga 250g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
756. W|caponata|de berinjela omma iris 150g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
757. W|caponata|di carciofi gr233 enoteca maggiolini|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
758. W|caponata|di carciofi siciliana i peccatucci di mamma andrea|it|r|??|sicilia|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
759. W|caponata|di melanza|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
760. W|caponata|di melanzane|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
761. W|caponata|di melanzane 240g nonna rosa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
762. W|caponata|di melanzane 280g casa montalbano|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
763. W|caponata|di melanzane 950g casa montalbano|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
764. W|caponata|di melanzane biologica libera terra|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
765. W|caponata|di melanzane e pesce spada 280g casa montalbano|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
766. W|caponata|di melanzane siciliana i peccatucci di mamma andrea|it|r|??|sicilia|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
767. W|caponata|di melanzane siciliana senza glutine tudia|it|r|??|sicilia|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
768. W|caponata|di melanzane terra delicata|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
769. W|caponata|di melanzane tradicni sicilska specialita 265g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
770. W|caponata|di verdure 200 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
771. W|caponata|italiana|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
772. W|caponata|oriental de costa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
773. W|caponata|pimenta e cia 200g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
774. W|caponata|premium de costa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
775. W|caponata|sabores de prudentopolis 210g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
776. W|caponata|salentina|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
777. W|caponata|siciliana|it|r|??|sicilia|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
778. W|caponata|siciliana|it|r|??|sicilia|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=777
779. W|caponata|siciliana 280g sicilia naturalmente|it|r|??|sicilia|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
780. W|caponata|siciliana bio|it|r|??|sicilia|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
781. W|caponata|tradicional de costa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
782. W|capone|tommy guns|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
783. W|caponero|vino rosso|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
784. W|caponero|white blend|??|w|white blend|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
785. W|caponi|gluten free maccheroncini|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
786. W|caponi|gluten free tagliatelle|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
787. W|caponium|pharmaceut glgg 1 liter udsolgt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
788. W|capoposto|capoposto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
789. W|capoposto|alberto longo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
790. W|caporal|veneto rosso|it|r|??|veneto|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
791. W|caporosa|primitivo rose|??|p|primitivo|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
792. W|caporosa|puglia primitivo rose|it|p|primitivo|puglia|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
793. W|capos|de mendoza|ar|r|??|mendoza|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
794. W|caposaldo|pinot grigio|??|w|pinot grigio|??|??|2022|12.5|do|leve|peixes, frutos do mar, saladas|seco
795. W|caposaldo|pinot grigio|??|w|pinot grigio|??|??|2023|12.5|do|leve|peixes, frutos do mar, saladas|seco
796. W|caposaldo|bellini|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
797. W|caposaldo|bellini moscato|??|w|moscato|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco
798. W|caposaldo|chianti|it|r|??|chianti|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
799. W|caposaldo|chianti|it|r|??|chianti|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco|=798
800. W|caposaldo|chianti|it|r|??|chianti|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco|=798
801. W|caposaldo|chianti|it|r|??|chianti|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco|=798
802. W|caposaldo|chianti|it|r|??|chianti|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco|=798
803. W|caposaldo|chianti|it|r|??|chianti|??|2023|13.5|do|medio|carne vermelha, massas, queijos curados|seco
804. W|caposaldo|chianti|it|r|??|chianti|??|2024|13.5|do|medio|carne vermelha, massas, queijos curados|seco
805. W|caposaldo|chianti italy|it|r|??|chianti|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
806. W|caposaldo|delle venezie pinot grigio|??|w|pinot grigio|??|??|NV|12.5|do|leve|peixes, frutos do mar, saladas|seco
807. W|caposaldo|delle venezie pinot grigio|??|w|pinot grigio|??|??|NV|12.5|do|leve|peixes, frutos do mar, saladas|seco|=806
808. W|caposaldo|moscato|??|w|moscato|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco
809. W|caposaldo|moscato|??|w|moscato|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco|=808
810. W|caposaldo|moscato|??|w|moscato|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco|=808
811. W|caposaldo|moscato|??|w|moscato|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco|=808
812. W|caposaldo|moscato|??|w|moscato|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco|=808
813. W|caposaldo|moscato|??|w|moscato|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco|=808
814. W|caposaldo|moscato dasti|??|w|moscato|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco
815. W|caposaldo|moscato igt|??|w|moscato|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco
816. W|caposaldo|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|do|leve|peixes, frutos do mar, saladas|seco
817. W|caposaldo|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|do|leve|peixes, frutos do mar, saladas|seco|=816
818. W|caposaldo|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|do|leve|peixes, frutos do mar, saladas|seco|=816
819. W|caposaldo|pinot grigio|??|w|pinot grigio|??|??|2018|12.5|do|leve|peixes, frutos do mar, saladas|seco
820. W|caposaldo|pinot grigio|??|w|pinot grigio|??|??|2019|12.5|do|leve|peixes, frutos do mar, saladas|seco
821. W|caposaldo|pinot grigio|??|w|pinot grigio|??|??|2019|12.5|do|leve|peixes, frutos do mar, saladas|seco|=820
822. W|caposaldo|pinot grigio|??|w|pinot grigio|??|??|2022|12.5|do|leve|peixes, frutos do mar, saladas|seco|=794
823. W|caposaldo|pinot grigio|??|w|pinot grigio|??|??|2024|12.5|do|leve|peixes, frutos do mar, saladas|seco
824. W|caposaldo|pinot grigio|??|w|pinot grigio|??|??|2024|12.5|do|leve|peixes, frutos do mar, saladas|seco|=823
825. W|caposaldo|pinot grigio|??|w|pinot grigio|??|??|2024|12.5|do|leve|peixes, frutos do mar, saladas|seco|=823
826. W|caposaldo|pinot grigio delle venezie magnum 15 liter|??|w|pinot grigio|??|??|NV|12.5|do|leve|peixes, frutos do mar, saladas|seco
827. W|caposaldo|pinot grigio italy|it|w|pinot grigio|??|??|NV|12.5|do|leve|peixes, frutos do mar, saladas|seco
828. W|caposaldo|pinot grigio italy|it|w|pinot grigio|??|??|NV|12.5|do|leve|peixes, frutos do mar, saladas|seco|=827
829. W|caposaldo|prosecco|it|s|??|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut
830. W|caposaldo|prosecco|it|s|??|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut|=829
831. W|caposaldo|prosecco|it|s|??|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut|=829
832. W|caposaldo|prosecco brut|it|s|??|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut
833. W|caposaldo|prosecco doc|it|s|??|??|??|NV|12|doc|leve|frutos do mar, aperitivos, sushi|brut
834. W|caposaldo|prosecco rose|it|s|??|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut
835. W|caposaldo|prosecco rose|it|s|??|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut|=834
836. W|caposaldo|prosecco rose|it|s|??|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut|=834
837. W|caposaldo|prosecco rose|it|s|??|??|??|2020|12|do|leve|frutos do mar, aperitivos, sushi|brut
838. W|caposaldo|prosecco rose|it|s|??|??|??|2022|12|do|leve|frutos do mar, aperitivos, sushi|brut
839. W|caposaldo|prosecco rose brut veneto italy nv case|it|s|??|veneto|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut
840. W|caposaldo|prosecco rose italy|it|s|??|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut
841. W|caposaldo|prosecco veneto|it|s|??|veneto|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut
842. W|caposaldo|provincia di pavia moscato|??|w|moscato|??|??|NV|12.5|do|medio|peixes, frutos do mar, saladas|seco
843. W|caposaldo|rose moscato|??|p|moscato|??|??|NV|12|do|leve|carne vermelha, massas, queijos curados|seco
844. W|caposaldo|rose moscato|??|p|moscato|??|??|NV|12|do|leve|carne vermelha, massas, queijos curados|seco|=843
845. W|caposaldo|sparkling peach|??|s|??|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut
846. W|caposaldo|sparkling peach|??|s|??|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut|=845
847. W|caposaldo|sparkling sweet moscato|??|s|moscato|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut
848. W|caposaldo|sparkling sweet pink merlot moscato|??|s|merlot|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut
849. W|caposaldo|sparkling veneto igt rose corvina|it|s|corvina|veneto|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut
850. W|caposaldo|sparkling veneto igt rose corvina|it|s|corvina|veneto|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut|=849
851. W|caposaldo|sweet peach sparkling|??|s|??|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut
852. W|caposaldo|sweet red sparkling|??|s|??|??|??|NV|12|do|leve|frutos do mar, aperitivos, sushi|brut
853. W|caposaldo|veneto pinot grigio|it|w|pinot grigio|veneto|??|2021|12.5|do|leve|peixes, frutos do mar, saladas|seco
854. W|caposardo|cannonau di sardegna doc deaddis|??|r|cannonau|??|??|2021|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
855. W|capospritz|capospritz|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
856. W|capossoto|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
857. W|capostazione|passerina igt|??|w|passerina|??|??|NV|12.5|igt|leve|peixes, frutos do mar, saladas|seco
858. W|capostazione|pecorino igt|??|w|??|??|??|NV|12.5|igt|medio|peixes, frutos do mar, saladas|seco
859. W|capostiazone|montepulciano dabruzzo|it|r|montepulciano|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
860. W|capostrano|verdicchio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
861. W|capote|bosque de matasnons|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
862. W|capote|bosque de matasnos 2018 bio|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
863. W|capote|velho reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
864. W|capote|velho reserva regional lisboa branco|??|w|??|??|??|2019|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
865. W|capote|velho reserva tinto lisboa|??|r|??|??|??|2022|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
866. W|capotes|gustoria 106|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
867. W|capotesta|lugana doc 2020 cascina maddalena|??|r|??|??|??|2020|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
868. W|capotesta|lugana doc bianco 2014 cascina maddalena|??|w|??|??|??|2014|12.5|doc|medio|peixes, frutos do mar, saladas|seco
869. W|capotesta|lugana doc bianco 2016 cascina maddalena|??|w|??|??|??|2016|12.5|doc|medio|peixes, frutos do mar, saladas|seco
870. W|capotondo|chianti classico tenuta castelvecchi|it|r|??|chianti classico|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
871. W|capovilla|albicocche del vesuvio 49 cl 50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
872. W|capovilla|bierbrand legno|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
873. W|capovilla|bierbrand legno|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=872
874. W|capovilla|bierbrand legno|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=872
875. W|capovilla|distillati del vesuvio future arrival|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
876. W|capovilla|distillato di albicocche della val venosta 43 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
877. W|capovilla|distillato di amarene e marasche|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
878. W|capovilla|distillato di amarene marasche 43 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
879. W|capovilla|distillato di bacche di sambuco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
880. W|capovilla|distillato di bacche di sambuco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=879
881. W|capovilla|distillato di bacche di sambuco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=879
882. W|capovilla|distillato di ciliege duroni 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
883. W|capovilla|distillato di ciliegie duroni|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
884. W|capovilla|distillato di fichi dalmatie 43 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
885. W|capovilla|distillato di lamponi selvatici|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
886. W|capovilla|distillato di lamponi selvatici 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
887. W|capovilla|distillato di mele cotogne 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
888. W|capovilla|distillato di mele decio di belfiore 45 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
889. W|capovilla|distillato di mele gravensteiner|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
890. W|capovilla|distillato di mele gravensteiner 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
891. W|capovilla|distillato di mirtilli selvatici|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
892. W|capovilla|distillato di mirtilli selvatici 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
893. W|capovilla|distillato di more di rovo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
894. W|capovilla|distillato di more di rovo 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
895. W|capovilla|distillato di moscato giallo|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
896. W|capovilla|distillato di pere del miele 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
897. W|capovilla|distillato di pere moscatello estivo 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
898. W|capovilla|distillato di pere williams 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
899. W|capovilla|distillato di pesche saturno 43 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
900. W|capovilla|distillato di prugne selvatiche|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
901. W|capovilla|distillato di prugne selvatiche|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=900
902. W|capovilla|distillato di prugne selvatiche 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
903. W|capovilla|distillato di prugnolo gentile|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
904. W|capovilla|distillato di prugnolo gentile 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
905. W|capovilla|distillato di ribes nero 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
906. W|capovilla|distillato di rosa canina 43 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
907. W|capovilla|distillato di sorbo delluccellatore|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
908. W|capovilla|distillato di sorbo delluccellatore 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
909. W|capovilla|distillato di susine mirabelle|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
910. W|capovilla|distillato di susine mirabelle 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
911. W|capovilla|distillato di uva isabella 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
912. W|capovilla|distillato di uva moscato fiori darancio 41 cl50|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
913. W|capovilla|distillato di uva moscato rosa 41 cl50|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
914. W|capovilla|distillato di uva noah 41 cl50|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
915. W|capovilla|distillato lamponi selvatici|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
916. W|capovilla|distillato lamponi selvatici|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=915
917. W|capovilla|distillato lamponi selvatici|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=915
918. W|capovilla|distillato moscate grape fior darancio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
919. W|capovilla|distillato moscate grape fior darancio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=918
920. W|capovilla|distillato moscate grape fior darancio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=918
921. W|capovilla|distillato tris di distillati di frutta|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
922. W|capovilla|moscato fior darancio|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
923. W|capovilla|pmg agricole blanc rhum marie galante guadeloupe|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
924. W|capovilla|rhum blanc agricole guadaloupe 56|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
925. W|capovilla|rhum rhum bianco pmg 41|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
