W|branco|finca rivadavia torrontes varietal|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cortoncharlemagne grand cru 2020|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|cortoncharlemagne grand cru 2020|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco|=692
W|branco|cortoncharlemagne grand cru 2019|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|cortoncharlemagne grand cru 2017|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|corton grand cru domaine chandon de briailles 2018 chardonnay borgonha aoc grand cru de prestigio vinho seco e estruturado|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|corton charlemagne grand cru 2022 dubreuilfontaine|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|cortes do tua reserva douro|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|cortes de provance domaines ott|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cortes de cima chamine 2023 regional alentejo|pt|w|??|alentejo|??|2023|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|cortes de cima|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|corte giara pinot grigio delle venezie doc|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|corte 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|corrieira juntos 2023 lisboa|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|corpus astral sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|corpus astral sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=705
W|branco|coroa do ferro loureiro 2023 vinhos verdes|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|coroa do ferro branco 3 castas 2022 vinhos verdes|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cordero con piel de lobo dulce natural 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cordero con piel de lobo dulce natural 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco|=709
W|branco|cordero con piel de lobo chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|corbelli pinot grigio igt sicilia|it|w|pinot grigio|sicilia|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|corbelli pinot grigio igt bco sicilia|it|w|pinot grigio|sicilia|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|corbelli pinot grigio igt|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|corbelli pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|coragem viosinho sauvignon|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|coragem chardonnay 2021 lisboa|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|coragem chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|coracao obra prima|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|coquena torrontes yacochuya|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|conves|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|convento de marialva kit 4 garrafas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|convento de marialva kit 4 garrafas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=722
W|branco|convento de marialva 3 und|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|convento de marialva|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|contraviento chardonnay 3 und|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|contraste 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|contos da terra|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|conte della vipera umbria igt antinori|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|contas feitas vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|contador predicador 145 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cono sur reserva especial chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|cono sur reserva especial chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=732
W|branco|condes de barcelos loureiro reserva 2024 vinhos verdes|??|w|??|??|??|2024|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|condes de barcelos alvarinho reserva 2024 vinhos verdes|??|w|??|??|??|2024|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|condes de barcelos alvarinho loureiro reserva 2024 vinhos verdes|??|w|??|??|??|2024|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|conde vimioso reserva 2019 regional tejo|pt|w|??|tejo|??|2019|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|conde vimioso|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|conde villar alvarinho 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|conde villar 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|conde monsul 2024|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|conde monsul|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|conde dervideira reserva alentejo|pt|w|??|alentejo|??|NV|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|conde dervideira reserva 2023 alentejo|pt|w|??|alentejo|??|2023|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|conde dervideira reserva 0|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|conde dervideira private selection 2022 alentejo|pt|w|??|alentejo|??|2022|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|conde dervideira private selection 2021 alentejo|pt|w|??|alentejo|??|2021|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|conde de monsul|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|conde de anadia colheita blanc de noirs 2022 dao|pt|w|??|dao|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|conde da vidigueira premium|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|conde da vidigueira premium|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=750
W|branco|conde d ervideira private selection sauv blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|conde d ervideira branco de inverno escolha do enologo 2021 doc alentejo|pt|w|??|alentejo|??|2021|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|concluio|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|concierge|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|conchamar|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|concha y toro sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|concha y toro reservado chardonnay pedro jimenez|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|concha y toro casillero del diablo sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|concha y toro casillero del diablo reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|conceito unico 2018 douro|pt|w|??|douro|??|2018|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|conceito unico 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|conceito ontem 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|conceito douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|conceito 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|complice reserva viognier 2017|??|w|viognier|??|??|2017|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|compania uruguaya de vinos de mar maldonado albarino 2021|??|w|albarino|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|companhia das lezirias 1836 grande reserva 2019 tejo|pt|w|??|tejo|??|2019|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|comigo|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|comenda grande alentejo|pt|w|??|alentejo|??|NV|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|com tiago cabaco premium|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|colonial niagara seco serra gaucha|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|colome torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|colome estate torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|colombo verdelho|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|colombo caracol listrao 2021 madeira|??|f|palomino|??|??|2021|13.5|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|branco|collezione viognier rar|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|collezione di enologo riesling renano buffon|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|collet chablis grand cru les clos|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|colinas chardonnay 2018 bairrada|??|w|chardonnay|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|colinas chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|colheita selecionada quinta do paral|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|colheita quinta dos roques|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|colheita 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|coelheiros 2018 alentejo|pt|w|??|alentejo|??|2018|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|codigo uva cao 2023 dao|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|codigo selvagem 2024 dao|pt|w|??|dao|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|codigo selvagem|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|codigo or1gem 2024 doc dao|pt|w|??|dao|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|codigo manifesto 2022 dao|pt|w|??|dao|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|codigo infusao subtil 2023 dao doc|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|codigo grani dao|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|codigo encruzado cru 2024 dao|pt|w|??|dao|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|codigo encruzado cru|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|codigo encruzado 2023 dao doc|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|codigo bical 2023 dao doc|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|coco bouza|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cobos felino chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cloudy bay sauvignon blanc nova zelandia|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cloudy bay sauvignon blanc marlborough|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cloudy bay sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cloudy bay new zealand sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|clos venturi chiesa nera blanc 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|clos venturi aoc vin de corse blanc 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|clos venturi 1769 blanc 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|clos st thomas les gourmets|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|clos romans saumur blanc 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|clos floridene|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|clos du moulin saumur blanc 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|clos des pins blanc graves 2020|fr|w|??|bordeaux|graves|2020|12.5|AOC|leve|peixes, frutos do mar, saladas|seco
W|branco|clos des papes chateauneufdupape|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|clos de floridene 2013 bordeus|??|w|??|??|??|2013|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|clos de chacras cavas de crianza chardonnay|??|s|chardonnay, pinot noir|??|??|NV|12|??|medio|aperitivos, frutos do mar, canapes|brut
W|branco|clos apalta cote de madame viognier 2023|??|w|viognier|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|clemence roussette de savoie 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|claude val blanc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|claude val|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|claude val|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=817
W|branco|claude val|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=817
W|branco|classico portugues herdade grande|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|claro sauvignon blanc classic|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|claro chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|clandestino 2024 dao|pt|w|??|dao|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|clandestino|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|clandestino|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=824
W|branco|claire patelin sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cistus reserva 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|cistus reserva 2023|??|w|??|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|cistus reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|cistus concilium|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cisplatino torrontes pisano|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|cima 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ciconia alentejo kit 4 garrafas|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|ciconia alentejo kit 4 garrafas|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco|=833
W|branco|ciconia alentejo 3 und|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|ciconia alentejo 3 und|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco|=835
W|branco|ciconia alentejo|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|ciconia alentejo|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco|=837
W|branco|christophe patrice chardonnay 2024|??|w|chardonnay|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|christophe patrice chablis 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|christophe ferrari chardonnay 2024|??|w|chardonnay|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chozas carrascal las dosces branco 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chozas carrascal bayas branco 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chozas carrascal anma branco 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chimango cuvee bebber|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno viu manent tiny trials chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno viu manent reserva sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno vistamar reserva bordevalle chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno vistamar brisa chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno viento del mar sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno viento del mar sauv|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno viento del mar chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno viento del mar chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=852
W|branco|chileno veroni|cl|w|??|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno ventisquero reserva sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno ventisquero reserva chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno ventisquero grey sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno ventisquero gran reserva sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno ventisquero clasico chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno u by undurraga valle central sauvignon blanc meia|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno u by undurraga sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno tricky rabbit reserva sauvignon blanc carmenere|cl|w|carmenere|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno tricky rabbit reserva chardonnay viognier|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno toro de piedra sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno tigre de los andes chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno terraza fluvial sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno terraza fluvial chardonnay viognier|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno terranoble chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno terranoble chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=868
W|branco|chileno tarapaca reserva chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno tarapaca cosecha sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno tarapaca chardonnay gran reserva|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno tarapaca chardonnay gran reserva|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=872
W|branco|chileno tarapaca chardonnay gran reserva|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=872
W|branco|chileno tara chardonnay vina ventisquero|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno tantehue sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno tantehue sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=876
W|branco|chileno tantehue chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno tabali vetas blancas chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno tabali talinay sauvignon blanc 2022|cl|w|sauvignon blanc|valle central|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno tabali talinay sauvignon blanc 2022|cl|w|sauvignon blanc|valle central|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco|=880
W|branco|chileno tabali talinay chardonnay 2022|cl|w|chardonnay|valle central|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno tabali talinay caliza chardonnay 2022|cl|w|chardonnay|valle central|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno tabali talinay caliza chardonnay 2022|cl|w|chardonnay|valle central|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco|=883
W|branco|chileno tabali pedregoso sauvignon blanc 2023|cl|w|sauvignon blanc|valle central|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno tabali pedregoso sauvignon blanc 2023|cl|w|sauvignon blanc|valle central|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco|=885
W|branco|chileno tabali pedregoso chardonnay 2023|cl|w|chardonnay|valle central|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno suntana varietal sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno sol de chile varietal viognier|cl|w|viognier|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno sol de chile varietal sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno sol de chile gran reserva chardonnay|cl|w|chardonnay|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno sauvignon blanc valle central members marks|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno sauvignon blanc valle central members marks|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=892
W|branco|chileno sauvignon blanc terrapura|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno sauvignon blanc santa villa|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno sauvignon blanc santa helena|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno sauvignon blanc santa helena|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=896
W|branco|chileno sauvignon blanc organico rosa blanca|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno sauvignon blanc magno|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno sauvignon blanc magno|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=899
W|branco|chileno sauvignon blanc independencia 120 collecion santa rita|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno sauvignon blanc canto andino|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno sauvignon blanc armador odfjell|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|chileno sauvignon blanc adobe reserva|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno santa rita secret reserva sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|chileno santa rita 3 medallas sauvignon blanc|cl|w|sauvignon blanc|valle central|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
