W|taittinger|champagne rose|fr|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tagliamare spumante|brut argiolas sardinien italien|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|tagliamare|rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tagliamare|brut nuragus|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
X
W|tagaro verdazzo vermentino|igp|??|w|??|??|??|NV|12.5|igp|leve|frutos do mar; aves; saladas|seco
W|tagaro primitivo gravity apuglia|doc|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha; massas; queijo|seco
X
X
W|tagaro pinataro primitivo puglia|igp|??|r|??|??|??|NV|13.5|igp|medio|carne vermelha; massas; queijo|seco
X
X
X
W|tagaro pinataro|chardonnay igp|??|w|??|??|??|NV|12.5|igp|medio|frutos do mar; aves; saladas|seco
X
X
W|tagaro muso rosso primitivo di manduria|doc|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha; massas; queijo|seco
X
X
W|tagaro fuga|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tagaro cinquenoci primitivo puglia|igt 2020|??|r|??|??|??|2020|13.5|igt|medio|carne vermelha; massas; queijo|seco
W|tagaro cinquenoci primitivo|igp|??|r|??|??|??|NV|13.5|igp|medio|carne vermelha; massas; queijo|seco
X
X
X
W|taganana|tinto 2018|??|r|??|??|??|2018|13.5|??|medio|carne vermelha; massas; queijo|seco
X
W|taganan|tinto red 2022 envinate|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taganan|tinto envinate 2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taganan|tinto 2024 domaine envinate|??|r|??|??|??|2024|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taganan|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taganan|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco|=741
W|taganan|blanco white 2024 envinate|??|w|??|??|??|2024|12.5|??|leve|frutos do mar; aves; saladas|seco
W|taganan|blanco envinate|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|taganan|blanco 2020|??|w|??|??|??|2020|12.5|??|leve|frutos do mar; aves; saladas|seco
W|taganan|blanco|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|taganan|blanco|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco|=746
W|taga op|junmai ginjo|jp|??|??|??|??|NV|13|??|medio|??|seco
W|tag med pa en sanselig forars vinsmagning af|rose og orange vine den 16 april 2026|??|p|??|??|??|2026|12.5|??|leve|petiscos; saladas; peixes|seco
W|tag med pa en sanselig forars vinsmagning af|rose og orange vine 16 apr 182030|??|p|??|??|??|2030|12.5|??|leve|petiscos; saladas; peixes|seco
X
W|taft street|sauvignon blanc|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|taft street|sauvignon blanc|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco|=752
W|taft street|pinot noir|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taft street|merlot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taft street|chardonnay reserve|??|w|??|??|??|NV|12.5|reserve|medio|frutos do mar; aves; saladas|seco
W|taft street|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|taferner zweigelt|rose bio 2024|??|p|??|??|??|2024|12.5|??|leve|petiscos; saladas; peixes|seco
W|taferner|sauvignon blanc bio 2024|??|w|??|??|??|2024|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tafelstuck dienheimer|riesling spatleser 1959|??|w|??|??|??|1959|12.5|??|leve|frutos do mar; aves; saladas|seco
W|taerra vermentino di gallura superiore|docg|??|w|??|??|??|NV|12.5|docg|leve|frutos do mar; aves; saladas|seco
X
W|tact pannon|chardonnay|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tact pannon|chardonnay|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco|=763
W|taconic rye|madeira bbl 750|??|f|??|??|??|NV|20|??|encorpado|queijos; sobremesas; frutas secas|doce
X
W|taco de apuntes|blanco halley 500 hjs|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tacito nugnes|red wine|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tacito|malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tacherons|pinot noir vdf 2024|??|r|??|??|??|2024|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tacherons|pinot noir|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tacherons|pinot noir|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco|=771
W|tacherons|pinot noir|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco|=771
W|tacherons limoux|chardonnay|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tacherons limoux|chardonnay|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco|=774
W|tacherons|chardonnay vdf 2024|??|w|??|??|??|2024|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tacherons|chardonnay vdf 2023|??|w|??|??|??|2023|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tacherons|chardonnay 2022 languedoc france|fr|w|??|??|??|2022|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tacherons|chardonnay|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tacherons|chardonnay|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco|=779
W|tache|chardonnay|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tacco barocco|rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tacco barocco primitivo salento|igp|??|r|??|??|??|NV|13.5|igp|medio|carne vermelha; massas; queijo|seco
X
W|tacama|tinto semiseco ica valley peru 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; massas; queijo|demi-sec
W|tacama|tinto semiseco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|demi-sec
W|tacama|tinto de la vina semiseco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|demi-sec
W|tacama seleccion especial|malbec x|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tacama seleccion especial|malbec ica valley 2020 peru|??|r|??|??|??|2020|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tacama|rose semiseco|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|demi-sec
W|tacama|rose semiseco|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|demi-sec|=790
W|tacama|rose semiseco|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|demi-sec|=790
W|tacama|rose semiseco|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|demi-sec|=790
W|tacama|rose semi seco|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|demi-sec
W|tacama rosa salvaje|brut|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|tacama origen|malbec petit verdot|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tacama origen|malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tacama o|malbec x|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tacama o|malbec petit verdot x|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tacama o|malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tacama hanan|sauvignon blanc x|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tacama hanan petit verdot|malbec x|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tacama hanan edicion limitada|sauvignon blanc|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tacama gran|tinto x|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tacama gran|tinto x|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco|=804
W|tacama gran|tinto malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tacama gran|tinto crianza malbec|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tacama gran|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tacama gran|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco|=808
W|tacama gran|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco|=808
W|tacama gran|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco|=808
W|tacama gran|blanco x|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tacama gran|blanco|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tacama gran|blanco|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco|=813
W|tacama gran|blanco|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco|=813
W|tacama espumante rosa salvaje|rose x|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tacama espumante orquidea negra|brut x|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|tacama don manuel tannat|tinto x|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tacama de la vina semiseco|blanco x liquidacion|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|demi-sec
W|tacama de la vina|rose x|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tacama|blanco de blancos sauvignon blanc x|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tacama|blanco de blancos ica valley peru 2021|??|w|??|??|??|2021|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tacama|blanco de blancos ica valley 2019 peru|??|w|??|??|??|2019|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tacama|blanco de blancos clasico x|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tacama|blanco de blancos|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tacama|blanco de blancos|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco|=825
W|taca zalto|white wine|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|taca zalto|sweet wine|??|??|??|??|??|NV|13|??|medio|??|seco
W|taca zalto|champagne|fr|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|seco
X
W|taca wine mothers|mothers|??|??|??|??|??|NV|13|??|medio|??|seco
X
X
X
X
X
X
W|taca para vinho|tinto bohemia gastro|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taca para vinho|tinto bohemia cristallin|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
X
X
X
X
X
X
X
X
X
X
X
X
X
W|taca para|champagne luxxor paramount ref1148|fr|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|seco
X
X
X
W|taca deus|brut des flandres|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
W|taca de vinho|tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
X
X
X
W|taca de cristal wine expressions para|pinot noir mozart crystal by frederico strauss|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taca de cristal wine expressions para|chardonnay mozart crystal by frederico strauss|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|taca de cristal wine expressions para|cabernet sauvignon mozart crystal by frederico strauss|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|taca de cristal vivaldi reims para|champagne mozart crystal by frederico strauss liso|fr|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|seco
W|taca de cristal vivaldi petrus para vinho|tinto mozart crystal by frederico strauss|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
X
W|taca de cristal para vinho|tinto bohemia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taca de cristal para vinho|porto mozart crystal by frederico strauss liso|pt|f|??|??|??|NV|20|??|encorpado|queijos; sobremesas; frutas secas|doce
W|taca de cristal para vinho|do porto bohemia|pt|f|??|??|??|NV|20|do|encorpado|queijos; sobremesas; frutas secas|doce
X
X
X
X
X
X
X
X
X
W|taca cristal lehmann no4|champagne collection a lallement|fr|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|seco
W|taca cristal lehmann m5|champagne collection a lallement|fr|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|seco
W|taca|champagne cristal com titanio|fr|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|seco
W|taca|champagne|fr|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|seco
X
X
X
X
X
X
X
X
W|tabua de corte em|madeira muiracatiara com caneleta resinada|??|f|??|??|??|NV|20|??|encorpado|queijos; sobremesas; frutas secas|doce
W|tabua corte|madeira tramontina para churrasco diversas|??|f|??|??|??|NV|20|??|encorpado|queijos; sobremesas; frutas secas|doce
X
W|tabu vin|rose demisec|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tabu vin|rose demidulce|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tabor t|cabernet sauvignon damaged|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor|single vineyard malkiya cabernet sauvignon 2018|??|r|??|??|??|2018|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor|rose via 2020|??|p|??|??|??|2020|12.5|??|leve|petiscos; saladas; peixes|seco
W|tabor|rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tabor|rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco|=900
W|tabor pninim|sweet sparkling wine 20|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|seco
W|tabor mt tabor|rose 2021|??|p|??|??|??|2021|12.5|??|leve|petiscos; saladas; peixes|seco
W|tabor mt tabor|merlot 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tabor mt tabor|chardonnay 2023|??|w|??|??|??|2023|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tabor mt tabor|cabernet sauvignon 2023|??|r|??|??|??|2023|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor mt tabor|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor moscato|rose 21|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tabor moscato|rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tabor moscato|rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco|=909
X
X
X
X
X
X
X
W|tabor mosacto|rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tabor malkiya|cabernet sauvignon damaged label|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor malkiya|cabernet sauvignon 1619 90 rated wine spectator|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor malkiya|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor malkiya|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco|=921
W|tabor malkiya|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco|=921
W|tabor limited edition|cabernet sauvignon 17|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor limited edition|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor hill|syrah|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
X
W|tabor hill|sauvignon blanc|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
X
W|tabor hill|rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tabor hill|riesling|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tabor hill|pinot noir|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
X
W|tabor hill|pinot blanc|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
X
X
W|tabor hill|merlot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
X
W|tabor hill|dry riesling|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
X
X
X
W|tabor hill classic|demi sec blanc nv|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|demi-sec
X
W|tabor hill|chardonnay|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tabor hill|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor hill|cabernet franc|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor hill|brut rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|brut
W|tabor hill|brut riesling|??|s|??|??|??|NV|12|??|leve|aperitivos; canapes; frutos do mar|brut
X
W|tabor har|rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
W|tabor har|merlot kosher dry israeli red wine|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tabor har|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
X
X
X
X
W|tabor|cabernet sauvignon malkiya single vineyard galilee 6 case|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor artisanal|sauvignon blanc|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tabor artisanal creation|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor adama|sauvignon blanc 23|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tabor adama|sauvignon blanc 2023|??|w|??|??|??|2023|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tabor adama|sauvignon blanc 2018 kosher white wine|??|w|??|??|??|2018|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tabor adama|sauvignon blanc|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco
W|tabor adama|sauvignon blanc|??|w|??|??|??|NV|12.5|??|leve|frutos do mar; aves; saladas|seco|=964
W|tabor adama|rose 2023|??|p|??|??|??|2023|12.5|??|leve|petiscos; saladas; peixes|seco
W|tabor adama|merlot 19|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tabor adama|merlot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|tabor adama|merlot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco|=968
W|tabor adama|merlot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco|=968
W|tabor adama|merlot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco|=968
W|tabor adama|merlot|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco|=968
W|tabor adama|chardonnay damaged label|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tabor adama|chardonnay 2021|??|w|??|??|??|2021|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tabor adama|chardonnay 17 past vintage|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tabor adama|chardonnay|??|w|??|??|??|NV|12.5|??|medio|frutos do mar; aves; saladas|seco
W|tabor adama|cabernet sauvignon kosher red wine|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor adama|cabernet sauvignon kosher red wine|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco|=977
W|tabor adama|cabernet sauvignon damaged label|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor adama|cabernet sauvignon 19|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor adama|cabernet sauvignon 1819|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor adama|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco
W|tabor adama|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco|=982
W|tabor adama|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|encorpado|carne vermelha; massas; queijo|seco|=982
W|tabor adama|barbera rose 2023|??|p|??|??|??|2023|12.5|??|leve|petiscos; saladas; peixes|seco
W|tabor adama|barbera rose|??|p|??|??|??|NV|12.5|??|leve|petiscos; saladas; peixes|seco
X
X
X
X
W|taboadella villae|tinto red dao 2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taboadella villae|tinto magnum 1|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taboadella villae|tinto doc dao 2020|pt|r|??|??|??|2020|13.5|doc|medio|carne vermelha; massas; queijo|seco
W|taboadella villae|tinto doc 2021|??|r|??|??|??|2021|13.5|doc|medio|carne vermelha; massas; queijo|seco
W|taboadella villae|tinto doc 2021|??|r|??|??|??|2021|13.5|doc|medio|carne vermelha; massas; queijo|seco|=994
W|taboadella villae|tinto cx 3uni|??|r|??|??|??|NV|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taboadella villae|tinto 2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco
W|taboadella villae|tinto 2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco|=997
W|taboadella villae|tinto 2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha; massas; queijo|seco|=997
W|taboadella villae|tinto 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha; massas; queijo|seco
