W|geografico|pavonero bianco nv|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|descombes morgon|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=689
W|georges|descombes morgon beaujolais france|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|descombes morgon morgon aoc vino rosso|??|r|??|??|??|2022|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|descombes morgon vermont|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|descombes morgon vieilles vignes|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|descombes regnie|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|descombes regnie|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|descombes saint amour|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|dubceuf macon village|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|dubceuf macon village|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=699
W|georges|dubeuf beaujolais nouveau red wine|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboef pouilly fuisse|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboef saint amour chateau de saint amour 75|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf fleurie clos de quatre vents beaujolais|fr|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf apero a paris blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf apero a paris rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|georges|duboeuf apero a paris rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=708
W|georges|duboeuf beaololais villages|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=712
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=705
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=724
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|georges|duboeuf beaujolais nouveau|fr|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=706
W|georges|duboeuf beaujolais nouveau serigraphiee tinto|fr|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais nouveau tinto|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais nouveau tinto|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais nouveau tinto|fr|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais orange nouveau|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais vgs|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais village|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais village|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais villages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais villages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|georges|duboeuf beaujolais villages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|georges|duboeuf beaujolais villages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|georges|duboeuf beaujolais villages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|georges|duboeuf beaujolais villages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|georges|duboeuf beaujolais villages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|georges|duboeuf beaujolais villages beaujolais|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais villages 13|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais villages|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais villages|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=751
W|georges|duboeuf beaujolais villages|fr|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais villages 75|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais villages domaine des trois vallons|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais villages red wine|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais villages signature burgundy france|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolais villages signature burgundy france value|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolaisvillages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolaisvillages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=759
W|georges|duboeuf beaujolaisvillages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=759
W|georges|duboeuf beaujolaisvillages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=759
W|georges|duboeuf beaujolaisvillages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=759
W|georges|duboeuf beaujolaisvillages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=759
W|georges|duboeuf beaujolaisvillages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=759
W|georges|duboeuf beaujolaisvillages nouveau|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolaisvillages nouveau|fr|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolaisvillages selection france|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolaisvillages selection france|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolaisvillages selection france|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolaisvillages selection france|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf beaujolias|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf bourgogne aligote|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf brouilly|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf brouilly|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=774
W|georges|duboeuf cab sauv 20 case only|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf cab sauv 23 2023case only|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=778
W|georges|duboeuf chanteclerc cotesdurhone|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=781
W|georges|duboeuf chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=781
W|georges|duboeuf chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=781
W|georges|duboeuf chardonnay 14|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf chardonnay franca branco|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf chardonnay pays doc blanc igp organic southern france|fr|w|chardonnay|??|??|2021|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf chateau de grand pre fleurie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf chateau de la perriere brouilly|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf chateau de nervers brouilly|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf chateau des capitans julienas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf chateau des capitans julienas|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf chateau des capitans julienas|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf chateau des capitans julienas gamay|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf chateau du chatelard beaujolais blanc|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf chateau du chatelard cuvee secret de chardonnay beaujolais blanc|fr|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf chateauneuf du pape|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf chateauneuf du pape|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|georges|duboeuf chateauneuf du pape|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf chenas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf chiroubles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf chiroubles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=801
W|georges|duboeuf chiroubles|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf chiroubles domaine pontheux 75|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf cotes du rhone|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf cotes du rhone|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=805
W|georges|duboeuf cotes du rhone red wine|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf cotesdurhone|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf cuvee prestige saintveran|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf cuvee prestige saintveran blanc burgundy france|fr|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf cuvee prestige saintveran blanc burgundy france value|fr|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf domaine beranger pouilly fuisse cru pouilly|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf domaine de javerniere morgon cote du py|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf domaine de la martingale brouilly|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf domaine de lafayette|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf domaine de versauds morgon|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf domaine des 3 vallons beaujolaisvillages|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf domaine des rosiers moulinavent|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf domaine du bois rosier pouillyfuisse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf domaine du pourpre red wine moulin a vent france|fr|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf domaine du prieure fleurie saintromain|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf domaine du prieure saintromain fleurie|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf domaine du val lamartinien saintveran|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf domaine les chenevieres maconvillag|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf domaine les chenevieres maconvillages|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf domaine les chenevieres maconvillages|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=825
W|georges|duboeuf ecusson merlot igp pays doc france|fr|r|merlot|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf ecusson merlot igp pays doc france value|fr|r|merlot|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf ecusson pinot noir languedocroussillon france|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf ecusson pinot noir languedocroussillon france value|fr|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|georges|duboeuf fleurie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf fleurie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=832
W|georges|duboeuf fleurie|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf fleurie aoc|??|r|??|??|??|2018|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf fleurie cuvee tradition|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf fleurie la madone|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf fleurie majors|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf fleurie red wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf fleurie selection beaujolais france|fr|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf fleurie selection beaujolais france|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf flower macon villages blanc 22 case only|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf georges duboeuf bourgogne gamay 22 case only|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf georges duboeuf cab sauv 22 case only|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf georges duboeuf lieudit cote dy py morgon 22 case only|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf georges duboeuf merlot 22 case only|??|r|merlot|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf georges duboeuf pinot noir 23 case only|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf hob nob pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf julienas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf julienas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=849
W|georges|duboeuf julienas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=849
W|georges|duboeuf julienas chateau des capitans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf la cuvee blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf la cuvee blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=853
W|georges|duboeuf la cuvee rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|georges|duboeuf la cuvee rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf la cuvee rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=856
W|georges|duboeuf macon village white wine|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf macon villages|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf macon villages|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=859
W|georges|duboeuf macon villages domaine de chenevieres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf maconvillages|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf maconvillages white burgundy burgundy france|fr|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=864
W|georges|duboeuf merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=864
W|georges|duboeuf merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=864
W|georges|duboeuf merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=864
W|georges|duboeuf merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=864
W|georges|duboeuf merlot formato individual|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf merlot vin de france languedoc france|fr|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf merlot wildflower label|??|r|merlot|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf morgon jean descombes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf morgon jean descombes|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf morgon mont chavy|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf moulin a vent|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf moulin a vent|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=876
W|georges|duboeuf moulin a vent cuvee prestige|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf moulin a vent cuvee prestige|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf moulin a vent cuvee prestige 75|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf moulinavent|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf moulinavent cuvee tradition|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf moulinavent gamay|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf moulinavent prestige|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf moulinavent tinto|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf pays d oc chardonnay wildflower label|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf pays doc cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf pays doc cabernet sauvignon wildflower label|??|r|cabernet sauvignon|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf pays doc chardonnay|??|w|chardonnay|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|georges|duboeuf pays doc merlot|??|r|merlot|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf pays doc pinot noir|??|r|pinot noir|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=892
W|georges|duboeuf pinot noir 21 case only|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf pinot noir franca tinto|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf pinot noir igp pays doc france|fr|r|pinot noir|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf pouilly fuisse cru|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf pouilly fuisse cru le clos reyssier|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf pouillyfuisse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf pouillyfuisse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=899
W|georges|duboeuf premier cru pouillyfuisse burgundy france|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf regnie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf saint amour beaujolais france|fr|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|georges|duboeuf saint amour beaujolais france|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
