W|las|jaras wines nouveau old vines mendocino county|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan le|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=712
W|lartisan le|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=712
W|lartisan le|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=712
W|lartisan|lakridsmandler|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan|haloumi organic|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan|extravagant organic|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan|chokolade 9 stk|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan|chardonnay igp pays doc chardonnay languedoc france|fr|w|chardonnay|languedoc|??|2024|12.5|igp|medio|peixes; frutos do mar; aves|seco
W|lartisan|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lartisan|belgisk chokolade 3 hjerter|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan|lartisan|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan|lartisan|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan|lartisan|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartisan|lartisan|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartiglio|cinque campi|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartiglio|lartiglio|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartigiano della|nduja nduja in jar|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lartigiano|etnella|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larte di|morgan|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larte del|vino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lart|provencal rose magnum|??|p|??|??|??|2020|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lart|provencal rose|??|p|??|??|??|2019|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|lart du|vin club monthly subscription wee case|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lart du|vin club monthly subscription small case|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lart du|vin club monthly subscription large case|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lart du|vers terrasses du larzac calmel joseph|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lart du|vers|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsini|vino frizzante trocken 6 x 0|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|larsen|xo reserve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|xo reserve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=741
W|larsen|xo reserve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=741
W|larsen|xo paradise cellar 0 diszdobozban|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|xo extra dor bottle|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|xo bottle|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|xo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|xo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=747
W|larsen|xo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=747
W|larsen|xo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=747
W|larsen|winter blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|winter blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=751
W|larsen|wikingerschiff topaz gelb|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|wikingerschiff ozean|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|wikingerschiff jadegrun|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|wikingerschiff grau|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|vsop reserve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|vsop reserve|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=757
W|larsen|vsop pet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|vsop litro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|vsop bottle|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|vsop bottle|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=761
W|larsen|vsop azul|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|vsop 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|vsop|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|vsop|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=765
W|larsen|vsop|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=765
W|larsen|vsop|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=765
W|larsen|vs pet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|vs conac frances elegante y aromatico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|vs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|vs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=771
W|larsen|vs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=771
W|larsen|vs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=771
W|larsen|viking bell frosted sail ship|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|viking bell collection red sail ship|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|viking bell collection blue sail ship|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|viking bell blue ship|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|summer blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|spread in tube echtlachs salmon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|spread in tube caviar|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|salmon spread 100gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|mariscos ahumados en aceite vegetal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|mariscos ahumados en aceite vegetal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=783
W|larsen|marinated herring dill|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|kaviar creme 100gr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|k49 frankrike topografiskt pussel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|extra or in giftbox|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|drakkar silvery sculpture|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|drakkar silver sculpture|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|drakkar pure white|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|drakkar pure white|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=791
W|larsen|drakkar platinum|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|drakkar night blue|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|drakkar night blue|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=794
W|larsen|drakkar golden sculpture|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|drakkar golden sculpture|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=796
X
X
W|larsen|coopers nordic oak|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|caballa ahumada con pimienta en aceite|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|caballa ahumada con pimienta en aceite|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=801
W|larsen|arenque sazonado con bruschetta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|arenque sazonado con bruschetta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=803
W|larsen|agua ignis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larsen|larsen|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lars|swedish ginger snaps|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lars|heritage tote natural black|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|hyde vineyard estate merlot carneros|??|r|merlot|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|hyde sons carneros pinot|??|r|??|??|??|2010|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|hyde pinot noir estate hyde|??|r|pinot noir|??|??|2012|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|hyde carneros chardonnay|??|w|chardonnay|??|??|2012|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino wines laissez faire field blend western australia|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino wine set|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino uovo riesling frankland river australia|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino uovo nebbiolocabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino uovo nebbiolo cabernet frankland river|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino uovo nebbiolo cabernet|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino uovo chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino uovo chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino uovo chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino shiraz frankland river|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino sauvignon blanc|??|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino riesling great southern|??|w|riesling|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino riesling frankland river|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino pemberton chardonnay in bond ex vat eta may|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino pemberton chardonnay case of 3|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino pemberton chardonnay case|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino pemberton chardonnay|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino pedestal shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino pedestal shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=830
W|larry|cherubino pedestal semillon sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino pedestal sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino pedestal elevation red blend|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino pedestal chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino pedestal chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco|=835
W|larry|cherubino pedestal chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino pedestal chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=837
W|larry|cherubino pedestal cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino pedestal cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=839
W|larry|cherubino pedestal cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino pedestal cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=841
W|larry|cherubino margaret river chardonnay|au|w|chardonnay|margaret river|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino margaret river cabernet sauvignon|au|r|cabernet sauvignon|margaret river|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino margaret river cabernet sauvignon|au|r|cabernet sauvignon|margaret river|??|2015|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino laissez faire syrah|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino laissez faire syrah|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino laissez faire syrah western australia australia|??|r|syrah|??|??|2016|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino laissez faire riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino laissez faire pinot blanc|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino laissez faire iv shiraz grenache mataro counoise|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino laissez faire field blend western australia|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino laissez faire field blend|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino laissez faire field blend|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino laissez faire fiano frankland river|??|w|fiano|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino laissez faire fiano|??|w|fiano|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino laissez faire fiano|??|w|fiano|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco|=856
W|larry|cherubino laissez faire fiano|??|w|fiano|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino frankland river cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino frankland river cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino cherubino margaret river cabernet sauvignon 6 bottle case|au|r|cabernet sauvignon|margaret river|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino cherubino margaret river cabernet sauvignon|au|r|cabernet sauvignon|margaret river|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino caves road chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino caves road cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino cabernet sauvignon margaret river|au|r|cabernet sauvignon|margaret river|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino cabernet sauvignon margaret river|au|r|cabernet sauvignon|margaret river|??|2013|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino cabernet sauvignon frankland river|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino budworth cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino apostrophe stones throw blanc|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino apostrophe stones throw|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino apostrophe possessive reds|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino apostrophe possessive red|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino apostrophe posessive reds blend|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino ad hoc wallflower riesling|??|w|riesling|??|??|2025|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino ad hoc wallflower riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino ad hoc middle of everywhere shiraz|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino ad hoc middle of everywhere shiraz|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=878
W|larry|cherubino ad hoc middle of everywhere shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino ad hoc middle of everywhere shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|cherubino ad hoc hen chicken chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino ad hoc hen chicken chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino ad hoc hen and chicken chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|larry|cherubino ad hoc cruel mistress pinot noir case|??|r|pinot noir|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino ad hoc cruel mistress pinot noir|??|r|pinot noir|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino ad hoc cruel mistress pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino ad hoc cruel mistress pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=887
W|larry|cherubino ad hoc cruel mistress|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino ad hoc straw man|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|cherubino shiraz the yard|??|r|shiraz|??|??|2006|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larry|campbell teresa williams together by joan chiverton|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larry|campbell teresa williams darling be home soon by joan chiverton|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrossato|larrossato|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larroseur|rose|??|p|??|??|??|2021|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|larrosee|saintemilion grand cru|??|p|??|??|??|1990|12.5|grand cru|leve|saladas; peixes grelhados; massas leves|seco
W|larrosee|saintemilion grand cru|??|p|??|??|??|1982|12.5|grand cru|leve|saladas; peixes grelhados; massas leves|seco
W|larrosee|saintemilion grand cru|??|p|??|??|??|1982|12.5|grand cru|leve|saladas; peixes grelhados; massas leves|seco|=897
W|larrosee|saint emilion|fr|p|??|saint emilion|??|1998|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|larrosee|larrosee|??|p|??|??|??|2006|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|larrosee|larrosee|??|p|??|??|??|2006|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=900
W|larrosee|larrosee|??|p|??|??|??|2000|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|larrosee|larrosee|??|p|??|??|??|1998|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|larrosee|saintemillion|??|p|??|??|??|1988|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|larrosa|rose izadi|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|larrosa|rose|??|p|??|??|??|2020|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|larrosa|rose|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|larrosa|negra garnacha 91pts parker|??|r|garnacha|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrosa|izadi rioja|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrosa|garnacha blanca|??|r|garnacha|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrosa|blanca|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrosa|blanca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrosa|blanca|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=912
W|larrosa|larrosa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larroque|remi petnat gaillacoise|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larroque|larayre|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larroner|cerveza artesanal siete barrios|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrivethautbrion|larrivethautbrion|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrivethaut|brion damaged label|??|r|??|??|??|2000|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrivet|haut brion pessacleognan blanc 1|??|r|??|??|??|2010|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrivet|haut brion pessacleognan 1|??|r|??|??|??|1999|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrivet|haut brion pessac leognan|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrivet|haut brion blanc|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrivet|haut brion blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrivet|haut brion blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=924
W|larrivet|haut brion|??|r|??|??|??|2009|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrivet|haut brion|??|r|??|??|??|1996|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrivet|haut brion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrivet de|haut brion rood pessac leognan|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larringatore|doc colli perugini rosso goretti|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrikin|viii eighth bottling shiraz cabernet sauvignon mataro grenache|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|larrikin|small batch|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrikin|single barrel high wheat rye aged 8 years|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrikin|single barrel high wheat rye|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrikin|decade 100 rye|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrikin|bottled in bond aged 8 years|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrikin|allocation nation|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrieuterrefort|margaux|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrieu|jeanbernard lapeyre jurancon sec blanc|fr|r|??|jura|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larrets|hautes cotes de nuits maison pinot noar arnaud lopez|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
S
S
S
S
W|larressingle|vsop mg etui|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|larressingle|vsop con estuche|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
S
S
S
S
S
S
S
S
W|larressingle|vsop|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
