W|damoiseau arrange|mangue passion 30|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing orchids|white pink phalaenopsis|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dancing pines|chai liqueur|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing queen|queen|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing queen|queen|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=677
W|dancing queen|2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing queen|2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco|=679
W|dancing queen|2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing queen|2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco|=681
W|dancing queen|kologisk mousserende solbrvin copenhagen winery|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing queen|tilapaisesti loppu|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing rose|of zinfandel 2024|fr|p|zinfandel|??|??|2024|13.5|??|medio|frutos do mar, saladas|seco
W|dancing sands|explorers gift box|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing sands|greatest hits|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing sands|greatest hits gift box|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing stolzle|lausitz|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing tumbler|39|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing vines|lightsecco|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancing vines|sparkling wine low calorie organic spain|es|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|dancing vulcanos|750 stolzle|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
X
X
X
X
X
X
X
X
X
X
W|dancing with|music pierrots|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dancka|dancka|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dand pak|almonds salted|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dand pak|almonds salted 235g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dand pak|cashews salted 215g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dand pak|cluster nuts 180g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dand pak|pistachios salted|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dand pak|pistachios salted 160g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dand pak|trail mix with cranberries|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dand pak|trail mix with cranberries 227g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandar corn|sticks konfetka 180g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandar corn|sticks konfetka xxl 200g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandar peeled|sunflower seeds 200g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandar roasted|sunflower seeds xxl 300g|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandee classic|cuban sub 10 oz|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion|dandelion|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion|2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion|2024|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion|50 kapsler terranova|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion albarino|albarino|fr|w|albarino|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion albarino|albarino|fr|w|albarino|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=723
W|dandelion albarino|2024|fr|w|albarino|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion albarino|2024|fr|w|albarino|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco|=725
W|dandelion barossa|shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion barossa|shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=727
W|dandelion bodegas|nanclares y prieto salnes do rias baixas spanien|fr|r|??|??|??|NV|13.5|DO|encorpado|carne vermelha, queijo|seco
W|dandelion bonarda|natural 2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion bv|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion cab|sauv|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion cabernet|sauvignon pride of the fleurieu peninsula 2020|fr|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion chardonnay|argentina|ar|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion cidre|cidre|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion damsel|of barossa merlot|au|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion damsel|of the barossa merlot 2023|au|r|merlot|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion damsel|of the barossa merlot 2023|au|r|merlot|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=737
W|dandelion enchanted|riesling 2023|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion fearless|fronds coonawarra cabernet sauvignon 2021|fr|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion feminine|gel wash|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion kokoa|kamili tanzania|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion kokoa|kamili tanzania 70|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion legacy|of australia pedro ximenez xxxo|au|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|barossa shiraz 2017 australia|au|r|shiraz|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|barossa shiraz 2018 australia|au|r|shiraz|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|of barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|of barossa shiraz 2021 australia|au|r|shiraz|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|of barossa shiraz 202123|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|of barossa shiraz 2023 australia|au|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|of the barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|of the barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=752
W|dandelion lionheart|of the barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=752
W|dandelion lionheart|of the barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=752
W|dandelion lionheart|of the barossa shiraz 2019|au|r|shiraz|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|of the barossa shiraz 2019|au|r|shiraz|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=756
W|dandelion lionheart|of the barossa shiraz 2021|au|r|shiraz|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|of the barossa shiraz 2023|au|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|of the barossa shiraz 2023|au|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=759
W|dandelion lionheart|of the barossa shiraz 2023|au|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=759
W|dandelion lionheart|of the barossa shiraz 2023 6 pack|au|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|of the barossa shiraz 2023 half bottle|au|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|of the barossa shiraz 2024 6 pack|au|r|shiraz|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|of the barossa valley shiraz 6 x|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lionheart|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=766
W|dandelion lionheart|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=766
W|dandelion lions|tooth 2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion lions|tooth mclaren valley shiraz riesling 6 x|fr|w|riesling, shiraz|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion lions|tooth shiraz riesling|fr|w|riesling, shiraz|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion lions|tooth shiraz riesling|fr|w|riesling, shiraz|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=771
W|dandelion malbec|natural|fr|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion malbec|organico|fr|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion managerie|of barossa 2022 gsm|au|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion maya|mountain belize 70 2024 harvest|fr|r|??|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion menagerie|of barossa gsm|au|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion menagerie|of the barossa|au|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion menagerie|of the barossa grenache shiraz mataro|au|r|shiraz, grenache|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion muslin|cloth|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion pride|of fleurieu|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion pride|of the fleurieu cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion pride|of the fleurieu cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=782
W|dandelion pride|of the fleurieu cabernet sauvignon 2016|fr|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion pride|of the fleurieu cabernet sauvignon 2019|fr|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion pride|of the fleurieu cabernet sauvignon 2022|fr|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion pride|of the fleurieu cabernet sauvignon 2022|fr|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=786
W|dandelion red|queen of the eden valley shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion red|queen of the eden valley shiraz 2008|fr|r|shiraz|??|??|2008|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion red|queen shiraz 2019|fr|r|shiraz|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion riesling|riesling|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion riesling|eden valley australia|au|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion sauvignon|blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion semuliki|forest uganda 70 2022 harvest|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion shiraz|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion skin|contact|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion stemless|gls|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion tumaco|colombia|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion twilight|of the adelaide hills chardonnay|au|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion twilight|of the adelaide hills chardonnay|au|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=799
W|dandelion twilight|of the adelaide hills chardonnay 2024|au|w|chardonnay|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyard|lions tooth shirazriesling 2021|fr|r|riesling, shiraz|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|2022 lionheart of the barossa shiraz|au|r|shiraz|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|2023 enchanted garden of the eden valley riesling|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|cabernet sauvignon 2022|fr|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|cabernet sauvignon pride of the fleurieu|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|cabernet sauvignon pride of the fleurieu 2020|fr|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|cabernet sauvignon pride of the fleurieu 2020|fr|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco|=807
W|dandelion vineyards|cabernet sauvignon pride of the fleurieu peninsula|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|cabernet sauvignon pride of the fleurieu peninsula fleurieu 2023|fr|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|damsel merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|damsel of the barossa merlot|au|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|damsel of the barossa merlot|au|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=812
W|dandelion vineyards|damsel of the barossa merlot 2024 6 pack|au|r|merlot|??|??|2024|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|enchanted eden valley riesling|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|enchanted garden of the eden valley riesling 2022|fr|w|riesling|??|??|2022|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|enchanted garden of the eden valley riesling 2023 75cl|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|enchanted garden of the eden valley riesling 2024|fr|w|riesling|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|enchanted garden of the eden valley riesling 2024|fr|w|riesling|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco|=818
W|dandelion vineyards|enchanted garden of the eden valley riesling 2024|fr|w|riesling|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco|=818
W|dandelion vineyards|enchanted garden of the eden valley riesling 375ml 2021|fr|w|riesling|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|enchanted garden of the valley of eden riesling 2023 half|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|grenache shiraz mataro menagerie of the barossa|au|r|shiraz, grenache|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|honeypot of the barossa roussanne|au|w|roussanne|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|honeypot of the barossa roussanne 2024|au|w|roussanne|??|??|2024|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|honeypot roussanne|fr|w|roussanne|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|legacy of australia 30 year old pedro ximenez bottle|au|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|legacy of australia pedro ximanez|au|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|legacy of australia pedro ximenez xxxo|au|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|legacy of australia px 30 year|au|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|lionheart of barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|lionheart of the barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|lionheart of the barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=832
W|dandelion vineyards|lionheart of the barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=832
W|dandelion vineyards|lionheart of the barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=832
W|dandelion vineyards|lionheart of the barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=832
W|dandelion vineyards|lionheart of the barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=832
W|dandelion vineyards|lionheart of the barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=832
W|dandelion vineyards|lionheart of the barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=832
W|dandelion vineyards|lionheart of the barossa shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=832
W|dandelion vineyards|lionheart of the barossa shiraz 2018|au|r|shiraz|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|lionheart of the barossa shiraz 2018|au|r|shiraz|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco|=841
W|dandelion vineyards|lionheart of the barossa shiraz 2022|au|r|shiraz|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|lionheart of the barossa shiraz 2022|au|r|shiraz|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=843
W|dandelion vineyards|lionheart of the barossa shiraz 2023|au|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|lionheart of the barossa shiraz 2023|au|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=845
W|dandelion vineyards|lionheart of the barossa shiraz 2023|au|r|shiraz|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco|=845
W|dandelion vineyards|lionheart of the barossa shiraz 2223|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|lionheart of the barossa shiraz 2223|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=848
W|dandelion vineyards|lionheart of the barossa shiraz barossa|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|lionheart of the barossa shiraz barossa valley south australia 2019|au|r|shiraz|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|lionheart of the barossa shiraz demi|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|lionheart of the barossa shiraz half bottle 2022|au|r|shiraz|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|lions tooth shiraz riesling|fr|w|riesling, shiraz|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|lions tooth shiraz riesling 2017|fr|w|riesling, shiraz|??|??|2017|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|lions tooth shiraz riesling 2021|fr|w|riesling, shiraz|??|??|2021|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|menagerie grenache shiraz mataro|fr|r|shiraz, grenache|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|menagerie grenache shiraz mataro barossa|au|r|shiraz, grenache|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|menagerie of the barossa|au|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|menagerie of the barossa grenache shiraz mataro|au|r|shiraz, grenache|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|menagerie of the barossa grenache shiraz mataro 2019|au|r|shiraz, grenache|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|menagerie of the barossa grenache shiraz mataro 2023|au|r|shiraz, grenache|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|menagerie of the barossa grenache shiraz mataro 2223|au|r|shiraz, grenache|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|menagerie of the barossa grenacheshirazmataro|au|r|shiraz, grenache|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|menagerie of the barossa gsm|au|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|menagerie of the barossa gsm 2023|au|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|pedro ximenez legacy of australia xxxo|au|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|pedro ximenez px|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|pride of the fleurie cabernet sauvignon 2021|fr|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|pride of the fleurieu cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|pride of the fleurieu cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=870
W|dandelion vineyards|pride of the fleurieu cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=870
W|dandelion vineyards|pride of the fleurieu cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=870
W|dandelion vineyards|pride of the fleurieu cabernet sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=870
W|dandelion vineyards|pride of the fleurieu cabernet sauvignon 2018|fr|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|pride of the fleurieu cabernet sauvignon 2020|fr|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|pride of the fleurieu cabernet sauvignon 2021|fr|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|pride of the fleurieu cabernet sauvignon 2022|fr|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|pride of the fleurieu peninsula cabernet sauvignon 2017|fr|r|cabernet sauvignon|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|red queen of the eden valley shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|red queen of the eden valley shiraz 2015|fr|r|shiraz|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|red queen of the eden valley shiraz gift 2022|fr|r|shiraz|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|red queen shiraz 2018|fr|r|shiraz|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|riesling|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|riesling|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=884
W|dandelion vineyards|riesling|fr|w|riesling|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=884
W|dandelion vineyards|riesling 2023|fr|w|riesling|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|riesling enchanted garden of the eden valley 2025|fr|w|riesling|??|??|2025|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|roussanne honeypot of the barossa|au|w|roussanne|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|roussanne honeypot of the barossa barossa valley 2020|au|w|roussanne|??|??|2020|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|roussanne honeypot of the barossa barossa valley australia|au|w|roussanne|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|roussanne honeypot of the barossa barossa valley australia|au|w|roussanne|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=891
W|dandelion vineyards|sauvignon blanc|fr|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|sauvignon blanc wishing clock of the adelaide hills|au|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|sauvignon blanc wishing clock of the adelaide hills 2025|au|w|sauvignon blanc|??|??|2025|12.5|??|medio|peixe, frutos do mar|seco
W|dandelion vineyards|shiraz|fr|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|shiraz 2015|fr|r|shiraz|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|dandelion vineyards|shiraz 2022|fr|r|shiraz|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
