W|garzon|pinot noir rose reserva|??|p|pinot noir|??|??|2024|12.5|reserva|leve|aperitivos, frutos do mar, saladas|seco
W|gaspard|brochet 333b brut nature nv 1|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet 333c|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|brochet 333c brut nature nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet 333c brut nature nv 1|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet 333c nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|brochet 333d brut nature base|??|s|??|??|??|2021|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet 333d brut nature nv 1|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet 333d nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|brochet 333e brut nature nv 1|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet 333f brut nature champagne future arrival|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet 333f extra brut nv|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|brochet 333f extra brut rose nv|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|brochet ane tome iii|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|brochet assemblage le coq tome i extra brut champagne future arrival|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|brochet assemblage tome iv extra brut nature champagne france|fr|s|??|champagne|??|2021|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet brut nature 333f b22 mv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet brut nature 333f rose b22 mv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet champagne 333f extra brut base nv|fr|s|??|champagne|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|brochet champagne 333f extra brut base nv|fr|s|??|champagne|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|extra brut|=700
W|gaspard|brochet champagne 333f rose extra brut base nv|fr|s|??|champagne|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|brochet chardonnay tome ii magpie extra brut champagne nv|fr|s|chardonnay|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|brochet cochon pinot de sacy tome ii nv 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|brochet coteaux champenois chardonnayles plantes|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaspard|brochet coteaux champenois chardonnayles plantes|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=705
W|gaspard|brochet la pie tome i chardonnay extra brut nv 1|??|s|chardonnay|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|brochet la pie tome v extra brut nv|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|brochet la poule tome i extra brut nv champagne france|fr|s|??|champagne|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|brochet le coq assemblage extra brut champagne france|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|brochet le coq champagne france nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gaspard|brochet le renard tome ii brut nature nv champagne france|fr|s|??|champagne|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet le renard tome ii brut nature base|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet lecureuil tome ii brut nature nv champagne france|fr|s|??|champagne|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet lion tome iii pinot noir extra brut nv 1|??|s|pinot noir|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|brochet lion tome iv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|brochet lion tome iv nv 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|brochet nv champagne 333f brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet nv champagne le coq brut nature|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet nv champagne pinot noir le renard brut nature|fr|s|pinot noir|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet nv champagne pinot noir lecureuil brut nature|fr|s|pinot noir|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet pie tome iii|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|brochet pinot decureuil squirrel tome i extra brut champagne nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|brochet pinot noir tome iii lion extra brut champagne nv|fr|s|pinot noir|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|brochet pinot noir tome v extra brut nature champagne france|fr|s|pinot noir|champagne|??|2021|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet renard pinot noir tome ii blanc de noirs brut nature champagne future arrival|fr|s|pinot noir|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gaspard|brochet tome i donkey extra brut champagne nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|brochet tome ii donkey extra brut champagne nv|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|gaspard|bulles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|bulles rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gaspard|bulles sparkling rose nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gaspard|bulles sparkling rose nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=731
W|gaspard|cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|gaspard|cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|gaspard|cabernet franc|??|r|cabernet franc|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=733
W|gaspard|cabernet franc|??|r|cabernet franc|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|cabernet franc loire valley france|fr|r|cabernet franc|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|chenin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|chenin blanc|??|w|chenin blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaspard|chenin blanc 20022|??|w|chenin blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaspard|chenin blanc|??|w|chenin blanc|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaspard|chenin blanc|??|w|chenin blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaspard|chenin blanc|??|w|chenin blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaspard|chenin blanc loire valley france|fr|w|chenin blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gaspard|de la lune aoc bordeaux rouge|fr|r|??|bordeaux|??|2019|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|de la lune blanc bordeaux aoc|fr|w|??|bordeaux|??|nv|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
S
S
W|gaspard|gamay|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|gamay loire valley france|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|gamay|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gaspard|gamay|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=752
W|gattinara|tenute nervi|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|tenute nervi|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=754
W|gattinara|dura spanna|??|r|??|??|??|1979|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|dura spanna|??|r|??|??|??|1979|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=756
W|gattinara|dura spanna|??|r|??|??|??|1979|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=756
W|gattinara|gattinara|??|r|??|??|??|1982|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|gattinara|??|r|??|??|??|1982|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=759
W|gattinara|gattinara|??|r|??|??|??|1982|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=759
W|gattinara|gattinara|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|gattinara|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=762
W|gattinara|gattinara|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=762
W|gattinara|gattinara|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|gattinara|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=765
W|gattinara|gattinara|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=765
W|gattinara|gattinara|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=765
W|gattinara|sergio gattinara|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|gattinara|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|gattinara|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=770
W|gattinara|gattinara|??|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=770
W|gattinara|gattinara|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|gattinara|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=773
W|gattinara|gattinara|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=773
W|gattinara|gattinara|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|gattinara|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|gattinara|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=777
W|gattinara|gattinara|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|travaglini|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|gattinara|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|gattinara|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|cantine nervi conterno|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|altergo|??|r|??|??|??|1957|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|altergo|??|r|??|??|??|1957|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=784
W|gattinara|altergo|??|r|??|??|??|1957|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=784
W|gattinara|amadeo turba riserva|??|r|??|??|??|1961|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|amedeo|??|r|??|??|??|1957|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|antoniolo docg|??|r|??|??|??|1967|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|barra|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|barra|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=790
W|gattinara|barra|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=790
W|gattinara|barra|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=790
W|gattinara|barra elegant red wine|??|r|??|??|??|1968|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|barra elegant rott vin|??|r|??|??|??|1968|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|barra elegante rode wijn|??|r|??|??|??|1968|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|barra docg|??|r|??|??|??|1970|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|barra spanna|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|berteletti|??|r|??|??|??|1954|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|berteletti|??|r|??|??|??|1955|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|berteletti doc|??|r|??|??|??|1970|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|berteletti docg|??|r|??|??|??|1975|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|berteletti spanna|??|r|??|??|??|1954|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|berteletti spanna|??|r|??|??|??|1957|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|bertolo|??|r|??|??|??|1964|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|bertolo|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|bertolo|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=806
W|gattinara|bertolo docg|??|r|??|??|??|1982|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|borgo|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|borgo|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=809
W|gattinara|borgo|??|r|??|??|??|1958|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=809
W|gattinara|botgo doc|??|r|??|??|??|1961|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|brugo doc|??|r|??|??|??|1976|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|buccellino piero|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|buccellino piero|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=814
W|gattinara|buccellino piero|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=814
W|gattinara|buccellino piero|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=814
W|gattinara|cantine borgo|??|r|??|??|??|1975|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|cantine borgo doc|??|r|??|??|??|1979|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|cantine diver|??|r|??|??|??|1954|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|cantine diver|??|r|??|??|??|1954|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=820
W|gattinara|cantine diver|??|r|??|??|??|1954|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=820
W|gattinara|cantine nervi ii rosato domaine conterno|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gattinara|casa vinicola|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|casa vinicola|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=824
W|gattinara|casa vinicola|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=824
W|gattinara|casa vinicola|??|r|??|??|??|1976|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=824
W|gattinara|castello di lozzole doc|??|r|??|??|??|1961|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|castello di lozzolo|??|r|??|??|??|1961|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|castello di lozzolo|??|r|??|??|??|1962|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|castello di lozzolo|??|r|??|??|??|1962|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=830
W|gattinara|castello di lozzolo docg|??|r|??|??|??|1964|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|castello lozzolo doc|??|r|??|??|??|1961|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|conterno cantine nervi|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|conterno cantine nervi|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|conterno cantine nervi|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|doc|??|r|??|??|??|1961|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|doc|??|r|??|??|??|1961|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=837
W|gattinara|doc|??|r|??|??|??|1964|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|doc|??|r|??|??|??|1964|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|gattinara|doc|??|r|??|??|??|1967|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|doc|??|r|??|??|??|1970|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|doc wit|??|r|??|??|??|1986|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|doc luigi caldi|??|r|??|??|??|1974|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|doc selezione|??|r|??|??|??|1971|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=846
W|gattinara|docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=846
W|gattinara|docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=846
W|gattinara|docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=846
W|gattinara|docg|??|r|??|??|??|1964|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg|??|r|??|??|??|2016|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg|??|r|??|??|??|2017|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg nervi|??|r|??|??|??|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg antonio vallana|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg doppio nervi|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg nervi|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg torraccia del piantavigna|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg cantine nervi|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg cantine nervi|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=861
W|gattinara|docg cantine nervi|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=861
W|gattinara|docg cantine nervi|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=861
W|gattinara|docg cantine nervi|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=861
W|gattinara|docg cantine nervi conterno|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg travaglini|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg cantine nervi|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg cantine nervi|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=869
W|gattinara|docg cantine nervi|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=869
W|gattinara|docg cantine nervi|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=869
W|gattinara|docg cantine nervi|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=869
W|gattinara|docg stefano vegis|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg travaglini|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg travaglini|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|gattinara|docg travaglini|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|gattinara|docg travaglini|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|gattinara|docg travaglini|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=875
W|gattinara|docg vallana|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg vallana|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=880
W|gattinara|docg vallana|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=880
W|gattinara|docg vallana|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=880
W|gattinara|docg vallana|??|r|??|??|??|2021|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=880
W|gattinara|docg|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg cantine nervi|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg cantine nervi conterno|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg travaglini cassetta di legno|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg travaglini cassetta di legno|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gattinara|docg travaglini cassetta di legno|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gattinara|docg travaglini cassetta di legno|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=888
W|gattinara|docg nervi conterno|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg travaglini|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg travaglini|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|gattinara|docg travaglini|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|gattinara|docg travaglini|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|gattinara|docg travaglini|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|gattinara|docg travaglini|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|gattinara|docg travaglini|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=893
W|gattinara|docg antoniolo 0|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=846
W|gattinara|docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=846
W|gattinara|docg monsecco|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg nervi|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg osso san grato antoniolo|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg osso san grato antoniolo|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=905
W|gattinara|docg osso san grato antoniolo|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=905
W|gattinara|docg riserva|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg riserva travaglini|??|r|??|??|??|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg riserva molsino cantine nervi conterno|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg riserva molsino cantine nervi|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gattinara|docg riserva valferana cantine nervi conterno|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
