W|grissini|integral 100gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld furmint bio|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld furmint dry|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld furmint dry organic|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld furmint extra brut|??|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|grof|degenfeld furmint extra brut bio|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|grof|degenfeld furmint extra brut bio|??|s|??|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|extra brut
W|grof|degenfeld furmint organic|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld furmint zomborka tokaji pdo|hu|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld harslevelu bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld imperial topaz valley harslevelu|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld late harvest fortissimo|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|grof|degenfeld muscat blanc 11|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld muscat blanc bio felszaraz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld muscat blanc organic|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld organic orange wine|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld organic tokaji brut sparkling wine|hu|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grof|degenfeld organic tokaji harslevelu|hu|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld organic tokaji muscat blanc offdry|hu|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld organic tokaji szamorodni|hu|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld organikus muscat blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld szamorodni bio edes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld szamorodni selection edes|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld szolobirtok|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld terezia harslevelu organic|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld terezia organikus harslevelu|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld terezia organikus harslevelu|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld tokaj bio harslevelu pdo|hu|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld tokaji 6 puttonyos|hu|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld tokaji andante|hu|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld tokaji aszu 5 puttonyos|hu|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld tokaji aszu 6 puttonyos|hu|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld tokaji aszu 6 puttonyos|hu|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=721
W|grof|degenfeld tokaji aszu eszencia|hu|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld tokaji aszu selection|hu|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld tokaji furmint|hu|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld tokaji natureszencia|hu|r|??|??|??|1999|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld tokaji natureszencia|hu|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld tokaji organikus furmint|hu|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld tokaji organikus harslevelu|hu|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld tokaji szamorodni edes|hu|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld tokaji szamorodni premium|hu|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld tokaji szamorodni selection mb|hu|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|degenfeld zomborka bio furmint|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|degenfeld zomborka organikus furmint|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grof|millenium vintage|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|millenium vintage|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=735
W|grof|zout met kruiden voor vis|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grof|zout met kruiden voor vlees|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groffier|bonnesmares grand cru|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|groffier|bourgogne rouge|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groffier|chambolle musigny cru les haut doix|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groffier|gevrey chambertin les seuvrees|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groffier|gevrey chambolle musigny cru les sentiers|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groffier|robert chambollemusigny cru les amoureuses|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groffier|robert chambolle musigny cru sentiers|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groffier|robert chambolle musigny cru sentiers|??|r|??|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groffier|robert chambolle musigny cru sentiers|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groffier|robert chambollemusigny cru les amoureuses|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groffier|robert gevrey chambertin les seuvrees|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grofi|harslevelu|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groft|stensalt 1kg aurion|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|au rhum bigallet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|au rhum bigallet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=752
W|grog|citrus variety pack in store pickup only|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|grape 59 cans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|grog|grapepeach variety pack in store pickup only|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|lemon ice|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|lemon ice 59 cans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|maison turin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|mandarin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|mandarin 59 cans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|mixed cans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|mixed cans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=763
W|grog|peach 59 cans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|peach cans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|pineapple 10x330c|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|pineapple 6 cans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|pineapple cans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grog|pineapple nz 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
S
S
W|grog|variety pack 12oz cans|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groger|pierre vin de france pinot noir complique|fr|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groggi|solbrglgg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groh|grohsartig weiburgunder chardonnay trocken|??|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|blanc de blanc brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|grohl|blanc de noir|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|blanc de noir 6 fl a|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|cabernet sauvigno merlot kranzberg|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|chardonnay 6 fl a|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|chardonnay nierstein|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|chardonnay weiburgunder trocken|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|cuvee pure|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|dalheim blanc de noir trocken|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|dalheim fruhburgunder trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|dalheim grauer burgunder trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|dalheim n73 spatburgunder|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|dalheim n77 fruhburgunder|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|dalheim spatburgunder alte reben trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|fruhburgunder dalheim|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|fruhburgunder dalheim 6 fl a|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|fruhburgunder rheinhessen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|goldberg pinot noir 6 fl a|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|grauburgunder 6 fl a|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|grauburgunder trocken 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|grauer burgunder trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|holle nierstein n70 pinot noir|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|kerner kabinett|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|nierstein roter hang n93 riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|niersteiner chardonnay 6 fl a|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|niersteiner n15 chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|niersteiner riesling kabinett roter hang|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|niersteiner riesling roter hang 24|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|pettenthal niersteiner n94 riesling|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|pettenthal riesling|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|pinot noir exstra brut 6 fl a|??|s|pinot noir|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grohl|pinot noir herrenberg barrique|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|pinot noir holle|??|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|pinot noir niersteiner holle barrique trocken|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|pinot noir niersteiner holle trocken 1|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|pinot noir oppenheimer herrenberg trocken|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|poesie 6 fl a|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|riesling auslese sacktrager franziska g|??|d|riesling|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|grohl|riesling feinherb 6 fl a|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|riesling nierstein roter hang|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|riesling niersteiner olberg reserve trocken|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|riesling niersteiner olberg trocken 15 liter|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|riesling oppenheimer feinherb|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|riesling oppenheimer kalkstein alte reben trocken|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|riesling oppenheimer sacktrager auslese franziska g|??|d|riesling|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|grohl|riesling oppenheimer schutzenhutte alte stadtmauer tro|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|riesling pettenthal niersteiner trocken|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|riesling roter hang 12 abv|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|riesling roter hang trocken nierstein|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|riesling sekt brut 6 fl a|??|s|riesling|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grohl|riesling sekt n45 brut|??|s|riesling|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grohl|riesling trocken 1|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|riesling trocken 6 fl a|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|rosa wildblute|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|rose trocken 1|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grohl|sauvignon blanc 6 fl a|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|sauvignon blanc alkoholfrei|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|sauvignon blanc trocken|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|sauvignon blanc trocken|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=835
W|grohl|sauvignon blanc trocken 1|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grohl|scheurebe|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|scheurebe fruchtig|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|scheurebe fruchtig 8|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|scheurebe halbtrocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|scheurebe trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|scheurebe trocken 22|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|scheurebe trocken 24|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|secco weis n121|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|sekt cuvee pure brut nature|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|grohl|sekt pinot blanc brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grohl|sekt pinot blanc brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=847
W|grohl|sekt pinot noir extra trocken|??|s|pinot noir|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grohl|silvaner wurzelecht|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|sinnesrausch rose 6 fl a|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grohl|sinnesrausch rose trocken|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grohl|smagskasse med 6 fl a|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|spatburgunder|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|spatburgunder alte reben dalheim trocken|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|spatburgunder tradition 6 fl a|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|spatburgunder trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|spatburgunder trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=857
W|grohl|weiburgunder trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|weiburgunder weinolsheim trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|weier burgunder holle|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|weinlaune 6 fl a|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|weinlaune halbtocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|weinolsheim n17 weissburgunder|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|weinolsheimer weier burgunder jubilaumswein 6 fl a|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|weissburgunder 450 jahr jubilumsausgabe 6 fl a|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grohl|weisser burgunder nierstein kalkstein trocken|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groiss|auf der henne riesling reserve|??|w|riesling|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gemischter satz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groiss|gemischter satz|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groiss|gemischter satz braitenpuechtorff|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groiss|gruner veltl res ried in der schablau|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groiss|gruner veltl res ried in der schablau|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groiss|gruner veltl res ried in der schablau|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groiss|gruner veltliner|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=876
W|groiss|gruner veltliner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=876
W|groiss|gruner veltliner|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltliner braitenpuechtorff wv|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltliner braitenpuechtorff wv|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltliner in der shablau|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltliner pankratz single vineyard|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltliner ried pankraz reserve|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltliner ried pankraz reserve|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltliner sauber c21|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltliner sauberg tradition single vineyard|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltliner weinviertel|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltliner weinviertel dac|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltliner weinviertel dac|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltliner weinviertel dac|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|gruner veltner pankraz 21|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groiss|gruner veltner sauberg 21|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groiss|gruner veltner weinviertal 21|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groiss|gruner veltner weinviertel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groiss|pankraz gruner veltliner reserve|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|ried in der schablau reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groiss|ried pankraz reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groiss|riesling brait|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|groiss|rose ried hasenhaide|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|groiss|rose ried hasenhaide|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=900
W|groiss|zweigelt organic classic wagram austria|at|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|et nature blue lobster rillettes with kari gosse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|et nature bretonne scallop rillettes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|et nature crab rillettes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|et nature mackerel rillettes with sichuan pepper|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|et nature rillettes lobster|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|et nature rillettes mackerel with sichuan peppercorn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|groix|nature coffret mini rillettes de la mer 430g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|nature rillettes de crabe 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|nature rillettes de dorade aux petits legumes 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|nature rillettes de haddock au curry 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|nature rillettes de homard au kari gosse|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|nature rillettes de langoustine au safran breton|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|nature rillettes de maquereau au poivre de sichuan 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|groix|nature rillettes de noix de st jacques cuisinees a la bretonne|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
