1. W|christian bellang et fils|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
578. W|domaine michel bouzereau et fils|meursault 1er cru charmes du dessus|fr|w|chardonnay|bourgogne|meursault|2014|13.5|AOC|medio|peixe, frutos do mar|seco
579. W|domaine michel bouzereau et fils|meursault 1er cru charmes du dessus|fr|w|chardonnay|bourgogne|meursault|2012|13.5|AOC|medio|peixe, frutos do mar|seco
580. W|domaine michelot|meursault 1er cru charmes domaine michelot burgundy france|fr|w|chardonnay|bourgogne|meursault|2018|13.5|AOC|medio|peixe, frutos do mar|seco
581. W|domaine latourgiraud|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
582. W|dess 0|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
583. W|charmes ampeau|meursault 1er cru|fr|w|chardonnay|bourgogne|meursault|2002|13.5|AOC|medio|peixe, frutos do mar|seco
584. W|domaine chavychouet|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2024|13.5|AOC|medio|peixe, frutos do mar|seco
585. W|david moret|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2024|13.5|AOC|medio|peixe, frutos do mar|seco
586. W|domaine matrot|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2023|13.5|AOC|medio|peixe, frutos do mar|seco
587. W|domaine guy bocard|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2023|13.5|AOC|medio|peixe, frutos do mar|seco
588. W|domaine francois mikulski|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2023|13.5|AOC|medio|peixe, frutos do mar|seco
589. W|domaine des comtes lafon|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2023|13.5|AOC|medio|peixe, frutos do mar|seco
590. W|antoine jobard|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2023|13.5|AOC|medio|peixe, frutos do mar|seco
591. W|vincent latour|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
592. W|domaine roulot|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
593. W|domaine matrot|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
594. W|domaine guy bocard|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
595. W|domaine des comtes lafon|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
596. W|domaine chavychouet|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
597. W|david moret|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
598. W|meursault charmes|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
599. W|domaine matrot|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2021|13.5|AOC|medio|peixe, frutos do mar|seco
600. W|domaine francois mikulski|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2021|13.5|AOC|medio|peixe, frutos do mar|seco
601. W|domaine des comtes lafon|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2021|13.5|AOC|medio|peixe, frutos do mar|seco
602. W|domaine roulot|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2020|13.5|AOC|medio|peixe, frutos do mar|seco
603. W|domaine matrot|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2020|13.5|AOC|medio|peixe, frutos do mar|seco
604. W|domaine francois mikulski|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2020|13.5|AOC|medio|peixe, frutos do mar|seco
605. W|domaine des comtes lafon|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2020|13.5|AOC|medio|peixe, frutos do mar|seco
606. W|domaine roulot|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2019|13.5|AOC|medio|peixe, frutos do mar|seco
607. W|domaine matrot|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2019|13.5|AOC|medio|peixe, frutos do mar|seco
608. W|domaine francois mikulski|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2019|13.5|AOC|medio|peixe, frutos do mar|seco
609. W|domaine des comtes lafon|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2019|13.5|AOC|medio|peixe, frutos do mar|seco
610. W|david moret|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2019|13.5|AOC|medio|peixe, frutos do mar|seco
611. W|domaine roulot|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2018|13.5|AOC|medio|peixe, frutos do mar|seco
612. W|domaine rougeot pere et fils|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2018|13.5|AOC|medio|peixe, frutos do mar|seco
613. W|domaine matrot|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2018|13.5|AOC|medio|peixe, frutos do mar|seco
614. W|meursault charmes|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2018|13.5|AOC|medio|peixe, frutos do mar|seco
615. W|david moret|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2017|13.5|AOC|medio|peixe, frutos do mar|seco
616. W|domaine michel bouzereau et fils|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2016|13.5|AOC|medio|peixe, frutos do mar|seco
617. W|domaine henri boillot|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2016|13.5|AOC|medio|peixe, frutos do mar|seco
618. W|meursault charmes|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2016|13.5|AOC|medio|peixe, frutos do mar|seco
619. W|domaine francois mikulski|meursault 1er cru charmes|fr|w|chardonnay|bourgogne|meursault|2015|13.5|AOC|medio|peixe, frutos do mar|seco
620. W|cru charmes|meursault 1er|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
621. W|cru charmes|meursault 1er|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=620
622. W|cru charmes|meursault 1er|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=620
623. W|cru charmes|meursault 1er|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=620
624. W|cru charmes|meursault 1er|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=620
625. W|caillerets pillot|meursault 1er cru|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
626. W|meursault caillerets|meursault 1er cru caillerets|fr|w|chardonnay|bourgogne|meursault|2023|13.5|AOC|medio|peixe, frutos do mar|seco
627. W|coche dury|meursault 1er cru caillerets|fr|w|chardonnay|bourgogne|meursault|2019|13.5|AOC|medio|peixe, frutos do mar|seco
628. W|coche dury|meursault 1er cru caillerets|fr|w|chardonnay|bourgogne|meursault|2019|13.5|AOC|medio|peixe, frutos do mar|seco|=627
629. W|domaine buisson charles|meursault 1er cru bouchescheres|fr|w|chardonnay|bourgogne|meursault|2023|13.5|AOC|medio|peixe, frutos do mar|seco
630. W|meursault bouchescheres|meursault 1er cru bouchescheres|fr|w|chardonnay|bourgogne|meursault|2020|13.5|AOC|medio|peixe, frutos do mar|seco
631. W|meursault boucheres|meursault 1er cru boucheres|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
632. W|domaine roulot|meursault 1er cru boucheres|fr|w|chardonnay|bourgogne|meursault|2017|13.5|AOC|medio|peixe, frutos do mar|seco
633. W|blagny thomas|meursault 1er cru|fr|w|chardonnay|bourgogne|meursault|2016|13.5|AOC|medio|peixe, frutos do mar|seco
634. W|louis jadot|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
635. W|blagny blanc|meursault 1er cru|fr|w|chardonnay|bourgogne|meursault|2023|13.5|AOC|medio|peixe, frutos do mar|seco
636. W|david moret|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2024|13.5|AOC|medio|peixe, frutos do mar|seco
637. W|domaine michel bouzereau et fils|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2023|13.5|AOC|medio|peixe, frutos do mar|seco
638. W|domaine matrot|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2023|13.5|AOC|medio|peixe, frutos do mar|seco
639. W|david moret|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2023|13.5|AOC|medio|peixe, frutos do mar|seco
640. W|antoine jobard|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2023|13.5|AOC|medio|peixe, frutos do mar|seco
641. W|domaine michel bouzereau et fils|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
642. W|domaine matrot|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
643. W|david moret|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
644. W|meursault blagny|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
645. W|domaine matrot|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2021|13.5|AOC|medio|peixe, frutos do mar|seco
646. W|david moret|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2021|13.5|AOC|medio|peixe, frutos do mar|seco
647. W|domaine michel bouzereau et fils|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2020|13.5|AOC|medio|peixe, frutos do mar|seco
648. W|domaine matrot|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2020|13.5|AOC|medio|peixe, frutos do mar|seco
649. W|bouton|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2020|13.5|AOC|medio|peixe, frutos do mar|seco
650. W|domaine michel bouzereau et fils|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2019|13.5|AOC|medio|peixe, frutos do mar|seco
651. W|david moret|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2019|13.5|AOC|medio|peixe, frutos do mar|seco
652. W|vincent girardin|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2017|13.5|AOC|medio|peixe, frutos do mar|seco
653. W|domaine michel bouzereau et fils|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2017|13.5|AOC|medio|peixe, frutos do mar|seco
654. W|domaine michel bouzereau et fils|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2015|13.5|AOC|medio|peixe, frutos do mar|seco
655. W|antoine jobard|meursault 1er cru blagny|fr|w|chardonnay|bourgogne|meursault|2012|13.5|AOC|medio|peixe, frutos do mar|seco
656. W|cru blagny|meursault 1er|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
657. W|les charmes domaine piguetgirardin|meursault 1er cru|fr|w|chardonnay|bourgogne|meursault|2021|13.5|AOC|medio|peixe, frutos do mar|seco
658. W|1er cru|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
659. W|charmes boyermartenot|meursault 1er|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
660. W|04 vincent|meursault 1er charmes|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
661. W|georges noellat|meursault 1er aux cras|fr|w|chardonnay|bourgogne|meursault|2020|13.5|AOC|medio|peixe, frutos do mar|seco
662. W|de beaune|meursault 1c charmes cuvee de bahezre de lanlay pierre yves colin morey hospices|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
663. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|1994|13.5|AOC|medio|peixe, frutos do mar|seco
664. W|domaine michelot|meursault|fr|w|chardonnay|bourgogne|meursault|1993|13.5|AOC|medio|peixe, frutos do mar|seco
665. W|morin|meursault|fr|w|chardonnay|bourgogne|meursault|1989|13.5|AOC|medio|peixe, frutos do mar|seco
666. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|1957|13.5|AOC|medio|peixe, frutos do mar|seco
667. W|domaine colinmorey|meursault 1 er cru charmes|fr|w|chardonnay|bourgogne|meursault|2013|13.5|AOC|medio|peixe, frutos do mar|seco
668. W|domaine de la commaraine|meursault 1 cru santenots|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
669. W|domaine philippe bouzereau|meursault 1 cru poruzots blanc|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
670. W|le moine|meursault 1 cru perrieres lucien|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
671. W|cru perrieres|meursault 1|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
672. W|les ravelles|meursault 1 cru|fr|w|chardonnay|bourgogne|meursault|2023|13.5|AOC|medio|peixe, frutos do mar|seco
673. W|les perrieres|meursault 1 cru|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
674. W|les charmes|meursault 1 cru|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
675. W|jobard branco|meursault 1 cru le poruzot remi|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
676. W|goutte dor|meursault 1 cru la|fr|w|chardonnay|bourgogne|meursault|2020|13.5|AOC|medio|peixe, frutos do mar|seco
677. W|eksklusiv hvidvin|meursault 1 cru ko poruzotdess|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
678. W|remi jobard|meursault 1 cru ko poruzot dessus elevage prolonge|fr|w|chardonnay|bourgogne|meursault|2022|13.5|AOC|medio|peixe, frutos do mar|seco
679. W|remi jobard|meursault 1 cru ko poruzot dessus elevage prolonge|fr|w|chardonnay|bourgogne|meursault|2020|13.5|AOC|medio|peixe, frutos do mar|seco
680. W|remi jobard|meursault 1 cru ko poruzot dessus elevage prolonge|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
681. W|domaine remi jobard|meursault 1 cru ko poruzot dessus|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
682. W|goutte dor|meursault 1 cru|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
683. W|saint genesys|meursault 1 cru charmes les heritieres|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
684. W|cru charmes|meursault 1|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
685. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco
686. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
687. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
688. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
689. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
690. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
691. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
692. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
693. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
694. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
695. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
696. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
697. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
698. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
699. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
700. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
701. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
702. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
703. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
704. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
705. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
706. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
707. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
708. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
709. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
710. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
711. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
712. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
713. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
714. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
715. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
716. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
717. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
718. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
719. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
720. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
721. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
722. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
723. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
724. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
725. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
726. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
727. W|meursault|meursault|fr|w|chardonnay|bourgogne|meursault|NV|13.5|AOC|medio|peixe, frutos do mar|seco|=685
728. X
729. X
730. W|meurgey croses|vireclesse vieilles vignes maconnais france|fr|w|chardonnay|bourgogne|maconnais|2019|13|AOC|leve|peixe, frutos do mar|seco
731. W|meurgey croses|vireclesse vieilles vignes|fr|w|chardonnay|bourgogne|maconnais|2022|13|AOC|leve|peixe, frutos do mar|seco
732. W|meurgey croses|saintveran clos de la maison|fr|w|chardonnay|bourgogne|maconnais|2023|13|AOC|leve|peixe, frutos do mar|seco
733. W|meurgey croses|maconuchizy|fr|w|chardonnay|bourgogne|maconnais|2022|13|AOC|leve|peixe, frutos do mar|seco
734. W|meurgey croses|macon uchizy maconnais france|fr|w|chardonnay|bourgogne|maconnais|2021|13|AOC|leve|peixe, frutos do mar|seco
735. W|meurgey croses|chardonnay maconuchizy maconnais burgundy france|fr|w|chardonnay|bourgogne|maconnais|2022|13|AOC|leve|peixe, frutos do mar|seco
736. W|meurgey croses|vireclesse  burgundy france|fr|w|chardonnay|bourgogne|maconnais|2022|13|AOC|leve|peixe, frutos do mar|seco
737. W|meuniers des moines|1er cru|fr|s|pinot meunier|champagne|??|NV|12|AOC|leve|petiscos, frutos do mar|brut
738. X
739. W|meunier|sur sable non dose|fr|s|??|champagne|??|2022|12|??|leve|petiscos, frutos do mar|brut nature
740. W|meunier|perpetuel extra brut nv champagne|fr|s|??|champagne|??|NV|12|??|leve|petiscos, frutos do mar|extra brut
741. W|meunier|perpetuel 9220|fr|s|??|champagne|??|NV|12|??|leve|petiscos, frutos do mar|brut
742. W|meunier|mr vin de france|fr|s|??|champagne|??|NV|12|??|leve|petiscos, frutos do mar|brut
743. S
744. S
745. S
746. S
747. W|meunier|exploration|fr|s|??|champagne|??|NV|12|??|leve|petiscos, frutos do mar|brut
748. W|meunier|dantan champagne serveaux|fr|s|??|champagne|??|NV|12|??|leve|petiscos, frutos do mar|brut
749. W|meunier|dailleurs|fr|s|??|champagne|??|NV|12|??|leve|petiscos, frutos do mar|brut
750. W|meunier|chardonnay|fr|w|chardonnay|france|??|2023|13|??|leve|petiscos, frutos do mar|seco
751. W|meunier|brut rose|fr|s|??|champagne|??|NV|12|??|leve|petiscos, frutos do mar|brut
752. W|meunier|brut blanc|fr|s|??|champagne|??|NV|12|??|leve|petiscos, frutos do mar|brut
753. W|meunier|blanc de noirs fox fox|fr|s|pinot noir, pinot meunier|champagne|??|2014|12|??|leve|petiscos, frutos do mar|brut
754. S
755. W|meunier|meunier|fr|s|??|champagne|??|2022|12|??|leve|petiscos, frutos do mar|brut
756. W|meunier|meunier|fr|s|??|champagne|??|NV|12|??|leve|petiscos, frutos do mar|brut
757. W|meum|regional alentejano tinto|pt|r|??|alentejo|??|2019|14|IGP|encorpado|carne vermelha, queijos|seco
758. W|meulnart pere et fils|clos bernarde rose de 1ere taille|fr|s|??|champagne|??|2001|12|AOC|leve|petiscos, frutos do mar|brut
759. W|meuliere|fourneaux chablis premier cru|fr|w|chardonnay|bourgogne|chablis|NV|13|AOC|medio|peixe, frutos do mar|seco
760. W|meuliere|fourneaux chablis premier cru|fr|w|chardonnay|bourgogne|chablis|NV|13|AOC|medio|peixe, frutos do mar|seco|=759
761. W|meuliere|chablis|fr|w|chardonnay|bourgogne|chablis|NV|12.5|AOC|medio|peixe, frutos do mar|seco
762. W|meuliere|chablis|fr|w|chardonnay|bourgogne|chablis|NV|12.5|AOC|medio|peixe, frutos do mar|seco|=761
763. W|meuliere|chablis|fr|w|chardonnay|bourgogne|chablis|NV|12.5|AOC|medio|peixe, frutos do mar|seco|=761
764. W|meulenhof|wehlener sonnenuhr riesling spatlese alte reben|de|w|riesling|mosel|wehlener sonnenuhr|2016|9.5|??|leve|petiscos, peixe|doce
765. W|meulenhof|riesling trocken gg erdener treppchen|de|w|riesling|mosel|erdener treppchen|2020|12.5|VDP|leve|petiscos, peixe|seco
766. W|meulenhof|riesling feinherb|de|w|riesling|mosel|??|2024|10.5|??|leve|petiscos, peixe|demi-sec
767. W|meulenhof|erdener treppchen riesling spatlese alte reben|de|w|riesling|mosel|erdener treppchen|2021|9.5|??|leve|petiscos, peixe|doce
768. W|meulenhof|erdener treppchen riesling spatlese alte reben|de|w|riesling|mosel|erdener treppchen|2015|9.5|??|leve|petiscos, peixe|doce
769. W|meulenhof|erdener treppchen riesling spatlese  udsolgt|de|w|riesling|mosel|erdener treppchen|2002|9.5|??|leve|petiscos, peixe|doce
770. W|meulenhof|erdener treppchen riesling kabinett mosel germany|de|w|riesling|mosel|erdener treppchen|2021|9|??|leve|petiscos, peixe|demi-sec
771. W|meulenhof|erdener treppchen riesling kabinett mosel germany  case|de|w|riesling|mosel|erdener treppchen|2020|9|??|leve|petiscos, peixe|demi-sec
772. W|meulenhof|erdener treppchen riesling kabinett mosel germany|de|w|riesling|mosel|erdener treppchen|2018|9|??|leve|petiscos, peixe|demi-sec
773. W|meulenhof|erdener treppchen riesling grosses gewachs mosel germany|de|w|riesling|mosel|erdener treppchen|2020|11.5|??|leve|petiscos, peixe|seco
774. W|meulenhof|erdener treppchen riesling groes gewachs|de|w|riesling|mosel|erdener treppchen|2018|11.5|??|leve|petiscos, peixe|seco
775. W|meulenhof|erdener treppchen riesling gg|de|w|riesling|mosel|erdener treppchen|2019|11.5|??|leve|petiscos, peixe|seco
776. W|meulenhof|erdener treppchen riesling auslese|de|w|riesling|mosel|erdener treppchen|2018|8.5|??|leve|petiscos, peixe|doce
777. W|meulenhof|erdener treppchen riesling auslese|de|w|riesling|mosel|erdener treppchen|2015|8.5|??|leve|petiscos, peixe|doce
778. W|meulenhof|erdener treppchen riesling auslese|de|w|riesling|mosel|erdener treppchen|2011|8.5|??|leve|petiscos, peixe|doce
779. W|meulenhof|erdener treppchen riesling auslese|de|w|riesling|mosel|erdener treppchen|2010|8.5|??|leve|petiscos, peixe|doce
780. W|meulenhof|erdener pralat riesling spatlese|de|w|riesling|mosel|erdener pralat|2012|9.5|??|leve|petiscos, peixe|doce
781. W|meulenhof|erdener pralat riesling grosses gewachs|de|w|riesling|mosel|erdener pralat|2021|11.5|??|leve|petiscos, peixe|seco
782. W|meulenhof|erdener pralat riesling groes gewachs|de|w|riesling|mosel|erdener pralat|2018|11.5|??|leve|petiscos, peixe|seco
783. W|meulenhof|erdener bulay riesling eiswein|de|w|riesling|mosel|??|2000|7.5|??|leve|petiscos, peixe|doce
784. W|meulenhof|devonschiefer riesling trocken|de|w|riesling|mosel|devonschiefer|2023|12|??|leve|petiscos, peixe|seco
785. W|meulenhof|erdener treppchen riesling auslese alte reben|de|w|riesling|mosel|erdener treppchen|2011|8.5|??|leve|petiscos, peixe|doce
786. X
787. X
788. X
789. X
790. X
791. X
792. S
793. S
794. S
795. S
796. S
797. S
798. S
799. S
