1. W|cara|sur field blend tinto|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
728. W|carapecos|winter harv|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
729. W|carapelli|bio extra vierge olijfolie|cl|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
730. W|carapelli|delizia extra szuz olivaolaj|cl|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
731. W|carapelli|extra szuz olivaolaj|cl|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
732. W|carapelli|huile dolive vierge extra bio|cl|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
733. W|carapelli|huile dolive vierge extra bio classique|cl|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
734. W|carapelli|huile dolive vierge extra bio delicat|cl|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
735. W|carapelli|huile dolive vierge extra bio vivace|cl|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
736. W|carapelli|huile dolive vierge extra classico bio|cl|r|??|??|??|NV|13.5|classico|medio|carne vermelha, massas, queijos curados|seco
737. W|carapelli|oro verde extra vierge olijfolie|cl|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
738. W|carapelli|ulei de masline frantolio extravergine|cl|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
739. W|carapelli|vinaigre balsamique de modene igp bio|cl|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
740. W|carapils|carapils|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
741. W|carapils|copper malt briess|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
742. W|carapils|malt briess|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
743. W|carapuca|do corvo crianca acores|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
744. W|carapulcra|deshidratada provenzal|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
745. W|carared|carared|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
746. W|carared|malt weyermann|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
747. W|caras|de bacalhau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
748. W|carasau|ast gr 250|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
749. W|carasau|astgr 250 guttiau|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
750. W|carasau|astintegr gr 250|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
751. W|carassia|773 vintage|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
752. W|carassia|773 vintage brut|??|s|??|??|??|2021|12|??|leve|frutos do mar, aperitivos, sushi|brut
753. W|carassia|blanc de blancs|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
754. W|carassia|blanc de blancs brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
755. W|carassia|blanc de blancs brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=754
756. W|carassia|blanc de blancs brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=754
757. W|carassia|blanc de blancs brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=754
758. W|carassia|blanc de blancs brut 12 sgr|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
759. W|carassia|blanc de blancs brut vin spumant|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
760. W|carassia|blanc de blancs spumant brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
761. W|carassia|blanc de blancs spumant brut carastelec sgr|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
762. W|carassia|brut rose|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
763. W|carassia|clasic 0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
764. W|carassia|classic brut|??|s|??|??|??|NV|12|classic|leve|frutos do mar, aperitivos, sushi|brut
765. W|carassia|classic brut|??|s|??|??|??|NV|12|classic|leve|frutos do mar, aperitivos, sushi|brut|=764
766. W|carassia|classic brut|??|s|??|??|??|NV|12|classic|leve|frutos do mar, aperitivos, sushi|brut|=764
767. W|carassia|classic brut spumant brut|??|s|??|??|??|NV|12|classic|leve|frutos do mar, aperitivos, sushi|brut
768. W|carassia|classic brut vin spumant|??|s|??|??|??|NV|12|classic|leve|frutos do mar, aperitivos, sushi|brut
769. W|carassia|classic spumant alb brut crama carastelec sgr|??|s|??|??|??|NV|12|classic|leve|frutos do mar, aperitivos, sushi|brut
770. W|carassia|rose brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
771. W|carassia|rose brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=770
772. W|carassia|rose brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=770
773. W|carassia|rose brut vin spumant|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
774. W|carassia|rose spumant brut 12 sgr|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
775. W|carassia|rose spumant brut crama carastelec sgr|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
776. W|carassia|spumant classic brut 12sgr|??|s|??|??|??|NV|12|classic|leve|frutos do mar, aperitivos, sushi|brut
777. W|carastelec|carassia blanc de blancs|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
778. W|carastelec|carassia blanc de blancs|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=777
779. W|carastelec|carassia blanc de blancs brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
780. W|carastelec|carassia blanc de blancs brut magnum|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
781. W|carastelec|carassia brut rose|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
782. W|carastelec|carassia brut rose magnum|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
783. W|carastelec|carassia clasic|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
784. W|carastelec|carassia clasic brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
785. W|carastelec|carassia classic|??|r|??|??|??|NV|13.5|classic|medio|carne vermelha, massas, queijos curados|seco
786. W|carastelec|carassia classic brut|??|s|??|??|??|NV|12|classic|leve|frutos do mar, aperitivos, sushi|brut
787. W|carastelec|carassia classic brut magnum|??|s|??|??|??|NV|12|classic|leve|frutos do mar, aperitivos, sushi|brut
788. W|carastelec|carassia extra brut i editie|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut nature
789. W|carastelec|carassia rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
790. W|carastelec|carassia rose brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
791. W|carastelec|friza|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
792. W|carastelec|friza|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=791
793. W|carastelec|friza alb|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
794. W|carastelec|friza alb vin petiant|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
795. W|carastelec|friza rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
796. W|carastelec|friza rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco|=795
797. W|carastelec|friza rose vin petiant|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
798. W|carastelec|frza alb|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
799. W|carastelec|frza rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
800. W|carastelec|frza rose|??|p|??|??|??|2021|12|??|leve|carne vermelha, massas, queijos curados|seco
801. W|carastelec|vinca benedict|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
802. W|carastelec|vinca benedict 2020 13|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
803. W|carastelec|vinca friza alb 10 sgr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
804. W|carastelec|vinca friza rose 11 sgr|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
805. W|carastelec|vinca sophia chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
806. W|carastelec|vinca theresia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
807. W|carastelec|vinca theresia|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=806
808. W|carat|12 30|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
809. W|carat|bressan|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
810. W|carat|carat|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
811. W|carat|bressan|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
812. W|carat|carat|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
813. W|carat|carat|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=812
814. W|carat|bressan|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
815. X
816. W|carat|igp venezia giulia bianco 2017 bressan|??|w|??|??|??|2017|12.5|igp|medio|peixes, frutos do mar, saladas|seco
817. W|carat|igp venezia giulia bianco 2021 bressan|??|w|??|??|??|2021|12.5|igp|medio|peixes, frutos do mar, saladas|seco
818. W|carat|rouge|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
819. W|carat|rouge carton de 6 bouteilles|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
820. W|carat|venezia giulia igp 2021 bressan|??|r|??|??|??|2021|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
821. S
822. W|caratello|vin santo del chianti doc|it|d|??|chianti|??|NV|10.5|doc|encorpado|sobremesas, frutas secas, queijos|doce
823. W|carati|moscato sweet|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|doce
824. W|carato|bianco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
825. W|carato|bianco 2021 angelo delea|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
826. W|carato|bianco del ticino doc|??|w|??|??|??|NV|12.5|doc|medio|peixes, frutos do mar, saladas|seco
827. W|carato|merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
828. W|carato|merlot ticino doc|??|r|merlot|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
829. W|carato|riserva merlot|??|r|merlot|??|??|NV|13.5|riserva|encorpado|carne vermelha, massas, queijos curados|seco
830. W|carato|riserva merlot ticino doc|??|r|merlot|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
831. W|carato|riserva peter stiefel ti doc|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
832. W|carato|ti doc merlot magnum|??|r|merlot|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
833. W|carato|venusio aglianico del vulture docg superiore cantina di venosa|??|r|aglianico|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
834. W|carato|venusio cantina di venosa aglianico del vulture superiore docg|??|r|aglianico|??|??|2017|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
835. W|carats|carats|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
836. W|carattere|biologico prosecco doc brut|it|s|??|??|??|NV|12|doc|leve|frutos do mar, aperitivos, sushi|brut
837. W|carattere|brut biologico prosecco doc italien|it|s|??|??|??|NV|12|doc|leve|frutos do mar, aperitivos, sushi|brut
838. W|carattere|prosecco biologico doc brut|it|s|??|??|??|NV|12|doc|leve|frutos do mar, aperitivos, sushi|brut
839. W|carattere|prosecco doc brut organic|it|s|??|??|??|NV|12|doc|leve|frutos do mar, aperitivos, sushi|brut
840. W|carattere|prosecco doc brut vino biologico|it|s|??|??|??|NV|12|doc|leve|frutos do mar, aperitivos, sushi|brut
841. W|carattere|terribile salento igp cantina terribile|??|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
842. W|caravaggio|rosso emilia igt|??|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
843. W|caravaggio|rosso emilia igt|??|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco|=842
844. W|caravaggio|vino rosso emilia igt|??|r|??|??|??|2018|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
845. W|caravaglio|malvasia secca infatata salina sicily|it|r|??|sicily|??|2023|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
846. W|caravaglio|infatata 2024 case only|??|r|??|??|??|2024|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
847. W|caravaglio|infatata malvasia|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
848. W|caravaglio|infatata malvasia secca salina igt sicily italy 2022 case|it|r|??|sicily|??|2022|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
849. W|caravaglio|isola di salina malvasia secca 2024 case only|??|r|??|??|??|2024|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
850. W|caravaglio|malvasia bianco secco|??|w|??|??|??|NV|12.5|ava|medio|peixes, frutos do mar, saladas|seco
851. W|caravaglio|malvasia delle lipari 0|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
852. W|caravaglio|malvasia delle lipari 0|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=851
853. W|caravaglio|malvasia delle lipari pa22|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
854. W|caravaglio|malvasia delle lipari passito 2021 case only|??|d|??|??|??|2021|10.5|ava|encorpado|sobremesas, frutas secas, queijos|doce
855. W|caravaglio|malvasia salina infatata|??|r|??|??|??|2023|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
856. W|caravaglio|malvasia salina infatata|??|r|??|??|??|2024|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
857. W|caravaglio|malvasia salina infatata|??|r|??|??|??|2024|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=856
858. W|caravaglio|malvasia salina infatata|??|r|??|??|??|2024|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=856
859. W|caravaglio|malvasia secca infatata|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
860. W|caravaglio|malvasia secco salina|??|r|??|??|??|2018|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
861. W|caravaglio|nero du munti corinto nero|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
862. W|caravaglio|nero du munti corinto nero|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=861
863. W|caravaglio|nero du munti corinto nero|??|r|??|??|??|2019|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
864. W|caravaglio|nzemi|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
865. W|caravaglio|occhio di terra|??|r|??|??|??|2019|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
866. W|caravaglio|occhio di terra 2023 case only|??|r|??|??|??|2023|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
867. W|caravaglio|occhio di terra malvasia anfora|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
868. W|caravaglio|occhio di terra malvasia salina|??|r|??|??|??|2022|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
869. W|caravaglio|occhio di terra malvasia salina|??|r|??|??|??|2023|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
870. W|caravaglio|occhio di terra malvasia salina|??|r|??|??|??|2023|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=869
871. W|caravaglio|occhio di terra malvasia salina|??|r|??|??|??|2023|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=869
872. W|caravaglio|palmento di salina rosso non rosso|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
873. W|caravaglio|salina bianco|??|w|??|??|??|NV|12.5|ava|medio|peixes, frutos do mar, saladas|seco
874. W|caravaglio|salina bianco|??|w|??|??|??|NV|12.5|ava|medio|peixes, frutos do mar, saladas|seco|=873
875. W|caravaglio|salina bianco|??|w|??|??|??|2024|12.5|ava|medio|peixes, frutos do mar, saladas|seco
876. W|caravaglio|salina bianco malvasia|??|w|??|??|??|NV|12.5|ava|medio|peixes, frutos do mar, saladas|seco
877. W|caravaglio|salina bianco occhio di terra|??|w|??|??|??|NV|12.5|ava|medio|peixes, frutos do mar, saladas|seco
878. W|caravaglio|salina bianco secca|??|w|??|??|??|2019|12.5|ava|medio|peixes, frutos do mar, saladas|seco
879. W|caravaglio|salina igp malvasia bianco secco|??|w|??|??|??|2020|12.5|igp|medio|peixes, frutos do mar, saladas|seco
880. W|caravaglio|salina igp malvasia bianco secco|??|w|??|??|??|2021|12.5|igp|medio|peixes, frutos do mar, saladas|seco
881. W|caravaglio|salina igp malvasia bianco secco infatata|??|w|??|??|??|2020|12.5|igp|medio|peixes, frutos do mar, saladas|seco
882. W|caravaglio|salina malvasia secca|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
883. W|caravan|caravan|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
884. W|caravan|by darioush|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
885. W|caravan|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
886. W|caravan|cabernet sauvignon blend|??|r|cabernet sauvignon|??|??|NV|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
887. W|caravan|durif|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
888. W|caravan|durif|??|r|??|??|??|2021|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
889. W|caravan|durif aka petite sirah|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
890. W|caravan|durif petite sirah|??|r|??|??|??|2022|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
891. W|caravan|durif petite sirah|??|r|??|??|??|2022|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=890
892. W|caravan|experience|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
893. W|caravan|fabric clip set|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
894. W|caravan|merlot|??|r|merlot|??|??|NV|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
895. W|caravan|merlot 2019 australia|??|r|merlot|??|??|2019|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
896. W|caravan|merlot|??|r|merlot|??|??|2020|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
897. W|caravan|merlot 2020 australia|??|r|merlot|??|??|2020|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
898. W|caravan|merlot 2021 australia|??|r|merlot|??|??|2021|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
899. W|caravan|merlot|??|r|merlot|??|??|2023|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
900. W|caravan|merlot 2023 australia|??|r|merlot|??|??|2023|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
901. W|caravan|merlot 2024 australia|??|r|merlot|??|??|2024|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
902. W|caravan|petit sirah|??|r|??|??|??|2022|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
903. W|caravan|petite shiraz|??|r|shiraz|??|??|NV|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
904. W|caravan|petite sirah|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
905. W|caravan|petite sirah|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=904
906. W|caravan|petite sirah|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=904
907. W|caravan|petite sirah 2017 australia|??|r|??|??|??|2017|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
908. W|caravan|petite sirah 2018 australia|??|r|??|??|??|2018|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
909. W|caravan|petite sirah|??|r|??|??|??|2019|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
910. W|caravan|petite sirah 2019 australia|??|r|??|??|??|2019|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
911. W|caravan|petite sirah 2020 australia|??|r|??|??|??|2020|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
912. W|caravan|petite sirah 2020 south eastern australia vegan|??|r|??|??|??|2020|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
913. W|caravan|petite sirah|??|r|??|??|??|2021|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
914. W|caravan|petite sirah|??|r|??|??|??|2021|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=913
915. W|caravan|petite sirah 2021 australia|??|r|??|??|??|2021|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
916. W|caravan|petite sirah|??|r|??|??|??|2022|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
917. W|caravan|petite sirah|??|r|??|??|??|2022|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=916
918. W|caravan|petite sirah|??|r|??|??|??|2022|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=916
919. W|caravan|petite sirah|??|r|??|??|??|2022|13.5|ava|medio|carne vermelha, massas, queijos curados|seco|=916
920. W|caravan|petite sirah 2022 australia|??|r|??|??|??|2022|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
921. W|caravan|petite syrah|??|r|syrah|??|??|2022|13.5|ava|encorpado|carne vermelha, massas, queijos curados|seco
922. W|caravan|petrol|??|r|??|??|??|2020|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
923. W|caravan|petrol vino bianco|??|w|??|??|??|2019|12.5|ava|medio|peixes, frutos do mar, saladas|seco
924. W|caravan|petrol vino bianco etna masseria del pino|it|w|??|??|??|2022|12.5|ava|medio|peixes, frutos do mar, saladas|seco
925. W|caravan|pinot grigio|??|w|pinot grigio|??|??|2023|12.5|ava|leve|peixes, frutos do mar, saladas|seco
926. W|caravan|route salt|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
927. W|caravan|sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|ava|leve|peixes, frutos do mar, saladas|seco
928. W|caravan|south eastern australia durif 2022 petite sirah|??|r|??|??|??|2022|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
929. W|caravan|south eastern australia petite sirah|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
930. W|caravan|wholebean house blend 200g|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
931. W|caravana|entre vinedos|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
932. W|caravana|pack agotado|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
933. W|caravanita|chardonay|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
934. W|caravanita|petit manseng|??|r|??|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
935. W|caravanita|pinot noir|??|r|pinot noir|??|??|NV|13.5|ava|medio|carne vermelha, massas, queijos curados|seco
936. W|caravedo|acholado|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
937. W|caravedo|acholado|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco|=936
938. W|caravedo|acholado|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco|=936
939. W|caravedo|puro quebran|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
940. W|caravedo|puro quebranta|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
941. W|caravedo|puro torontel|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
942. X
943. X
944. X
945. X
946. W|caravella|orangecello|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|caravella|orangecello|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=946
948. W|caravella|orangecello|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=946
949. W|caravella|orangecello|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=946
950. W|caravella|orangecello|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=946
951. W|caravella|orangecello|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=946
952. W|caravella|orangecello|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=946
953. W|caravella|orangecello|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=946
954. W|caravella|orangecello|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=946
955. W|caravella|orangecello|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=946
956. S
957. S
958. S
959. S
960. S
961. W|caravella|orangecello56|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
962. W|caravelle|caravelle|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
963. W|caravinserail|cdr villages sablet cascavel2015|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
964. W|caravinserail|elicio rouge igp mediterranee france 2020 case|fr|r|??|??|??|2020|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
965. W|caravinsrail|cdr villages sablet cascavel|??|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
966. W|caraway|caraway|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
967. W|caraway|caraway|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=966
968. W|caraway|ground 50g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
969. W|caraway|powder 156g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
