W|grande|reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru|??|r|??|??|??|1999|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la romaneeconti|grands echezeaux grand cru|??|r|??|??|??|2006|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru georges noellat|??|r|??|??|??|2006|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la romaneeconti|grands echezeaux grand cru|??|r|??|??|??|2008|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru|??|r|??|??|??|2011|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la romaneeconti|grands echezeaux grand cru|??|r|??|??|??|2013|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la romaneeconti|grands echezeaux grand cru|??|r|??|??|??|2015|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru|??|r|??|??|??|2017|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine thenard|grands echezeaux grand cru|??|r|??|??|??|2017|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la romanee|grands echezeaux grand cru drc conti|??|r|??|??|??|2017|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la romaneeconti|grands echezeaux grand cru|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine deugenie|grands echezeaux grand cru|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine jeanmarc millot|grands echezeaux grand cru|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru|??|r|??|??|??|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine deugenie|grands echezeaux grand cru|??|r|??|??|??|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine jeanmarc millot|grands echezeaux grand cru|??|r|??|??|??|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru|??|r|??|??|??|2022|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine deugenie|grands echezeaux grand cru|??|r|??|??|??|2022|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine jeanmarc millot|grands echezeaux grand cru|??|r|??|??|??|2022|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine anne gros|grands echezeaux grand cru|??|r|??|??|??|2023|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine jeanmarc millot|grands echezeaux grand cru|??|r|??|??|??|2023|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru aoc|??|r|??|??|??|2023|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru cote de nuits|??|r|??|??|??|2017|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine drouhin magnum|grands echezeaux grand cru 1|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru georges noellat|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru lucien le moine|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru mongeardmugneret|??|r|??|??|??|2014|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|echezeaux grand cru nicole lamarche|??|r|??|??|??|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|instants|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|jardins meung|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|jardins meung|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=738
W|grands|jardins meung|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=738
W|grands|jardins meung bokeo|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|joueurs pharaohmoans red napa valley ca|us|r|??|california|napa valley|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|joueurs vignerons bentrock vineyard mon trajet chardonnay sta rita hills ca|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grands|joueurs vignerons red wine atlas peak napa valley ca|us|r|??|california|napa valley|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|joueurs vignerons rougiste|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|joueurs vignerons rougiste red wine napa valley|us|r|??|california|napa valley|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|joueurs vignerons rougiste red wine napa valley|us|r|??|california|napa valley|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|les maurins bordeaux sauvignon blanc france|fr|w|sauvignon blanc|bordeaux|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grands|palais|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|periples bordeaux blend st emilion|fr|r|??|bordeaux|st emilion|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|periples margaux|??|r|??|??|margaux|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|periples margaux|??|r|??|??|margaux|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=751
W|grands|rocs beaujolais brouilly vielles vignes 12|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|rouges du languedocroussillon|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|rouges du rhone|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|savagnins|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine jeanfrancois ganevat|grands teppes chardonnay 84 mois cotes du jura blanc|fr|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grands|teppes rouge|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|teppes vv 16|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|terroirs cru brut champagne fourny fils|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grands|terroirs cru brut champagne fourny fils|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=760
W|grands|terroirs brut cru|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|grands|toasts briossia ranskan alkuperaa 410 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|vins du maraudeur dole blanche|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grands|vins du maraudeur heida|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|vins du maraudeur mosaique blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grands|vins du maraudeur oeildeperdrix|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grands|vins du maraudeur petite arvine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandsecco|pinot blanc trocken|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grandsechezeaux|grand cru|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grandsechezeaux|grand cru|??|r|??|??|??|nv|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco|=770
W|domaine rene engel|grandsechezeaux grand cru|??|r|??|??|??|1995|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la romaneeconti|grandsechezeaux grand cru|??|r|??|??|??|1997|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine rene engel|grandsechezeaux grand cru|??|r|??|??|??|2001|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grandsechezeaux|grand cru maison joseph drouhin|??|r|??|??|??|2001|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grandsechezeaux|grand cru maison joseph drouhin|??|r|??|??|??|2003|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la romaneeconti|grandsechezeaux grand cru|??|r|??|??|??|2005|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grandsechezeaux|grand cru|??|r|??|??|??|2013|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine jeanmarc millot|grandsechezeaux grand cru|??|r|??|??|??|2014|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la romaneeconti|grandsechezeaux grand cru|??|r|??|??|??|2017|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine jeanmarc millot|grandsechezeaux grand cru|??|r|??|??|??|2017|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine jeanmarc millot|grandsechezeaux grand cru|??|r|??|??|??|2018|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la romaneeconti|grandsechezeaux grand cru|??|r|??|??|??|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine dominique laurent|grandsechezeaux grand cru|??|r|??|??|??|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine georges noellat|grandsechezeaux grand cru|??|r|??|??|??|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine jeanmarc millot|grandsechezeaux grand cru|??|r|??|??|??|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine georges noellat|grandsechezeaux grand cru|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la romaneeconti|grandsechezeaux grand cru|??|r|??|??|??|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grandsechezeaux|grand cru maison joseph drouhin|??|r|??|??|??|2021|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine de la romaneeconti|grandsechezeaux grand cru|??|r|??|??|??|2022|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine jeanmarc millot|grandsechezeaux grand cru|??|r|??|??|??|2023|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grandsechezeaux|grand cru domthenard|??|r|??|??|??|2022|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|grandsechezeaux|grand cru jeanmarc millot|??|r|??|??|??|2020|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
S
W|granduca|granduca|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granduca|chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granduca|nero davola van tola|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granduca|nero davola van tola|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=797
W|granducato|chianti classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granducato|chianti classico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=799
W|granducato|chianti classico riserva|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granducato|chianti docg fiasco paglia red wine|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|granducato|gretaio morellino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandvaux|cote chaude|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandvaux|cote chaude|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=804
W|grandvia|wine box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandy|brdkasse fra wesco i hvid lille|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grandy|brdkasse fra wesco i rd lille|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grane|toscana carignano igt antonio camillo|it|r|??|tuscany|??|2021|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|granee|gavi del comune di gavi docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|granel|action superdiet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granel|de infusion frutas del bosque|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granel|de te blanco vainilla|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|granel|de te negro english breakfast|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granel|infusion citricos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granel|infusion manzanilla|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|granella|di capperi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granella|di mandorle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granella|di mandorle 270g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granella|di mandorle pralinate|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granella|di nocciola piemonte igp delle langhe cascina bosco maggiore|it|r|??|langhe|langhe|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|granella|di nocciola piemonte igp delle langhe nocciolenatura|it|r|??|langhe|langhe|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|granella|di nocciola piemonte igp tostata 1 kg|it|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|granella|di nocciola piemonte igp tostata 200 gr|it|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|granella|di nocciole piemonte igp 250gr|it|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|granella|di nocciole selezionate|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granella|di nocciole tostate|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granella|di noci sgusciate|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granella|di pistacchio selezionati|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granella|di pistacchio siciliana|it|r|??|sicily|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granella|di san pellegrino bigio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granello|passito igt ricasoli toscana italien|it|d|??|tuscany|??|2018|10|igt|encorpado|sobremesas, queijos, frutas secas|doce
W|granello|passito igt ricasoli toscana italien|it|d|??|tuscany|??|2023|10|igt|encorpado|sobremesas, queijos, frutas secas|doce
W|granello|passito ricasoli|??|d|??|??|??|2018|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|granello|passito ricasoli|??|d|??|??|??|2022|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|granello|passito ricasoli|??|d|??|??|??|2023|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|granenbiscuit|naturel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granenbrood|van de kas|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|graneta|doc terre di cosenza riserva bio rosso prezzo|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|graneta|masseria falvo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granex|chrupki kukurydziane krokodylki|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granfalco|granfalco|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|granfino|farofa pronta tradicional 500 gr|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|granfiocchi|balocco 700|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
S
W|grange|grange|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|grange|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=847
W|grange|penfolds|??|r|??|??|??|1991|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|penfolds|??|r|??|??|??|1991|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=849
W|grange|grange|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|grange|??|r|??|??|??|1993|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|penfolds|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|penfolds|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=853
W|grange|penfolds|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|grange|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|70th anniversary penfolds|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|astucciato penfolds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|astucciato penfolds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=858
W|grange|aux belles vdf prince|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|bara|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|bara rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|bara blanc|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grange|bara blanc|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grange|bara fevrier|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|bara fevrier|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|bara fevrier rouge|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|bara rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|bara rouge|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|bara rouge|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|bara rouge|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|bara rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=862
W|grange|bin 95 penfolds australischer rotwein|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|bin 95 astucciato penfolds|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|bin 95 shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|blanche|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grange|blanche cru rasteau rouge archange|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grange|cochard morgon cote du py|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|cochard morgon cote du py|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=878
W|grange|cochard morgon les charmes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|de l oncle charles jeu de vent vin de france rouge|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|de piaugier cotes du rhone|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|de quatre sous la grange de quatre sous|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|de quatre sous pays doc blanc le jeu du mail|??|w|??|??|??|2016|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|grange|des peres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres vin de pays de lherault rouge|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres vin de pays de lherault rouge|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres vin de pays de lherault blanc|??|w|??|??|??|2011|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grange|des peres|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres rouge vin de pays de lherault|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres vin de pays de lherault blanc|??|w|??|??|??|2012|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grange|des peres|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres vin de pays de lherault rouge|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres igp pays dherault|??|r|??|??|??|2013|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres igp pays dherault|??|r|??|??|??|2019|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres igp pays dherault|??|r|??|??|??|2020|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres pays de lherault 15 languedoc france|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres rouge|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres rouge|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres rouge|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres vin de pays rouge lherault|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres vin de pays rouge lherault|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres vin de pays rouge lherault|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres vin de pays rouge lherault|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des peres vin de pays rouge lherault|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des rocs picpoul de pinet|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|des rocs picpoul de pinet languedoc|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|du nord kalamite|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|magnien maconvillages louis jadot bourgogne frankrig|fr|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|neuve monbazillac|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|neuve monbazillac|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|nueve monbazillac france|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|penfolds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|penfolds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=917
W|grange|penfolds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=917
W|grange|penfolds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=917
W|grange|penfolds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=917
W|grange|penfolds|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=917
W|grange|penfolds|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|penfolds|??|r|??|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|penfolds|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=853
W|grange|penfolds|??|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|penfolds|??|r|??|??|??|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|penfolds|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|peres vdp herault blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grange|peres vdp herault rouge|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|philippe chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grange|philippe gipsy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|philippe syrah|??|r|syrah|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grange|saintsauveur arceaux rose|??|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grange|saintsauveur blanc vin de france grange saintsauveur|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grange|saintsauveur chenin case only|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
