W|georgia|tbilvino tsinandali rkatsiteli mtsvane|ge|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand domaine de laigle chardonnay bio|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand domaine de laigle chardonnay bio|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=663
W|gerard|bertrand domaine de laigle limoux chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand domaine de laigle pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=320
W|gerard|bertrand domaine de laigle pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand domaine de villemajou|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand domaine de villemajou corbieresboutenac|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand extra blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand extra blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=670
W|gerard|bertrand fitou|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand french cancan brut nature edition deluxe|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gerard|bertrand french cancan brut nature orange sparkling wine edition deluxe|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gerard|bertrand grand terroir gres de montpellier|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand grand terroir montpeyroux|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand grand terroir tautavel|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand grand terroir tautavel|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=677
W|gerard|bertrand grand terroir tautavel languedocroussillon|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand grenachesyrahcinsault cote des roses languedoc|fr|p|syrah|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=681
W|gerard|bertrand gris blanc|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc rose|??|p|??|??|??|2019|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc rose|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc rose languedoc france|fr|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc bio|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc grenache|??|w|grenache|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc grenache gris grenache|??|w|grenache|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc igp pays doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc igppays doc|??|w|??|??|??|2016|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc igppays doc|??|w|??|??|??|2017|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc pays doc|??|w|??|??|??|2020|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc pays doc|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc pays doc|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=698
W|gerard|bertrand gris blanc rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=700
W|gerard|bertrand gris blanc rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=700
W|gerard|bertrand gris blanc rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=700
W|gerard|bertrand gris blanc rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=700
W|gerard|bertrand gris blanc rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=700
W|gerard|bertrand gris blanc rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=700
W|gerard|bertrand gris blanc rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=700
W|gerard|bertrand gris blanc rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=700
W|gerard|bertrand gris blanc rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=700
W|gerard|bertrand gris blanc rose french rose wine|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc rose languedoc france|fr|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc rose languedocroussillon|fr|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc rose pays doc france|fr|p|??|??|??|nv|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc rose pays doc france|fr|p|??|??|??|nv|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco|=714
W|gerard|bertrand gris blanc vdp|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand gris blanc vdp|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=716
W|gerard|bertrand gris blanc vin de pays doc igp rose|??|p|??|??|??|nv|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand gris grey sauvage pays doc rose|??|p|??|??|??|2017|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand hampton water rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand hampton water rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=720
W|gerard|bertrand hampton water rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=720
W|gerard|bertrand hampton water rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand hampton water rosewein aop languedoc trocken frankreich 1|fr|p|??|??|??|nv|12.5|aop|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand hampton water rosewein aop languedoc trocken frankreich 12|fr|p|??|??|??|nv|12.5|aop|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand hampton water rosewein aop languedoc trocken frankreich 3|fr|p|??|??|??|nv|12.5|aop|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand hampton water rosewein aop languedoc trocken frankreich 6|fr|p|??|??|??|nv|12.5|aop|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand hampton water trocken rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand hampton waters bubbly rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand heresie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand heresie corbieres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand heresie corbieres|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand heresie corbieres rouge|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand heritage an 825 cremant de limoux brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gerard|bertrand heritage an 825 cremant de limoux brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gerard|bertrand heritage igp cite de carcassonne|??|r|??|??|??|2019|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand heritage igp coteaux de narbonne|??|r|??|??|??|2020|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand heritage igp coteaux de narbonne|??|r|??|??|??|2020|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco|=737
W|gerard|bertrand heritage kosmos organic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand heritage la clape an 1650 aop blanc|??|w|??|??|??|nv|12.5|aop|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand heritage la clape an 1650 aop rouge|??|r|??|??|??|nv|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand heritage languedoc|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand heritage languedoc|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=742
W|gerard|bertrand heritage pic st loup|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand heritage pic st loup|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=744
W|gerard|bertrand heritage picpoul de pinet 125|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand heritage picpoul de pinet aop occitanie langeudoc france|fr|r|??|??|??|nv|13.5|aop|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand heritage picpoul occitanie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand heritage picpoul piquepoul blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand igp pays doc rose|??|p|??|??|??|2019|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand igp pays doc rose|??|p|??|??|??|2019|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco|=750
W|gerard|bertrand igp pays doc rose|??|p|??|??|??|2019|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco|=750
W|gerard|bertrand igp pays doc rose|??|p|??|??|??|2020|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand igp pays doc rose|??|p|??|??|??|2020|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco|=753
W|gerard|bertrand igp pays doc rose|??|p|??|??|??|2020|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco|=753
W|gerard|bertrand l hospitalet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand la clape blanc chateau lhospitalet grand vin|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand la clape blanc chateau lhospitalet grand vin|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand la clape blanc chateau lhospitalet grand vin wood box|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand la clape blanc chateau lhospitalet grand vin wood box|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=759
W|gerard|bertrand la clape chateau lhospitalet la reserve blanc|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand la clape chateau lhospitalet la reserve blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand la clape grand vin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand la clape rouge chateau lhospitalet|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand la clape rouge chateau lhospitalet art collection|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand la clape rouge chateau lhospitalet art collection wood box|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand la clape rouge chateau lhospitalet art collection wood box|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=766
W|gerard|bertrand la clape rouge chateau lhospitalet art collection wood box|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=766
W|gerard|bertrand la clape rouge chateau lhospitalet grand vin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand la clape rouge chateau lhospitalet grand vin|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand la clape rouge chateau lhospitalet grand vin wood box|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand la clape rouge chateau lhospitalet grand vin wood box|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=771
W|gerard|bertrand la grande bleue|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand la grande bleue|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand la grande bleue bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand la grande bleue bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=775
W|gerard|bertrand la grande bleue bio witte wijn frankrijk doos 6 stuks 856|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand la vieille capitelle pays doc grenache rose|??|p|grenache|??|??|2012|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand laigle pinot noir|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand languedoc cabrieres rose clos du temple|fr|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand languedoc cabrieres rose clos du temple wood box|fr|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand languedoc cabrieres rose clos du temple wood box|fr|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=781
W|gerard|bertrand languedoc cote des roses rose|fr|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand languedoc garrie red|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand languedoc hampton water|fr|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand languedoc heritage|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand languedoc rose cote des roses art edition reserve|fr|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand languedoc rose cote des roses art edition reserve|fr|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=787
W|gerard|bertrand languedoc rose cote des roses art edition reserve|fr|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=787
W|gerard|bertrand languedoc rose naturalys|fr|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand languedoc rose source of joy|fr|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand languedoc rouge vents garrigue|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand le chouchou|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand le chouchou 11|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand le chouchou red blend|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand le chouchou red blend france|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand legend vintage rivesaltes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand legend vintage rivesaltes|??|r|??|??|??|1969|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand legend vintage rivesaltes|??|r|??|??|??|1974|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand legend vintage rivesaltes|??|r|??|??|??|1977|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand legend vintage rivesaltes|??|r|??|??|??|1979|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand les aspres grand terroir|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand lhospitales rouge la clape|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand lhospitalet blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand malbec an 1152 heritage cahors|??|r|malbec|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand malbec cahors heritage|??|r|malbec|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand maury|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand merlot change pays doc|??|r|merlot|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand merlot change pays doc|??|r|merlot|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=808
W|gerard|bertrand merlot change pays doc|??|r|merlot|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand minervois|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand minervois an 873|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand minervois heritage 873|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand minervois la liviniere clos dora|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand minervois la liviniere clos dora|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand minervois la liviniere le viala|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand muscat de rivesaltes|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand naturae cabernet sauvignon igp|??|r|cabernet sauvignon|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand naturae chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand naturae chardonnay igp|??|w|chardonnay|??|??|nv|12.5|igp|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand naturae corbieres|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand naturae orange|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand naturae skin fermented organic white|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand naturalys cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand naturalys chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand naturalys merlot|??|r|merlot|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand naturalys pinot noir|??|r|pinot noir|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand naturalys sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand naturalys sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=828
W|gerard|bertrand naturalys sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand naturalys syrah|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand nv cote des roses rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand nv french cancan brut nature edition deluxe nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gerard|bertrand nv french cancan brut nature orange french cancan|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gerard|bertrand nv french cancan brut nature rose nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut nature
W|gerard|bertrand nv la grande bleue|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand nv sovive blanc|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand or azur rose languedoc|fr|p|??|??|??|2020|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand orange gold|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand orange gold|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|gerard|bertrand orange gold|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|gerard|bertrand orange gold|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|gerard|bertrand orange gold|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=839
W|gerard|bertrand orange gold|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=317
W|gerard|bertrand orange gold|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=317
W|gerard|bertrand orange gold|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand orange gold|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=326
W|gerard|bertrand orange gold|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=326
W|gerard|bertrand orange gold|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand orange gold france|fr|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand orange gold orange wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand orange gold organic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand orange gold vin biologique 12 075|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand orange gold vin de france|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand orange gold vin orange|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand orange gold white|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand papilou|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand papilou|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=857
W|gerard|bertrand papilou petillant naturel rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand papilou petillant naturel rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=859
W|gerard|bertrand papilou petillant naturel rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=859
W|gerard|bertrand perles de grenache rose|??|p|grenache|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand perles de sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand perles de sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gerard|bertrand picpoul de pinet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand picpoul de pinet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=865
W|gerard|bertrand picpoul de pinet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=865
W|gerard|bertrand picpoul de pinet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand picpoul de pinet an 1618 heritage|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand picpoul de pinet heritage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand picpoul de pinet heritage|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand picpoul pinet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand pinot noir an 940 heritage pays doc|??|r|pinot noir|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gerard|bertrand pinot noir cotes des roses pays doc|??|p|pinot noir|??|??|nv|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|gerard|bertrand pinot noir cotes des roses pays doc|??|p|pinot noir|??|??|2019|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
